"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","LTi cells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"VAV3",8,0,2,4,1,2,0,0,1,2,0,0,2,1,10,4,4,0,13,7,0,0,0,0,0,0,1,9,1,2,14,29,6,0
"VAV3-AS1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
"RP11-356N1.2",11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"SLC25A24",40,3,5,6,3,3,0,6,24,2,1,0,1,2,28,9,5,1,7,7,0,0,1,0,3,1,4,25,2,5,14,104,21,1
"RP11-483I13.5",1,0,2,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,3,0,1
"FAM102B",8,4,0,6,5,1,1,0,26,0,1,0,0,1,14,2,4,0,2,3,0,1,0,0,0,0,0,7,0,6,4,22,5,0
"HENMT1",16,2,13,2,6,2,0,2,2,5,2,2,1,2,10,12,18,0,2,11,1,2,2,0,1,2,1,17,4,3,12,18,6,0
"PRPF38B",119,63,64,56,26,14,16,5,126,68,7,2,10,7,257,128,73,3,82,191,5,2,3,3,9,6,3,222,30,20,151,117,113,11
"STXBP3",32,10,12,11,6,4,1,2,43,12,1,0,1,3,33,11,14,5,19,24,2,0,0,0,3,2,0,28,0,3,20,30,41,3
"AKNAD1",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0
"RP11-475E11.9",0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPATA42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GPSM2",3,2,2,2,0,0,1,6,19,0,0,0,0,0,8,5,2,3,2,8,0,1,1,0,2,1,0,62,2,10,4,87,5,0
"CLCC1",10,6,1,3,1,0,0,1,36,5,0,0,2,1,15,4,2,1,6,3,0,0,0,0,0,0,1,9,2,1,10,17,10,0
"WDR47",4,1,0,1,0,0,0,0,7,1,1,0,0,0,2,1,1,1,1,2,0,0,0,1,1,0,0,1,0,0,2,5,14,1
"TAF13",12,11,2,8,0,4,0,0,19,1,0,0,1,1,13,1,3,0,3,3,0,0,0,0,3,0,1,13,2,0,3,40,25,2
"RP5-1065J22.8",3,7,0,0,1,2,2,0,5,3,3,0,1,0,12,5,1,0,2,3,0,0,0,0,0,1,0,14,2,0,3,5,3,0
"TMEM167B",36,10,8,10,2,0,6,4,31,9,0,1,2,5,45,13,11,2,9,23,0,2,1,1,4,0,1,37,1,1,21,30,27,3
"SCARNA2",0,2,0,1,0,0,1,1,2,1,0,0,0,0,2,3,0,0,2,5,0,0,0,0,0,0,0,2,0,0,0,1,5,1
"C1orf194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIAA1324",2,1,1,1,3,0,0,0,2,15,0,2,1,0,6,2,3,0,0,3,0,0,0,0,0,0,0,8,1,1,13,105,1,0
"SARS",67,41,23,32,12,4,4,11,146,23,1,2,6,3,87,39,32,7,32,66,3,3,2,2,16,7,1,125,10,9,56,164,127,21
"CELSR2",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,0,0
"PSRC1",0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,41,1,6,1,8,2,0
"SORT1",38,7,0,8,0,0,0,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11,0,1,3,0,0,1,60,25,21
"PSMA5",143,46,50,66,18,11,6,10,112,43,4,2,9,11,99,63,52,3,35,79,0,4,1,4,19,17,14,355,29,24,126,286,122,12
"SYPL2",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"ATXN7L2",0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,3,3,0,0,0,0,0,1,0,5,0,1,0,1,1,0
"CYB561D1",0,0,4,0,1,0,0,1,4,0,1,1,0,2,6,4,1,0,1,9,1,0,0,0,0,0,0,1,2,0,3,4,1,1
"AMIGO1",0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
"GPR61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"GNAI3",92,30,16,47,10,4,6,6,94,13,4,2,2,3,71,26,32,6,29,42,0,2,0,1,10,3,5,138,9,17,45,68,105,7
"GNAT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AMPD2",21,10,0,11,1,0,1,0,25,3,1,1,0,0,9,6,2,0,7,12,0,0,0,0,1,1,2,11,1,1,7,15,17,4
"GSTM4",44,6,7,11,3,1,0,0,64,1,0,0,0,2,27,8,7,5,3,18,0,3,1,0,7,0,0,11,2,2,11,64,20,12
"GSTM2",0,1,0,1,0,1,0,0,16,1,0,1,0,0,1,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1
"GSTM1",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,2,0
"AC000032.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"GSTM5",0,12,0,0,0,0,0,1,161,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,3
"GSTM3",7,33,2,5,3,0,0,5,213,0,0,0,3,2,7,10,5,9,0,13,1,0,1,1,8,0,0,3,1,1,0,25,30,23
"EPS8L3",1,0,0,1,0,0,0,1,3,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1,0,0,2,0,0,0,165,2,0
"RP11-195M16.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-195M16.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSF1",16,17,1,1,25,0,0,4,104,1,0,0,0,8,1,5,3,0,2,1,0,3,0,0,9,0,0,1,8,11,31,1,29,5
"AHCYL1",41,47,3,11,4,0,2,3,100,5,1,0,2,1,34,19,5,5,14,17,0,1,0,1,4,0,4,40,1,3,15,88,75,11
"STRIP1",11,3,5,4,0,2,0,0,19,6,2,1,0,1,23,8,6,2,4,9,1,0,0,0,2,2,1,27,2,3,6,7,16,2
"RP4-773N10.4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0
"UBL4B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KCNC4-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNC4",1,1,2,0,0,0,0,0,3,1,0,0,1,0,2,0,0,1,1,2,0,0,0,0,2,1,0,2,0,0,0,10,20,1
"RP5-1074L1.1",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
"RBM15",5,0,4,3,1,2,0,1,11,3,0,2,1,0,13,5,2,0,7,5,0,0,0,1,0,1,0,23,3,3,8,10,6,1
"SLC16A4",3,5,0,0,0,0,0,3,57,2,0,0,0,1,4,0,1,0,2,2,0,0,0,0,1,0,0,1,0,1,1,1,5,0
"RP5-1074L1.4",1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,6,2,0
"LAMTOR5",210,88,36,76,29,9,9,28,303,52,4,3,19,20,228,84,45,10,105,112,2,11,4,8,35,24,10,457,15,11,119,362,282,36
"KCNA2",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-284N8.3",1,0,6,1,0,3,1,0,0,1,0,0,0,0,10,16,9,0,2,15,1,0,0,0,0,0,0,6,1,0,1,1,0,0
"KCNA3",0,0,6,0,1,0,1,1,0,0,0,0,0,0,6,6,6,0,3,8,1,0,0,0,0,1,0,2,2,1,8,1,0,0
"CD53",456,2,116,134,66,29,32,9,39,93,19,11,2,28,855,202,131,0,337,276,6,12,5,17,1,28,21,1276,46,56,300,18,14,2
"RP11-96K19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0
"LRIF1",16,9,17,6,3,2,2,0,22,5,2,0,0,0,45,11,13,1,20,18,0,2,0,1,1,1,0,30,1,7,16,14,27,1
"RP11-96K19.5",1,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"DRAM2",163,26,16,58,2,8,6,6,111,14,3,2,4,5,384,39,24,3,108,41,1,0,2,4,5,7,9,185,1,1,31,64,90,11
"CEPT1",24,6,6,13,2,0,1,2,32,3,1,0,1,0,83,15,6,2,41,17,0,2,0,0,3,1,3,65,2,3,16,22,14,2
"RP5-1180E21.4",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP5-1180E21.5",3,0,9,1,0,0,2,0,5,2,0,0,0,0,34,13,8,0,19,24,1,0,0,1,0,0,0,11,0,1,6,7,3,2
"DENND2D",35,5,52,6,12,14,21,3,5,55,6,1,0,1,53,100,88,0,33,158,12,6,2,1,0,1,2,95,8,8,92,36,18,1
"CHI3L2",10,3,32,3,0,7,10,1,12,37,0,0,0,0,45,11,24,0,45,34,1,2,1,0,0,2,0,24,1,1,25,3,2,0
"PIFO",2,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,4,1,2,0,0,0,0,0,0,0,1,0,0,0,5,0,1
"OVGP1",0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0
"WDR77",16,7,2,8,5,1,1,3,22,12,1,0,1,1,44,11,7,1,9,14,0,1,1,1,1,1,1,81,3,1,14,66,35,5
"ATP5F1",247,62,28,77,28,12,6,13,229,31,12,4,12,22,195,87,46,15,87,121,1,10,1,8,29,12,17,573,25,23,106,510,176,25
"C1orf162",188,1,11,240,0,1,2,2,7,17,3,3,0,19,63,71,13,0,94,113,12,6,5,5,0,1,45,29,2,1,13,6,11,5
"TMIGD3",9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"ADORA3",26,0,0,13,0,0,0,0,1,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0
"RAP1A",283,38,56,99,26,15,8,25,168,112,13,2,15,10,201,181,73,14,73,207,4,9,3,4,15,17,14,384,26,24,253,147,209,41
"LINC01160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
"FAM212B",10,2,0,0,1,0,0,1,3,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0,1,0,3,3,0,0,1,0,21,2
"FAM212B-AS1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DDX20",6,6,6,6,2,1,0,1,4,3,0,0,0,0,13,5,5,1,3,12,0,0,0,0,3,1,1,17,1,2,6,11,13,2
"KCND3",0,4,0,0,0,0,0,2,24,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,11,6,0
"RP11-88H9.2",0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0
"CTTNBP2NL",24,5,0,12,0,0,0,4,19,0,0,0,3,1,3,3,0,0,3,2,0,0,0,0,3,0,2,0,0,0,15,31,118,2
"WNT2B",1,62,0,0,0,0,0,1,85,0,0,0,0,0,3,1,0,0,0,4,0,0,0,0,0,0,0,3,0,0,4,4,10,0
"RP4-671G15.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ST7L",7,4,3,3,1,1,2,2,17,6,0,1,1,0,4,4,3,0,4,10,0,0,0,0,1,0,1,10,0,1,5,17,11,1
"CAPZA1",163,46,38,58,18,9,6,2,129,49,5,1,7,14,180,72,41,8,71,90,3,1,1,5,14,11,14,442,20,36,113,159,87,10
"MOV10",15,14,3,2,1,0,0,2,17,5,1,0,0,0,8,5,8,0,1,15,2,3,0,0,3,0,3,5,1,2,9,25,15,0
"RP11-426L16.3",1,2,0,0,0,0,0,1,3,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,2,1,2,2,1,1,0
"RHOC",141,142,24,56,24,6,5,62,412,62,3,1,33,7,30,58,30,18,23,72,2,15,0,4,57,3,13,17,23,20,187,524,800,47
"PPM1J",0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,1,1,2
"LINC01356",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP3-522D1.1",8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"SLC16A1",10,7,2,4,1,2,0,0,14,8,0,0,1,0,6,1,1,3,4,4,0,0,1,0,0,1,0,28,5,1,33,55,10,0
"SLC16A1-AS1",5,8,8,3,3,1,6,3,39,5,1,0,0,0,28,9,9,1,2,22,0,3,0,0,2,1,0,32,1,2,23,14,12,1
"RP11-31F15.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"LRIG2",4,11,5,4,0,0,2,1,31,5,1,0,0,1,16,11,10,3,9,10,1,2,0,1,1,1,0,15,4,1,5,14,15,1
"MAGI3",1,2,0,0,0,0,1,1,26,0,0,0,0,0,1,3,1,0,0,4,0,0,0,0,1,0,0,2,0,0,0,32,17,0
"PHTF1",7,4,6,8,6,3,3,1,20,8,5,1,2,4,19,22,9,0,14,19,1,2,1,0,0,3,0,16,6,7,45,7,19,4
"RSBN1",19,9,20,8,17,8,3,6,55,13,6,1,6,1,64,55,28,3,23,64,0,5,0,1,4,1,1,37,11,4,74,54,48,8
"RP5-1073O3.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTPN22",16,0,16,5,17,7,2,1,2,14,3,2,0,2,25,20,24,0,12,23,2,6,1,2,0,1,0,30,6,9,51,6,1,0
"AP4B1-AS1",0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"BCL2L15",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,100,1,0
"AP4B1",5,10,1,2,3,1,0,0,11,0,0,1,1,1,11,6,7,0,5,11,1,0,0,0,0,1,0,13,0,2,8,10,9,0
"DCLRE1B",4,0,2,1,1,0,0,0,6,0,0,0,0,0,3,2,0,0,1,1,0,0,0,0,3,0,0,14,1,2,2,8,6,0
"HIPK1-AS1",1,1,1,0,0,0,3,0,1,8,1,0,0,0,2,6,3,0,2,20,0,0,1,0,0,0,0,4,2,1,4,0,0,1
"HIPK1",24,6,3,11,3,3,4,5,21,13,0,1,2,2,14,17,10,1,3,22,0,1,0,0,2,1,5,12,0,9,16,30,28,4
"OLFML3",43,80,1,1,0,0,0,9,756,0,0,0,3,0,4,1,2,15,0,2,0,0,0,0,3,0,0,0,0,0,1,5,2,3
"SYT6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TRIM33",18,3,10,10,5,1,5,3,45,11,4,1,1,2,47,27,15,3,19,24,3,3,3,4,4,1,3,46,2,5,31,33,53,7
"BCAS2",48,22,21,18,7,4,7,8,90,16,3,0,4,4,65,32,17,5,24,48,3,2,1,4,5,4,3,100,9,7,45,72,63,10
"DENND2C",0,2,0,0,0,0,0,1,8,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2
"NRAS",23,5,5,2,2,1,1,2,11,3,1,0,4,0,12,6,8,0,5,9,0,0,0,1,3,0,4,54,2,0,12,45,36,0
"CSDE1",167,65,56,79,12,8,22,18,260,54,6,4,19,13,226,116,58,16,99,180,8,9,3,5,35,17,7,273,21,11,145,247,265,80
"SIKE1",41,5,9,7,4,3,1,2,42,5,1,0,1,2,23,14,14,4,12,12,1,1,1,0,3,2,2,56,2,3,19,39,37,7
"TSPAN2",0,8,2,0,2,0,0,0,20,3,0,0,0,0,2,5,2,12,0,5,1,0,0,0,0,0,0,0,0,1,2,19,75,9
"RP4-666F24.3",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"RP4-663N10.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGF",0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7
"VANGL1",5,3,2,0,1,1,0,0,25,1,0,0,1,1,2,0,2,0,0,3,0,0,0,0,3,0,0,7,1,0,3,12,38,1
"CASQ2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,38
"NHLH2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC22A15",2,1,2,0,0,0,0,1,2,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,4,0,0
"MAB21L3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
"RP5-1185H19.2",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ATP1A1",136,40,37,31,13,8,9,7,205,34,6,1,7,4,123,74,64,0,30,136,5,3,0,0,8,1,10,100,12,17,73,535,293,14
"RP5-1086K13.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CD58",91,7,14,30,10,7,2,5,45,20,2,0,2,7,30,25,16,1,7,27,2,1,1,0,3,0,8,74,14,13,57,38,57,2
"IGSF3",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,0
"CD2",27,3,293,24,244,82,77,19,14,277,26,6,2,1,26,500,383,0,24,500,14,38,23,0,0,8,1,28,127,162,840,19,23,2
"RP4-753F5.1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTGFRN",9,16,0,1,0,0,1,0,107,0,0,0,4,0,0,2,0,5,0,1,0,0,0,0,4,0,2,0,1,0,1,47,24,2
"CD101",4,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,1,2,0,1,3,3,0,0,0
"RP11-27K13.3",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0
"TTF2",19,2,10,7,0,1,3,0,14,6,0,0,1,0,41,11,4,0,7,8,0,1,2,0,0,2,0,84,6,12,20,11,10,2
"TRIM45",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,4,0
"RP11-188D8.1",1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0
"MAN1A2",28,15,8,11,1,1,1,3,81,15,3,1,6,1,38,26,11,5,21,29,0,2,0,1,7,4,1,36,2,2,36,50,73,4
"FAM46C",2,1,12,1,6,0,5,0,13,1,1,0,0,3,33,12,13,0,33,20,1,4,0,1,0,15,0,6,6,5,43,49,1,5
"GDAP2",16,3,5,3,1,0,0,3,13,1,0,0,1,0,14,9,2,0,4,4,1,1,0,0,1,2,1,21,0,3,6,15,12,0
"WDR3",9,5,4,2,2,0,0,0,20,5,0,0,0,2,20,6,3,1,6,15,0,2,0,0,0,0,1,25,4,3,10,30,20,0
"SPAG17",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TBX15",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"WARS2",11,6,0,2,1,0,0,1,27,2,0,0,4,0,16,5,2,0,7,7,0,0,0,0,1,0,0,19,1,2,6,22,10,1
"RP11-418J17.1",2,1,1,0,0,0,0,0,4,0,0,0,1,0,8,1,0,1,4,2,0,1,0,0,0,0,0,2,0,1,1,5,2,0
"ZNF697",3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"PHGDH",7,5,3,2,1,0,0,5,60,0,0,0,0,0,17,3,3,4,4,2,0,1,0,0,1,0,0,126,2,0,0,8,5,5
"HMGCS2",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,6,0,0,0,0,0,0,0,3,0,0,2,137,2,1
"REG4",2,4,3,0,0,0,0,1,5,1,0,0,0,0,7,5,2,1,8,10,1,0,0,0,1,2,0,9,0,0,3,2080,9,0
"NOTCH2",22,21,6,19,2,0,1,1,74,6,0,0,1,2,27,12,11,3,8,11,1,1,0,2,5,0,8,8,0,3,8,8,3,6
"RP11-114O18.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"SEC22B",31,21,13,6,7,2,4,4,75,12,2,0,6,8,55,15,16,1,16,26,5,4,0,0,4,7,3,68,6,12,28,73,49,8
"AC253572.1",2,0,2,2,1,0,0,0,2,0,0,0,0,0,3,1,2,0,1,1,0,0,0,0,0,1,1,1,0,0,3,0,0,3
"NBPF26",0,1,0,2,0,0,0,0,6,1,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC241377.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00623",5,2,10,6,1,2,0,3,13,5,0,0,0,0,12,10,12,1,10,16,0,1,1,0,0,0,0,12,1,0,6,11,1,0
"FCGR1B",53,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"RP11-439A17.9",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM72B",6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0
"SRGAP2C",31,11,6,19,5,2,3,9,29,10,0,0,9,0,21,12,8,2,6,12,1,0,1,0,5,2,6,22,1,2,16,3,46,7
"CH17-437K3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-344P13.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-344P13.6",2,0,5,0,2,0,0,0,0,0,0,0,0,0,4,4,9,0,1,6,0,0,0,0,0,0,0,7,1,1,3,1,0,0
"RP11-403I13.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RP11-403I13.7",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM72C",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0
"RP11-14N7.2",8,52,0,2,2,0,1,7,191,2,0,0,21,0,8,0,1,6,0,1,0,0,0,1,13,0,0,21,0,1,2,54,21,5
"RP11-763B22.4",0,0,6,1,1,0,2,0,0,2,1,0,2,0,6,11,6,0,3,9,0,1,0,0,0,0,0,4,0,0,1,0,1,0
"NBPF15",2,7,0,2,2,1,0,1,7,2,0,0,1,0,10,2,2,0,1,4,0,0,0,0,0,0,0,3,0,0,1,3,4,3
"RP11-289H16.1",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"SRGAP2B",34,9,3,39,1,0,0,4,41,3,0,0,5,0,22,9,6,1,7,7,0,0,0,4,9,2,3,35,1,2,14,3,32,3
"FAM72D",4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,1,2,1,0
"AC241585.2",0,0,1,0,1,0,0,0,0,1,0,0,0,0,4,1,2,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"CH17-373J23.1",20,0,6,27,1,1,5,1,17,3,5,3,1,9,73,42,22,0,4,36,2,2,3,1,1,1,3,23,6,3,24,20,2,0
"RP11-89F3.2",0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"NBPF20",4,0,2,0,0,0,0,0,5,1,1,0,1,0,15,2,3,0,5,3,2,0,0,1,0,1,0,9,1,0,2,4,9,0
"GPR89A",5,3,1,2,2,1,0,2,18,6,1,0,0,0,10,10,7,0,4,5,0,0,1,0,0,2,0,15,3,4,12,12,11,2
"PDZK1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0
