"","ImmProt_T4.CM_01","ImmProt_T4.CM_02","ImmProt_T4.CM_03","ImmProt_T4.CM_04","ImmProt_T4.CM_01_activated","ImmProt_T4.CM_02_activated","ImmProt_T4.CM_03_activated","ImmProt_T4.CM_04_activated","ImmProt_T4.EM_01","ImmProt_T4.EM_02","ImmProt_T4.EM_03","ImmProt_T4.EM_04","ImmProt_T4.EM_01_activated","ImmProt_T4.EM_02_activated","ImmProt_T4.EM_03_activated","ImmProt_T4.EM_04_activated"
"37",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"55627",0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1
"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"132158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6609",0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1
"641649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4351",1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
"23475",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6610",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"100287639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259230",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"93100",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"441024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50484",0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
"65220",0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
"6241",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"116369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6240",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"6553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3156",1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
"284129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2821",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"115019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5230",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79966",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"5232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375056",0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1
"10588",0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0
"5236",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"26266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84890",0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"55276",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6646",0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1
"5372",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"6649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55229",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"5373",0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"79646",0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
"80025",1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1
"53354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6648",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6647",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6697",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
"6611",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"83594",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7263",0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0
"26275",0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1
"6723",0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"6713",0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1
"2222",0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1
"210",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"29920",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"6715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60490",0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
"6716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79717",0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7389",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"58510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1595",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"130367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6532",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"153201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10478",0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1
"221823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23443",0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0
"5634",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"64240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5631",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"29968",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"64241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5723",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"3988",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"55312",0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0
"6888",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79896",1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0
"8277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7086",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10402",0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1
"27010",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"286016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7167",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"760",0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
"256435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2582",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"30815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"759",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"91373",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"377677",0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"31",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"6675",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"6556",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7390",0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
"6563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7779",0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1
"54020",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"100507855",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0
"285440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55191",0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0
"132",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"97",0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1
"98",1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0
"112611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51005",0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1
"471",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"435",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0
"171425",0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"132789",0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"10007",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2585",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"2584",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"2592",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"5471",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"84264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3034",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"144193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2739",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8776",0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0
"3612",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3613",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"2978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5213",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"5214",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10568",0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
"5198",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"113675",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7298",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"215",1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1
"5825",0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1
"641372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9045",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84105",1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0
"25830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54995",1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0
"93492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"10249",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29785",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"199974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"57094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7384",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7388",0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1
"7386",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"29796",1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"7385",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1537",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7352",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7351",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"4726",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"4729",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4541",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"4719",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4713",1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0
"4718",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"7991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126328",0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1
"4539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4731",0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
"4694",0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1
"4705",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"4704",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4695",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4696",1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0
"4707",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4711",1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0
"4712",1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1
"4702",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4537",1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1
"4710",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4700",1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
"4538",1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0
"4708",1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0
"4709",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4715",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4535",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"131669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79644",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
"5973",0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1
"4698",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55967",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4701",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4540",1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1
"1635",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"158160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10560",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4717",0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
"374291",1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0
"8630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4724",1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0
"4723",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"191",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10768",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"51170",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"51144",1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
"83401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25874",0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1
"4720",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79993",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4697",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4728",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51660",1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
"64834",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
"57198",0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1
"4725",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"201562",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"5205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51495",0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1
"23250",1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0
"4706",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9200",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"192286",0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1
"286410",0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1
"401494",1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0
"5243",0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
"55856",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"9524",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"54539",0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1
"7350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4716",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"283985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4536",0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1
"26027",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
"10058",1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
"1155",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4714",1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1
"4722",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"123096",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"51079",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948",0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1
"114571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10928",0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1
"79707",0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1
