"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Enteric glia cells","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","Pericytes","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"IBA57",5,16,0,1,0,1,0,0,0,0,0,0,0,2,0,38,2
"C1orf145",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
"OBSCN",1,14,0,0,0,0,0,0,0,0,0,1,0,1,1,49,0
"RP5-1139B12.2",0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TRIM11",8,35,0,2,0,1,3,2,5,1,1,2,1,0,3,154,7
"HIST3H2A",7,54,0,0,0,3,4,0,1,3,0,2,0,3,2,342,2
"HIST3H2BB",0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,7,0
"RNF187",18,79,0,0,1,2,1,0,1,0,0,9,4,2,0,305,11
"RHOU",21,68,0,1,0,0,0,0,0,0,0,4,3,0,1,133,3
"RP5-1065P14.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM78",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP5-1061H20.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RAB4A",55,221,0,6,1,4,5,2,12,1,0,18,3,3,8,362,23
"RP4-803J11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CCSAP",11,6,0,1,0,1,0,0,1,0,0,0,3,0,0,42,0
"NUP133",11,42,0,0,0,1,1,0,2,1,0,7,1,0,1,89,6
"RP4-613A2.1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABCB10",10,20,0,1,0,1,2,1,1,1,0,6,0,3,1,100,5
"TAF5L",10,23,0,0,0,1,1,0,0,1,0,0,0,1,0,83,2
"URB2",2,8,0,0,0,0,1,0,0,0,0,1,0,1,1,62,1
"RP11-552D4.1",4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"GALNT2",12,160,0,0,0,3,2,2,3,1,1,11,2,1,8,246,7
"RP5-956O18.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PGBD5",1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG2",13,50,0,2,1,3,0,1,5,1,0,2,2,1,3,137,5
"AGT",0,29,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0
"RP11-99J16--A.2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"CAPN9",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP5-858B6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C1orf198",4,145,0,0,2,1,0,0,5,0,0,18,2,1,0,176,11
"RP5-858B6.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TTC13",3,15,0,1,0,1,3,0,1,0,0,0,0,1,4,61,7
"ARV1",13,54,0,0,0,2,2,0,1,0,0,6,1,3,0,96,2
"FAM89A",5,18,0,0,1,0,0,0,0,0,0,1,0,1,0,11,12
"C1orf131",11,79,1,1,0,6,4,1,5,0,0,10,1,3,5,389,9
"GNPAT",23,80,0,2,3,3,4,2,6,0,0,14,1,2,3,268,7
"EXOC8",4,10,0,1,0,2,1,0,0,0,0,0,1,1,2,53,0
"SPRTN",6,32,0,1,0,0,0,1,0,0,0,3,0,1,3,43,3
"EGLN1",13,72,1,1,0,0,2,1,6,1,0,3,2,1,4,180,26
"RP11-295G20.2",8,24,0,0,0,1,0,0,3,0,0,4,2,0,1,202,20
"TSNAX-DISC1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"TSNAX",44,108,2,3,0,15,10,2,4,0,2,18,7,2,10,209,23
"DISC1",4,9,0,0,0,1,2,0,0,0,0,2,0,0,1,2,5
"SIPA1L2",13,40,0,0,1,0,0,0,2,0,0,3,0,1,0,104,17
"MAP10",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NTPCR",28,114,2,0,2,1,4,1,6,1,0,7,0,2,4,306,14
"PCNXL2",3,15,1,0,0,0,2,1,0,0,0,0,0,0,1,87,1
"RP5-862P8.2",4,9,0,0,0,0,0,0,0,0,0,0,0,1,0,133,0
"KCNK1",1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,362,2
"RP5-827C21.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"RP5-827C21.4",1,9,0,0,0,4,0,2,2,1,0,0,1,0,1,61,2
"COA6",34,143,0,3,1,4,5,2,8,1,0,17,2,6,10,417,5
"TARBP1",5,36,0,1,0,2,0,1,1,0,1,4,0,0,1,266,4
"LINC01354",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRF2BP2",121,395,0,10,2,8,3,1,2,0,0,32,12,6,8,1350,55
"RP4-781K5.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00184",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP4-781K5.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP4-781K5.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP4-781K5.6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"LINC01132",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"AL360294.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-443B7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-443B7.1",7,4,0,3,0,0,1,0,0,0,0,0,0,0,0,47,0
"RP11-443B7.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LINC01348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP4-597N16.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TOMM20",116,590,1,7,3,21,19,5,17,6,1,46,9,11,16,1191,56
"RBM34",0,14,0,1,0,1,2,1,1,0,0,2,1,1,0,30,1
"ARID4B",34,222,0,1,1,8,7,8,7,4,1,27,5,6,19,416,27
"GGPS1",25,112,0,2,0,10,1,2,10,1,0,11,2,5,8,247,10
"TBCE",5,20,0,0,0,1,0,0,2,0,0,2,0,1,1,51,3
"B3GALNT2",2,28,0,2,0,1,0,2,1,0,0,3,0,1,0,86,5
"GNG4",0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"LYST",19,63,4,3,1,6,2,5,1,0,0,16,1,2,8,87,10
"NID1",1,154,0,0,0,1,1,0,8,0,0,74,1,0,1,20,81
"GPR137B",134,105,1,4,4,5,3,0,9,0,0,2,2,1,6,26,2
"ERO1B",8,19,0,4,0,3,0,0,1,0,0,5,1,0,2,3,5
"EDARADD",2,7,0,0,0,4,0,0,0,0,0,0,0,1,0,6,0
"LGALS8",44,76,0,5,0,2,5,2,0,1,0,6,7,5,6,145,8
"LGALS8-AS1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"RP11-385F5.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-385F5.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"HEATR1",7,30,0,0,0,1,1,0,0,1,0,0,2,1,0,120,8
"ACTN2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTR",9,74,0,2,0,0,2,0,1,1,0,4,1,1,2,65,3
"MT1HL1",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RYR2",0,13,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3
"MTRNR2L11",2,5,0,0,0,0,0,0,0,0,0,1,0,0,2,27,2
"LINC01139",0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP11-177F15.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-544D21.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CHRM3",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0
"CHRM3-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FMN2",0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"GREM2",0,19,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0
"RGS7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FH",14,88,0,2,0,5,1,0,7,0,0,20,2,7,4,117,11
"KMO",18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OPN3",25,31,0,5,0,1,0,1,1,1,0,5,2,1,0,31,3
"CHML",13,16,0,2,0,1,2,1,0,0,0,0,1,1,2,29,1
"EXO1",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"CEP170",66,85,0,4,0,0,0,0,1,0,0,9,5,0,0,44,18
"SDCCAG8",73,135,0,5,2,5,4,3,2,1,0,6,2,0,2,211,25
"AKT3",3,135,0,0,0,1,2,0,4,0,0,21,0,0,0,1,23
"ZBTB18",7,11,0,1,0,0,0,0,0,1,0,3,0,0,0,160,8
"RP11-278H7.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-518L10.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ADSS",56,157,0,5,1,5,9,1,9,0,0,8,6,7,10,451,21
"C1orf101",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DESI2",16,248,0,0,0,1,2,2,9,0,0,11,1,3,3,201,16
"COX20",71,210,2,4,0,17,9,3,15,4,0,27,7,14,14,637,28
"HNRNPU-AS1",15,86,0,1,1,3,4,0,1,0,0,5,2,0,1,300,16
"HNRNPU",153,466,2,13,0,23,12,13,23,7,2,46,20,23,28,1032,74
"RP11-11N7.4",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-156E8.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"EFCAB2",6,26,0,0,0,2,0,0,0,2,0,3,1,0,1,23,4
"KIF26B",0,163,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1
"SMYD3",6,128,0,1,0,27,1,3,5,0,2,7,0,0,3,78,1
"TFB2M",6,45,0,0,0,3,1,1,1,0,0,7,0,4,2,79,4
"CNST",8,39,1,2,0,2,1,1,0,0,0,7,1,1,8,80,13
"RP11-439E19.9",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"RP11-439E19.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SCCPDH",72,132,0,1,3,10,4,4,7,0,1,15,4,2,1,431,11
"RP11-439E19.10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"AHCTF1",9,44,0,1,1,0,2,0,2,0,0,6,0,1,1,128,9
"ZNF695",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0
"ZNF670-ZNF695",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"ZNF670",2,8,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0
"ZNF669",7,19,0,0,0,1,0,1,1,0,0,4,0,1,8,35,1
"C1orf229",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZNF124",10,16,0,2,1,2,1,0,1,0,0,1,2,0,2,15,2
"RP11-488L18.10",15,35,1,0,0,3,1,1,0,0,0,2,2,2,1,91,10
"RP11-488L18.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ZNF496",5,36,0,0,0,0,0,0,1,0,0,1,0,0,0,24,4
"NLRP3",46,3,0,5,0,0,2,0,0,0,0,0,9,0,0,0,0
"GCSAML",0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,1,0
"RP11-634B7.4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TRIM58",1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"LYPD8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"SH3BP5L",3,17,0,1,0,0,0,0,2,0,0,1,0,0,1,88,4
"ZNF672",17,32,1,2,0,3,1,2,3,0,0,1,4,0,6,118,5
"ZNF692",1,31,0,1,0,0,1,0,0,0,0,3,1,1,2,130,5
"PGBD2",2,13,0,0,0,2,0,1,0,0,0,1,0,0,1,41,0
"FAM110C",3,39,0,0,0,1,0,0,0,0,0,0,0,1,0,104,1
"SH3YL1",10,83,0,1,0,2,4,2,2,1,0,7,0,0,1,1254,3
"ACP1",61,372,1,8,2,7,22,3,11,2,1,31,5,16,18,1068,22
"FAM150B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMEM18",39,212,0,3,0,2,2,3,9,0,0,21,1,4,10,528,15
"AC092159.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AC116614.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SNTG2",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TPO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AC144450.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"PXDN",4,550,0,1,0,0,2,0,9,0,0,48,0,0,0,21,157
"MYT1L",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"TSSC1",8,40,0,2,1,2,4,0,0,0,0,4,0,5,4,263,10
"TRAPPC12",6,64,0,4,1,2,0,1,5,0,1,12,0,3,6,206,6
"TRAPPC12-AS1",1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
"ADI1",71,411,1,7,2,13,10,3,12,2,1,38,2,7,15,870,26
"AC142528.1",1,4,0,0,0,2,0,1,0,0,0,0,0,0,1,27,0
"AC108488.4",3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1
"RNASEH1",17,83,1,1,1,2,3,1,0,1,0,10,1,3,3,189,10
"RNASEH1-AS1",6,16,0,0,0,1,0,0,0,0,0,2,0,2,0,73,4
"RPS7",1066,7697,41,238,35,280,447,154,219,133,37,638,93,220,436,23672,879
"COLEC11",0,9,0,0,1,0,0,0,0,0,0,4,0,0,0,9,0
"AC010907.2",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOX11",0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"LINC00487",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NRIR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CMPK2",17,31,0,1,0,5,3,0,4,0,1,1,1,0,0,148,2
"RSAD2",9,45,0,0,0,26,7,0,10,0,0,0,0,0,2,65,1
"RP11-439M11.1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RNF144A",1,71,0,0,1,4,1,1,0,0,0,5,0,0,0,9,20
"RP11-557L19.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC092580.3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"AC092580.4",0,2,5,0,0,0,57,42,0,3,3,0,0,3,1,9,0
"LINC00299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"AC011747.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC011747.4",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,87,0
"ID2-AS1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ID2",332,915,27,30,5,154,173,78,115,24,13,40,22,49,81,1424,40
"RP11-434B12.1",0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0
"KIDINS220",28,189,0,1,1,3,4,1,6,0,0,14,2,0,3,380,19
"MBOAT2",3,79,0,0,1,0,1,0,1,1,0,6,0,0,1,644,2
"RP11-734K21.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-734K21.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASAP2",3,44,0,1,0,0,0,0,2,0,0,11,0,0,0,385,21
"ITGB1BP1",55,458,0,2,8,8,12,9,17,4,0,38,5,10,20,524,39
"CPSF3",14,54,0,2,0,2,2,0,1,0,0,11,1,3,1,136,9
"IAH1",51,373,1,5,4,11,14,6,17,3,0,22,6,4,9,566,14
"ADAM17",58,190,0,4,0,1,5,0,3,0,0,9,4,1,3,292,17
"RP11-214N9.1",1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0
"YWHAQ",127,1089,3,8,11,27,54,11,57,10,5,87,11,44,33,2049,103
"RP11-521D12.5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TAF1B",9,20,0,0,0,2,0,3,4,0,0,3,2,3,1,47,2
"RP11-95D17.1",0,4,0,0,0,1,1,0,1,0,0,3,0,0,0,12,1
"GRHL1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,3
"RP11-254F7.2",6,31,0,0,0,0,0,0,1,0,0,1,0,0,1,2,4
"KLF11",9,22,0,0,0,0,0,0,1,0,0,6,1,0,0,32,6
"RP11-254F7.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYS1",0,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"RP11-254F7.4",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RRM2",3,60,0,0,0,0,0,0,0,0,0,12,0,47,0,170,13
"C2orf48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HPCAL1",46,116,0,3,0,13,15,2,7,2,0,4,4,2,7,444,31
"ODC1",12,61,1,1,0,4,5,2,1,2,0,1,1,4,2,127,37
"RP11-320M2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"NOL10",10,41,0,1,0,1,6,1,3,0,0,2,1,4,3,167,6
"RN7SL832P",0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0
"ATP6V1C2",0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,53,0
"RP11-791G15.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
"PDIA6",234,760,1,24,6,56,20,16,23,3,0,98,21,22,29,1776,103
"RP11-245G13.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AC062028.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"C2orf50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"PQLC3",58,189,2,8,2,4,8,4,8,3,2,14,3,3,7,483,11
"ROCK2",13,117,0,1,2,1,0,1,3,0,0,26,2,0,1,554,27
"LINC00570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"E2F6",6,29,0,0,0,0,0,0,3,0,0,5,1,2,1,114,1
"GREB1",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"LPIN1",15,59,1,2,0,3,7,3,4,1,0,6,1,1,5,112,12
"MIR3681HG",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TRIB2",2,117,0,0,0,7,6,0,1,0,0,29,0,4,4,423,8
"LINC00276",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM84A",0,37,0,0,0,0,0,0,5,0,0,7,0,0,1,285,6
"NBAS",6,65,0,1,0,3,0,0,3,0,0,5,0,0,2,143,8
"DDX1",31,261,2,3,1,7,10,4,9,2,0,35,3,7,3,573,20
"MYCNOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"MYCN",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,4
"AC142119.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC010745.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"FAM49A",48,30,0,8,0,0,0,0,0,0,1,2,6,0,0,10,8
"RAD51AP2",0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
"VSNL1",2,47,0,0,0,0,3,0,0,0,0,0,0,0,0,175,0
"SMC6",12,83,0,0,0,1,3,0,3,0,0,9,2,2,4,244,7
"GEN1",1,12,0,1,0,0,0,0,0,0,0,0,0,0,1,45,1
"KCNS3",0,31,0,0,1,0,0,0,5,0,0,19,0,0,1,175,1
"RP11-111J6.2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"RDH14",21,123,0,1,0,5,8,1,13,1,0,4,1,2,2,215,10
"LINC01376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"OSR1",0,206,0,0,0,0,0,0,4,0,0,0,0,0,0,20,0
"LINC00954",0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0
"TTC32",3,17,0,0,0,1,0,1,0,1,0,1,0,0,2,174,2
"RP11-79O8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"WDR35",2,22,0,0,0,0,2,0,0,0,0,1,1,0,1,88,1
"MATN3",0,38,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0
"LAPTM4A",416,2522,3,16,10,220,14,3,115,1,1,274,30,6,27,2902,145
"RP11-644K8.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AC098828.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SDC1",11,235,0,0,0,0,0,2,0,1,0,2,1,0,1,1720,3
"PUM2",31,120,0,0,3,8,2,4,7,1,0,15,5,1,4,513,19
"RHOB",356,414,1,29,17,22,9,4,21,0,3,51,42,9,20,1201,383
"HS1BP3",10,54,0,1,1,0,1,0,2,0,0,4,0,0,1,161,2
"RP11-130L8.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GDF7",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-130L8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"LDAH",7,18,0,0,0,2,0,0,0,0,0,1,0,1,4,94,3
"TDRD15",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"AC067959.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"KLHL29",0,21,0,0,0,0,0,0,0,0,0,2,0,0,0,32,4
"ATAD2B",9,24,0,1,1,2,2,0,0,0,1,4,1,0,2,135,6
"UBXN2A",7,77,0,1,0,2,3,0,2,0,0,10,1,4,2,188,5
"MFSD2B",2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,25,1
"C2orf44",1,7,0,0,0,0,0,0,2,0,0,0,0,0,0,23,2
"FKBP1B",10,52,0,0,0,0,0,0,2,0,0,3,0,0,0,211,3
"SF3B6",188,819,2,19,4,29,27,15,22,4,1,86,11,38,29,2283,77
"FAM228B",4,35,1,1,0,1,0,1,1,0,0,6,0,0,0,40,3
"TP53I3",32,199,0,2,0,2,1,0,10,0,1,18,1,2,1,292,28
"PFN4",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-507M3.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FAM228A",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITSN2",44,57,0,9,0,2,4,2,7,1,0,7,3,0,9,221,11
"AC009228.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCOA1",12,63,0,3,0,2,2,0,3,1,0,5,1,4,5,212,7
"PTRHD1",47,276,0,14,0,8,15,4,6,2,1,18,2,6,14,748,29
"CENPO",0,10,0,0,0,1,0,0,0,0,0,1,0,2,0,31,3
"ADCY3",12,14,0,1,0,2,2,3,0,0,1,19,0,0,4,103,4
"RP11-443B20.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
"DNAJC27",1,10,0,0,0,0,2,0,2,2,0,0,0,0,1,64,1
"DNAJC27-AS1",5,22,0,2,0,2,0,0,0,0,0,1,0,0,1,66,0
"EFR3B",0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,3,5
"POMC",23,47,0,5,0,3,4,1,5,0,0,5,0,0,3,4,9
"DNMT3A",16,44,0,2,1,5,2,2,1,0,0,3,2,2,2,110,11
"AC012074.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"DTNB",7,11,0,0,0,2,0,0,0,1,0,1,0,3,2,24,0
"ASXL2",18,62,0,1,0,3,1,2,4,1,1,6,3,1,2,269,14
"KIF3C",2,25,0,0,0,0,0,0,1,0,0,0,0,0,0,15,3
"RAB10",172,286,2,9,3,11,8,2,13,2,3,40,14,7,13,1135,32
"GAREM2",0,19,0,0,0,0,0,0,1,0,0,1,0,0,0,7,0
"HADHA",92,356,2,16,5,19,18,7,18,6,0,53,8,14,17,808,50
"HADHB",78,261,0,8,5,11,7,2,10,0,0,25,4,8,11,448,27
"ADGRF3",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0
"EPT1",4,26,0,0,0,1,0,0,1,0,0,3,0,0,1,218,5
"DRC1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
"OTOF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"C2orf70",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0
"CIB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"KCNK3",0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,1,0
"SLC35F6",39,69,0,2,0,0,2,0,3,0,0,9,1,0,1,209,6
"CENPA",2,29,0,0,0,0,0,0,0,0,0,2,0,13,0,170,3
"MAPRE3",8,48,0,0,0,4,0,0,2,1,0,5,0,0,0,216,1
"TMEM214",16,178,0,0,0,3,4,2,5,0,0,15,2,1,2,502,8
"AGBL5",1,34,0,0,0,0,0,0,1,0,0,2,0,0,0,137,1
"AGBL5-AS1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0
"RP11-503P10.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-195B17.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"OST4",589,4775,9,50,23,139,126,66,103,40,8,353,49,61,148,9058,316
"EMILIN1",11,1567,0,0,0,1,0,0,29,0,0,75,1,0,4,47,0
"KHK",7,13,0,0,0,0,1,1,0,1,0,1,1,1,3,308,2
"CGREF1",0,50,0,0,0,1,0,0,0,0,0,0,0,0,0,177,0
"ABHD1",1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,30,0
"PREB",23,183,0,0,0,2,4,1,5,0,0,7,2,9,6,310,12
"TCF23",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC5A6",4,27,0,0,0,0,2,1,1,0,0,5,0,0,0,147,6
"ATRAID",122,767,0,6,5,26,12,10,24,8,3,62,5,10,21,1445,43
"CAD",8,48,0,0,0,0,0,0,1,0,0,1,0,2,3,166,1
"SLC30A3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DNAJC5G",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIM54",6,10,0,0,0,1,0,0,2,0,0,4,1,0,2,1149,2
"UCN",4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"MPV17",37,214,0,1,1,1,2,3,2,0,0,18,0,3,5,221,31
"GTF3C2",7,41,0,2,0,1,1,1,0,2,0,2,0,2,1,224,8
"AC074117.10",3,19,0,0,0,0,1,0,1,0,0,2,1,2,0,143,2
"EIF2B4",19,77,1,3,0,3,4,0,1,1,1,10,0,1,3,222,4
"SNX17",82,371,1,5,0,7,14,1,14,2,0,32,3,9,13,529,36
"ZNF513",5,20,0,0,0,0,0,1,3,0,0,2,1,0,0,101,4
"PPM1G",53,236,3,7,3,4,11,6,6,3,1,30,2,19,29,863,42
"NRBP1",49,362,1,3,2,11,1,2,13,1,0,31,3,9,12,583,30
