"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"IMP4",24,368,0,1,2,2,5,1,8,2,2,31,29,4,5,5,449,47
"PTPN18",34,147,0,2,6,4,6,1,2,3,0,11,4,8,2,2,424,22
"TISP43",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CFC1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC133785.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ARHGEF4",0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2
"FAM168B",7,158,0,0,3,0,0,0,0,2,0,14,3,3,1,4,140,16
"PLEKHB2",90,212,0,5,4,2,6,3,1,1,1,31,3,22,6,5,405,51
"POTEE",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-109E12.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"MZT2A",34,995,2,6,6,0,23,7,15,15,1,59,39,9,18,25,1482,77
