"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"NRIR",5,0,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0
"CMPK2",101,5,5,3,1,3,2,0,2,14,5,0,1,0,1,1,1,6,50,5,83,9
"RSAD2",258,6,4,0,0,7,0,0,1,30,8,0,2,0,1,0,1,2,168,14,111,11
"RP11-439M11.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RNF144A",1,3,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,2,5,0,47,22
"RP11-557L19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AC092580.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"AC092580.4",2,0,3,0,13,6,0,4,0,17,8,0,1,0,6,3,0,0,0,5,0,2
"LINC00299",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"AC011747.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC011747.4",2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0
"ID2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ID2",808,98,26,126,43,39,8,15,5,102,83,1,21,6,20,21,189,22,1197,223,618,96
"RP11-434B12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"KIDINS220",39,12,1,1,0,4,4,1,2,6,1,0,3,0,0,0,0,8,22,17,140,23
"MBOAT2",4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,82,5
"RP11-734K21.3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASAP2",3,3,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,7,3,2,134,21
"ITGB1BP1",126,49,1,10,8,9,3,1,13,25,8,3,17,1,2,2,8,32,71,38,401,84
"CPSF3",13,8,0,3,1,0,0,0,2,3,2,1,3,0,0,0,2,3,14,2,122,8
"IAH1",104,44,5,7,5,3,2,3,13,16,4,1,12,2,1,1,13,19,66,42,286,25
"ADAM17",81,30,1,4,0,1,4,0,7,6,0,2,2,0,0,0,3,5,94,3,116,47
"RP11-214N9.1",4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,3,0
"YWHAQ",176,82,4,18,12,8,6,2,30,66,21,2,23,0,9,3,10,59,163,87,1010,177
"TAF1B",15,3,0,0,0,2,2,0,1,5,1,0,3,1,0,1,3,3,9,5,22,6
"RP11-95D17.1",2,4,0,0,0,0,0,0,2,1,1,2,1,0,0,0,1,1,1,2,14,7
"GRHL1",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,70,2
"RP11-254F7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-254F7.2",4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,11,7
"KLF11",24,4,0,3,1,1,0,0,1,3,0,0,2,3,0,0,0,5,25,3,126,22
"CYS1",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-254F7.4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1
"RRM2",25,30,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,5,1,140,12
"C2orf48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0
"HPCAL1",110,14,1,7,1,2,1,1,5,9,4,1,4,0,0,1,10,5,102,24,160,52
"ODC1",90,21,2,11,13,14,6,4,53,36,11,5,37,0,2,0,53,7,90,63,1650,74
"RP11-320M2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"NOL10",13,7,1,1,2,1,2,0,6,12,1,2,6,0,0,1,0,1,9,11,142,7
"RN7SL832P",1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,3,2,12,1
"ATP6V1C2",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,128,0
"RP11-791G15.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"PDIA6",446,102,3,45,8,11,7,6,39,45,23,7,27,1,5,4,40,74,341,97,1041,181
"RP11-245G13.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"AC062028.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C2orf50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PQLC3",51,12,1,8,0,5,1,0,6,12,3,1,4,0,3,0,3,15,32,10,60,16
"ROCK2",14,17,0,1,0,2,0,0,0,1,2,0,0,1,0,0,1,10,14,3,225,50
"LINC00570",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"E2F6",19,7,0,0,0,1,0,0,5,2,2,0,3,0,0,0,0,3,19,8,69,13
"GREB1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LPIN1",19,8,0,6,3,2,3,2,23,16,5,1,5,0,0,0,28,5,19,28,76,19
"MIR3681HG",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1
"TRIB2",4,5,0,0,0,1,1,0,1,9,0,0,2,0,0,0,0,13,3,25,5,17
"LINC00276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FAM84A",2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,6,3,726,5
"NBAS",7,2,0,3,0,0,1,1,0,4,1,0,2,0,1,0,1,2,6,6,52,7
"DDX1",40,13,0,1,2,3,0,1,6,14,2,0,9,0,0,1,3,11,17,13,387,38
"MYCNOS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"MYCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
"FAM49A",115,2,0,21,0,1,0,0,15,0,0,0,0,0,0,0,7,4,290,2,9,10
"RAD51AP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"VSNL1",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,216,0
"SMC6",22,14,0,0,1,1,0,0,10,4,1,0,3,1,0,0,12,5,12,7,151,16
"GEN1",2,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,1,0,0,22,4
"KCNS3",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,1,0,13,5
"RDH14",24,12,2,3,1,2,3,0,4,10,5,2,7,0,1,0,1,5,10,6,126,7
"LINC01376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LINC00954",1,0,0,0,1,0,0,0,1,4,0,0,2,0,0,0,0,0,1,4,0,0
"TTC32",5,3,0,0,1,1,3,0,2,4,1,1,1,0,0,0,3,2,23,8,84,8
"RP11-79O8.1",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2
"WDR35",2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,12,1
"MATN3",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LAPTM4A",454,179,4,33,12,8,10,4,36,30,13,10,16,0,1,2,36,111,281,125,854,211
"RP11-644K8.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SDC1",5,20,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1,249,2
"PUM2",35,11,0,3,2,1,1,1,1,5,4,0,6,0,0,0,1,5,25,10,191,21
"RHOB",342,62,0,5,3,1,3,1,5,1,3,3,1,0,1,1,1,22,126,13,1723,497
"HS1BP3",21,5,0,1,0,1,1,0,5,1,0,0,2,0,0,0,0,5,10,3,95,5
"GDF7",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-130L8.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
"LDAH",7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,27,4
"KLHL29",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,26,4
"RP11-557N21.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"ATAD2B",13,1,0,1,0,0,0,1,6,3,0,0,0,0,0,1,9,2,11,5,35,9
"UBXN2A",13,10,0,6,1,0,1,0,5,6,2,1,5,0,0,1,7,4,13,6,93,15
"MFSD2B",4,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0
"C2orf44",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0
"FKBP1B",16,4,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,6,5,0,24,18
"SF3B6",307,109,7,27,8,12,13,5,39,65,17,8,36,3,5,3,20,68,226,121,1757,173
"FAM228B",7,7,0,2,0,0,1,0,3,4,0,0,1,1,1,0,0,5,4,2,42,9
"TP53I3",43,29,0,4,0,0,0,1,2,1,0,0,0,0,0,0,1,10,20,0,140,43
"PFN4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2
"AC008073.9",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ITSN2",48,8,2,9,2,5,8,3,31,26,5,1,13,1,4,4,9,2,50,43,97,40
"AC009228.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"NCOA1",20,12,0,2,0,4,0,0,5,7,2,0,2,2,0,0,7,10,25,11,72,19
"PTRHD1",65,28,1,17,1,4,1,1,11,14,6,2,12,0,1,0,11,18,72,41,413,69
"CENPO",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,15,5
"ADCY3",57,4,1,0,1,0,1,0,0,3,1,0,0,0,0,0,3,13,20,5,68,16
"RP11-443B20.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"DNAJC27",8,0,0,1,1,2,0,0,0,1,1,0,0,0,1,0,3,0,6,2,25,0
"DNAJC27-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0
"EFR3B",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4
"POMC",13,2,0,2,1,0,0,1,3,2,1,0,0,1,1,0,4,2,13,7,0,10
"DNMT3A",23,3,1,3,4,0,1,1,4,1,1,0,1,0,0,0,3,0,18,5,64,13
"DTNB",11,1,0,1,0,1,1,0,1,1,0,0,2,0,1,0,1,0,2,7,34,5
"AC104699.1",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASXL2",26,4,1,2,3,4,1,3,0,4,3,0,7,0,0,0,4,3,16,10,118,12
"KIF3C",4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,0,23,3
"RAB10",278,45,0,14,5,4,4,2,15,15,6,4,8,0,4,2,12,24,240,52,590,60
"GAREM2",0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3
"HADHA",103,23,2,13,1,6,1,3,29,20,1,2,18,0,1,0,17,18,84,40,393,51
"HADHB",132,34,2,7,5,5,3,1,12,21,5,3,10,0,1,0,6,22,94,56,220,52
"ADGRF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EPT1",10,5,0,0,4,1,0,0,0,2,0,0,0,0,1,0,2,1,4,2,92,3
"OTOF",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C2orf70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
"KCNK3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC35F6",64,8,0,3,1,3,0,0,1,5,2,0,1,0,1,0,1,3,25,9,169,10
"CENPA",4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,9
"MAPRE3",10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,86,2
"TMEM214",21,19,0,1,0,1,0,0,6,2,3,1,1,0,0,1,3,6,21,8,261,22
"AGBL5",5,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,2,1,38,8
"OST4",729,379,19,82,22,45,31,10,97,126,42,10,115,6,9,9,94,149,739,301,2919,495
"EMILIN1",4,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,9,0
"KHK",9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,1,67,3
"CGREF1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76,0
"ABHD1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0
"PREB",41,12,0,6,0,7,2,0,2,4,2,2,0,2,0,1,6,8,16,10,169,12
"TCF23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"SLC5A6",17,4,0,2,3,1,1,0,2,4,0,1,0,0,0,0,2,2,6,4,163,7
"ATRAID",220,90,1,7,2,6,4,2,12,31,7,2,23,1,1,2,11,58,100,52,601,90
"CAD",2,5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,2,70,7
"TRIM54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"UCN",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1
"MPV17",62,16,0,2,1,1,1,0,0,5,4,0,1,0,0,0,5,12,26,11,100,41
"GTF3C2",19,4,0,0,0,0,1,0,3,2,1,0,0,0,0,0,3,2,8,4,88,6
"GTF3C2-AS1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC074117.10",14,0,0,1,0,0,0,0,2,4,0,0,2,0,0,1,2,1,9,2,46,7
"EIF2B4",22,3,0,2,1,3,1,0,4,3,2,0,3,0,0,1,5,14,11,6,102,15
"SNX17",138,33,0,11,3,4,4,3,7,11,3,2,6,0,3,0,5,27,57,44,211,42
"ZNF513",6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,23,6
"PPM1G",103,35,3,20,4,5,4,6,15,37,7,0,24,1,1,2,12,25,53,109,567,84
"NRBP1",89,35,4,10,8,7,3,1,9,16,8,0,8,3,2,2,9,19,53,42,194,45
"KRTCAP3",4,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,1,3,2,556,1
"IFT172",3,1,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,1,3,0,410,3
"FNDC4",0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,6,28
"ZNF512",3,4,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,6,4
"CCDC121",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,13,2
"GPN1",21,11,1,0,1,5,3,0,5,7,1,4,6,1,0,1,1,7,25,19,129,15
"SUPT7L",21,15,2,1,1,3,2,1,7,7,3,3,1,0,1,2,7,4,10,7,62,24
"SLC4A1AP",26,4,0,1,1,0,0,0,1,4,3,1,4,1,0,1,0,6,17,3,80,11
"LINC01460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"MRPL33",161,69,4,25,10,3,7,2,21,34,8,1,28,2,1,3,14,25,222,81,664,250
"RBKS",17,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,19,7,26,2
"BRE",44,13,0,0,4,3,1,1,1,8,1,0,2,0,1,0,1,5,28,23,112,13
"FLJ31356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FOSL2",277,34,5,29,9,9,5,0,7,22,18,0,17,1,7,2,37,14,437,52,227,123
"RP11-373D23.3",5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,4,2
"PLB1",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,4,0
"AC097724.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"PPP1CB",249,30,2,54,4,15,10,8,34,58,15,6,65,1,2,1,17,25,419,147,758,110
"SPDYA",6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,1,6,5
"TRMT61B",3,5,0,1,0,0,0,0,0,4,0,0,3,0,0,0,1,2,2,3,47,6
"WDR43",26,4,1,5,1,3,0,0,10,10,3,2,2,0,0,0,3,6,10,10,334,17
"FAM179A",0,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1
"CLIP4",18,2,0,0,1,1,0,0,0,4,0,0,0,0,0,0,1,0,9,0,3,1
"YPEL5",262,25,23,54,36,47,19,7,131,141,45,27,97,4,15,17,115,22,225,135,285,105
"LBH",5,35,0,0,2,5,6,2,13,24,10,1,14,0,3,2,0,39,5,53,80,62
"AC109642.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"LCLAT1",1,2,0,0,0,1,0,0,1,3,1,1,4,0,0,0,0,1,1,3,42,4
"CAPN13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"EHD3",0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,1,10
"XDH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"RP11-1057B6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MEMO1",12,2,1,4,0,3,1,1,4,2,1,0,4,0,1,0,1,2,8,1,58,9
"DPY30",168,35,2,7,6,8,5,2,19,16,7,5,17,2,2,1,1,22,96,50,757,73
"CTC-336P14.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SPAST",10,1,0,1,1,1,0,1,2,3,0,0,3,0,1,0,0,1,12,5,55,12
"RP11-563N4.1",0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,11,1
"SLC30A6",7,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,2,2,2,3,40,7
"NLRC4",7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"YIPF4",64,15,3,7,2,0,0,0,9,9,5,3,16,1,1,0,4,26,60,36,385,44
"AL133245.2",1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,2,3,2
"BIRC6",30,20,2,4,1,5,1,0,8,10,3,3,8,0,1,1,10,4,36,19,214,30
"TTC27",8,0,0,0,0,0,0,0,4,4,0,0,2,0,0,0,1,3,1,4,50,4
"LTBP1",1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,80,49
"RASGRP3",126,2,0,7,0,0,0,0,16,5,0,1,0,0,0,0,0,0,76,1,24,81
"FAM98A",14,8,0,1,0,0,1,0,0,5,0,1,4,0,1,1,0,4,2,5,82,7
"RP11-490M8.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,10,13
"CRIM1",4,10,0,2,1,0,0,0,0,1,0,0,1,0,0,0,1,8,13,2,98,122
"FEZ2",77,12,2,1,1,0,1,0,3,2,5,0,2,0,0,0,8,19,31,12,175,77
"STRN",8,2,0,0,0,0,2,0,3,4,0,0,4,0,0,0,0,1,7,5,83,8
"HEATR5B",4,2,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,1,3,1,25,7
"GPATCH11",13,7,0,4,0,0,1,0,2,2,0,1,0,0,0,0,2,0,10,7,28,7
"EIF2AK2",154,27,4,6,7,8,10,2,24,51,20,3,11,0,2,1,15,8,80,52,320,36
"CEBPZOS",42,8,2,2,2,2,1,0,5,9,5,2,6,0,2,1,3,3,30,15,122,15
"CEBPZ",34,14,4,5,2,3,3,0,15,28,5,2,14,0,0,4,5,7,22,30,258,20
"NDUFAF7",6,3,0,0,2,2,2,0,3,1,0,1,1,0,1,0,2,9,6,6,40,11
"PRKD3",13,9,1,3,0,1,0,1,8,4,0,1,3,0,2,1,4,5,16,6,55,42
"QPCT",54,8,1,21,3,1,0,0,2,3,0,1,0,0,1,0,0,2,105,14,204,27
"AC006369.2",0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"CDC42EP3",27,15,1,3,0,4,1,2,5,23,7,1,12,2,1,2,0,0,233,22,104,134
"LINC00211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RMDN2",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2
"CYP1B1",67,10,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,146,0,83,31
"CYP1B1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
"ATL2",7,1,0,0,3,1,0,0,4,3,2,0,2,0,0,0,2,2,6,3,86,5
"HNRNPLL",35,11,1,5,3,7,7,2,0,4,4,0,3,1,0,1,0,4,18,39,68,14
"GALM",99,5,6,9,2,6,3,1,1,20,6,0,8,2,0,2,0,0,18,73,94,8
"SRSF7",250,74,19,18,21,36,26,8,61,94,54,16,46,7,14,7,102,58,113,187,738,92
"GEMIN6",23,5,0,0,0,0,1,0,0,1,0,0,3,0,0,0,1,6,5,10,85,11
"DHX57",4,3,0,2,0,1,0,1,1,2,2,3,1,0,0,0,0,0,4,5,34,6
"MORN2",25,16,0,1,0,0,0,3,1,4,0,0,0,0,0,0,1,13,8,4,170,20
"ARHGEF33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RP11-173C1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"SOS1",29,2,0,4,1,2,0,0,2,4,0,0,3,1,0,0,2,4,10,8,70,23
"CDKL4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0
"MAP4K3",11,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,9,1,65,11
"AC007246.3",11,6,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2,5,2,62,8
"TMEM178A",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THUMPD2",6,7,1,1,0,0,1,0,1,2,1,1,0,1,0,0,0,1,5,1,75,7
"SLC8A1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"SLC8A1",113,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63,0,2,4
"AC104654.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"PKDCC",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,42,1
"EML4",138,16,5,8,2,15,13,10,26,85,20,7,45,4,4,2,10,10,152,111,220,25
"COX7A2L",192,69,1,16,5,6,4,2,38,35,9,3,24,4,6,1,25,43,211,94,954,116
"KCNG3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MTA3",7,5,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,2,1,2,114,9
"OXER1",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,0
"HAAO",13,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,43,1
"AC016735.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC093609.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ZFP36L2",286,61,35,30,55,48,32,13,103,247,101,23,190,10,13,19,36,38,110,206,1684,145
"LINC01126",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"AC010883.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0
"THADA",10,5,0,3,2,1,1,1,1,2,0,0,3,0,0,0,3,0,8,20,42,6
"PLEKHH2",0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
"C1GALT1C1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"DYNC2LI1",5,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,1,1,49,2
"LRPPRC",32,5,0,3,1,1,1,0,6,7,0,0,3,0,1,0,5,5,11,6,301,28
"RP11-559M23.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PPM1B",30,7,2,1,1,4,2,2,6,12,5,2,4,1,1,0,3,5,31,23,91,18
"SLC3A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"PREPL",8,5,1,0,1,0,1,0,2,2,0,0,0,0,0,0,0,2,6,4,85,9
"CAMKMT",8,2,0,2,0,0,0,0,1,0,0,2,3,0,0,0,2,2,7,6,47,2
"RP11-89K21.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"SIX3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"SIX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"AC009236.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SRBD1",13,1,0,0,1,2,0,0,2,2,0,1,0,0,0,0,0,1,8,3,14,4
"PRKCE",8,1,0,1,0,0,0,0,4,1,0,0,0,0,0,0,2,2,8,0,5,12
"EPAS1",61,73,1,4,1,1,0,0,0,0,1,0,4,0,0,1,0,85,44,5,71,300
"TMEM247",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ATP6V1E2",4,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,2,22,0
"RHOQ",74,46,0,14,1,1,3,0,5,0,1,0,2,0,0,1,4,15,124,1,77,10
"PIGF",52,14,1,5,0,1,0,0,0,3,1,0,1,0,0,0,2,2,26,5,189,30
"CRIPT",56,19,0,3,7,1,1,2,4,9,4,1,9,0,4,1,6,10,38,26,342,28
"SOCS5",4,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,8,4,5,1,44,17
"LINC01118",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01119",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"AC016722.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MCFD2",96,27,0,3,1,0,0,0,6,8,1,1,3,1,0,1,7,13,59,6,211,47
"TTC7A",47,0,0,6,0,1,0,1,4,4,0,2,1,0,0,0,2,1,43,16,39,3
"AC093732.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"C2orf61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
