"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"KLF15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ZXDC",4,3,3,0,0,0,0,0,0,3,4,0,1,0,0,0,0,1,3,0,2,26,0
"UROC1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHST13",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
"TXNRD3",4,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,0
"CHCHD6",48,12,0,0,0,0,0,0,0,4,2,4,0,1,0,0,3,4,1,0,2,191,4
"PLXNA1",13,22,0,0,0,0,2,0,0,1,1,0,3,0,1,0,2,1,2,0,3,23,4
"LINC01471",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-153F10.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPRA1",75,34,3,0,2,1,1,0,0,7,9,7,3,3,0,0,0,2,20,1,7,102,4
"MCM2",3,9,0,2,0,0,1,0,0,0,4,0,0,0,0,0,0,3,1,0,1,48,3
"PODXL2",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,168,1
"ABTB1",26,41,3,3,10,2,4,0,9,11,23,9,4,2,4,0,5,4,7,0,22,55,6
"MGLL",95,44,0,1,0,0,0,0,0,2,0,0,1,0,0,1,10,3,9,0,1,401,27
"SEC61A1",79,103,4,5,3,3,5,1,2,8,27,7,6,1,2,1,4,37,14,1,20,319,19
"RUVBL1",14,32,5,1,6,7,2,0,3,12,20,3,5,2,2,1,1,4,9,0,14,235,10
"EEFSEC",8,8,3,0,4,1,0,1,1,7,6,5,1,0,1,0,1,4,1,0,7,58,5
"GATA2",0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,1,0,1,30,8
"GATA2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
"RPN1",130,140,10,4,14,8,5,0,2,25,57,10,9,2,3,5,4,33,45,2,30,393,18
"RAB7A",439,253,34,12,28,14,15,1,18,62,112,38,18,15,11,6,14,14,188,1,72,699,36
"RP11-723O4.9",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ACAD9",8,12,1,0,0,1,1,0,0,3,4,1,0,0,1,0,3,0,3,0,2,70,3
"KIAA1257",0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,48,1
"EFCC1",0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0
"RP11-434H6.6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0
"ISY1",35,32,9,5,9,3,8,3,5,24,35,7,8,2,2,2,3,8,12,0,25,128,10
"RP11-434H6.7",1,2,0,0,0,0,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,2,0
"CNBP",291,312,76,36,92,34,50,9,35,185,237,85,50,30,21,14,22,50,134,5,179,1798,39
"COPG1",37,60,8,1,2,1,4,1,1,8,15,6,2,1,3,1,6,6,9,0,11,154,7
"HMCES",12,19,10,11,7,2,8,0,1,2,36,7,1,3,0,1,2,14,7,3,15,191,4
"H1FX",56,113,5,9,15,7,9,0,5,1,47,14,10,1,4,4,8,53,23,4,32,371,38
"H1FX-AS1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5,1
"EFCAB12",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"MBD4",54,43,9,4,23,2,7,0,4,44,45,12,10,2,3,5,2,5,10,3,31,121,4
"IFT122",5,7,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,0,0,0,1,16,2
"PLXND1",110,24,2,2,1,2,1,0,0,3,12,2,2,0,1,0,5,0,17,0,5,5,43
"TMCC1",12,9,2,0,0,1,0,0,0,2,3,0,2,1,0,0,0,0,1,0,3,121,0
"TMCC1-AS1",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TRH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"ALG1L2",0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0
"RP11-93K22.13",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"RP11-77P16.4",0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,10,0
"COL6A6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PIK3R4",5,3,1,1,3,1,0,0,0,2,1,1,2,0,1,0,1,0,2,0,2,27,4
"ATP2C1",94,30,3,2,6,3,2,0,2,3,11,9,2,2,2,1,3,3,19,1,6,140,4
"ASTE1",4,7,1,2,4,1,0,0,2,3,12,5,0,2,2,1,0,1,1,0,8,37,0
"NEK11",0,5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,9,0
"NUDT16",68,25,1,1,6,0,3,0,2,6,13,2,0,0,2,0,3,3,5,0,1,175,5
"MRPL3",47,101,9,6,9,7,9,1,4,26,26,8,6,1,2,1,4,23,10,0,21,736,8
"RP11-517B11.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
