"","CD8aa IELs","cDCs","Double-Negative Tcells","Fibroblasts","gdTcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Vascular ECs"
"BBS12",0,0,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0
"FGF2",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NUDT6",0,0,0,6,0,2,1,0,0,0,0,0,0,0,1,0,0,0
"SPATA5",0,0,1,1,0,1,4,1,0,5,0,2,0,0,0,0,0,2
"SPRY1",5,0,0,42,6,0,54,68,3,26,7,3,19,1,0,0,2,86
"LINC01091",0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ANKRD50",0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"FAT4",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"INTU",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HSPA4L",1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0
"PLK4",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"MFSD8",0,1,0,0,0,1,2,3,0,3,1,1,0,0,1,0,0,0
"ABHD18",2,1,1,1,1,4,4,3,0,7,0,1,1,2,1,1,0,0
"LARP1B",2,1,0,11,0,2,16,4,3,5,4,0,6,9,3,0,0,6
"PGRMC2",4,1,0,23,4,5,22,17,3,21,5,2,1,3,2,0,4,7
"JADRR",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"JADE1",4,0,3,10,4,10,40,20,2,26,4,5,4,0,3,0,8,0
"SCLT1",0,3,0,7,0,4,12,7,4,1,1,2,3,1,1,2,3,2
"C4orf33",0,0,0,4,2,2,2,1,3,4,0,3,3,3,0,0,0,5
"PCDH18",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-714L20.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC7A11",0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1
"NOCT",0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,2
"ELF2",1,3,2,30,4,11,27,6,5,20,3,4,10,5,2,3,3,23
"NDUFC1",5,2,1,38,4,9,54,19,4,38,10,1,10,32,7,4,4,23
"NAA15",1,2,2,32,5,15,49,11,11,28,3,4,5,5,1,1,4,10
"RP11-83A24.2",2,0,4,6,1,10,40,15,6,30,5,1,3,4,2,0,1,1
"RAB33B",3,0,1,3,1,3,11,3,1,7,3,0,4,3,1,0,0,1
"SETD7",0,1,0,11,2,2,8,3,1,3,0,0,0,3,0,1,4,3
"RP11-342I1.2",0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,1,0
"MGST2",0,7,0,6,2,0,3,3,2,4,0,0,0,22,0,3,0,56
"MAML3",0,4,0,0,0,0,1,0,0,4,1,1,0,1,0,1,1,1
"SCOC",0,1,0,13,3,2,18,7,3,11,5,1,2,2,0,1,0,17
"ELMOD2",4,0,0,7,1,0,4,5,0,0,0,0,1,0,3,0,0,2
"TBC1D9",0,0,0,5,0,10,0,0,2,0,0,0,0,0,1,0,0,7
"RP11-102N12.3",0,2,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,1
"RNF150",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF330",6,0,0,13,3,4,20,7,4,8,1,0,2,4,2,0,3,10
"IL15",0,0,0,3,0,1,12,5,0,4,0,0,2,0,3,0,0,7
"INPP4B",3,1,0,2,1,0,28,6,0,15,0,0,5,0,0,0,2,2
"RP11-223C24.1",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"RP11-284M14.1",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"USP38",3,1,0,8,4,2,12,15,5,9,0,0,3,2,0,0,2,1
"GAB1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,8
"SMARCA5",7,2,4,18,8,21,61,29,8,39,8,4,5,6,2,3,6,13
"RP13-578N3.3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GYPE",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HHIP-AS1",0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"HHIP",0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ANAPC10",1,1,0,8,0,3,9,4,0,2,1,0,4,3,4,0,0,10
"ABCE1",5,3,1,20,6,9,38,10,3,32,6,2,9,7,5,0,3,12
"OTUD4",4,2,0,15,5,2,24,12,4,5,0,3,9,0,1,0,2,13
"SMAD1",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"MMAA",0,0,0,1,1,0,4,0,0,1,0,0,0,1,0,1,0,0
"ZNF827",0,0,1,1,0,4,6,4,2,0,0,1,6,1,1,0,1,1
"LSM6",2,5,1,18,4,14,38,24,8,28,4,5,5,11,3,2,5,10
"SLC10A7",0,1,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0
"EDNRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"TMEM184C",0,1,0,1,0,3,9,3,2,5,1,1,3,0,1,0,0,1
"PRMT9",4,4,1,1,6,15,33,26,9,20,9,4,15,1,0,0,1,3
"ARHGAP10",0,0,0,11,0,0,12,0,1,5,0,1,1,0,0,0,0,7
"NR3C2",1,0,0,3,0,0,0,3,0,2,0,0,0,0,0,0,0,0
"DCLK2",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"LRBA",1,0,0,7,4,6,30,17,7,17,8,0,10,0,3,0,7,2
"MAB21L2",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPS3A",608,693,149,1453,516,2241,8584,3175,1397,6111,1180,423,1110,563,157,163,681,489
"SH3D19",0,0,0,14,0,0,3,1,0,0,1,0,0,4,0,0,0,6
"RP11-372K14.2",0,1,1,0,0,0,8,2,0,1,0,0,0,0,0,0,2,0
"FAM160A1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GATB",0,1,0,1,1,0,4,2,0,3,0,0,0,2,0,0,1,0
"RP11-18H21.1",2,0,0,0,0,0,6,2,0,8,1,0,0,0,0,0,0,0
"FBXW7",3,0,0,10,2,9,24,17,0,14,1,5,14,1,12,2,4,5
"DKFZP434I0714",1,0,0,1,1,0,4,0,0,1,0,0,1,0,1,0,0,0
"TMEM154",3,2,1,2,1,14,12,12,5,12,1,1,5,0,2,3,9,1
"ARFIP1",1,1,0,12,0,3,6,5,1,1,0,2,2,1,0,1,2,4
"TIGD4",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"FHDC1",0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"TRIM2",0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,6
"MND1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"KIAA0922",1,0,1,5,0,5,19,4,2,8,1,1,3,0,2,0,2,0
"TLR2",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"RNF175",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SFRP2",0,0,0,590,0,0,3,1,0,0,0,0,1,0,0,0,1,0
"PLRG1",1,1,0,17,5,5,14,8,1,11,3,0,4,0,0,0,1,4
"MAP9",1,0,0,5,2,3,18,6,6,7,2,1,4,0,0,0,1,0
"GUCY1A3",0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,4
"GUCY1B3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"TDO2",0,0,0,69,0,0,2,0,0,0,0,1,0,0,0,0,0,0
"CTSO",0,1,0,18,1,0,11,4,2,1,4,1,3,0,0,1,0,9
"PDGFC",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM198B",0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,1,0,20
"RP11-597D13.9",0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM144",0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"RXFP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"C4orf46",2,1,0,2,1,2,2,1,2,2,0,0,1,1,1,0,0,0
"ETFDH",1,1,0,8,0,6,14,10,3,7,1,0,2,3,2,0,1,2
"PPID",3,0,1,8,5,8,21,8,2,7,4,3,12,5,4,2,0,4
"FNIP2",3,15,0,20,0,0,7,2,0,9,0,2,2,0,0,9,0,12
"RAPGEF2",2,0,0,4,1,0,10,3,2,5,1,1,1,2,8,6,1,14
"NAF1",3,2,1,12,1,11,24,21,21,22,2,1,6,2,4,0,4,3
"NPY1R",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TMA16",2,2,0,13,1,7,17,5,1,12,3,3,3,5,5,0,1,3
"MARCH1",0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0
"LINC01207",0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,1
"TRIM61",0,0,0,1,2,1,3,1,0,4,0,0,1,0,0,0,0,0
"TMEM192",3,0,0,6,3,4,12,3,2,9,0,0,3,2,2,0,1,2
"KLHL2",0,0,0,2,0,0,3,2,0,2,1,0,2,2,0,0,0,0
"MSMO1",1,0,0,2,2,5,7,2,4,3,1,3,3,3,0,0,0,2
"CPE",0,0,0,34,0,0,0,1,0,0,0,0,0,1,0,0,1,79
"TLL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"DDX60",1,0,0,5,0,1,11,2,2,0,0,0,2,1,0,1,1,8
"DDX60L",2,0,2,0,1,1,7,1,2,4,0,5,0,1,0,1,2,8
"PALLD",0,1,0,36,0,0,0,0,0,1,0,0,0,4,0,1,0,0
"CBR4",0,0,0,4,0,2,5,1,1,2,1,0,3,5,1,0,2,5
"SH3RF1",0,1,0,3,0,0,0,0,0,0,0,0,0,5,0,0,1,6
"NEK1",0,0,0,4,2,6,5,6,3,6,2,0,3,1,3,1,1,4
"CLCN3",1,0,0,5,0,2,5,3,6,3,1,0,0,5,2,1,2,1
"C4orf27",0,0,0,10,1,1,7,0,2,3,1,0,2,3,2,0,0,3
"LINC01612",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"GALNTL6",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-10K16.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GALNT7",0,0,1,1,0,0,2,1,0,3,0,1,1,7,0,0,0,1
"HMGB2",28,8,7,28,39,34,156,104,20,87,12,22,65,9,25,1,27,17
"RP11-798M19.6",0,0,0,2,0,0,6,0,1,1,0,0,1,0,0,0,0,7
"SAP30",2,0,1,2,2,1,3,6,0,4,0,1,1,0,0,0,0,2
"SCRG1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"HAND2",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HAND2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBXO8",0,0,0,5,1,2,6,6,2,5,0,2,1,2,1,0,0,6
"CEP44",0,0,0,4,0,0,1,0,1,3,1,0,1,0,0,0,1,0
"HPGD",3,6,0,2,9,1,15,31,1,3,2,3,24,3,7,0,10,0
"GLRA3",0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
"GPM6A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"WDR17",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"SPATA4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPCS3",8,9,4,17,11,21,105,36,4,48,8,7,14,11,46,2,9,20
"VEGFC",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"NEIL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AGA",3,0,1,7,0,2,13,8,4,9,1,3,4,0,5,0,4,4
"RP11-130F10.1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TENM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DCTD",1,4,0,13,3,7,19,8,2,9,3,2,2,6,4,1,1,7
"WWC2-AS2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WWC2",0,1,0,11,0,0,2,0,0,1,0,0,0,0,0,0,0,5
"CDKN2AIP",2,0,2,7,4,12,40,13,5,16,3,1,3,7,4,0,5,4
"ING2",3,0,0,3,0,4,20,12,1,13,0,1,2,2,0,0,1,2
"RWDD4",5,1,2,13,6,7,26,15,4,14,2,1,6,4,0,0,4,5
"TRAPPC11",0,1,0,1,1,1,2,3,1,2,0,0,2,1,0,0,0,2
"STOX2",0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,4
"ENPP6",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"RP11-290F5.2",0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
"RP11-290F5.1",0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,0,0
"IRF2",2,0,2,9,2,7,26,27,4,11,4,1,5,1,6,1,7,5
"RP11-326I11.3",0,0,0,7,0,2,1,3,0,7,0,1,1,0,1,0,0,3
"RP11-242J7.1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CASP3",5,2,1,4,5,6,13,13,2,9,0,5,5,2,5,0,1,5
"PRIMPOL",0,0,1,6,1,0,1,2,0,1,0,0,0,1,0,0,0,1
"CENPU",0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0
"ACSL1",2,7,0,3,0,5,7,1,1,2,1,3,1,0,1,10,0,0
"MIR3945HG",0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"SLC25A4",13,0,3,9,2,9,25,30,12,16,3,1,6,8,6,0,2,10
"CFAP97",1,0,0,19,2,12,28,8,3,16,1,1,3,1,4,0,1,12
"SNX25",1,0,0,1,0,3,12,3,1,4,0,1,0,1,0,1,0,4
"LRP2BP",0,0,0,0,0,1,2,0,1,1,2,1,1,0,0,0,2,1
"ANKRD37",9,8,1,13,9,34,52,28,49,29,6,7,12,2,8,3,8,6
"UFSP2",2,1,1,15,1,2,21,8,3,6,6,1,0,1,2,0,4,6
"C4orf47",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"RP11-279O9.4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"PDLIM3",0,1,0,42,0,0,0,1,1,0,0,0,0,0,0,0,0,17
"SORBS2",0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,10
"TLR3",0,0,0,4,0,0,0,1,0,1,0,0,1,0,0,0,0,2
"FAM149A",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"CYP4V2",0,0,0,6,1,4,6,2,0,8,0,1,1,0,0,1,0,0
"FAT1",0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"TRIML2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"AF146191.4",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"FRG1",11,3,2,15,13,9,53,33,10,18,5,7,9,3,3,0,7,6
"CCDC127",0,0,0,10,1,0,7,4,0,5,2,1,0,1,1,0,2,1
"SDHA",9,3,0,22,5,5,47,27,6,22,6,4,10,16,3,0,10,6
"PDCD6",14,6,3,50,6,34,87,31,23,47,8,11,18,12,3,2,18,29
"AHRR",0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,5
"EXOC3-AS1",0,0,0,2,0,0,3,1,0,2,2,1,1,0,0,0,1,0
"EXOC3",2,2,2,5,0,5,25,13,3,18,6,1,5,2,0,0,2,8
"PP7080",1,0,0,4,1,2,10,5,3,11,0,3,1,12,1,0,2,1
"CEP72",0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0
"TPPP",1,1,0,2,0,0,11,3,0,1,0,1,1,2,0,0,0,0
"ZDHHC11B",0,0,0,1,0,0,2,1,0,1,0,0,0,1,0,0,0,0
"ZDHHC11",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"BRD9",6,5,1,6,2,5,54,25,9,23,2,2,4,1,2,1,7,5
"TRIP13",1,0,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,0
"NKD2",0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,1
"SLC12A7",0,2,1,8,2,0,6,4,1,8,1,1,0,4,0,1,1,14
"CLPTM1L",3,0,0,9,1,9,17,2,4,12,0,0,2,6,8,1,2,3
"LINC01511",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"LPCAT1",4,3,0,7,1,24,12,8,7,4,2,3,6,0,0,4,4,9
"MRPL36",4,1,0,22,3,5,27,17,1,23,2,2,9,9,7,1,9,4
"NDUFS6",14,14,2,49,14,22,117,47,15,59,19,9,19,58,37,9,12,41
"LSINCT5",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"C5orf38",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS16",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ICE1",3,0,0,8,0,6,21,11,1,17,4,0,4,0,2,0,1,5
"MED10",10,3,7,27,12,35,102,66,24,80,16,9,25,3,4,2,19,11
"UBE2QL1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"NSUN2",1,2,0,13,3,4,26,11,5,5,3,1,8,2,0,1,2,3
"SRD5A1",1,0,1,3,0,1,3,0,0,1,0,0,1,2,0,0,0,0
"CTD-2044J15.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"PAPD7",1,4,0,2,1,6,4,8,1,3,2,0,2,1,2,0,2,4
"ADCY2",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MTRR",0,0,0,3,0,1,7,4,0,7,1,0,2,2,1,0,3,2
"FASTKD3",0,0,0,2,2,1,6,1,0,1,0,0,0,1,0,0,1,0
"MIR4458HG",0,0,0,7,0,1,3,0,0,5,1,0,0,6,0,0,1,3
"SEMA5A",0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,4
"SNHG18",0,1,0,20,0,0,0,0,0,1,0,0,0,5,0,0,0,2
"CTD-2199O4.1",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"FAM173B",0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1
"CTD-2256P15.1",0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"CCT5",10,12,1,33,3,25,48,29,5,32,5,5,9,23,1,2,8,11
"CTD-2256P15.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CMBL",0,0,0,11,0,0,0,1,0,1,0,0,0,16,0,0,0,1
"CTD-2256P15.2",0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2
"MARCH6",4,3,1,19,5,19,47,18,16,37,8,4,13,8,2,1,8,11
"ROPN1L",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"ANKRD33B",0,2,0,4,0,6,0,1,1,0,0,0,0,0,1,0,1,5
"DAP",5,3,1,21,3,14,31,11,5,11,2,4,6,10,6,1,4,14
"CTNND2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIO",0,2,0,4,0,3,1,0,1,0,0,1,1,2,3,2,0,5
"AC016549.1",0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"FAM105A",6,1,0,68,0,1,33,23,0,13,4,1,6,4,0,0,3,0
"CTD-2165H16.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"OTULIN",3,1,1,4,7,2,23,20,3,5,2,6,2,2,2,0,3,2
"ANKH",3,4,2,6,2,1,25,7,2,14,3,2,4,4,0,0,2,6
"FBXL7",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ZNF622",10,3,1,17,2,10,57,15,8,25,11,5,17,2,3,1,5,3
"FAM134B",1,2,1,1,2,3,19,9,0,16,3,0,2,1,0,0,5,1
"RP11-260E18.1",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"MYO10",0,0,0,5,0,0,1,0,0,0,0,0,0,6,0,0,0,7
"BASP1",0,10,0,68,0,25,2,1,12,0,0,0,0,0,9,10,1,2
"CTD-2139B15.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"CTD-2306M5.1",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CDH6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"DROSHA",1,0,0,2,0,1,2,1,0,0,0,1,1,0,0,0,1,1
"C5orf22",1,0,0,1,2,0,3,2,1,4,0,0,0,0,0,0,1,0
"PDZD2",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"GOLPH3",2,3,1,9,4,9,36,18,5,13,1,2,9,11,3,0,3,9
"CTD-2186M15.3",0,0,1,3,0,0,6,1,0,2,0,0,1,4,0,0,0,1
"MTMR12",0,0,0,1,1,0,1,2,1,3,0,0,0,0,1,0,1,5
"ZFR",5,2,2,10,4,5,29,16,3,13,4,2,4,1,2,0,3,9
"SUB1",88,46,17,159,53,84,535,284,56,294,59,34,93,52,115,17,77,101
"NPR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CTD-2066L21.3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-2203K17.1",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
"TARS",1,0,0,10,4,4,18,8,4,13,4,2,3,8,3,0,1,9
"ADAMTS12",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMACR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"C1QTNF3",0,0,0,48,0,0,1,0,0,1,0,0,0,0,0,0,0,4
"CTD-2024P10.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RAI14",0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,25
"CTD-2517O10.6",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"RAD1",6,0,0,8,3,9,33,8,4,15,1,4,3,0,2,1,3,5
"BRIX1",7,0,1,31,6,7,36,21,8,33,1,3,2,7,1,0,6,6
"DNAJC21",5,1,0,8,2,7,50,16,9,17,1,1,9,8,3,1,5,11
"SPEF2",0,0,0,2,0,0,5,0,0,1,0,1,0,0,0,1,0,1
"IL7R",55,7,4,2,74,6,1067,298,8,366,64,18,83,0,0,3,42,5
"LMBRD2",0,0,0,0,0,0,0,2,0,3,1,0,1,0,0,0,0,2
"SKP2",0,0,0,0,1,2,2,2,1,3,0,1,0,1,2,0,1,0
"NADK2",0,0,0,0,0,1,2,1,0,1,0,1,0,0,1,0,1,1
"SLC1A3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-2353F22.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"NIPBL",10,1,1,30,4,12,46,22,13,21,4,8,15,3,4,1,8,18
"C5orf42",0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1
"NUP155",1,0,1,3,0,2,7,2,4,1,0,1,1,1,0,0,1,2
"WDR70",1,2,0,5,1,4,11,7,1,6,1,1,1,3,0,1,1,3
"GDNF",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGFLAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"LIFR",0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,41
"LIFR-AS1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01265",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OSMR",0,0,0,32,0,1,0,0,0,0,0,0,0,0,0,0,0,17
"RICTOR",7,1,0,15,4,9,30,24,12,23,2,7,6,4,2,0,7,4
"FYB",27,5,4,1,18,1,287,140,3,252,24,16,32,2,0,6,50,0
"C9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DAB2",0,0,0,77,0,0,0,0,0,0,0,0,0,2,0,0,0,24
"PTGER4",19,17,4,21,16,3,272,130,6,139,30,19,39,10,0,3,19,1
"TTC33",0,0,0,1,0,0,9,7,1,5,4,0,3,0,0,0,1,1
"PRKAA1",3,3,2,11,4,8,41,16,6,20,6,6,7,5,1,0,4,6
"RPL37",403,423,97,858,321,1374,4536,1753,787,3165,557,259,646,414,159,103,411,360
"CARD6",0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,4
"C7",0,0,0,120,0,0,0,0,0,0,0,0,1,0,0,0,0,5
"OXCT1",0,2,0,4,5,2,19,16,3,18,4,0,2,3,2,0,6,1
"C5orf51",0,0,0,0,0,1,4,1,1,0,0,0,2,0,0,0,0,2
"FBXO4",0,0,0,7,1,2,10,5,2,5,0,1,1,1,1,0,0,2
"GHR",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC152",0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0
"SEPP1",0,0,0,355,0,1,6,0,0,3,0,0,2,10,0,0,0,77
"CTD-2201E18.5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"CTD-2035E11.3",4,0,0,2,3,4,55,13,2,24,1,3,6,0,1,0,5,2
"CTD-2035E11.4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ANXA2R",5,0,0,6,0,2,43,11,2,26,3,3,10,1,0,0,3,11
"AC025171.1",2,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,1,1
"CTD-2035E11.5",0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0,0
"ZNF131",10,5,4,12,3,18,80,34,11,46,7,5,13,2,3,1,6,10
"NIM1K",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HMGCS1",5,5,0,14,3,13,28,8,6,12,5,0,4,7,3,0,3,4
"CCL28",1,0,0,0,0,0,3,1,1,2,0,1,0,4,0,0,1,1
"C5orf28",1,0,0,5,2,2,5,6,1,1,0,0,0,3,0,1,5,2
"C5orf34",0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"PAIP1",4,1,1,20,3,5,30,8,3,16,4,1,4,3,1,0,5,19
"NNT-AS1",0,0,0,9,0,0,2,2,1,6,0,0,1,0,0,0,0,2
"NNT",1,0,0,3,3,1,3,7,0,2,0,0,1,1,2,0,0,0
"FGF10",0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-53O19.1",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRPS30",5,2,2,11,6,5,38,31,1,14,4,2,5,6,1,0,7,3
"EMB",10,7,5,1,13,17,100,54,13,31,9,13,33,0,2,2,3,0
"PARP8",13,0,2,2,7,5,62,29,6,15,6,6,27,0,1,1,5,2
"CTD-2314G24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ISL1",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-2288O8.1",0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
