"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","gdTcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells"
"LHFPL5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SRPK1",13,20,2,4,1,0,5,3,1,3,4,2,11,2,3,1,3,4,51,549
"SLC26A8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"MAPK14",9,15,1,1,2,0,2,1,3,0,2,3,9,5,0,0,5,0,32,85
"MAPK13",27,5,1,1,1,2,4,7,1,0,3,1,4,3,1,0,2,0,31,209
"RP1-179N16.6",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"BRPF3",0,5,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,4,29
"PNPLA1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"C6orf222",2,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,30
"ETV7",7,5,0,2,0,1,8,0,0,0,3,1,2,0,2,0,3,0,98,90
"RP1-50J22.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"KCTD20",25,25,4,0,2,1,4,3,0,1,2,2,4,2,6,1,6,1,18,62
"STK38",5,11,1,0,0,0,0,1,0,0,1,3,6,3,3,0,1,1,22,57
"SRSF3",274,361,37,41,46,28,111,78,28,20,120,22,205,62,71,17,103,57,888,1635
"CDKN1A",113,104,6,3,11,4,10,8,13,7,20,4,32,7,22,1,60,17,139,149
"RAB44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CPNE5",3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,1,0,3,1
"PPIL1",16,24,2,0,2,0,3,1,1,1,2,1,4,0,3,0,1,1,35,101
"C6orf89",29,41,1,1,1,2,4,0,1,0,3,1,6,3,4,2,3,1,28,107
"PI16",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MTCH1",62,233,4,1,9,5,15,13,6,6,6,8,32,8,29,0,22,2,98,500
"FGD2",15,0,0,0,0,1,1,1,12,0,0,0,0,0,0,1,4,0,2,5
"PIM1",53,57,8,10,17,4,26,18,6,8,34,15,75,23,5,4,30,7,369,44
"TMEM217",1,2,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,2,2
"TBC1D22B",0,3,0,0,0,0,0,1,0,0,2,0,2,4,1,0,1,0,12,20
"RNF8",6,25,1,0,0,2,2,0,0,2,4,1,11,2,5,1,2,1,27,92
"CMTR1",7,7,0,0,0,0,2,4,2,0,0,1,3,1,0,0,0,1,9,22
"CCDC167",38,39,2,7,6,3,11,5,2,0,15,1,20,3,13,6,10,6,80,140
"RP1-153P14.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MDGA1",0,6,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,2,0
"ZFAND3",27,54,1,1,2,0,4,3,3,1,5,1,6,1,7,0,12,0,35,85
"BTBD9",0,2,1,0,0,0,0,0,0,0,1,2,2,0,2,0,1,0,3,11
"GLO1",35,76,2,2,3,0,9,3,4,2,9,1,16,4,11,1,8,2,67,365
"DNAH8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"SAYSD1",12,17,0,2,4,0,6,1,1,0,2,0,6,2,3,0,2,0,43,54
"KCNK5",2,0,1,2,0,1,3,0,0,0,2,0,9,0,0,0,2,0,17,16
"KCNK17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"DAAM2",0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
"RP11-61I13.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MOCS1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11
"UNC5CL",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14
"OARD1",22,18,5,3,4,4,4,2,7,1,5,2,28,1,5,2,3,2,58,150
"APOBEC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NFYA",7,2,1,1,2,0,1,1,0,0,0,0,3,2,1,1,2,0,8,26
"TREML1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"TREM2",449,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,1,8
"TREML2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TREM1",116,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,102,0,1,1
"FOXP4-AS1",1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,99
"FOXP4",3,14,0,0,0,0,1,1,1,0,0,0,1,0,0,0,2,0,4,56
"MDFI",1,134,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8
"TFEB",17,6,3,1,0,0,4,0,4,0,1,0,6,2,0,0,9,0,4,29
"PGC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"FRS3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2
"PRICKLE4",1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,1
"USP49",2,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,8
"MED20",7,8,0,0,0,0,1,1,0,0,0,1,2,0,1,0,1,0,6,27
"BYSL",11,8,1,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,9,63
"CCND3",22,40,13,6,14,8,21,11,12,6,19,10,58,30,11,1,5,6,162,84
"TAF8",8,5,0,4,0,1,2,0,2,1,4,1,0,3,0,0,2,0,24,38
"RP11-7K24.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"C6orf132",2,14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,69
"GUCA1A",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRPS10",22,35,4,3,2,3,1,2,5,2,9,1,13,0,8,4,6,0,51,189
"TRERF1",2,5,0,0,0,0,0,0,1,0,4,0,3,2,2,0,1,1,8,16
"UBR2",8,8,1,2,3,1,4,1,1,1,3,1,6,2,1,0,7,0,25,48
"PRPH2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TBCC",36,31,3,5,11,2,12,11,8,1,17,8,20,7,7,8,4,4,141,236
"GLTSCR1L",4,5,0,0,0,0,1,0,0,0,4,0,3,1,2,0,0,1,5,17
"RPL7L1",31,70,8,5,5,2,7,6,1,1,12,6,23,6,7,2,5,3,92,257
"C6orf226",15,27,2,3,2,2,4,2,3,0,2,2,6,2,2,0,3,0,23,38
"PTCRA",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNPY3",141,65,6,4,4,2,8,4,19,2,15,2,22,10,9,0,66,2,87,260
"RP3-475N16.1",2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"GNMT",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"PEX6",2,7,0,0,1,0,2,0,0,0,1,0,0,0,4,0,1,1,6,52
"PPP2R5D",5,7,0,0,1,0,0,1,0,0,0,0,3,1,2,0,2,0,11,42
"MEA1",62,77,4,6,10,1,18,5,5,0,14,2,28,8,16,1,23,5,89,205
"KLHDC3",29,77,2,0,3,2,5,4,0,0,2,1,8,4,13,2,7,0,36,127
"RRP36",6,15,0,0,0,0,2,0,1,1,1,1,6,0,3,0,1,2,14,72
"RP1-20C7.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CUL7",4,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,14
"KLC4",3,5,0,0,2,0,0,0,1,1,2,0,0,0,1,0,1,1,4,27
"MRPL2",24,43,1,4,1,0,4,2,1,2,4,0,9,2,8,2,6,0,29,203
"RP11-387M24.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTK7",0,149,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,213
"SRF",11,30,1,1,0,0,0,0,1,0,1,0,1,0,5,0,1,0,5,77
"CUL9",7,3,0,0,0,0,1,0,0,1,1,0,3,0,0,0,1,0,56,16
"DNPH1",127,97,6,12,14,2,37,11,3,5,14,4,31,5,19,7,10,9,337,964
"TTBK1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"CRIP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"ZNF318",2,5,0,0,0,0,1,1,0,0,0,0,1,1,0,1,3,0,4,38
"ABCC10",3,7,0,0,0,0,2,0,1,0,1,1,1,2,1,0,0,0,11,20
"DLK2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"TJAP1",4,9,1,1,0,0,1,0,0,1,3,0,2,2,3,0,0,0,6,19
"LRRC73",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12
"POLR1C",7,14,0,1,0,1,0,0,0,3,1,0,3,2,6,0,1,0,10,125
"YIPF3",41,164,4,3,7,0,9,8,4,0,8,2,13,3,16,2,13,2,76,349
"RP3-337H4.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"XPO5",0,2,1,1,1,0,1,0,0,0,0,0,2,0,2,0,2,0,2,54
"POLH",0,2,0,0,1,0,0,0,1,0,1,0,2,0,0,0,1,1,3,8
"RP3-337H4.8",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
"GTPBP2",2,11,0,0,1,0,0,0,1,0,0,0,2,0,1,0,2,0,2,19
"MAD2L1BP",7,22,2,1,2,0,5,1,2,0,1,1,8,4,5,2,1,2,27,111
"RSPH9",0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
"MRPS18A",17,34,5,1,1,1,2,6,0,0,9,2,9,3,4,0,4,0,37,291
"VEGFA",72,33,0,0,0,0,1,1,0,0,0,1,4,1,8,1,80,0,7,295
"RP5-1120P11.1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
"C6orf223",3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,38
"MRPL14",79,78,5,5,4,3,9,8,4,2,7,1,14,3,9,3,20,2,66,547
"TMEM63B",6,14,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,1,2,47
"RP1-302G2.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"SLC29A1",13,19,1,0,1,0,1,1,0,0,1,0,5,0,14,0,2,0,6,121
"HSP90AB1",976,1124,219,129,244,81,267,169,168,71,393,51,741,171,127,23,422,123,3443,5857
"SLC35B2",19,76,1,0,1,1,2,6,0,2,5,0,7,5,3,0,6,1,24,141
"NFKBIE",53,35,11,18,13,4,25,11,15,5,21,2,43,11,4,3,26,3,178,76
"TCTE1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AARS2",1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,25
"CDC5L",30,54,1,2,3,4,8,5,2,0,11,4,21,7,7,0,4,6,65,223
"SUPT3H",2,7,1,2,6,0,3,2,0,3,7,1,19,1,0,0,2,1,19,39
"RUNX2",7,81,0,0,0,1,1,2,0,0,3,0,4,0,1,0,0,3,13,4
"RP1-244F24.1",3,2,0,3,0,0,1,1,0,1,2,0,0,0,0,0,2,0,9,1
"CLIC5",0,0,4,0,3,1,0,1,1,0,2,0,3,0,0,0,0,0,7,11
"RP1-8B1.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
"ENPP4",2,1,1,0,1,0,0,0,0,0,1,0,4,4,0,0,1,0,2,29
"ENPP5",0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,16
"RCAN2",0,2,0,0,1,2,0,1,0,0,2,0,0,0,5,1,0,0,18,0
"CYP39A1",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"SLC25A27",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"TDRD6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"PLA2G7",159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
"MEP1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ADGRF5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1
"ADGRF1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TNFRSF21",20,27,0,1,0,0,0,0,1,0,0,1,0,1,1,0,2,0,1,29
"RP11-385F7.1",1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,8
"CD2AP",17,26,1,1,0,0,1,0,3,2,2,2,1,1,2,0,5,2,8,111
"PTCHD4",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUT",7,16,3,2,0,0,1,0,1,0,0,0,0,1,3,0,0,1,19,27
"CENPQ",6,3,1,0,0,0,0,0,0,0,0,0,7,0,3,0,1,1,4,18
"C6orf141",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6
"IL17A",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,1
"IL17F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"MCM3",8,8,3,3,6,0,5,2,1,1,5,1,14,2,11,0,1,4,40,198
"PAQR8",7,7,0,0,1,1,0,0,0,0,0,1,4,0,1,0,0,0,9,37
"EFHC1",3,18,1,0,0,1,0,1,1,0,2,0,1,1,6,0,0,0,3,13
"TRAM2",3,20,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,4,18
"TRAM2-AS1",1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12
"TMEM14A",9,46,4,3,7,3,5,2,3,0,6,0,19,4,9,0,3,4,77,244
"GSTA1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11
"GSTA4",1,27,0,0,0,0,0,1,0,0,1,0,0,0,15,0,0,0,2,69
"ICK",5,9,0,1,0,0,0,0,0,0,1,0,0,0,4,0,2,0,6,32
"FBXO9",13,37,2,0,3,0,3,2,3,0,4,1,6,5,5,0,2,1,34,101
"GCM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ELOVL5",36,60,4,5,6,2,8,5,11,2,11,4,26,5,4,0,25,2,141,99
"RP3-483K16.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"GCLC",22,10,4,0,0,0,2,0,0,0,0,0,3,1,1,0,2,0,16,57
"KLHL31",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LRRC1",1,6,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,67
"RP11-411K7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TINAG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
"FAM83B",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29
"DST",10,29,0,0,0,0,0,1,0,0,1,0,0,0,5,0,3,0,7,25
"BEND6",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIAA1586",5,5,0,0,0,0,1,0,2,0,1,0,0,2,2,0,0,0,14,27
"ZNF451",18,32,0,4,3,2,3,2,5,1,4,0,9,3,1,0,2,0,24,78
"RP11-203B9.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BAG2",4,44,0,0,2,0,1,1,4,2,4,1,14,1,6,0,1,0,24,123
"RAB23",0,27,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,17
"PRIM2",7,5,1,0,0,1,1,3,0,0,1,0,7,3,5,0,3,1,18,34
"XXbac-BPGBPG55C20.2",0,3,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,2,4,8
"LINC00680",0,6,1,1,0,2,0,1,0,1,1,0,2,0,1,1,0,0,8,15
"XXbac-BPG55C20.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KHDRBS2",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"FKBP1C",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"LGSN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PTP4A1",86,80,11,7,12,2,20,8,8,5,20,4,42,7,17,2,37,3,195,296
"RP5-1148A21.3",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12
"PHF3",15,20,3,1,0,4,5,4,7,6,8,4,10,4,2,0,2,0,35,96
"EYS",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP3-525N10.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"ADGRB3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LMBRD1",36,20,2,9,5,0,3,5,5,1,7,0,19,5,1,0,4,0,49,91
"COL19A1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-462G2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"RP11-462G2.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM135A",4,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,29
"SDHAF4",9,3,0,0,0,1,0,0,2,1,0,0,0,2,1,0,4,0,7,41
"SMAP1",27,51,3,1,3,1,11,1,3,3,6,3,14,4,5,0,13,0,90,34
"B3GAT2",0,1,1,0,1,1,1,1,0,0,0,1,3,1,0,0,0,0,12,2
"OGFRL1",64,4,1,1,1,0,0,0,0,0,1,0,4,0,0,0,18,1,10,4
"LINC00472",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"KCNQ5",0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"KHDC1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KHDC1",0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,5,4
"RP11-398K22.12",0,5,1,0,4,0,1,0,1,0,0,0,3,3,0,0,0,0,9,2
"OOEP",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"DDX43",1,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1
"MB21D1",27,16,12,13,13,6,13,6,17,2,24,3,49,15,3,1,20,12,213,55
"MTO1",8,8,4,1,3,1,4,3,3,2,4,0,12,5,1,1,2,1,39,41
"RP11-505P4.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"EEF1A1",4904,10981,693,339,754,419,1435,872,1463,705,1613,1160,3194,1171,1011,84,2554,281,16245,41935
"SLC17A5",13,9,4,1,0,0,0,2,0,1,2,0,5,3,1,0,2,1,9,35
"RP11-553A21.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
"CD109",21,8,1,0,0,0,0,0,0,0,2,0,0,0,1,0,5,0,2,4
"RP11-554D15.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COL12A1",3,440,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3,4
"COX7A2",544,476,38,35,52,14,62,46,30,23,67,29,148,34,89,27,182,19,575,3221
"TMEM30A",52,79,2,1,2,2,7,0,0,1,5,1,9,3,9,0,10,1,33,147
"RP1-234P15.4",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"FILIP1",0,11,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1
"SENP6",16,36,1,1,1,3,5,4,2,0,4,5,13,6,6,2,5,0,38,121
"MYO6",3,33,1,0,0,0,1,2,0,0,4,0,4,6,5,0,1,0,1,249
"IRAK1BP1",0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,30
"PHIP",35,43,5,7,5,4,4,6,8,3,11,10,36,8,10,2,12,4,102,115
"HMGN3",81,76,12,9,12,8,12,8,11,4,16,4,62,9,21,10,38,13,108,387
"HMGN3-AS1",3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,4
"LCA5",1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"SH3BGRL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42
"ELOVL4",0,9,1,1,1,0,2,1,0,1,1,0,3,2,1,0,0,0,6,0
"TTK",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16
"BCKDHB",2,8,1,1,3,0,0,0,0,0,1,0,3,0,0,0,0,0,15,67
"RP11-250B2.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP11-250B2.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RP11-250B2.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FAM46A",166,267,5,12,15,6,5,10,13,10,20,3,105,28,19,0,58,0,79,260
"LINC01526",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"RP11-379B8.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IBTK",15,28,0,0,1,1,4,3,1,0,3,2,8,1,1,2,8,0,19,106
"TPBG",0,110,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,5,83
"UBE3D",2,4,0,2,0,1,0,0,2,0,2,0,2,1,1,3,0,1,7,35
"DOPEY1",3,2,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,4,12
"PGM3",10,55,2,0,1,3,2,0,1,1,4,0,0,2,6,0,2,1,20,100
"RWDD2A",1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,24
"ME1",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32
"PRSS35",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"CYB5R4",34,2,0,2,0,1,0,0,6,0,2,0,11,4,2,0,19,0,25,53
"MRAP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"CEP162",5,8,1,0,0,1,3,0,0,0,1,1,4,4,1,0,1,1,7,17
"TBX18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-30P6.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"NT5E",16,33,0,1,1,0,0,0,1,0,3,0,2,0,0,0,2,0,4,69
"SNX14",20,23,0,0,0,0,5,1,1,0,3,1,8,3,3,0,2,0,19,116
"RP11-321N4.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"SYNCRIP",74,88,5,3,5,2,10,8,8,2,8,2,18,5,9,2,15,8,87,566
"CGA",0,1,0,0,1,4,0,0,0,1,0,0,17,0,0,0,0,0,0,0
"RP11-393I2.4",5,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,9,2
"ZNF292",15,31,2,0,4,2,8,0,11,4,7,0,12,5,3,0,9,3,62,129
"GJB7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"SMIM8",6,7,1,0,2,3,1,2,0,0,1,0,4,1,1,0,0,1,13,37
"C6orf163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"CFAP206",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC35A1",4,14,0,1,0,0,0,0,0,0,4,0,2,1,3,0,2,0,15,70
"RARS2",9,45,0,0,0,0,3,1,0,0,1,0,5,1,2,1,4,2,31,158
"ORC3",9,10,3,1,1,0,3,0,0,0,3,0,6,1,1,0,3,5,15,67
"AKIRIN2",37,25,5,2,7,3,9,2,5,3,8,0,14,4,2,2,16,3,79,84
"CNR1",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"RNGTT",9,6,1,0,0,1,6,1,10,1,0,0,10,0,0,0,2,1,19,34
"RP11-63L7.5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"PNRC1",228,237,33,25,25,18,34,19,23,5,76,23,109,32,55,4,166,11,540,243
"SRSF12",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PM20D2",0,5,3,2,0,0,0,0,0,0,1,0,1,0,4,0,0,1,0,62
"UBE2J1",62,54,6,1,4,2,12,4,17,1,5,2,22,2,8,5,22,3,62,182
"RRAGD",31,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2
"ANKRD6",2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"LYRM2",32,20,2,1,7,3,1,4,4,0,6,3,8,4,7,0,4,1,42,88
"MDN1",4,5,0,1,0,0,1,2,0,0,4,0,8,0,1,1,2,0,9,66
"CASP8AP2",6,17,0,2,0,1,5,1,3,0,5,0,5,4,3,0,1,2,24,65
"BACH2",0,7,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"MAP3K7",9,36,3,0,0,1,4,2,2,0,3,1,4,1,1,0,2,0,15,40
"MANEA-AS1",0,3,0,0,2,0,3,0,1,1,5,0,1,0,0,0,0,0,14,6
"MANEA",6,5,1,2,1,0,2,2,0,0,2,1,3,0,0,2,0,0,27,48
"UFL1",15,29,1,1,1,0,4,3,3,3,4,0,5,2,8,1,7,0,32,109
"FHL5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"GPR63",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7
"NDUFAF4",34,42,1,2,6,5,2,8,2,2,4,2,11,1,8,1,12,4,41,238
"MMS22L",5,7,0,1,4,1,5,0,0,1,5,1,5,3,1,1,1,3,22,49
"POU3F2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FBXL4",2,10,0,0,1,0,4,0,1,0,0,0,3,0,2,3,1,0,10,25
"FAXC",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"COQ3",3,3,0,1,1,0,0,0,0,1,0,1,1,0,2,1,1,0,3,47
"PNISR",37,135,10,12,18,3,24,9,21,6,19,15,34,7,24,2,9,7,149,280
"RP11-98I9.4",2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4
"USP45",1,6,0,0,0,0,1,0,2,0,0,0,0,0,2,1,0,0,3,17
"TSTD3",2,2,0,0,0,0,3,0,0,0,2,0,2,2,1,0,0,0,6,33
"CCNC",23,56,1,1,6,1,1,5,2,2,2,2,13,4,3,1,5,0,37,240
"RP1-199J3.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"PRDM13",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"ASCC3",4,27,1,1,3,2,6,2,1,0,4,2,8,1,2,1,2,1,35,85
