"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","Lymphatic ECs","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"RBPJ",446,395,2,15,1,42,4,21,8,3,94,8,3,6,10,2,0,56,0,80,16,219,434,47,26
"TBC1D19",3,25,0,0,0,2,0,1,1,0,5,1,1,1,0,0,0,2,0,0,0,9,32,3,1
"STIM2",24,48,1,0,1,9,0,1,5,1,5,1,0,0,7,0,1,8,1,9,4,17,286,33,3
"RP11-293A21.1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17,0,0
"PCDH7",0,191,0,0,0,22,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,1
"ARAP2",18,15,2,0,2,4,1,1,0,1,5,4,0,0,2,0,0,1,1,6,3,18,107,1,1
"RP11-431M7.3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTHD1",6,0,4,0,0,0,0,2,0,0,6,1,0,0,1,0,0,0,0,0,0,24,2,0,0
"NWD2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"C4orf19",3,4,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,242,2,0
"RP11-36B15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"RELL1",2,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,41,20,0
"PGM2",44,77,0,2,1,7,1,0,2,0,5,1,1,0,3,0,3,11,0,6,3,8,171,44,7
"AC021106.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TBC1D1",55,81,1,1,0,5,0,0,4,3,10,2,2,0,3,4,1,28,0,11,2,13,150,71,33
"PTTG2",0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,5,0,0
"KLF3",68,167,0,4,1,17,1,0,13,5,5,1,2,1,0,0,0,14,1,20,0,3,704,80,5
"TLR10",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TLR1",37,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,7,0,0
"TLR6",25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0
"FAM114A1",19,732,0,1,5,64,0,0,5,0,0,1,2,0,0,0,2,56,0,2,0,5,419,66,10
"TMEM156",3,1,0,1,0,0,1,2,0,0,22,2,0,2,1,0,0,0,0,0,2,16,1,3,0
"KLHL5",32,153,0,1,0,11,0,0,1,0,2,0,1,2,0,1,1,13,3,11,0,6,9,66,1
"RP11-360F5.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WDR19",3,26,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,5,1
"RFC1",63,203,2,3,2,29,1,1,9,4,25,5,2,3,1,1,0,25,2,14,6,33,387,69,10
"KLB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"RPL9",3034,11935,81,188,64,1779,53,128,308,205,1126,214,147,346,262,39,194,1309,107,919,122,1533,20054,2499,792
"LIAS",11,48,0,0,0,4,0,0,3,1,5,1,0,2,1,0,0,5,0,5,0,9,149,7,1
"UGDH",27,286,0,0,2,36,0,0,0,2,1,1,3,1,5,1,4,27,1,8,1,11,579,18,11
"UGDH-AS1",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0
"SMIM14",70,226,0,4,3,54,1,0,4,2,0,1,4,1,1,1,1,44,2,28,1,11,623,54,25
"RP11-539G18.3",1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1
"UBE2K",150,285,2,3,2,26,0,2,7,6,32,4,0,2,0,0,2,42,1,30,3,39,779,101,14
"PDS5A",69,97,1,1,0,13,0,0,4,0,7,1,0,0,2,0,0,10,1,14,0,12,296,56,6
"N4BP2",18,37,0,3,0,8,0,0,2,0,4,0,0,1,1,0,0,3,0,18,1,7,42,11,1
"RHOH",77,15,10,2,0,3,5,16,0,23,104,17,0,18,8,1,1,2,7,89,24,200,20,0,0
"AC195454.1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CHRNA9",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RBM47",187,33,0,2,0,5,0,0,1,1,0,1,0,0,0,0,0,1,1,55,1,2,1201,6,0
"NSUN7",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"APBB2",7,78,0,0,0,11,0,0,0,0,0,2,1,0,0,0,0,16,0,2,0,1,74,26,3
"UCHL1",4,140,0,0,2,8,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,2
"LIMCH1",11,58,0,0,1,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,191,48,8
"LINC00682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TMEM33",97,126,0,6,1,16,0,1,1,1,4,0,0,0,2,0,2,13,1,24,1,15,527,26,5
"DCAF4L1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16,1,0
"RP11-814H16.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SLC30A9",26,96,2,0,0,9,0,1,3,2,7,2,0,0,0,0,1,8,0,2,0,10,309,20,11
"BEND4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SHISA3",0,42,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"ATP8A1",4,6,1,0,0,0,2,0,2,0,4,3,0,2,3,0,0,0,0,0,1,15,141,3,0
"RP11-109E24.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-663P9.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KCTD8",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUF1",20,33,0,1,1,5,0,0,0,0,5,0,0,0,0,0,1,5,0,3,0,4,144,8,2
"GNPDA2",5,84,0,0,2,15,1,0,2,1,4,1,2,0,1,0,0,9,0,2,1,2,34,11,6
"RP11-700J17.1",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-700J17.2",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"GABRA2",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,98,2,0
"GABRA4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"COMMD8",109,148,2,6,2,13,0,4,9,3,52,5,0,5,2,0,1,22,0,28,11,43,427,34,10
"ATP10D",28,79,0,0,0,13,0,2,0,1,12,0,0,0,1,0,0,7,0,8,2,4,50,12,1
"CORIN",0,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0
"RP11-121C2.2",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,1
"NFXL1",3,30,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,9,1,2,0,1,101,9,0
"NIPAL1",2,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,154,0,0
"CNGA1",2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0
"TXK",4,1,0,0,0,0,2,0,0,1,2,0,0,1,16,2,0,0,0,0,0,1,12,0,0
"TEC",9,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,31,1,0
"SLAIN2",63,137,0,1,0,13,0,2,4,3,9,1,0,0,4,0,1,31,0,10,4,15,210,26,7
"FRYL",47,79,1,1,0,5,0,2,4,0,15,1,2,3,1,0,0,14,0,10,2,15,404,58,5
"OCIAD1",182,552,0,11,4,68,1,4,23,9,49,7,5,5,8,1,6,58,3,34,6,59,1599,143,35
"OCIAD2",49,256,0,4,2,10,1,18,3,5,87,17,5,20,10,2,13,13,5,11,29,120,3466,170,7
"DCUN1D4",19,63,1,2,0,12,0,2,4,1,2,0,2,0,1,0,0,11,1,2,0,1,95,13,2
"RP11-365H22.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"LRRC66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,76,1,0
"SGCB",14,548,0,0,3,39,0,0,1,0,3,0,1,0,2,0,1,34,0,1,0,6,177,60,21
"SPATA18",0,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0
"USP46",14,72,0,0,0,5,0,0,2,0,7,0,0,0,0,1,0,1,1,1,0,1,46,16,2
"USP46-AS1",3,11,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,8,1,1
"ERVMER34-1",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RASL11B",0,9,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3
"SCFD2",2,20,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,4,38,7,2
"FIP1L1",38,134,1,1,2,22,1,2,6,3,18,1,0,2,3,0,1,19,0,9,3,30,413,29,11
"LNX1",1,5,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,90,0,0
"RP11-571I18.4",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1
"CHIC2",44,361,0,3,2,29,0,3,7,0,10,1,0,0,2,1,0,8,1,31,0,19,275,52,3
"PDGFRA",11,696,0,0,0,123,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,9,1,0
"KIT",0,2,0,0,0,1,0,0,0,21,0,0,0,0,3,0,0,0,2,0,0,0,1,27,0
"KDR",0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,5,173,0
"SRD5A3",86,114,0,4,1,10,0,1,1,0,1,0,0,0,0,0,1,14,0,7,0,2,215,28,3
"TMEM165",183,833,1,8,2,75,1,4,12,1,41,3,5,4,5,1,0,133,5,45,4,58,658,152,31
"CLOCK",29,71,0,0,0,11,0,1,3,0,5,0,0,1,2,0,0,18,1,0,0,5,172,24,5
"RP11-528I4.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"NMU",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,1,0,18,0,0
"RP11-345F18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EXOC1",74,128,0,1,1,17,0,0,7,2,10,1,1,1,1,0,0,21,1,16,0,16,391,53,3
"CEP135",35,74,0,3,1,1,0,1,3,0,3,0,2,3,1,0,0,10,1,3,3,22,118,12,1
"KIAA1211",1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0
"AASDH",21,71,0,0,0,10,1,2,3,1,4,0,0,1,0,0,0,10,0,1,1,7,80,8,1
"RP11-646I6.5",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0
"PPAT",5,31,0,3,1,3,0,1,0,0,2,1,0,2,2,0,0,5,0,1,2,3,111,12,1
"RP11-646I6.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PAICS",47,162,1,1,0,14,0,1,5,0,6,0,2,1,1,0,2,21,0,10,0,9,731,29,4
"SRP72",114,375,0,3,2,41,0,5,13,5,20,3,3,1,1,2,4,42,5,32,2,31,829,80,21
"ARL9",0,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,17,0,0
"HOPX",19,1596,3,2,4,14,10,0,0,0,44,14,5,0,36,3,0,66,0,0,9,8,30,10,5
"SPINK2",0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,2,0,0,0,0
"REST",74,172,1,3,3,22,0,6,8,2,19,7,3,2,2,1,0,28,1,14,4,30,266,68,8
"RP11-738E22.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"NOA1",13,107,0,1,1,10,0,0,2,0,8,1,1,1,1,1,0,12,1,0,1,15,149,15,3
"POLR2B",63,120,1,3,1,16,1,1,10,0,14,3,2,6,2,1,3,28,3,12,2,20,462,50,11
"IGFBP7",246,28390,2,10,263,4042,1,4,451,7,31,8,119,8,12,1,6,9741,7,61,3,42,779,7243,3504
"IGFBP7-AS1",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1
"RP11-16N2.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ADGRL3",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,9
"RP11-798L4.1",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0
"RP11-584P21.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0
"CENPC",19,57,0,1,1,8,0,1,1,3,11,2,1,2,1,0,0,6,0,6,1,21,93,20,7
"STAP1",4,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"UBA6",69,80,0,1,0,5,0,3,1,1,11,3,0,1,2,0,0,16,3,8,2,26,362,33,4
"UBA6-AS1",8,17,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,5,46,3,0
"YTHDC1",78,169,2,8,4,23,3,5,10,1,24,2,2,4,5,1,0,26,4,17,12,42,461,71,20
"TMPRSS11E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0
"UGT2B15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"UGT2A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"UGT2B7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
"UGT2B4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SULT1B1",9,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,70,3,1
"SULT1E1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"ODAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"FDCSP",0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"JCHAIN",14,43,0,1,0,2,0,0,1,0,3,0,0,0,0,0,0,6,172,6,0,6,64,10,3
"UTP3",31,95,1,0,0,14,0,0,6,1,4,0,0,1,2,0,0,7,1,4,1,12,237,15,5
"RP11-46J23.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"RUFY3",17,84,0,0,0,10,0,0,5,1,1,0,0,0,0,1,0,10,0,2,0,2,70,25,4
"GRSF1",78,204,1,8,1,21,0,3,3,2,14,5,2,4,6,0,1,26,0,17,6,49,668,50,10
"MOB1B",44,39,0,2,0,1,0,0,1,0,4,0,0,0,1,0,0,11,0,11,0,11,31,15,8
"DCK",81,49,0,10,4,5,4,3,3,2,27,4,1,3,5,1,0,5,0,19,15,36,208,16,2
"SLC4A4",0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,11,0,1
"GC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"NPFFR2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS3",0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"COX18",14,31,0,0,0,3,0,0,1,0,3,1,0,0,2,0,0,0,0,6,1,9,66,9,1
"ANKRD17",48,129,1,1,3,15,0,1,6,2,8,1,0,1,2,0,0,13,3,10,2,23,315,49,12
"RP11-692D12.1",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0
"ALB",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"AFP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"RASSF6",5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,17,0,1,2,427,4,0
"CXCL8",2608,12010,2,29,1,22,0,0,3,1,14,3,1,2,2,0,4,192,2,3786,2,22,614,30,11
"CXCL6",7,531,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1
"PF4V1",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CXCL1",526,8942,0,4,1,46,0,0,6,0,9,3,1,1,3,0,6,20,1,120,3,17,845,28,4
"PF4",3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37,2,0
"PPBP",98,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0
"CXCL5",295,981,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,313,0,1,5,1,0
"CXCL3",747,1422,1,15,0,11,1,2,1,0,2,2,1,2,1,0,3,13,4,525,3,10,915,32,4
"CXCL2",657,1234,0,27,1,81,0,0,0,1,1,0,0,0,1,0,1,23,0,471,0,6,238,224,2
"MTHFD2L",35,49,0,1,1,8,0,0,4,0,2,0,2,0,0,0,1,6,0,5,1,3,258,21,8
"RP11-629B11.5",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"EPGN",0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"EREG",177,140,0,31,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,262,0,0,70,2,1
"AREG",631,459,2,57,0,9,3,20,0,257,27,4,0,8,438,37,3,2,4,492,8,40,956,3,1
"BTC",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,69,0,1
"PARM1",6,22,0,3,0,1,1,1,0,1,0,0,2,0,0,0,0,29,1,1,0,0,212,0,17
"RP11-44F21.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"RP11-44F21.5",1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,203,2,0
"RP11-542G1.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1,0
"RCHY1",31,93,0,2,0,17,0,1,5,2,11,2,1,2,3,0,0,21,1,10,1,20,281,21,11
"THAP6",18,41,0,0,2,3,0,0,0,0,9,1,0,2,3,1,0,5,0,4,1,10,88,3,3
"C4orf26",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0
"CDKL2",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
"G3BP2",99,147,0,4,5,29,1,7,5,4,57,6,0,2,4,2,2,37,3,25,3,58,457,48,7
"USO1",71,303,0,3,1,24,1,2,3,2,6,3,2,1,3,1,0,23,1,8,3,20,485,48,13
"RP11-556N4.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1
"NAAA",88,53,1,6,0,5,1,0,2,2,15,2,0,8,0,0,0,10,0,22,0,24,62,4,6
"SDAD1",45,157,0,3,0,29,0,8,7,2,15,3,0,3,2,0,2,19,3,8,1,18,358,26,4
"CXCL9",87,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0
"ART3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"CXCL10",27,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,2,21,1,0
"CXCL11",1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,1,0
"NUP54",33,129,0,1,0,19,1,2,2,2,13,0,1,1,4,0,0,10,1,9,1,11,257,16,6
"SCARB2",269,710,0,3,2,109,0,0,11,2,1,0,2,1,0,0,2,49,0,30,0,9,678,67,12
"FAM47E",0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,106,2,0
"STBD1",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,1,1
"SHROOM3",8,30,0,1,0,2,0,1,1,0,0,0,1,0,0,0,5,6,1,1,1,4,601,2,1
"SOWAHB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"SEPT11",54,850,1,0,0,107,0,2,10,1,13,1,1,3,4,1,3,116,0,7,5,12,457,66,9
"CCNI",731,2645,8,30,18,455,8,19,30,45,171,34,31,38,31,3,6,322,19,195,24,257,2173,380,201
"CCNG2",38,96,0,2,2,24,0,0,4,3,1,0,0,2,0,0,0,16,0,13,2,10,163,23,8
"CXCL13",2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,1,3,0,0
"CNOT6L",43,48,2,3,0,5,0,2,4,0,17,6,1,10,7,2,0,15,0,9,0,36,162,57,4
"MRPL1",37,120,0,2,3,19,0,2,8,4,10,1,3,3,2,1,1,13,0,6,2,20,375,40,11
"FRAS1",1,19,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,3,0
"ANXA3",28,49,0,2,3,3,0,0,4,0,5,2,2,0,2,0,12,5,0,4,1,10,2441,17,1
"LINC01094",135,10,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0
"RP11-109G23.3",1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,1,0,0,9,0,0
"BMP2K",157,42,0,2,0,1,0,0,5,7,0,0,0,0,0,0,1,4,1,12,1,2,102,20,0
"PAQR3",9,12,0,0,0,6,0,1,1,0,1,0,0,0,0,0,0,3,0,1,2,2,33,2,0
"LINC01088",0,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1
"LINC00989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3
"RP11-234K19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ANTXR2",80,219,0,0,6,26,0,2,8,5,6,0,5,1,0,0,1,13,0,14,1,8,448,21,5
"PRDM8",1,15,0,0,1,1,0,0,0,1,2,0,0,0,2,0,0,1,0,1,0,8,33,2,0
"FGF5",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"BMP3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRKG2",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0
"RP11-100N20.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"RASGEF1B",52,8,0,1,0,1,0,1,0,0,4,0,0,1,1,0,0,10,0,15,0,0,72,2,7
"RP11-689K5.3",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-127B20.2",0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1,0
"HNRNPD",210,426,1,6,7,71,3,4,9,2,39,8,0,6,6,1,6,50,2,41,14,52,1468,146,39
"RP11-127B20.3",2,15,1,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,32,1,1
"HNRNPDL",413,1152,12,18,12,155,3,16,30,10,101,21,10,29,23,0,2,175,13,118,22,168,2384,243,91
"ENOPH1",48,152,1,3,1,19,1,1,5,0,14,4,2,2,1,0,0,20,2,11,3,19,422,26,2
"TMEM150C",0,17,0,0,0,8,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,24,0
"SCD5",11,47,0,0,0,10,0,0,0,0,1,0,0,0,0,0,1,8,0,0,0,0,11,19,4
"SEC31A",116,624,0,2,0,64,0,1,7,1,12,1,3,1,3,0,1,61,5,12,3,25,542,79,27
"THAP9-AS1",17,87,0,0,0,9,0,0,2,2,6,2,1,2,3,0,1,15,0,3,1,5,329,28,6
"THAP9",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,2,0
"LIN54",15,21,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4,0,4,69,6,0
"COPS4",56,152,0,3,1,30,1,2,5,4,12,2,1,1,2,0,1,19,0,12,3,12,303,28,8
"PLAC8",30,5,1,11,0,1,3,0,0,0,11,0,0,9,38,1,5,1,2,136,0,4,647,2,0
"RP11-576N17.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"COQ2",54,39,0,4,1,9,0,0,1,1,3,0,0,1,0,0,2,3,0,4,0,4,104,9,2
"HPSE",33,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,22,1,3,39,2,0
"HELQ",14,39,0,1,0,10,0,0,0,2,3,1,2,1,3,0,0,4,0,1,0,5,50,9,6
"MRPS18C",144,360,2,1,2,41,0,4,16,5,14,4,4,2,4,0,4,45,6,30,5,34,973,69,30
"FAM175A",17,47,0,1,0,9,0,0,1,1,5,0,3,1,4,0,0,11,0,2,2,5,51,18,8
"GPAT3",40,3,0,5,0,1,0,0,0,3,3,1,0,0,0,0,0,0,0,10,0,16,115,1,1
"CDS1",6,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,385,7,1
"WDFY3",38,41,0,1,1,4,0,0,3,0,0,0,1,0,0,0,0,9,0,7,0,0,69,16,3
"ARHGAP24",18,94,0,2,7,17,0,0,0,0,0,0,1,0,1,0,0,40,0,7,0,0,7,25,5
"RP13-514E23.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAPK10",0,23,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,2
"PTPN13",0,38,0,0,0,2,0,2,0,1,6,0,0,0,0,0,1,2,0,0,1,0,11,0,1
