"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","LTi cells","Lymphatic ECs","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"IGKV3-11",4,2,2,0,1,0,0,0,1,0,1,0,0,0,5,1,0,0,2,0,0,0,0,1,3,0,0,1,3,4,3,1
"IGKV3-15",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0
"IGKV1-16",3,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,1,0,3,0,0,4,2,2,0
"IGKV1-17",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"IGKV3-20",5,3,1,1,0,0,0,0,1,0,0,0,0,1,2,4,0,0,2,1,0,1,0,0,1,4,0,1,1,3,4,1
"IGKV1-27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"IGKV1-39",0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,4,0,2,0
"IGKV1D-39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"IGKV1D-33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGKV2D-29",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
"IGKV2D-28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGKV6D-21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGKV3D-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"IGKV1D-8",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH17-132F21.5",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"RP11-575H3.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TEKT4",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0
"MAL",1,1,0,0,0,0,1,9,0,7,0,0,0,0,0,62,5,0,0,74,3,0,0,0,0,1,0,0,84,2,0,1
"MRPS5",77,52,7,13,14,5,6,1,31,9,3,0,7,2,48,40,26,3,4,42,5,1,1,3,21,1,10,13,62,249,56,11
"ZNF514",9,10,0,0,2,0,0,0,5,2,2,0,1,0,4,3,5,0,2,1,0,1,0,0,2,0,0,1,7,23,11,1
"ZNF2",1,6,2,2,0,0,0,0,2,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,2,0,0,0,4,3,4,1
"AC092835.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PROM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"KCNIP3",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"FAHD2A",26,30,0,4,9,1,0,1,19,5,1,0,4,1,9,10,15,0,1,3,2,2,0,1,5,2,1,1,16,37,35,8
"RP11-440D17.3",1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"LINC00342",1,3,3,1,2,0,0,0,1,1,0,1,1,0,5,5,4,0,0,2,0,0,1,1,1,0,0,0,4,2,7,1
"ANKRD36C",8,15,9,1,12,1,7,0,14,4,0,0,1,4,16,14,14,0,0,20,2,2,0,1,4,0,0,2,29,14,27,2
"GPAT2",3,7,0,0,0,0,0,0,4,1,0,0,0,0,4,3,1,0,0,2,1,0,0,0,13,0,0,0,2,0,13,3
"ADRA2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,1
"ASTL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"DUSP2",103,17,291,32,114,73,75,3,9,35,66,17,1,13,222,174,540,1,38,141,9,74,25,3,2,4,12,92,316,41,9,4
"STARD7",87,41,10,22,10,4,5,2,36,6,0,0,8,4,37,13,13,0,5,18,0,0,0,4,13,1,6,14,50,161,92,4
"TMEM127",56,24,5,6,3,1,0,0,13,1,1,0,0,1,13,6,7,3,3,6,1,0,0,0,10,0,4,2,13,35,61,3
"CIAO1",43,38,9,14,6,0,5,2,22,10,0,0,2,3,12,9,13,2,6,10,1,0,0,2,11,0,5,5,25,63,35,8
"SNRNP200",55,38,21,10,14,2,7,1,29,18,2,3,2,1,58,49,43,2,8,42,4,2,2,6,8,1,4,11,66,125,77,9
"AC021188.4",2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0
"ITPRIPL1",10,0,3,0,6,4,2,0,0,0,0,0,0,0,5,7,5,0,0,8,0,0,3,0,0,0,1,0,16,2,2,1
"NCAPH",3,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,2,0,0,0,0,1,2,0,0,7,15,1,0
"NEURL3",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,9,0,0
"RP11-363D14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ARID5A",138,44,27,21,31,11,20,0,16,35,6,3,0,4,35,93,61,3,10,60,4,13,3,6,39,7,8,6,164,32,122,37
"KANSL3",14,16,6,2,1,0,1,0,7,4,0,0,0,0,7,3,4,2,0,5,1,1,0,0,6,0,2,0,9,22,21,2
"LMAN2L",9,16,1,4,1,0,1,1,10,0,0,1,0,1,2,3,0,0,1,1,0,0,0,0,2,0,1,2,9,17,11,1
"CNNM4",5,1,1,2,0,0,0,0,2,1,0,0,0,0,3,2,0,0,0,0,0,1,0,0,2,0,0,0,3,36,5,1
"RP11-353K11.1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNNM3",2,1,2,0,1,0,0,0,1,0,0,0,0,0,5,2,2,0,1,2,0,0,0,0,1,0,0,0,2,15,4,0
"ANKRD23",0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,2,2,1,0
"ANKRD39",31,21,6,3,4,2,6,0,15,8,0,1,2,2,19,16,10,3,2,11,1,2,0,2,9,1,0,4,40,57,15,6
"SEMA4C",19,30,2,4,0,0,0,0,10,0,0,0,2,0,1,4,0,2,0,1,1,0,0,0,12,0,1,0,1,15,64,3
"FAM178B",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1
"FAHD2B",5,11,4,0,2,3,3,2,14,3,0,0,1,2,9,9,6,1,1,6,0,0,0,0,2,2,0,1,3,32,10,6
"ANKRD36",10,7,8,2,6,3,2,0,16,3,0,0,1,0,17,10,17,1,2,22,0,2,1,0,1,0,0,1,27,19,14,2
"AC159540.1",1,2,4,2,2,1,1,0,1,2,0,0,0,0,14,5,4,0,1,9,0,0,0,2,1,0,1,1,16,5,2,0
"AC159540.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANKRD36B",0,7,2,1,3,3,2,2,11,1,0,0,2,1,7,11,10,1,2,12,1,0,0,0,2,0,0,1,18,13,10,0
"COX5B",886,519,56,161,110,32,44,24,326,79,15,11,44,37,317,240,173,48,46,217,9,11,16,14,158,16,66,89,425,1280,691,156
"ACTR1B",38,59,13,7,18,5,4,2,35,24,1,1,4,3,24,31,17,6,7,29,4,3,1,2,20,1,3,4,71,81,62,14
"LINC01125",0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,5,1,0,0
"ZAP70",6,2,15,1,17,5,12,1,1,12,3,2,0,0,1,61,34,0,2,40,3,5,3,0,1,1,0,0,89,8,2,0
"TMEM131",30,15,0,6,3,0,2,0,20,2,1,1,0,2,29,8,6,2,6,5,1,1,0,3,8,0,4,8,10,23,31,4
"CNGA3",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"INPP4A",24,12,6,8,11,4,6,0,7,7,4,2,1,0,6,20,18,1,0,14,0,1,1,15,3,0,1,1,20,11,26,3
"COA5",63,46,7,8,7,1,3,4,35,16,2,0,6,1,26,23,13,2,8,20,0,3,1,2,11,2,1,7,25,143,55,6
"UNC50",62,107,6,4,8,3,1,2,66,5,1,0,4,1,23,23,11,4,6,17,1,1,1,1,22,0,3,5,29,71,57,10
"MGAT4A",187,17,21,21,4,3,6,0,1,3,1,3,1,1,45,43,38,1,2,33,2,5,3,5,0,0,12,5,10,58,99,1
"AC109826.1",25,3,1,2,1,1,1,0,2,1,0,0,0,0,0,7,6,0,0,3,0,0,0,0,0,0,2,0,1,2,0,0
"KIAA1211L",6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,28,48,0
"TSGA10",2,1,1,0,1,0,0,0,4,2,1,0,0,0,5,4,3,0,2,4,0,0,0,0,1,0,0,0,3,10,2,1
"C2orf15",0,1,0,0,1,0,0,0,1,1,0,0,0,0,8,0,1,0,1,2,0,0,0,0,1,0,0,0,3,15,0,0
"RP11-111H13.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
"LIPT1",13,6,2,3,1,1,2,0,7,1,0,0,0,0,10,8,2,0,3,7,0,0,0,0,2,1,2,0,4,15,8,0
"RP11-38C17.1",0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6,1,1
"MITD1",84,75,11,11,28,6,5,1,54,18,1,4,6,4,70,47,23,6,19,51,3,2,2,6,15,2,3,16,79,170,61,18
"MRPL30",23,23,2,6,5,0,0,1,16,6,0,0,2,2,16,8,11,2,1,12,0,0,4,2,5,0,1,9,15,100,23,5
"LYG2",0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,1,2,0,0,0,0,0,0,0,0,2,0,1,0
"LYG1",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1
"TXNDC9",52,69,11,7,11,2,4,2,48,9,1,2,6,0,21,28,18,1,6,18,3,1,2,1,16,0,3,10,40,129,93,0
"EIF5B",179,229,32,57,26,8,18,4,123,35,5,6,11,6,123,99,65,11,28,89,7,12,5,9,46,2,11,23,140,545,267,56
"REV1",34,32,7,13,6,0,2,1,26,17,0,0,0,1,16,20,6,0,7,11,0,2,1,1,5,2,1,2,29,40,34,6
"RP11-527J8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFF3",0,3,0,11,0,0,1,0,3,1,0,1,0,0,37,4,0,0,16,2,0,1,1,3,1,0,0,16,2,0,0,1
"LONRF2",0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"CHST10",3,7,2,0,1,0,0,0,7,0,0,0,0,2,5,0,0,0,0,1,0,0,0,0,3,1,0,1,3,0,17,1
"PDCL3",69,49,4,15,6,2,1,0,12,8,0,0,2,2,35,33,24,1,7,30,0,0,1,3,29,0,7,12,77,96,51,11
"NPAS2",0,8,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28,8,0
"RPL31",2493,2364,952,950,517,193,520,75,2296,884,161,103,151,285,6131,3976,1901,146,1126,4382,288,199,189,197,537,72,256,562,2602,13724,3361,640
"TBC1D8",6,0,0,3,0,0,0,1,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,18,6,6,0
"RP11-299H21.1",2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
"CNOT11",23,7,1,4,5,0,2,0,12,7,0,0,1,0,10,10,8,0,1,13,0,1,0,0,0,0,1,1,18,72,25,3
"RNF149",207,60,15,27,15,5,6,0,37,5,2,1,3,1,24,51,24,1,8,60,4,1,4,6,10,4,16,4,67,77,34,3
"CREG2",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RFX8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
"MAP4K4",13,53,5,4,5,1,1,3,31,8,0,0,2,2,34,28,11,2,7,20,3,2,0,1,7,0,1,22,30,31,158,8
"IL1R2",11,3,0,35,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,69,9,1,0
"IL1R1",3,83,0,7,0,0,0,0,57,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,2,0,1,0,22,2,45,1
"IL1RL2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"IL1RL1",1,5,0,0,0,0,1,0,0,2,0,0,0,28,0,1,0,0,1,0,0,0,0,0,3,0,1,0,10,1,0,0
"IL18R1",1,10,1,3,1,0,1,0,1,5,2,1,0,4,3,11,4,0,0,4,0,0,0,5,0,0,1,2,32,1,6,0
"IL18RAP",0,1,0,0,1,0,0,0,0,0,5,0,0,0,2,4,2,0,0,0,0,6,3,0,0,0,0,0,6,0,0,0
"SLC9A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SLC9A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"MFSD9",6,6,0,0,0,1,0,0,0,0,0,0,0,0,3,2,2,0,0,2,0,0,1,1,2,0,0,1,2,17,4,0
"TMEM182",0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,1,0,0,4,0,0,0,0,1,0,0,1,0,4,2,0
"AC010884.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MRPS9",24,34,7,9,8,2,3,2,20,5,3,1,3,1,33,25,13,3,3,22,0,0,0,1,10,2,3,5,23,139,26,5
"AC104655.3",0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-332H14.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"TGFBRAP1",10,6,2,2,3,0,1,0,3,0,1,2,1,0,4,4,2,0,0,7,0,0,0,0,0,0,1,0,2,19,20,2
"AC012360.4",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"RP11-332H14.2",2,4,1,1,3,0,2,0,3,1,1,1,2,1,14,3,6,0,1,2,0,1,0,2,1,0,0,2,8,18,5,1
"C2orf49",21,40,5,5,4,2,1,0,22,6,0,0,2,1,17,12,7,2,6,10,0,3,2,0,7,0,2,7,22,55,35,1
"FHL2",5,598,2,2,2,0,2,0,203,2,0,0,1,0,2,0,3,8,1,1,0,0,0,1,40,0,0,0,6,146,17,3
"NCK2",5,21,7,1,3,1,6,2,5,15,1,1,1,0,17,26,20,2,4,31,0,1,2,2,17,0,0,4,80,41,35,7
"AC009505.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
"C2orf40",1,3,0,0,0,0,1,0,10,0,0,0,1,0,0,1,1,7,0,3,0,0,0,0,15,0,0,0,0,0,20,47
"UXS1",44,50,12,2,7,2,9,1,26,22,3,1,1,4,6,36,16,1,4,37,4,2,1,0,11,0,2,2,73,50,42,5
"RGPD3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC108868.5",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ST6GAL2",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"RGPD4-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RGPD4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"SULT1C3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SULT1C2",3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,50,9,0
"SULT1C4",0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12,1
"GCC2",55,95,31,16,29,11,13,7,57,31,5,3,6,3,79,63,58,4,33,73,5,2,5,8,15,3,3,45,120,222,67,11
"GCC2-AS1",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LIMS1",466,282,10,79,19,2,12,2,112,73,2,0,40,21,20,67,23,5,3,52,3,2,3,7,49,1,38,38,146,123,220,11
"RANBP2",38,34,9,12,5,6,5,1,20,5,1,2,5,2,17,30,13,1,2,12,0,1,0,3,6,3,4,23,24,87,84,7
"CCDC138",4,2,1,0,0,0,0,0,5,0,0,0,0,0,4,1,2,0,1,0,0,0,0,0,1,2,0,4,0,14,2,1
"EDAR",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
"SH3RF3-AS1",0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,4
"SH3RF3",8,27,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,4,0,0,0,0,0,17,5
"SEPT10",31,59,2,2,0,0,1,4,42,0,0,0,8,0,3,3,1,4,0,1,0,0,0,0,13,0,1,1,2,92,141,13
"SOWAHC",13,12,0,0,0,0,1,2,10,0,0,0,0,0,1,2,0,2,1,1,0,0,0,0,0,0,0,0,1,87,2,2
"RP11-506F3.1",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RGPD5",0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,1,0,0,0,3,0,1,1
"LINC01123",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0
"MALL",2,9,1,0,0,0,0,0,16,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,3,95,502,0
"NPHP1",1,19,0,2,0,0,0,0,5,0,0,0,1,0,2,0,1,2,1,0,0,0,0,0,3,0,0,0,0,3,15,0
"LINC00116",127,106,10,17,11,5,11,6,74,13,1,0,12,9,46,56,35,5,12,35,2,2,2,4,30,1,11,13,69,232,185,33
"RP11-1223D19.1",1,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0
"LINC01106",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11,0
"RP13-1039J1.2",0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"AC108938.5",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RGPD6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"BUB1",2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,20,2,0
"ACOXL",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0
"BCL2L11",20,8,6,7,10,2,2,0,5,18,0,0,0,0,10,17,4,0,1,5,1,3,1,6,0,4,3,12,36,39,15,0
"MIR4435-2HG",68,178,16,14,18,5,3,2,49,12,1,0,26,8,11,26,18,0,3,9,0,0,0,1,117,0,20,4,207,98,342,24
"RP11-181E10.3",1,3,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,1,4,0
"RP11-803D5.4",2,12,1,2,0,1,1,0,2,1,0,0,4,0,1,5,3,0,0,0,0,0,0,0,8,0,0,0,16,3,25,0
"AC017002.1",4,11,0,0,6,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,4,0,0,0,114,1,14,2
"AC017002.2",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ANAPC1",13,7,4,2,4,0,2,0,10,4,0,1,0,3,9,9,5,0,1,6,0,0,0,1,0,0,1,0,19,40,13,4
"MERTK",130,2,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,4,13,2
"TMEM87B",33,23,0,4,3,1,0,0,9,0,0,0,2,4,23,7,2,1,2,7,0,0,0,0,5,0,5,1,5,79,27,1
"FBLN7",2,10,1,0,0,0,2,0,27,26,0,0,1,0,0,38,0,0,1,28,1,0,1,0,6,0,0,0,79,1,5,4
"ZC3H8",22,10,8,8,7,3,6,4,12,28,0,2,3,2,51,37,13,0,8,45,2,2,2,1,4,1,3,6,73,75,34,7
"ZC3H6",25,32,6,6,4,1,4,3,19,6,0,0,4,0,34,19,23,0,7,21,2,0,0,1,5,2,7,5,33,30,29,5
"RGPD8",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"TTL",20,16,0,3,2,1,0,2,4,4,0,0,0,0,1,5,2,0,0,1,0,0,1,0,2,0,1,2,11,30,32,2
"POLR1B",4,5,0,1,0,0,0,0,1,1,0,2,0,1,4,0,2,0,1,1,0,0,0,0,2,1,0,1,3,19,8,2
"CHCHD5",114,94,10,25,23,1,4,4,58,24,3,1,11,4,55,40,24,2,4,35,1,3,1,2,23,1,10,16,66,7,93,19
"AC012442.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC079922.3",4,13,4,1,1,0,0,0,4,0,1,0,1,0,0,1,3,0,0,7,0,0,0,1,2,0,1,0,1,9,12,1
"SLC20A1",110,27,9,19,7,2,6,1,16,4,0,1,0,0,15,11,23,0,2,10,1,1,2,2,3,0,10,2,21,60,51,2
"NT5DC4",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"CKAP2L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,1,0
"IL1A",6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0
"IL1B",158,0,0,68,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,99,1,0,1,1,0
"IL37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"IL36G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"IL1RN",141,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,10,0,0
"PSD4",17,2,9,8,12,1,1,0,4,4,2,0,0,1,32,14,13,0,5,11,2,1,1,0,0,0,0,7,31,40,1,0
"AC016683.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"PAX8",5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,23,2,0
"RP11-65I12.1",22,15,2,8,4,0,3,0,6,1,1,5,4,0,11,6,7,2,3,9,0,2,2,2,2,0,2,6,11,99,11,1
"AC016745.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-480C16.1",2,0,1,0,0,1,0,0,4,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0
"CBWD2",8,12,2,2,1,1,0,0,3,0,0,0,0,0,10,2,1,0,1,1,0,2,0,0,0,0,0,0,4,14,8,1
"PGM5P4-AS1",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0
"FAM138B",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RABL2A",5,8,0,0,3,0,0,0,6,2,1,0,0,0,5,6,5,0,1,5,0,1,0,0,2,0,0,1,5,12,7,1
"AC017074.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SLC35F5",31,47,1,6,2,0,1,1,23,2,0,0,0,0,5,2,3,1,2,2,0,0,0,2,6,0,0,3,5,50,23,3
"AC024704.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"AC104653.1",6,0,0,2,0,0,1,0,0,2,0,0,0,1,2,0,2,0,1,0,0,0,0,0,0,1,1,3,0,1,0,0
"RP11-141B14.1",4,2,2,0,3,1,0,0,0,2,2,0,0,0,2,2,2,0,1,3,0,0,0,0,1,0,0,1,3,4,0,0
"ACTR3",467,204,48,114,61,12,29,6,74,59,9,4,7,27,268,184,107,6,65,147,9,17,10,23,79,5,37,146,307,303,229,42
