"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Fibroblasts","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","LTi cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"ABCA4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ARHGAP29",0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,69,0,0,0,0,1,0,56,282
"RP11-148B18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ABCD3",18,3,1,2,0,0,0,3,0,5,0,0,3,8,0,0,5,0,0,0,1,0,4,5,0,0,1,2,6,169,10
"F3",2,209,0,0,0,0,1,95,0,1,0,0,0,3,0,0,5,0,1,0,7,0,35,0,3,0,0,0,1,122,33
"SLC44A3",0,8,0,0,0,0,1,8,0,0,0,0,0,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,1,184,0
"CNN3",2,155,1,2,1,0,1,23,0,1,0,0,1,10,4,1,1,0,0,0,5,0,153,0,1,0,0,0,6,734,202
"RP4-639F20.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,4
"ALG14",22,15,1,3,1,0,1,1,0,0,0,0,3,7,2,1,8,0,0,0,1,1,10,23,1,1,0,0,1,268,14
"TMEM56",0,0,1,0,0,0,0,1,0,1,0,0,2,1,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,136,1
"TMEM56-RWDD3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-57H12.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RWDD3",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PTBP2",3,3,3,0,1,0,0,2,3,1,0,0,3,4,1,0,1,0,0,0,0,0,2,0,0,2,0,0,1,15,15
"DPYD",56,2,3,9,0,1,1,0,2,2,0,0,2,11,3,0,5,2,2,0,0,0,2,0,6,1,0,0,6,1,3
"SNX7",2,17,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,305,19
"PLPPR5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLPPR4",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0
"PALMD",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,101
"FRRS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"AGL",7,8,4,2,0,1,1,1,1,5,0,1,4,21,3,4,18,2,0,6,2,0,5,1,1,0,0,1,14,72,9
"RP5-884G6.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0
"SLC35A3",15,3,0,3,2,0,5,0,0,4,0,2,6,18,6,4,7,0,3,2,2,0,3,0,1,1,0,1,9,243,6
"MFSD14A",27,7,7,4,5,4,11,0,5,16,0,0,16,59,21,3,48,7,11,10,1,3,9,10,5,2,3,7,42,98,28
"SASS6",8,5,1,0,1,1,0,1,0,2,1,0,1,6,2,2,0,0,0,1,1,0,0,3,0,1,0,1,2,75,5
"TRMT13",11,7,0,1,2,0,1,0,2,5,2,0,9,15,3,4,2,0,0,3,0,1,1,3,0,1,0,0,10,49,4
"LRRC39",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"DBT",6,2,2,0,0,1,1,0,0,0,0,1,4,3,1,1,3,0,0,0,1,1,4,1,0,0,1,1,8,44,8
"RTCA-AS1",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RTCA",43,9,8,4,6,5,1,2,3,7,4,1,5,45,11,5,16,1,2,4,1,3,10,22,2,4,0,4,29,421,27
"CDC14A",1,1,3,2,4,2,0,0,3,5,1,0,1,25,10,0,14,1,0,1,0,1,0,0,1,0,0,0,13,13,9
"VCAM1",6,32,12,1,39,7,4,21,0,3,0,1,0,0,10,0,0,0,1,0,0,0,24,0,0,0,0,13,0,2,54
"EXTL2",4,5,0,0,0,0,0,3,0,0,0,0,0,3,2,1,2,0,1,1,0,1,12,1,1,0,0,0,0,59,10
"RP4-549L20.3",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,31,6
"SLC30A7",27,14,3,0,1,2,4,0,2,6,2,1,4,28,5,0,21,0,4,2,2,3,15,15,1,0,2,2,16,105,33
"DPH5",24,7,0,2,3,2,2,3,2,3,0,0,8,27,2,3,20,0,2,3,1,0,5,9,3,2,1,1,11,212,9
"RP11-421L21.2",1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,4,0
"RP11-421L21.3",4,2,2,0,0,0,0,0,0,0,1,0,1,4,0,1,2,0,0,0,0,0,3,0,0,0,0,0,2,40,13
"RP4-575N6.4",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"S1PR1",2,0,2,0,0,3,0,0,1,0,2,0,6,27,3,4,31,1,2,2,0,0,0,0,2,0,0,0,5,1,102
"RP11-411H5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"COL11A1",0,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"RNPC3",7,3,3,3,1,1,1,0,1,4,1,1,6,15,4,1,9,1,0,1,1,1,2,4,0,0,1,0,5,39,5
"AMY2B",0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1
"PRMT6",4,3,0,0,1,2,0,0,0,1,0,0,0,7,3,0,4,0,1,0,0,0,2,0,0,0,0,2,6,59,2
"VAV3",16,0,2,1,2,1,1,0,1,8,0,1,2,3,2,1,2,0,3,2,0,2,0,0,2,2,0,0,6,106,6
"VAV3-AS1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-356N1.2",6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"SLC25A24",51,14,1,5,2,1,1,2,1,4,0,1,0,13,4,0,5,0,0,0,1,1,12,0,6,0,0,3,4,183,14
"RP11-483I13.5",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,8,1
"FAM102B",18,0,3,5,1,0,0,1,0,7,1,0,0,8,2,0,5,2,0,2,1,0,5,0,4,0,0,2,4,18,6
"HENMT1",7,3,7,3,5,7,2,0,1,16,1,1,1,35,8,1,10,0,1,4,0,2,3,0,3,1,4,3,13,87,6
"PRPF38B",101,37,71,44,28,28,35,8,25,71,10,5,72,317,84,25,189,14,22,27,13,24,48,39,16,11,11,16,163,643,98
"FNDC7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"STXBP3",24,6,7,7,1,5,3,0,4,8,0,1,7,32,10,1,13,2,1,1,0,5,11,2,5,1,0,4,19,133,17
"AKNAD1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"GPSM2",3,6,0,0,1,0,1,1,1,0,0,0,1,8,3,0,1,0,0,0,1,0,4,0,0,1,0,3,4,181,4
"CLCC1",11,1,0,0,0,1,0,2,0,0,0,0,1,8,2,0,1,0,0,0,0,3,3,13,1,0,1,1,7,51,14
"WDR47",11,3,4,2,0,3,2,0,1,5,1,0,2,17,6,2,7,0,2,1,0,1,4,0,3,0,0,0,3,22,7
"TAF13",28,11,10,10,2,2,1,1,0,8,0,0,11,22,8,2,9,2,3,3,3,7,4,8,13,1,2,0,11,78,40
"RP5-1065J22.8",3,2,0,0,0,0,0,0,0,0,0,0,0,5,1,0,4,0,2,1,2,0,0,0,2,1,0,0,4,20,0
"TMEM167B",63,8,4,14,5,3,1,2,2,7,1,1,14,36,13,7,29,0,1,3,2,4,10,8,14,3,2,1,27,128,15
"SCARNA2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"C1orf194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"KIAA1324",1,1,1,0,0,0,0,0,1,1,0,2,1,4,0,0,4,0,0,0,6,0,0,0,0,0,0,1,9,90,0
"SARS",59,26,12,10,5,8,5,8,4,16,0,1,16,62,18,3,36,3,8,3,4,4,43,45,13,4,4,3,27,592,70
"CELSR2",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
"PSRC1",1,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,39,1
"MYBPHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SORT1",23,5,0,5,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,14,0,2,0,1,0,0,103,8
"PSMA5",261,63,32,40,13,16,6,2,11,24,3,0,26,138,32,7,59,4,9,10,4,17,51,77,26,18,10,14,99,1685,84
"ATXN7L2",1,1,2,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,2,0,0,0,0,0,2,15,1
"CYB561D1",0,4,0,0,0,1,0,0,0,1,0,0,2,4,2,0,2,0,0,0,0,0,1,0,0,0,0,0,3,10,4
"AMIGO1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"GNAI3",124,34,24,43,16,10,8,6,11,24,3,0,32,94,31,9,57,4,5,9,3,11,48,11,24,9,10,9,59,467,93
"GNAT2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMPD2",37,5,1,15,1,0,0,0,1,0,0,0,4,17,2,2,12,0,1,3,0,0,3,0,15,0,0,0,10,48,12
"GSTM4",60,11,0,7,0,1,1,3,0,9,0,1,2,7,2,1,0,0,1,0,0,0,5,4,2,0,1,0,5,133,5
"GSTM2",1,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GSTM1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GSTM5",0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1
"GSTM3",8,49,1,1,1,0,1,13,0,6,0,1,1,16,2,0,11,0,0,0,1,0,25,0,1,0,1,1,2,248,21
"EPS8L3",4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,4,0,0,1,0,0,0,0,3,486,0
"CSF1",6,19,0,0,5,0,0,8,0,10,0,0,0,6,5,0,2,0,0,0,1,0,14,0,0,0,0,3,4,6,3
"AHCYL1",73,37,1,12,2,0,2,8,1,10,1,2,12,14,6,4,15,1,1,2,6,10,31,4,11,0,4,0,13,343,55
"STRIP1",4,5,6,2,3,3,2,3,1,11,0,1,6,18,6,1,20,0,0,0,0,2,5,2,3,0,2,2,11,49,16
"RP4-773N10.4",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"KCNC4-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"KCNC4",3,1,0,0,0,2,0,0,0,3,0,0,0,2,3,0,1,0,0,0,1,0,6,0,0,0,1,0,1,24,3
"RP5-1074L1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"RBM15",13,0,7,0,2,0,2,0,2,2,0,0,7,9,1,2,7,0,0,1,0,2,4,0,1,1,1,3,5,48,5
"SLC16A4",0,2,1,1,1,0,0,2,1,0,0,0,5,3,0,1,0,0,0,1,0,0,4,1,0,2,0,1,2,19,5
"RP5-1074L1.4",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,1
"LAMTOR5",314,99,41,63,18,18,10,17,22,37,3,6,93,161,46,44,89,1,11,9,7,40,110,61,47,31,15,12,113,2046,251
"RP11-284N8.3",1,0,2,0,0,1,0,0,0,0,0,0,2,4,2,0,4,0,0,0,0,0,0,5,2,0,0,0,3,0,0
"KCNA3",0,0,3,2,0,0,0,0,0,2,0,0,1,8,1,0,2,0,0,0,0,0,0,5,3,0,0,0,1,0,0
"CD53",657,4,83,136,44,46,32,0,44,110,9,5,203,510,152,61,267,14,42,36,0,43,2,96,128,46,11,42,313,19,2
"RP11-96K19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LRIF1",7,1,4,5,0,2,3,0,1,4,0,0,8,10,2,3,2,1,6,3,2,3,5,6,2,2,1,3,9,187,10
"RP11-96K19.5",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1
"DRAM2",182,7,9,31,3,2,6,5,2,10,0,1,62,48,10,28,37,2,0,3,3,11,19,16,12,9,3,4,21,323,39
"CEPT1",31,1,2,5,1,2,1,0,0,2,0,0,5,15,7,4,9,0,2,0,0,0,2,4,3,5,0,2,3,74,8
"RP5-1180E21.5",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"DENND2D",10,1,18,4,4,8,6,1,4,8,0,0,5,43,19,0,32,1,2,0,0,2,0,4,1,1,3,8,24,65,1
"CHI3L2",1,1,6,0,0,3,4,0,0,0,0,0,28,9,4,21,5,0,1,0,0,0,0,10,1,8,0,5,9,3,0
"PIFO",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"OVGP1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2
"WDR77",23,8,1,6,1,0,2,3,2,4,1,0,6,18,5,0,12,0,0,2,2,1,8,6,5,4,2,0,14,412,16
"ATP5F1",374,75,28,79,18,24,5,20,15,37,10,6,49,198,51,18,121,6,6,6,11,23,78,87,62,18,9,14,127,1891,156
"C1orf162",390,0,0,108,0,0,0,1,6,6,0,0,14,38,1,5,47,1,6,3,0,14,1,3,81,0,0,0,7,7,1
"TMIGD3",63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
"ADORA3",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RAP1A",325,26,31,60,20,18,19,1,29,41,9,2,28,281,69,17,150,6,16,18,2,17,44,48,51,20,10,24,245,406,134
"LINC01160",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM212B",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,0,0,0,1,5,4
"FAM212B-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"DDX20",5,3,4,2,0,1,1,0,1,1,0,1,4,5,2,3,3,1,1,1,0,0,1,2,0,0,0,1,8,60,6
"KCND3",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0
"RP11-88H9.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"CTTNBP2NL",25,5,0,5,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,15,0,1,0,0,0,9,100,62
"WNT2B",3,11,0,2,0,0,0,6,0,0,0,0,1,2,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,8,8
"RP4-671G15.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
"ST7L",8,4,0,4,0,0,0,0,0,1,0,0,3,7,2,1,3,0,1,0,0,1,7,6,3,0,0,1,1,79,10
"CAPZA1",237,50,47,53,19,24,13,6,17,66,6,6,56,257,61,30,119,4,18,16,8,23,37,41,48,13,12,11,156,585,72
"MOV10",18,6,2,2,0,3,0,1,2,0,0,0,2,7,3,0,0,1,1,2,1,0,5,1,1,0,3,1,4,84,10
"RP11-426L16.3",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RHOC",182,197,17,30,20,11,6,33,10,52,3,5,7,98,36,3,22,3,19,16,8,9,278,7,16,1,5,2,107,1335,580
"PPM1J",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0
"FAM19A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LINC01356",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP3-522D1.1",5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0
"SLC16A1",21,14,5,1,3,2,1,1,5,7,1,0,8,29,9,1,24,2,5,4,1,0,5,6,2,4,2,0,39,254,6
"SLC16A1-AS1",4,8,1,1,2,3,0,1,0,0,0,0,1,1,3,0,8,0,0,0,0,0,2,2,0,3,1,1,6,33,3
"LRIG2",2,0,0,0,0,0,0,1,1,0,0,0,1,2,3,1,4,0,0,0,0,0,0,3,0,0,0,0,0,19,1
"MAGI3",2,1,0,0,0,0,0,0,0,1,0,0,0,4,1,0,2,0,0,1,0,0,3,1,0,1,0,0,0,80,6
"PHTF1",15,4,3,3,1,4,0,1,2,3,1,2,8,16,10,1,4,2,1,2,0,4,7,11,5,1,2,4,12,57,24
"RSBN1",22,10,12,4,4,12,14,7,3,16,2,3,25,66,32,7,59,3,6,5,5,4,10,9,2,2,3,4,65,230,31
"PTPN22",25,3,39,2,22,13,5,0,9,80,4,2,25,118,46,7,34,4,10,20,0,1,0,6,5,1,3,8,60,12,4
"AP4B1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
"BCL2L15",0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,78,0
"AP4B1",7,2,1,1,1,2,1,1,1,2,0,0,5,8,1,1,5,0,2,1,0,0,1,4,0,0,0,1,8,37,7
"DCLRE1B",6,0,0,2,0,0,1,1,0,0,0,0,0,4,0,0,1,0,0,0,0,1,6,0,0,0,0,0,2,24,2
"HIPK1-AS1",1,0,5,0,1,3,0,0,1,2,0,0,0,19,4,1,15,0,1,4,0,1,2,0,0,0,0,0,12,3,1
"HIPK1",36,5,7,6,7,2,4,4,6,16,3,0,10,62,17,3,48,4,6,5,2,5,13,8,3,2,1,3,35,74,29
"OLFML3",23,95,0,0,0,0,0,30,0,0,0,0,0,2,0,0,1,0,0,0,1,0,20,0,0,1,0,0,0,90,1
"SYT6",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TRIM33",22,5,9,7,6,5,4,4,4,5,0,0,22,46,19,9,26,1,6,3,0,5,9,5,5,2,2,6,19,127,28
"BCAS2",122,14,40,25,17,17,19,6,14,35,4,2,78,230,56,34,153,7,18,10,2,15,32,39,24,6,7,15,156,405,34
"DENND2C",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,0,2,0,0,0,0,0,15,2
"AMPD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
"NRAS",40,4,5,7,3,3,3,3,7,4,0,0,7,25,6,4,11,0,3,5,2,3,11,2,6,6,2,2,27,227,27
"CSDE1",162,48,25,40,10,15,11,13,14,47,2,3,48,194,53,14,114,10,18,9,7,23,62,40,26,13,4,7,103,901,113
"SIKE1",32,7,5,3,4,6,4,3,2,9,1,0,9,38,8,1,16,2,4,0,0,2,6,14,2,2,2,3,13,189,25
"TSPAN2",0,5,1,1,1,2,0,3,1,1,1,0,0,3,0,0,2,0,3,1,0,0,3,0,0,0,0,0,3,24,3
"RP4-666F24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NGF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2
"VANGL1",4,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,1,40,12
"CASQ2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NHLH2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SLC22A15",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
"MAB21L3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ATP1A1",151,30,32,42,9,7,16,5,9,39,1,2,31,156,46,9,83,2,13,15,17,3,64,17,32,4,5,5,59,1700,141
"RP4-655J12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP5-1086K13.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"CD58",98,3,19,24,8,13,7,3,5,19,4,1,10,84,20,2,34,1,5,4,0,1,4,3,32,0,7,8,69,190,34
"IGSF3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,0
"CD2",16,0,150,4,90,70,54,0,113,57,29,11,3,873,210,0,396,15,26,35,0,7,1,10,11,4,31,36,798,39,1
"RP4-753F5.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PTGFRN",17,8,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,1,84,11
"CD101",10,0,0,4,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-27K13.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"TTF2",14,3,5,2,0,1,0,1,0,2,0,0,2,6,4,1,5,1,1,0,0,0,2,1,1,2,2,3,10,61,1
"TRIM45",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"RP11-188D8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"MAN1A2",29,18,6,7,2,0,2,5,1,17,4,3,13,25,11,3,22,1,5,2,0,6,10,40,6,1,1,1,34,169,49
"AL157902.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM46C",12,6,24,2,18,25,13,1,6,34,7,0,27,109,41,13,61,5,15,14,0,6,3,148,2,1,9,10,116,51,9
"GDAP2",12,2,3,4,1,0,1,0,1,0,0,0,2,6,1,1,4,0,0,2,0,0,1,4,0,0,2,1,5,62,5
"WDR3",4,1,1,0,0,1,1,0,1,3,0,0,1,2,1,1,1,0,0,2,2,0,2,2,0,0,0,0,3,83,5
"TBX15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"WARS2",4,3,2,0,0,0,1,1,0,3,0,0,1,9,5,0,3,1,0,0,2,0,3,5,2,0,1,2,5,87,8
"RP11-418J17.1",0,0,0,2,0,1,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,1,0,4,4,2
"RP5-834N19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZNF697",1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,36,1
"PHGDH",5,10,2,5,1,2,0,2,0,0,0,0,2,6,3,0,2,0,1,1,0,0,4,25,1,2,0,1,0,497,0
"HMGCS2",2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0,262,0
"REG4",2,0,0,0,0,0,1,0,0,2,0,0,1,0,3,0,1,0,1,0,122,1,0,1,0,0,0,0,0,549,2
"NOTCH2",17,10,2,8,2,0,1,1,4,3,1,0,6,12,4,3,3,0,1,2,1,5,8,1,10,0,3,1,16,39,0
"SEC22B",50,15,9,12,5,3,1,2,6,5,1,2,20,47,11,6,14,1,3,6,3,4,23,22,6,1,1,6,16,189,17
"AC253572.1",4,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,2,0,0,0,4,1,1,0,0,0,2,7,0
"NBPF26",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
"AC241377.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LINC00623",1,0,2,0,1,1,0,0,2,4,0,0,3,8,2,0,4,1,1,0,0,0,0,0,1,0,0,1,0,17,2
"FCGR1B",54,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"FAM72B",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
