"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","Double-Negative Tcells","Enteric glia cells","Fibroblasts","gdTcells","Lymphatic ECs","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Proliferative Bcells","Regulatory CD4 Tcells","Vascular ECs","VSMCs"
"RP11-602N24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"GAR1",0,2,1,1,6,51,11,4,14,37,7,2,7,17,2,3,0,88,3,0,1,0,51,6
"EGF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ELOVL6",0,0,0,0,0,10,1,0,1,3,0,0,1,0,0,0,1,15,0,0,0,0,2,0
"ENPEP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,25,4
"PITX2",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,23,0,0,0,0,0,0
"C4orf32",0,0,1,0,2,24,0,8,1,9,1,0,1,5,0,1,0,10,1,1,0,2,136,1
"RP11-73K9.2",0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0
"AP1AR",0,0,0,0,2,15,3,2,1,1,4,0,2,0,0,0,1,21,0,0,0,1,36,1
"RP11-73K9.3",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"TIFA",0,0,0,1,4,73,1,11,6,11,2,0,1,4,0,0,1,5,0,3,3,5,157,0
"ALPK1",0,0,0,0,5,18,1,0,6,1,0,0,1,0,0,0,1,4,0,1,0,0,10,0
"ZGRF1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"LARP7",2,7,1,1,28,121,32,13,44,62,28,5,17,16,0,2,9,51,3,7,7,12,120,8
"ANK2",0,0,0,0,24,80,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0
"RP11-119H12.6",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAMK2D",3,3,2,0,2,41,7,4,3,16,7,1,11,6,0,0,0,29,1,0,1,3,42,2
"ARSJ",0,1,0,0,2,13,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,5,2
"UGT8",0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,24,0,0,1,0,1,0
"NDST4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRAM1L1",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SNHG8",6,10,2,11,30,353,48,33,179,249,35,6,130,161,11,8,24,272,5,26,11,15,232,24
"PRSS12",0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,2,0
"METTL14",0,2,1,1,3,20,7,2,7,9,5,2,2,2,0,0,0,17,0,0,0,2,25,1
"SEC24D",0,1,4,0,2,40,3,2,4,6,1,3,1,1,0,0,0,15,0,4,0,0,41,3
"SYNPO2",0,0,0,0,8,50,0,1,0,0,0,11,0,0,0,0,0,0,6,0,0,0,49,28
"MYOZ2",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USP53",0,3,0,0,10,27,10,4,8,18,8,4,4,9,0,2,3,52,2,1,12,1,30,0
"C4orf3",16,23,9,7,52,869,108,67,130,192,99,35,59,94,8,13,28,114,9,10,29,22,452,58
"FABP2",0,0,1,0,0,1,2,1,0,0,0,0,0,1,0,0,0,115,0,0,0,0,1,1
"PDE5A",0,0,0,0,8,47,0,0,0,0,0,2,0,0,0,0,0,1,4,0,0,0,14,11
"MAD2L1",0,2,0,0,0,6,3,0,3,11,5,0,0,8,1,0,2,42,0,0,3,2,10,0
"RP11-679C8.2",0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"PRDM5",0,0,0,0,1,11,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,3,1
"NDNF",0,0,0,0,0,56,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2
"TNIP3",0,4,4,0,0,3,36,0,0,6,43,1,0,1,0,2,6,0,0,0,0,0,21,0
"QRFPR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ANXA5",24,11,30,0,168,1333,32,85,34,95,38,34,12,16,2,4,8,47,6,13,5,9,432,49
"TMEM155",0,0,0,1,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"EXOSC9",0,2,0,2,8,24,4,5,4,21,7,1,7,5,0,1,1,17,0,0,3,1,28,0
"CCNA2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,0,0,2,0,1,0
"BBS7",0,2,0,1,0,20,3,3,3,3,7,2,2,2,0,0,2,4,0,0,0,0,12,1
"TRPC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"KIAA1109",1,0,0,1,5,40,14,6,10,19,5,3,3,3,0,2,0,30,0,0,0,2,40,5
"IL2",0,0,0,0,0,0,2,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"IL21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"BBS12",0,0,0,0,3,7,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"FGF2",0,0,0,0,9,26,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0
"RP11-170N16.3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NUDT6",0,0,0,0,2,18,0,1,1,0,0,0,0,0,0,0,0,5,2,0,0,0,8,1
"SPATA5",0,0,0,0,0,6,0,2,4,5,1,0,0,1,0,0,0,6,1,1,0,0,7,1
"SPRY1",0,1,0,1,4,371,44,4,2,56,58,7,4,9,6,5,15,7,6,0,0,1,487,4
"LINC01091",0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ANKRD50",0,0,0,0,12,20,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,28,0
"FAT4",0,0,0,0,2,16,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,0
"RP11-125O18.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"INTU",0,0,0,0,1,16,0,1,0,1,0,2,0,1,0,0,0,5,0,0,0,0,5,2
"HSPA4L",1,0,0,0,1,5,0,2,0,3,0,0,1,1,0,0,0,6,0,0,0,0,5,3
"PLK4",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"MFSD8",0,0,0,0,0,6,1,2,4,6,2,0,1,1,0,0,0,7,0,0,0,0,6,0
"ABHD18",0,0,0,0,0,8,1,0,5,7,4,0,1,3,1,1,0,7,1,0,0,0,4,0
"LARP1B",0,0,2,2,9,24,6,2,14,12,3,1,2,7,0,0,0,49,0,3,0,2,23,1
"PGRMC2",0,6,1,0,11,141,15,4,9,38,15,3,10,37,0,2,2,38,2,1,0,0,55,7
"RP11-420A23.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-130C6.1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JADE1",0,10,0,1,10,35,20,1,14,46,14,1,11,15,0,1,4,7,2,3,1,3,21,7
"SCLT1",0,1,2,0,3,18,6,0,3,8,6,1,5,9,1,1,2,5,0,0,1,3,21,0
"C4orf33",1,0,2,0,3,19,3,1,3,1,3,0,2,2,0,2,0,17,1,1,1,0,11,1
"RP11-1E22.1",0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCDH10",0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,5,0
"PABPC4L",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"PCDH18",0,0,0,0,0,113,0,0,1,0,0,3,0,0,0,0,0,0,2,0,0,1,11,2
"RP11-714L20.1",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP13-884E18.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC7A11",6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0
"NOCT",0,1,0,0,0,8,0,0,1,3,1,0,1,1,0,0,0,0,0,0,0,0,2,1
"ELF2",2,3,1,0,16,146,2,10,22,29,6,3,14,18,0,0,4,25,1,1,1,5,141,4
"MGARP",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"NDUFC1",2,6,6,1,27,242,12,39,12,39,12,8,4,21,0,0,2,226,1,0,2,8,203,20
"NAA15",2,5,3,2,2,48,14,4,20,49,18,0,13,16,1,1,6,42,0,2,2,1,62,3
"RP11-83A24.2",0,3,0,2,4,26,3,7,22,30,9,1,14,14,1,2,0,28,0,6,2,4,17,1
"RAB33B",2,1,0,0,6,12,3,3,9,20,4,1,3,15,0,2,1,13,0,0,2,0,20,1
"SETD7",0,1,0,0,6,48,2,3,2,7,3,1,4,1,0,0,1,9,1,0,0,2,45,1
"RP11-342I1.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"MGST2",19,0,2,0,4,55,5,155,1,3,1,0,1,1,0,0,0,233,3,0,0,1,412,13
"MAML3",1,1,1,1,0,5,0,2,1,4,0,0,0,3,0,0,0,11,1,0,3,0,19,3
"SCOC",3,2,1,0,18,95,14,17,16,9,9,1,2,5,0,2,1,28,3,1,2,0,76,5
"SCOC-AS1",0,0,0,0,0,7,1,0,3,3,0,0,1,0,0,0,0,1,0,0,0,0,4,0
"CLGN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
"ELMOD2",0,0,1,1,0,25,1,0,5,6,2,0,1,2,0,0,0,10,0,0,1,1,18,0
"UCP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"TBC1D9",2,0,2,0,0,27,0,3,25,1,0,0,4,1,0,0,0,3,0,0,0,0,49,2
"RP11-102N12.3",0,0,0,0,0,7,0,2,2,0,0,0,0,0,0,0,0,2,0,3,0,0,4,0
"RNF150",0,0,0,0,0,17,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,8
"ZNF330",1,4,2,1,4,63,4,5,10,15,4,1,10,5,1,1,1,27,1,1,2,4,37,4
"RP11-362F19.3",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL15",1,1,0,0,2,26,0,3,4,2,1,2,2,1,0,0,1,1,1,0,0,0,39,0
"INPP4B",0,5,0,2,0,10,0,3,0,50,8,0,0,11,0,0,0,8,0,0,0,4,27,4
"RP11-223C24.1",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-284M14.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"USP38",0,1,1,0,0,19,14,1,9,16,6,1,8,5,1,2,1,18,0,1,2,4,27,0
"GAB1",0,1,1,0,12,17,1,2,3,2,0,0,1,1,0,0,0,12,1,5,0,0,35,3
"SMARCA5",5,12,3,4,12,104,36,14,38,98,36,7,23,30,8,6,11,36,1,4,3,8,85,7
"FREM3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP13-578N3.3",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GYPE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-673E1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HHIP-AS1",0,0,0,0,0,22,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,1,0
"HHIP",0,0,0,0,0,24,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0
"ANAPC10",1,0,0,0,5,62,1,5,7,21,1,1,4,5,0,0,1,22,0,0,1,1,38,2
"ABCE1",1,2,1,1,9,61,18,2,20,42,16,1,22,20,2,3,4,31,1,1,1,7,53,4
"OTUD4",0,4,1,1,6,28,9,0,5,14,7,1,3,7,0,0,2,12,1,0,0,0,58,2
"SMAD1",0,0,0,0,0,44,0,13,0,0,0,1,0,2,0,0,0,14,0,0,0,1,68,2
"MMAA",0,0,0,0,1,6,0,0,2,2,1,0,0,0,0,0,0,3,1,0,0,0,2,0
"ZNF827",0,2,0,0,5,19,2,0,7,5,2,0,2,2,0,0,1,10,1,0,1,1,18,0
"RP11-203B7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
"LSM6",0,8,3,0,14,168,17,7,20,37,13,7,8,17,3,2,3,78,1,0,7,10,109,3
"SLC10A7",1,0,0,0,0,10,2,0,3,3,0,0,0,2,0,0,1,5,1,0,0,1,8,1
"TTC29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"EDNRA",0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,34,11
"TMEM184C",0,0,0,0,1,14,2,0,8,7,5,0,4,6,1,1,0,8,0,0,0,0,8,1
"PRMT9",8,10,4,2,4,17,37,6,24,66,25,0,27,25,1,4,8,3,0,2,2,4,9,3
"ARHGAP10",0,0,0,0,2,54,1,0,1,10,2,3,0,4,0,0,0,0,5,0,0,3,20,14
"NR3C2",0,1,0,0,0,11,3,0,4,2,1,0,1,4,0,0,0,28,0,0,0,0,11,0
"RP11-526A4.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DCLK2",0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0
"LRBA",0,3,0,5,1,28,14,0,10,31,9,2,6,8,0,0,8,28,0,0,1,4,16,2
"MAB21L2",0,0,0,0,0,63,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,14,0
"RPS3A",186,603,252,202,327,6517,1878,784,4318,7432,2106,251,2114,4475,305,203,571,6024,66,148,320,587,3180,384
"SH3D19",0,0,0,0,18,61,0,2,0,1,0,3,2,1,0,0,1,31,1,0,0,1,18,1
"RP11-372K14.2",0,0,0,1,0,3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"RP11-731D1.4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"FAM160A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RP11-164P12.4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"GATB",1,0,0,0,3,18,2,3,0,1,0,0,1,0,0,0,0,5,0,0,0,0,9,1
"RP11-18H21.1",0,2,0,1,0,1,0,0,0,7,2,0,1,9,0,0,0,0,0,0,0,0,1,0
"RP11-461L13.3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FBXW7",1,4,3,2,5,41,17,3,14,34,17,1,9,11,0,2,2,38,1,8,1,4,35,2
"DKFZP434I0714",0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1
"TMEM154",0,3,0,0,0,0,2,0,35,11,4,0,19,5,0,1,0,0,0,3,1,4,4,0
"RP11-768B22.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARFIP1",4,2,0,0,3,42,4,4,8,10,2,3,3,3,0,0,0,33,1,1,0,0,37,4
"TIGD4",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FHDC1",0,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,2,0
"TRIM2",0,0,0,0,2,33,0,2,2,1,0,0,0,1,0,0,0,66,0,0,0,0,14,2
"MND1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,1
"KIAA0922",0,1,0,1,0,15,2,0,13,18,2,0,7,8,1,0,2,2,0,0,2,3,5,3
"TLR2",7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNF175",0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"SFRP2",1,1,0,0,3,5008,2,0,6,5,3,0,2,4,0,1,1,17,0,1,1,2,16,0
"RP11-290O12.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DCHS2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLRG1",0,1,2,0,13,59,13,2,10,18,7,7,9,7,0,3,1,19,1,0,3,1,40,7
"LRAT",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAP9",0,1,0,0,3,35,8,1,12,14,7,3,2,1,0,0,0,0,0,0,1,0,5,3
"GUCY1A3",0,0,0,0,0,37,0,7,0,0,0,0,0,0,0,0,0,1,5,1,0,0,65,22
"GUCY1B3",1,0,0,0,1,16,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,28,13
"TDO2",0,0,0,0,0,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"CTSO",0,1,2,0,7,122,2,1,9,12,5,4,5,4,0,0,0,1,0,0,0,1,55,3
"PDGFC",2,0,1,0,1,10,0,7,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,3
"GLRB",0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"FAM198B",2,0,0,0,2,83,0,2,0,2,0,2,0,0,0,0,0,4,0,0,0,0,136,1
"RP11-597D13.9",0,0,0,0,1,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
"TMEM144",0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,6,0
"RXFP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
"C4orf46",0,1,1,0,1,13,1,1,1,3,4,0,4,5,0,1,0,1,0,0,0,1,9,0
"ETFDH",0,2,0,0,7,32,8,0,5,15,3,0,3,7,0,0,2,20,1,1,0,2,24,8
"PPID",2,2,0,0,9,49,10,5,10,14,7,3,4,12,0,0,1,24,0,1,2,5,37,5
"FNIP2",4,0,6,0,12,49,2,9,0,11,3,0,0,4,1,0,1,41,2,1,0,1,105,1
"RAPGEF2",4,1,0,0,5,15,4,2,3,9,3,1,2,2,0,0,1,19,1,4,1,2,85,1
"NAF1",0,4,2,2,3,22,7,4,21,42,19,1,25,21,1,4,1,29,0,1,0,6,33,6
"NPY1R",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5
"TMA16",1,0,2,0,3,44,2,6,11,11,3,3,12,4,0,0,2,30,0,0,2,0,19,2
"MARCH1",1,0,1,0,0,0,0,0,31,0,0,1,20,0,0,0,0,0,0,0,2,0,3,0
"RP11-218F10.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LINC01207",0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,1
"APELA",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIM61",0,0,0,0,0,2,1,0,2,3,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"FAM218A",0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TMEM192",3,1,0,0,3,35,7,6,14,6,3,0,4,6,1,3,3,12,1,2,0,0,26,0
"KLHL2",0,1,1,1,4,13,6,4,3,2,0,1,3,4,0,0,0,2,0,0,0,0,21,0
"MSMO1",2,3,0,0,4,19,6,1,4,4,2,1,0,5,1,0,1,31,2,0,0,2,11,1
"CPE",0,0,0,0,0,180,1,5,2,2,1,0,0,2,0,0,0,10,6,0,0,0,286,33
"TLL1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"ANXA10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"DDX60",1,0,2,2,6,23,4,3,0,6,2,2,2,3,0,1,0,5,0,0,0,0,34,1
"DDX60L",0,2,1,2,1,15,6,0,3,9,3,0,3,5,0,3,1,2,0,0,0,1,26,0
"PALLD",2,0,0,0,10,124,0,0,0,0,0,15,0,0,0,0,0,22,4,0,2,0,26,49
"RP11-635L1.3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CBR4",0,1,0,0,5,45,1,3,3,3,3,1,2,4,0,1,2,28,0,3,1,0,21,2
"SH3RF1",0,0,0,0,3,10,0,0,0,0,0,1,1,0,0,0,0,51,3,0,0,0,19,0
"NEK1",4,2,0,1,7,26,11,0,21,12,3,3,12,5,2,2,0,6,1,1,0,0,21,5
"CLCN3",0,3,0,1,6,43,4,5,15,10,4,0,6,3,0,0,1,55,0,0,0,3,26,2
"C4orf27",0,0,1,0,8,93,4,5,3,14,3,3,1,2,0,0,0,24,1,0,0,1,49,9
"MFAP3L",0,0,0,0,8,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0
"AADAT",0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
"LINC01612",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"GALNTL6",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RP11-10K16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GALNT7",0,0,1,1,2,12,1,0,2,8,2,0,2,4,0,1,0,38,0,0,0,1,14,2
"RP11-798M19.3",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HMGB2",8,31,4,20,39,241,120,21,90,255,83,15,53,72,6,11,51,331,7,6,111,20,176,14
"RP11-798M19.6",0,0,0,0,9,24,0,4,0,2,1,2,1,0,0,0,0,1,1,0,0,0,37,3
"SAP30",1,1,0,0,9,34,3,4,0,3,2,0,1,1,0,0,3,6,0,0,0,0,50,2
"SCRG1",0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HAND2",0,0,0,0,33,49,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,2
"HAND2-AS1",0,0,0,0,37,18,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0
"FBXO8",0,1,0,0,9,47,2,4,3,10,1,0,4,5,0,0,0,10,0,0,0,2,40,2
"CEP44",0,0,2,0,2,18,5,2,2,4,0,0,1,1,1,2,0,9,1,1,0,2,9,1
"HPGD",0,1,0,0,0,50,18,0,0,17,9,1,1,3,1,2,5,44,0,0,0,13,4,0
"RP11-440I14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"GLRA3",0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"GPM6A",0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"WDR17",0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"SPATA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"SPCS3",5,3,11,4,8,66,28,6,27,66,38,2,11,21,3,2,4,49,0,14,8,10,110,3
"VEGFC",0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0
"NEIL3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AGA",1,3,0,0,3,38,6,4,5,17,8,2,3,6,2,1,0,8,0,0,2,1,20,0
"RP11-130F10.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TENM3",0,0,0,0,21,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"DCTD",0,3,1,0,8,89,12,10,15,23,7,4,7,7,2,3,2,23,1,2,0,3,59,3
"RP11-335L23.5",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"WWC2-AS2",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"WWC2",0,0,0,0,5,30,1,2,0,0,0,2,0,1,0,2,0,0,1,0,1,0,33,5
"CDKN2AIP",1,5,0,0,14,91,10,6,33,37,14,1,14,19,4,1,3,17,2,2,6,3,40,6
"RP11-367N14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ING2",0,2,1,2,7,41,10,2,10,15,8,2,2,4,0,2,2,19,1,1,1,1,39,2
"RWDD4",0,1,0,1,7,41,8,2,16,20,5,2,5,11,1,2,5,33,2,0,1,2,43,4
"TRAPPC11",0,1,0,0,2,15,1,1,0,1,2,0,2,1,0,0,0,7,1,0,0,0,11,3
"STOX2",0,0,0,0,9,26,0,9,0,0,1,2,0,0,0,0,0,5,0,0,0,0,19,0
"ENPP6",0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-290F5.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-290F5.1",0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0
"IRF2",1,4,0,1,11,66,12,3,17,23,9,3,16,12,2,1,2,22,1,2,2,4,54,3
"RP11-326I11.3",0,2,0,0,0,25,3,0,0,5,3,1,0,5,0,0,0,0,0,0,0,0,8,0
"CASP3",2,6,0,0,4,23,18,1,4,9,10,0,5,6,1,3,3,19,1,1,0,5,36,2
"PRIMPOL",1,0,1,1,3,27,2,1,0,9,2,0,0,1,0,0,0,8,0,0,0,0,16,3
"CENPU",0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,11,0,0,3,0,1,0
"ACSL1",2,0,1,0,0,8,4,1,4,9,1,0,2,2,0,0,2,8,0,0,0,0,6,2
"RP11-701P16.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MIR3945HG",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC25A4",0,5,0,0,21,58,11,11,25,20,17,2,13,6,3,4,3,51,1,0,7,0,76,21
"CFAP97",0,3,0,3,4,87,17,14,15,34,7,6,8,14,2,0,2,20,3,1,0,4,84,4
"SNX25",0,0,0,0,0,6,1,4,3,4,2,1,3,1,0,1,0,4,0,1,1,1,29,0
"LRP2BP",0,0,0,0,0,3,0,0,5,3,1,0,0,1,0,0,1,3,0,2,0,0,5,0
"ANKRD37",4,9,1,2,24,41,24,11,99,49,17,1,48,21,1,3,4,60,0,36,4,6,73,4
