"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Fibroblasts","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"RP11-517B11.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"CPNE4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
"ACPP",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,43,0
"DNAJC13",5,10,1,3,1,0,1,0,0,1,0,0,1,2,0,0,0,1,0,1,0,1,0,0,0,2,136,5
"ACAD11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"NPHP3-ACAD11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ACKR4",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"UBA5",4,12,1,1,4,2,0,1,3,0,1,0,0,9,3,0,1,2,2,1,9,2,3,0,1,11,472,7
"NPHP3",1,8,3,0,2,1,0,0,4,0,0,0,0,4,3,0,2,1,2,2,2,1,1,0,1,7,58,7
"NPHP3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,2
"BFSP2",0,1,0,0,3,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,4,1,0
"BFSP2-AS1",0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RP11-91K8.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CDV3",48,61,9,8,36,15,3,4,36,10,9,1,5,42,26,1,12,5,5,13,12,4,14,6,11,84,1898,37
"TOPBP1",2,5,1,0,5,2,1,0,0,2,0,1,2,2,3,0,2,0,0,1,6,1,0,1,1,6,255,6
"SRPRB",17,36,3,1,11,3,2,1,3,3,4,1,4,10,6,1,8,0,0,3,8,6,4,2,2,24,1266,14
"RAB6B",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,1
"C3orf36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"SLCO2A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,42
"RYK",3,11,1,0,2,2,1,0,2,0,0,1,2,2,1,1,0,1,0,0,2,0,0,0,0,5,307,5
"RP11-375I20.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AMOTL2",1,23,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,436,8
"ANAPC13",24,57,4,2,6,5,0,3,3,4,3,1,5,13,3,3,8,4,0,4,18,1,6,0,0,31,1595,17
"CEP63",8,16,1,0,8,4,0,1,4,1,0,0,0,4,2,1,2,4,2,2,6,1,3,0,3,11,270,3
"EPHB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,3
"KY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PPP2R3A",0,5,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,26,1
"RP11-305O4.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MSL2",7,3,3,0,9,4,1,0,2,4,3,1,2,3,10,0,7,2,5,4,2,0,3,0,3,24,126,5
"PCCB",7,6,0,1,1,2,0,2,2,0,0,0,2,2,4,0,2,0,0,4,5,4,2,0,1,11,414,1
"STAG1",8,10,2,1,11,3,3,2,5,1,3,0,1,7,8,0,3,1,1,0,5,0,3,3,3,21,196,5
"RP11-102M11.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SLC35G2",0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,3,6,7
"RP11-731C17.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0
"NCK1-AS1",4,4,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,1,0,2,1,0,0,1,5,117,3
"NCK1",19,27,4,2,14,6,0,2,13,3,2,1,4,14,9,3,6,5,3,3,4,1,1,1,0,28,446,16
"IL20RB",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0
"SOX14",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0
"DZIP1L",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0
"DBR1",0,3,2,0,9,2,0,0,4,1,1,1,0,3,6,1,1,0,3,1,0,0,2,1,0,2,112,0
"ARMC8",10,12,2,2,9,2,0,0,7,2,0,0,4,12,6,1,5,5,2,2,3,0,6,1,3,27,251,6
"MRAS",24,33,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,8
"ESYT3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CEP70",0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,174,1
"FAIM",0,6,0,0,3,1,1,1,0,0,0,0,3,7,1,0,1,1,1,0,12,0,1,0,2,1,355,6
"PIK3CB",5,4,0,0,3,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,5,0,0,5,178,3
"MRPS22",11,16,3,0,10,1,0,1,5,6,1,0,1,11,8,0,6,0,0,3,9,2,2,0,4,18,960,11
"COPB2",14,42,3,1,8,3,1,1,5,1,0,0,3,8,7,0,1,3,2,5,6,1,8,0,3,16,993,17
"RP11-319G6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"RBP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0
"RBP1",18,67,1,0,1,1,0,20,1,1,1,1,0,2,1,1,0,0,1,1,47,0,1,1,2,3,2817,24
"NMNAT3",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,185,0
"CLSTN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"SLC25A36",12,29,5,0,12,4,0,1,10,4,2,0,3,9,6,1,7,3,3,3,7,0,3,1,2,29,578,10
"SPSB4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PXYLP1",0,4,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,84,2
"ZBTB38",12,36,8,0,21,7,3,2,10,3,0,0,2,13,9,1,1,1,0,0,6,7,2,2,1,65,593,20
"RASA2",1,16,6,0,13,4,1,1,6,2,4,0,2,16,11,0,4,4,1,2,4,1,3,1,2,24,256,10
"RNF7",73,132,20,9,73,16,10,7,57,24,12,8,11,68,48,4,15,10,9,19,35,7,22,5,21,108,3735,93
"ATP1B3",163,93,19,42,78,33,7,13,51,31,13,3,9,67,44,7,18,21,12,21,39,4,152,20,24,81,4614,100
"ATP1B3-AS1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TFDP2",3,22,0,0,8,3,1,0,6,2,2,0,3,3,4,1,2,4,4,3,1,0,2,0,1,10,689,9
"GK5",1,5,3,0,2,1,0,0,1,1,0,0,0,4,4,0,0,2,1,0,0,0,2,0,1,2,151,0
"XRN1",8,20,7,0,21,3,0,1,16,4,5,1,3,11,13,0,3,3,4,3,4,1,3,1,4,26,239,12
"ATR",3,3,3,1,1,1,0,0,2,0,0,1,0,1,3,1,0,0,1,0,2,1,3,0,0,7,164,2
"PLS1",1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,2,1058,1
"TRPC1",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"PCOLCE2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
"RP11-372E1.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PAQR9-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"U2SURP",20,25,4,2,29,8,2,3,14,6,7,2,6,23,13,2,5,2,3,7,8,6,7,6,4,56,1848,22
"RP11-91G21.1",1,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,64,1
"CHST2",13,4,0,1,1,0,0,0,2,1,0,0,0,2,0,0,2,1,0,1,4,25,8,0,1,8,5,3
"SLC9A9",1,5,1,1,1,1,0,0,7,0,1,0,0,6,3,0,1,1,0,0,0,1,2,0,0,9,3,1
"C3orf58",1,8,1,0,2,1,0,0,5,2,1,1,0,0,7,1,3,0,1,8,1,1,0,0,1,12,184,6
"RP11-274H2.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PLOD2",0,149,0,0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,0,0,27,0,0,0,0,0,457,29
"PLSCR4",0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,32,4
"PLSCR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0
"PLSCR1",88,52,6,27,48,18,3,10,18,12,11,2,11,20,18,1,5,6,3,30,17,0,74,3,6,25,2098,35
"AGTR1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CPB1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CPA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"GYG1",21,16,9,6,39,14,7,2,8,7,7,5,1,35,17,1,6,3,3,4,17,3,16,1,10,22,921,12
"HLTF",4,4,1,0,2,1,0,1,0,2,2,0,1,4,3,0,1,0,1,0,1,0,0,1,2,2,196,2
"HPS3",13,6,1,0,5,4,0,0,4,0,1,0,5,0,4,2,0,1,1,0,1,0,1,0,1,4,251,5
"CP",0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"TM4SF18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45
"TM4SF1",22,102,4,4,9,4,1,78,7,1,2,0,3,17,13,2,11,4,1,4,8,6,10,2,4,27,20369,491
"TM4SF1-AS1",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,217,0
"RP11-278L15.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"TM4SF4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"WWTR1",1,44,1,0,0,0,0,4,2,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,5,207,95
"WWTR1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"COMMD2",8,23,2,0,13,7,0,2,7,6,0,0,2,13,9,3,4,5,3,3,4,2,5,4,3,16,572,11
"RNF13",67,32,2,7,9,8,0,2,3,1,1,0,2,11,11,1,4,4,1,8,5,2,32,0,3,28,982,17
"PFN2",2,45,0,0,0,0,0,4,2,0,0,0,1,2,0,0,0,0,0,0,4,0,0,0,0,1,400,0
"LINC01213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LINC01214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
"TSC22D2",11,20,3,6,3,2,0,1,7,2,2,0,4,16,8,1,5,4,1,4,5,2,14,3,0,13,862,31
"SERP1",201,223,51,50,119,54,13,13,83,52,41,8,73,175,83,22,74,29,22,82,43,61,159,15,28,217,7685,81
"EIF2A",18,44,6,7,37,9,6,3,15,3,5,3,7,34,23,1,20,6,7,6,14,1,10,1,5,50,2644,25
"SELT",110,51,20,13,91,31,6,3,56,22,29,8,29,109,42,12,32,17,13,17,27,16,39,12,27,195,2050,32
"ERICH6-AS1",0,0,2,0,1,1,0,1,2,2,2,0,1,1,3,0,0,3,1,0,1,0,0,0,1,1,5,2
"SIAH2",28,22,9,6,25,11,2,1,37,11,10,0,6,30,25,1,12,6,7,13,2,8,21,3,8,84,583,11
"MED12L",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GPR171",2,0,14,1,42,12,2,0,21,8,8,3,0,60,25,0,14,5,6,1,0,0,0,3,6,25,5,0
"P2RY14",0,0,0,0,0,0,0,11,0,0,1,0,2,2,0,0,0,2,0,5,6,0,1,0,0,1,1,1
"GPR87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"P2RY13",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"IGSF10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SUCNR1",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-246A10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MBNL1",55,40,21,15,86,29,3,4,45,13,19,5,16,82,48,3,23,10,13,13,12,2,26,5,18,104,780,31
"MBNL1-AS1",1,5,0,1,2,0,0,0,2,0,1,0,0,5,2,0,1,0,0,0,1,0,2,0,0,7,145,0
"P2RY1",1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,35,4
"RP11-529G21.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RAP2B",30,12,5,2,15,5,3,0,15,5,1,0,2,19,11,1,9,2,3,12,6,1,6,0,1,20,2372,5
"ARHGEF26",0,0,1,0,0,0,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,29,1
"DHX36",13,40,19,3,56,20,11,4,30,29,11,4,17,57,34,5,24,12,6,13,14,2,9,7,17,67,1037,28
"MME",0,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-451G4.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"PLCH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55,0
"C3orf33",0,4,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,2,101,1
"SLC33A1",6,8,1,0,2,1,0,0,1,0,1,0,3,2,1,1,0,1,0,0,2,1,1,1,0,5,239,4
"GMPS",7,21,2,0,11,3,3,2,4,2,0,1,1,9,4,0,3,1,1,1,8,0,3,0,3,16,1303,8
"KCNAB1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-305K5.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,19,0
"SSR3",112,225,15,12,41,14,3,8,25,12,7,11,14,63,23,2,16,9,7,30,37,49,42,6,16,75,4055,77
"TIPARP-AS1",0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,45,0
"TIPARP",17,33,5,4,19,10,1,6,21,8,9,1,7,32,15,0,11,7,1,3,7,0,6,2,3,30,593,9
"LINC00886",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0
"LEKR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"LINC00880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"RP11-6F2.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1
"LINC00881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CCNL1",96,186,34,20,110,41,10,27,68,31,30,5,51,111,69,13,45,26,15,35,36,16,53,6,30,200,3042,113
"VEPH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"PTX3",0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1,0
"PQLC2L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
"SHOX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RSRC1",12,20,4,0,8,2,2,1,7,0,3,1,2,7,3,2,3,1,0,1,8,1,4,4,5,20,709,12
"RP11-538P18.2",2,3,0,0,3,0,1,0,0,0,0,0,1,4,2,0,0,0,0,0,1,0,0,1,2,5,136,2
"MLF1",0,16,1,1,4,3,0,1,1,2,0,0,0,4,4,0,2,0,0,1,2,0,0,1,2,0,46,5
"GFM1",5,17,0,1,4,1,0,2,7,3,1,0,2,7,4,1,6,1,1,3,3,0,4,3,0,14,507,7
"LXN",9,93,1,0,3,1,0,4,4,1,1,0,0,1,1,0,0,1,0,0,3,0,0,0,2,7,134,31
"RP11-379F4.7",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-379F4.6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0
"RARRES1",12,90,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,157,1
"MFSD1",100,24,0,8,5,1,1,1,4,1,0,1,2,6,2,0,1,2,0,1,3,1,21,1,3,11,203,5
"RP11-379F4.4",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-379F4.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"IQCJ-SCHIP1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"SCHIP1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
"IL12A",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,65,1
"C3orf80",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0
"IFT80",1,6,0,0,2,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,2,0,1,1,1,3,36,1
"SMC4",8,30,13,3,50,21,5,2,17,22,17,1,4,22,34,0,7,12,7,5,10,3,2,19,32,76,1343,15
"TRIM59",0,3,0,0,9,0,0,0,3,0,0,0,0,8,0,0,0,2,0,1,2,0,0,0,0,11,102,1
"KPNA4",19,32,5,2,10,4,0,2,5,3,2,2,4,25,6,1,0,1,2,5,12,0,5,3,2,13,605,19
"ARL14",2,3,1,0,3,0,0,0,2,0,1,1,1,5,0,1,1,1,1,0,1,0,1,0,0,7,2002,3
"RP11-16N11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"PPM1L",2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,14,3
"B3GALNT1",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,3
"NMD3",16,23,3,2,6,1,0,0,8,0,2,0,4,11,8,1,1,3,2,2,20,1,2,0,0,20,848,11
"SPTSSB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-3P17.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0
"SI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-747D18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"LINC01322",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BCHE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDCD10",18,31,12,3,28,15,2,1,10,7,7,2,2,22,21,2,6,3,4,5,7,2,8,5,6,51,1670,15
"SERPINI1",2,2,1,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,2,31,3,0,0,0,4,43,19
"RP11-298O21.2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01330",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOLIM4",21,63,3,1,20,2,0,2,7,1,2,2,1,8,12,0,1,7,5,9,23,2,7,4,8,3,1983,14
"MECOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,547,17
"ACTRT3",1,0,0,0,1,1,0,0,0,2,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,3,38,0
"RP11-816J6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0
"MYNN",3,6,2,1,13,4,0,0,4,0,3,0,1,5,1,1,2,1,0,2,0,0,0,0,1,10,236,6
"RP11-362K14.5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LRRC34",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,18,2
"RP11-362K14.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP11-362K14.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
"LRRIQ4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"LRRC31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
"SEC62",66,112,16,6,28,10,3,7,15,12,13,1,11,59,27,8,22,7,12,8,24,8,36,7,13,80,2076,79
"GPR160",21,2,0,4,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,8,0,2,5,0,1,0,1772,3
"PHC3",5,6,4,0,11,7,2,1,2,2,2,1,2,6,2,0,5,2,1,3,3,2,0,0,2,8,203,7
"RP11-379K17.12",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,19,0
"PRKCI",6,9,1,0,1,0,0,0,2,1,1,1,0,6,1,0,1,2,0,1,2,2,2,1,1,7,505,1
"SKIL",26,32,11,6,11,8,2,3,12,4,4,1,14,34,19,5,17,3,7,21,8,0,37,4,4,30,1047,26
"CLDN11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"SLC7A14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RPL22L1",60,149,34,12,70,18,9,7,62,21,14,5,38,80,45,14,29,21,9,19,29,19,33,20,14,155,8690,49
"EIF5A2",4,9,6,0,9,0,1,1,4,6,1,0,0,6,4,0,0,1,2,0,2,0,0,1,3,8,169,2
"TNIK",1,4,1,0,11,3,2,1,10,1,1,1,2,16,6,0,6,1,1,0,1,0,1,4,4,45,50,0
"RP11-185E8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PLD1",4,12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,244,4
"FNDC3B",73,65,0,4,11,4,0,2,4,3,2,0,0,2,2,0,0,2,0,1,14,6,50,1,0,7,820,42
"TNFSF10",17,49,6,4,23,3,1,6,10,1,3,2,1,17,10,0,5,5,2,4,4,2,9,3,7,31,1150,37
"RP11-408H1.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"NCEH1",16,3,0,0,0,0,0,2,1,3,0,0,1,2,0,0,1,0,0,0,1,0,2,0,0,0,553,4
"ECT2",2,3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,651,6
"NAALADL2",0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,0
"LINC01209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1
"TBL1XR1",15,26,4,1,27,5,1,3,15,10,4,2,8,13,7,0,0,4,4,6,6,2,4,5,3,31,1557,18
"LINC00501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"LINC00578",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-114M1.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"KCCAT211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-33A14.1",0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KCNMB2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
