"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Double-Negative Tcells","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NKT cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells"
"ETAA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
"C1D",9,4,0,1,1,0,1,1,3,6,2,3,4,2,1,9,1668
"WDR92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
"PNO1",3,1,2,0,2,2,1,0,1,4,0,0,1,0,1,1,1915
"PPP3R1",6,0,1,1,1,0,1,0,0,2,0,0,0,1,2,0,316
"RP11-474G23.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13
"RP11-474G23.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"CNRIP1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLEK",79,2,26,0,0,0,0,0,1,0,0,0,0,2,53,0,4
"FBXO48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
"APLF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
"PROKR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARHGAP25",0,0,2,0,0,0,2,0,3,2,1,3,2,0,1,2,5
"ANTXR1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"GFPT1",5,0,2,0,0,0,0,0,2,5,1,0,4,0,0,2,3072
"NFU1",7,1,2,2,1,2,1,2,4,7,3,3,3,2,3,6,1180
"AAK1",7,4,1,0,4,1,8,1,1,22,5,0,8,4,2,13,237
"ANXA4",14,0,0,1,0,0,0,0,1,1,0,1,2,0,3,1,6235
"GMCL1",4,4,2,1,3,0,0,1,1,1,1,0,2,0,0,6,905
"SNRNP27",4,1,1,1,1,0,2,0,2,3,3,0,1,1,2,4,718
"MXD1",26,0,10,0,0,0,0,0,0,0,1,0,0,0,16,0,1372
"PCBP1",59,7,20,4,3,3,8,3,14,32,4,3,22,5,21,20,6171
"AC016700.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AC016700.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
"C2orf42",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,67
"TIA1",5,0,0,1,0,0,1,1,4,3,1,1,4,0,0,2,650
"PCYOX1",2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,500
"SNRPG",34,4,10,7,7,5,4,13,9,27,7,1,19,2,10,17,9812
"FAM136A",9,1,3,0,4,1,2,1,3,8,2,1,2,2,1,2,2754
"AC022201.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"TGFA",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,153
"ADD2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CD207",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATP6V1B1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TEX261",3,0,1,0,0,0,1,0,0,4,0,0,0,0,1,0,619
"AC007040.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NAGK",12,1,3,1,1,0,0,2,0,1,0,0,1,0,3,0,228
"RP11-467P9.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
"MCEE",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,283
"MPHOSPH10",1,1,0,0,1,1,0,2,0,6,5,2,3,1,0,2,1190
"PAIP2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
"ZNF638",4,1,1,0,0,0,1,2,1,5,0,2,0,0,0,1,577
"DYSF",3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"CYP26B1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EXOC6B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
"SPR",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1378
"EMX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"SFXN5",1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,171
"RAB11FIP5",0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,125
"SMYD5",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,270
"PRADC1",4,0,1,0,1,0,0,0,1,0,2,0,2,0,2,2,446
"CCT7",6,5,3,0,1,1,4,0,3,9,3,1,5,1,2,3,4947
"FBXO41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
"EGR4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"ALMS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,95
"NAT8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"TPRKB",5,0,4,0,2,1,0,0,4,5,1,0,4,0,3,7,2971
"DUSP11",0,3,0,1,0,1,0,0,0,8,1,0,1,1,2,3,597
"STAMBP",3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,934
"ACTG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"DGUOK",25,1,4,1,4,2,0,3,0,17,3,1,3,5,12,11,3815
"DGUOK-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
"AC073046.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TET3",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,205
"RP11-287D1.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BOLA3",9,1,6,1,0,2,2,2,1,5,1,2,4,1,1,2,3216
"BOLA3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
"MOB1A",33,2,15,3,1,4,5,3,5,22,4,4,8,2,11,12,2281
"RP11-287D1.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14
"MTHFD2",22,3,12,3,0,0,4,2,3,12,3,1,6,1,6,14,3292
"SLC4A5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"DCTN1",3,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,332
"C2orf81",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21
"WDR54",3,0,0,1,1,0,2,0,0,8,0,1,1,0,0,1,98
"RTKN",1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,901
"INO80B",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,84
"WBP1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25
"MOGS",0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,437
"MRPL53",0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,130
"CCDC142",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56
"TTC31",0,0,3,0,0,0,1,0,0,3,0,0,1,0,1,1,109
"LBX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
"LBX2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
"PCGF1",2,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,330
"TLX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"DQX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"AUP1",16,2,9,2,2,2,1,1,4,20,3,1,4,3,6,15,3929
"HTRA2",5,2,1,0,0,1,0,0,1,1,0,0,1,0,0,3,556
"LOXL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"DOK1",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,247
"SEMA4F",1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,33
"RP11-259N19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"HK2",8,0,1,0,0,0,0,1,0,0,0,0,0,0,5,1,501
"LINC01291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"AC104135.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"POLE4",20,3,9,2,1,1,3,3,5,18,3,1,11,2,6,16,3313
"RP11-355F16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"EVA1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371
"AC007099.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"MRPL19",5,0,0,1,0,1,1,0,1,4,1,0,0,0,3,0,1800
"GCFC2",1,1,2,1,0,0,1,0,3,4,1,1,2,0,0,1,443
"RP11-342K6.1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70
"RP11-342K6.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"REG3G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"REG1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861
"REG1A",16,3,0,0,1,1,1,0,6,10,2,0,3,1,7,11,58280
"REG3A",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,345
"CTNNA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
"SUCLG1",15,2,4,0,2,1,1,1,1,12,2,0,1,0,3,8,5043
"DNAH6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"TRABD2A",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1947
"TMSB10",1187,95,663,55,62,35,102,93,162,510,82,82,223,72,457,481,123897
"KCMF1",8,1,4,0,0,0,1,1,0,4,0,0,0,0,2,4,1879
"TCF7L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
"TGOLN2",32,1,2,0,2,1,2,2,2,9,2,3,5,0,3,6,2536
"RETSAT",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,585
"ELMOD3",2,1,0,0,1,0,0,0,0,3,0,0,0,0,0,4,116
"CAPG",212,0,32,4,0,2,11,11,2,34,8,1,1,0,21,11,2082
"SH2D6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"MAT2A",15,1,4,0,1,0,1,3,3,6,0,0,10,2,7,2,937
"GGCX",5,0,1,0,0,0,0,0,2,4,1,0,1,0,0,4,574
"VAMP8",127,9,23,3,5,5,7,5,6,26,6,0,12,9,11,27,5186
"VAMP5",10,1,5,3,2,0,1,5,2,21,2,0,7,1,7,10,154
"RNF181",21,1,5,2,1,0,0,1,3,10,0,2,9,2,11,12,2381
"TMEM150A",3,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,393
"USP39",2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,657
"C2orf68",2,0,0,0,0,1,0,0,1,2,0,0,0,1,0,1,246
"GNLY",4,3,0,26,0,74,0,2,0,24,1,0,0,60,0,1,12
"ATOH8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
"ST3GAL5",2,1,3,1,1,0,0,0,0,3,0,1,1,0,0,0,3
"POLR1A",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,258
"PTCD3",0,0,1,0,1,0,0,0,0,4,0,0,1,1,1,1,981
"IMMT",5,0,1,0,0,1,2,1,0,5,0,0,2,0,0,3,1399
"RP11-301O19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"MRPL35",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,737
"REEP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218
"KDM3A",3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,369
"CHMP3",15,1,1,0,0,0,2,0,0,6,1,1,0,0,4,6,3085
"RNF103",1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,725
"RMND5A",3,2,1,0,0,0,0,0,0,1,1,0,2,1,0,0,1285
"CD8A",0,8,0,7,1,2,0,0,0,5,25,0,1,0,0,1,9
"CD8B",1,0,0,6,0,0,0,0,0,3,25,0,0,0,0,0,78
"PLGLB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"AC133644.2",2,2,1,1,0,0,1,0,0,1,0,0,1,0,3,34,12
"LINC00152",41,4,20,4,7,4,11,4,0,43,8,0,7,0,40,37,603
"RP11-1399P15.1",0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,7,2
"KRCC1",2,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,852
"FABP1",6,2,2,1,0,1,1,1,3,2,1,1,1,0,3,7,19744
"THNSL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
"EIF2AK3",5,0,0,0,0,0,0,0,2,2,0,1,0,0,1,1,137
"AC062029.1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,35
"RPIA",3,0,5,1,0,0,3,2,2,6,0,2,0,0,5,8,4180
"IGKC",21,3,7,1,4,2,3,3,192,11,4,69,6,0,9,9,1881
"IGKV1-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGKV4-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"IGKV3-11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"IGKV3-15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"IGKV1-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"IGKV1-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGKV3-20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGKV2-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGKV2-30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGKV1-39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGKV2D-29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IGKV1D-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"RP11-575H3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"MAL",0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,7,0
"MRPS5",4,0,0,1,1,1,3,0,5,5,0,0,2,1,1,5,1966
"ZNF514",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,179
"ZNF2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34
"AC092835.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"PROM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
"FAHD2A",3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,344
"LINC00342",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"ANKRD36C",1,0,0,0,2,0,1,0,0,3,0,0,0,0,0,1,144
"GPAT2",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
"ADRA2B",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"DUSP2",97,12,26,8,9,1,2,5,11,35,15,3,19,10,12,32,1783
"STARD7",7,0,2,0,1,1,2,5,3,9,1,0,4,2,1,17,2426
"TMEM127",1,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,389
"CIAO1",6,0,0,1,1,1,0,0,0,6,0,0,1,0,0,5,928
"SNRNP200",4,1,3,1,1,1,4,0,1,9,2,0,5,1,2,5,1138
"AC021188.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ITPRIPL1",0,0,0,0,2,0,0,1,0,4,1,0,0,0,0,0,9
"NCAPH",2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,140
"NEURL3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48
"RP11-363D14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ARID5A",18,8,12,5,4,2,1,1,5,18,2,0,19,2,13,28,493
"KANSL3",6,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,224
"LMAN2L",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,165
"CNNM4",1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,366
"RP11-353K11.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"CNNM3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,133
"ANKRD23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"ANKRD39",3,1,0,1,0,0,0,0,1,7,0,0,2,0,2,3,827
"SEMA4C",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
"FAM178B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FAHD2B",2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,106
"ANKRD36",0,0,0,0,0,0,0,1,0,3,2,0,3,0,0,1,167
"AC159540.1",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73
"ANKRD36B",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,124
"COX5B",96,6,23,7,9,6,12,3,10,38,12,7,17,7,27,55,25849
"ACTR1B",4,0,2,1,0,0,2,3,1,6,1,0,2,0,1,10,1277
"LINC01125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"ZAP70",0,3,0,0,3,1,2,0,0,12,2,0,2,3,0,7,4
"TMEM131",3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,424
"VWA3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"INPP4A",2,0,1,1,1,3,0,0,1,3,1,0,1,0,2,1,112
"COA5",2,0,3,0,0,0,2,0,1,2,0,0,2,0,0,0,987
"UNC50",1,1,0,3,1,0,0,0,0,4,1,0,0,1,1,0,1426
"MGAT4A",16,2,2,1,3,0,10,14,3,51,3,0,7,0,2,12,764
"AC109826.1",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"KIAA1211L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159
"TSGA10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
"C2orf15",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,172
"RP11-111H13.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"LIPT1",1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,111
"RP11-38C17.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"MITD1",3,0,0,0,0,0,2,0,2,5,1,1,3,0,1,4,913
"MRPL30",1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2,581
"LYG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
"LYG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"TXNDC9",2,1,2,1,0,0,0,1,0,3,0,0,3,0,1,5,1409
"EIF5B",11,6,2,2,2,3,1,0,3,14,2,5,8,1,2,9,4772
"REV1",1,0,1,2,1,0,0,0,1,4,1,0,2,0,0,3,471
"RP11-527J8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"AFF3",0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
"CHST10",1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"PDCL3",7,7,6,3,4,3,4,3,2,37,9,0,11,4,2,23,1739
"NPAS2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,338
"RPL31",227,65,117,49,76,44,72,57,201,499,73,79,281,40,109,244,118065
"TBC1D8",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,92
"RP11-299H21.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"CNOT11",0,1,0,0,0,0,1,0,1,4,0,0,1,1,0,2,1008
"RNF149",31,4,4,0,2,1,6,3,1,23,1,0,5,2,13,8,1224
"CREG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RFX8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MAP4K4",2,0,4,0,0,0,2,2,3,8,1,1,1,0,8,1,339
"LINC01127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"IL1R2",2,0,7,0,0,0,0,0,0,2,0,0,3,0,0,9,190
"IL1R1",1,0,2,0,0,0,1,0,0,1,0,0,0,0,7,5,1
"IL1RL2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,40
"IL1RL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"IL18R1",0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,2
"IL18RAP",0,0,0,0,1,1,0,0,0,6,1,0,0,0,0,0,1
"SLC9A4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SLC9A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
"MFSD9",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,238
"TMEM182",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,95
"AC010884.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"MRPS9",2,2,1,0,1,0,0,0,1,2,0,0,2,0,0,1,1189
"RP11-332H14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"TGFBRAP1",0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,1,291
"AC012360.4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18
"RP11-332H14.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,136
"C2orf49",1,0,1,0,0,0,1,0,2,0,0,1,0,0,0,4,404
"FHL2",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,3846
"AC012360.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"NCK2",0,0,1,1,1,0,0,0,0,2,1,0,3,0,1,1,846
"AC009505.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"C2orf40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"UXS1",6,1,0,0,1,0,3,1,1,11,0,1,5,0,5,12,864
"ST6GAL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"LINC01594",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"SULT1C2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
"GCC2",1,0,1,0,1,2,1,3,3,20,3,4,10,2,0,9,1186
"GCC2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"LIMS1",59,2,10,0,3,5,9,0,2,22,0,0,4,0,35,6,1887
"RANBP2",15,2,6,5,1,7,1,0,2,14,5,2,8,3,5,6,945
"CCDC138",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,115
"EDAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"SH3RF3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"SH3RF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"SEPT10",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810
"SOWAHC",0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1380
"RGPD5",1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,33
"LIMS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
"MALL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1910
"NPHP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
"LINC00116",11,2,1,0,0,1,0,0,2,3,1,0,0,0,2,2,1064
"RP11-1223D19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"LINC01106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273
"RP13-1039J1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AC108938.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"BUB1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,102
"AC114776.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ACOXL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BCL2L11",8,0,1,0,2,1,2,1,3,11,0,0,3,0,5,15,554
"MIR4435-2HG",18,1,8,0,2,0,6,4,0,21,1,0,4,1,26,45,929
"RP11-181E10.3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3
"RP11-803D5.4",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,41
"AC017002.1",0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,7,0
"AC017002.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ANAPC1",0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,1,668
"MERTK",6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57
"TMEM87B",2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,997
"FBLN7",0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0
"ZC3H8",3,0,0,1,1,0,3,4,3,5,1,0,2,0,0,5,769
"ZC3H6",2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,225
"RGPD8",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TTL",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,164
"POLR1B",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,217
"CHCHD5",15,0,4,0,0,0,2,1,2,11,1,1,0,1,1,2,1314
"AC079922.3",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,133
"SLC20A1",15,0,2,1,0,0,0,0,2,3,0,0,3,1,3,1,1454
"NT5DC4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"CKAP2L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
"IL1A",15,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,5
"IL1B",688,0,416,0,0,0,2,0,0,1,0,0,0,0,852,0,168
"IL37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IL36RN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"IL1RN",138,0,49,0,0,0,2,0,0,0,0,0,0,0,156,0,83
"PSD4",0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,423
"PAX8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30
"RP11-65I12.1",1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,8
"IGKV1OR2-108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-480C16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
"CBWD2",0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,270
"RABL2A",1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,75
"AC017074.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"SLC35F5",3,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,894
"AC104653.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-141B14.1",2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,20
"ACTR3",36,4,18,2,4,4,8,7,9,21,6,3,10,2,19,14,4664
"LINC01191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"DPP10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"DPP10-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"DDX18",11,0,1,1,6,5,4,1,6,10,7,1,9,2,3,13,4286
"AC009404.2",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51
"CCDC93",3,0,0,0,1,2,0,0,1,2,1,1,2,0,1,1,379
