"","Anti-inflammatory macro/mono","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","LTi cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Plasma cells","Pro-inflammatory macro/mono","Proliferative CD4 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"PGAP1",1,1,0,0,3,1,0,2,0,2,15,27,3,9,24,0,1,0,0,1,15,38,0
"ANKRD44",8,4,6,2,5,7,3,16,7,2,43,70,19,23,30,6,9,1,1,2,36,17,1
"AC013264.2",0,1,0,2,0,0,0,0,0,1,0,11,0,0,8,0,0,0,0,0,0,0,0
"AC010746.3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"SF3B1",8,13,5,1,4,10,5,8,4,1,18,42,12,14,30,2,5,4,9,3,22,385,12
"COQ10B",9,10,0,1,4,0,6,11,0,3,15,30,5,10,14,5,3,5,6,2,23,235,8
"HSPD1",28,6,17,1,3,8,6,13,2,6,26,68,19,15,42,9,8,21,9,4,30,2854,10
"HSPE1",44,20,27,4,11,19,8,34,3,5,45,151,46,28,84,14,12,29,10,9,53,4425,33
"MOB4",5,4,5,1,6,5,6,12,1,5,14,48,9,4,22,3,5,8,3,1,26,387,6
"RFTN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AC011997.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"MARS2",0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0,49,0
"BOLL",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"PLCL1",0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,2,8,0
"SATB2",1,0,0,0,0,1,1,0,0,0,0,3,0,1,0,0,0,1,0,0,0,526,0
"RP11-486F17.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SATB2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0
"FTCDNL1",2,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,0
"C2orf69",2,2,0,0,1,1,0,2,2,1,16,18,6,9,10,2,5,0,2,0,7,129,2
"TYW5",1,0,0,0,0,2,0,3,1,0,2,2,0,1,2,0,1,1,0,0,6,54,1
"C2orf47",2,0,1,0,1,0,0,0,0,0,3,2,1,1,1,0,1,1,0,0,2,141,0
"SPATS2L",12,2,13,0,0,1,0,1,2,0,3,14,3,0,9,0,0,0,4,2,18,533,14
"KCTD18",2,0,0,1,0,0,0,5,1,1,1,5,2,1,2,0,0,0,0,0,3,60,0
"SGOL2",0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,4,2,67,2
"AOX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"BZW1",25,16,17,5,12,5,12,20,6,13,32,120,20,9,39,9,13,5,39,4,40,754,28
"CLK1",23,27,27,1,11,7,7,29,1,11,55,91,44,21,55,16,10,11,11,7,58,415,18
"PPIL3",5,1,1,0,1,1,2,3,0,2,7,20,3,5,8,1,1,3,1,3,7,138,3
"NIF3L1",2,1,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,1,0,0,2,65,0
"ORC2",0,0,0,0,0,0,1,0,0,0,2,5,0,1,1,0,1,0,0,0,1,74,3
"AC005037.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"FAM126B",6,2,0,0,1,1,3,4,2,0,5,9,8,2,7,1,1,1,1,2,11,95,4
"NDUFB3",16,8,6,3,7,2,2,13,6,3,14,56,11,5,13,5,4,14,9,2,18,1273,12
"CFLAR",64,14,34,4,13,11,9,16,5,4,15,99,15,3,32,3,9,17,67,3,59,598,38
"CFLAR-AS1",2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,18,0
"CASP10",1,0,2,0,0,0,0,3,0,0,2,4,0,0,1,0,0,0,0,0,0,113,1
"CASP8",2,8,1,1,6,0,1,6,2,3,8,29,12,3,30,6,1,3,1,1,13,65,2
"ALS2CR12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TRAK2",3,0,0,0,0,0,0,1,0,1,1,4,1,0,2,0,0,1,0,0,4,44,3
"STRADB",7,0,1,0,1,0,0,1,0,0,1,0,1,3,1,1,0,1,0,0,3,77,0
"TMEM237",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,49,0
"MPP4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ALS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,2
"RP11-107N15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FZD7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,1
"KIAA2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SUMO1",31,27,18,3,24,16,9,46,9,11,47,141,20,29,71,13,13,17,16,7,74,1233,27
"NOP58",11,10,2,3,23,6,4,10,3,4,19,67,19,11,23,5,6,8,3,3,57,398,5
"RP11-686O6.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"BMPR2",2,0,1,0,0,0,1,2,0,0,3,2,2,4,0,0,0,1,0,0,4,106,30
"FAM117B",0,0,1,0,0,0,0,0,0,0,2,3,2,2,2,0,1,0,0,0,1,75,0
"ICA1L",1,0,0,0,0,0,0,0,0,1,2,3,0,0,5,0,0,0,0,0,0,10,1
"WDR12",3,0,1,2,0,0,0,1,0,1,4,6,3,0,2,0,0,0,1,0,3,120,0
"CARF",0,2,0,0,0,0,0,1,0,0,2,3,0,1,2,0,0,1,0,0,1,9,1
"NBEAL1",63,27,65,10,27,18,19,60,9,12,181,305,45,86,196,22,24,35,43,11,127,1850,60
"CYP20A1",2,9,1,0,0,1,2,6,0,0,18,35,8,4,25,4,7,1,2,0,24,183,7
"ABI2",3,1,2,0,0,0,1,5,0,1,4,7,1,2,6,0,3,0,2,1,8,127,3
"RAPH1",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,68,2
"CD28",2,4,0,0,4,3,2,4,1,0,1,49,3,2,34,0,0,0,0,2,37,3,0
"CTLA4",0,0,0,4,1,0,0,3,1,0,0,9,0,0,6,0,0,1,0,3,26,2,0
"ICOS",3,10,0,11,6,14,1,18,4,10,1,100,12,0,71,1,1,0,0,6,120,15,0
"PARD3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
"NRP2",24,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,6,4
"INO80D",5,3,2,1,3,0,1,3,0,0,3,14,5,3,9,2,0,2,0,0,4,67,1
"AC007383.3",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,0
"NDUFS1",6,0,1,1,2,0,0,0,0,1,2,4,1,1,1,1,0,3,0,0,4,250,1
"AC007383.4",0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"EEF1B2",110,52,160,9,45,42,40,79,23,33,409,631,86,162,480,34,55,112,64,27,200,6786,126
"GPR1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZDBF2",1,1,0,0,0,3,0,1,0,0,4,8,0,3,3,0,1,3,0,2,0,1,1
"ADAM23",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"FASTKD2",5,2,0,0,0,1,0,2,0,3,12,9,3,1,3,0,1,2,0,0,2,73,1
"AC008269.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KLF7",5,1,2,0,0,0,1,0,0,0,1,1,1,3,1,1,1,1,0,0,0,59,6
"CREB1",3,1,2,0,1,2,4,8,1,0,8,21,1,4,3,5,1,3,1,0,3,82,3
"METTL21A",1,0,1,0,0,0,4,2,0,2,12,10,2,5,14,3,1,4,1,1,3,135,6
"AC079767.4",1,0,0,0,0,1,0,0,0,0,27,1,0,22,0,0,0,0,0,0,0,2,1
"CCNYL1",2,0,2,0,0,0,0,1,0,1,3,2,1,3,1,0,0,0,0,0,0,85,5
"RP11-801F7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
"FZD5",0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,161,0
"AC096772.6",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0
"PLEKHM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"IDH1",14,1,2,0,0,2,2,2,1,0,3,8,1,2,5,0,0,2,4,1,0,521,8
"IDH1-AS1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,16,0
"PIKFYVE",0,1,1,0,1,0,0,3,0,0,11,2,1,8,3,0,0,0,1,0,2,48,2
"PTH2R",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RPE",3,0,1,1,0,1,0,1,0,1,2,5,1,2,1,0,0,2,1,0,3,92,0
"KANSL1L",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-260M2.1",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0
"AC006994.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LANCL1",0,1,1,0,0,1,0,2,1,0,0,2,0,1,0,0,0,0,0,0,0,71,1
"CPS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
"ERBB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"IKZF2",1,0,0,0,0,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0,11,2,1
"RP11-105N14.1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPAG16",0,0,2,0,2,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,2,43,3
"BARD1",1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,1,0,1,0,51,0
"ABCA12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ATIC",3,1,2,0,3,2,1,2,1,0,4,12,2,4,4,2,0,0,1,0,5,351,1
"FN1",0,0,0,0,0,1,0,1,0,0,2,6,0,0,2,0,0,1,1,0,1,429,89
"LINC00607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,44,1
"AC093382.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MREG",6,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,3,16,0
"PECR",1,0,0,0,2,0,0,0,0,0,2,3,1,1,3,0,0,0,0,0,2,21,0
"XRCC5",9,4,10,3,10,4,6,13,1,4,13,47,11,4,24,4,1,7,5,1,17,566,12
"PKI55",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0
"SMARCAL1",1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,30,1
"RPL37A",431,285,486,51,187,189,116,358,83,130,1221,1982,395,532,1445,171,184,318,276,78,816,41234,563
"IGFBP2",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,226,11
"IGFBP5",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0
"TNS1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4
"RUFY4",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARPC2",169,56,114,12,53,35,9,103,38,35,123,479,71,42,144,30,42,40,89,36,165,2836,64
"GPBAR1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"AAMP",6,4,6,0,7,2,1,6,1,1,8,14,6,1,8,5,0,6,0,1,8,478,8
"PNKD",13,4,4,0,2,3,3,12,3,1,6,21,2,2,7,0,3,7,4,0,19,663,5
"TMBIM1",3,2,5,0,0,1,2,3,1,1,13,13,6,2,11,1,3,3,6,0,5,465,11
"CATIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SLC11A1",4,0,0,0,1,0,0,0,0,0,4,2,1,0,1,0,1,0,32,0,0,10,0
"CTDSP1",4,1,2,1,0,2,1,1,0,1,6,16,4,3,6,7,6,0,3,3,4,121,9
"RP11-378A13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"VIL1",3,0,0,1,1,1,0,2,0,0,1,4,0,1,6,0,1,0,1,0,0,689,1
"USP37",2,0,1,0,1,0,0,1,0,0,3,3,0,3,7,0,0,2,2,1,3,35,2
"RQCD1",5,4,4,2,2,0,0,8,1,3,9,28,8,1,9,0,5,2,3,0,15,160,2
"RP11-548H3.1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0
"ZNF142",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,29,1
"BCS1L",1,0,0,1,1,0,0,0,0,0,1,3,1,1,1,0,0,0,1,0,0,104,1
"RNF25",0,0,0,0,1,0,0,0,0,1,0,3,1,0,1,0,0,0,0,0,3,59,0
"STK36",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0
"TTLL4",0,0,1,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,32,0
"CYP27A1",12,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,123,2
"WNT10A",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0
"CDK5R2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CFAP65",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0
"IHH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0
"RP11-33O4.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1
"NHEJ1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SLC23A3",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0
"CNPPD1",4,1,3,0,1,0,2,0,0,0,10,11,4,9,9,1,3,3,3,2,9,184,2
"FAM134A",3,3,0,2,1,1,1,6,0,1,3,6,4,4,7,0,2,3,1,1,1,160,7
"ZFAND2B",2,3,3,1,2,4,2,7,0,4,8,17,4,2,16,1,3,1,1,0,10,153,3
"ABCB6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ATG9A",0,0,0,0,1,0,1,0,0,0,4,7,3,1,2,2,1,0,0,0,1,77,4
"ANKZF1",1,2,0,0,2,1,1,2,1,0,4,10,2,4,6,1,1,1,0,0,2,89,2
"GLB1L",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9,1
"STK16",2,3,3,1,1,0,1,5,1,1,6,12,2,2,7,0,2,2,0,2,10,171,4
"TUBA4A",5,48,5,4,32,17,14,6,0,1,40,44,49,21,45,18,19,10,6,2,13,356,4
"DNAJB2",6,5,0,3,3,0,1,5,0,1,12,14,5,4,13,2,1,3,1,1,6,136,4
"PTPRN",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"DNPEP",6,4,4,1,3,3,2,0,2,1,13,21,3,6,3,2,2,3,3,1,4,401,5
"AC053503.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"SPEG",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"RP11-316O14.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
"GMPPA",2,0,0,0,2,1,0,0,1,0,3,6,0,0,1,1,0,5,5,2,2,141,3
"ASIC4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"CHPF",1,2,0,0,0,0,0,3,0,1,1,4,0,0,3,1,0,8,0,0,2,226,0
"TMEM198",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
"OBSL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
"STK11IP",0,1,1,0,1,0,0,1,0,0,1,2,0,0,2,1,0,0,0,0,0,23,2
"EPHA4",0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,2
"RP11-384O8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"SGPP2",0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,3,42,0
"RP11-16P6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"FARSB",2,0,2,1,1,1,1,1,2,0,2,5,1,1,1,0,0,0,2,1,3,167,2
"MOGAT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ACSL3",6,0,0,0,1,0,3,2,0,2,4,11,3,1,7,2,0,0,13,0,2,225,5
"KCNE4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AP1S3",0,1,4,0,0,1,0,1,0,0,8,2,0,1,2,0,0,1,0,0,0,31,0
"WDFY1",4,1,1,1,1,0,2,2,0,0,6,4,1,1,2,0,2,2,3,0,2,237,2
"MRPL44",5,5,0,0,2,3,0,2,1,0,7,12,4,4,7,1,0,2,2,1,8,182,3
"AC073641.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"SERPINE2",1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,74,10
"FAM124B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"CUL3",2,2,1,2,4,2,2,5,2,2,9,33,9,6,12,4,2,1,0,2,16,236,6
"DOCK10",5,6,7,0,2,2,3,6,0,2,9,19,4,1,10,1,4,0,11,2,12,5,0
"NYAP2",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"IRS1",0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,21,0
"RHBDD1",1,0,1,0,0,0,1,1,0,0,3,5,0,2,1,0,0,2,0,0,4,32,2
"COL4A4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0
"COL4A3",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"MFF",7,2,5,1,5,9,4,12,0,1,10,34,7,2,14,3,0,7,8,3,26,393,12
"TM4SF20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"AGFG1",5,2,4,0,0,3,2,2,0,2,2,19,0,0,1,0,1,0,7,0,6,157,4
"SLC19A3",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"CCL20",129,13,43,8,8,11,6,149,37,14,29,417,26,13,80,6,55,24,803,19,81,11082,17
"AC009410.1",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,44,0
"PID1",2,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,135,0
"TRIP12",11,2,2,0,0,1,0,4,0,2,10,17,2,0,5,0,3,1,7,1,11,190,8
"FBXO36",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0
"SLC16A14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"AC009950.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SP110",1,2,0,0,2,2,0,2,0,0,9,9,0,5,3,0,1,2,0,0,6,36,1
"SP140",0,4,0,0,2,2,0,3,1,1,19,26,10,9,6,1,1,9,2,2,10,5,1
"SP140L",2,2,2,1,2,0,1,5,2,0,12,20,4,2,9,2,3,1,0,0,5,19,1
"SP100",6,6,4,1,6,3,1,9,1,2,16,37,5,10,16,4,3,4,3,2,21,123,3
"CAB39",1,2,1,2,1,0,1,3,1,1,5,16,7,1,6,1,1,0,0,1,7,158,3
"ITM2C",24,17,7,1,27,18,1,1,4,3,6,19,33,3,6,7,5,40,2,3,12,738,6
"GPR55",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"SPATA3-AS1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"C2orf72",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"PSMD1",10,2,0,1,3,1,0,2,0,2,6,13,4,0,3,0,1,3,1,1,9,175,5
"ARMC9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"B3GNT7",3,0,2,0,0,0,2,0,0,8,5,0,1,0,0,18,3,0,0,0,0,123,0
"AC017104.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",44,21,28,8,13,19,15,38,4,18,80,163,33,41,87,14,16,30,10,14,64,1181,21
"LINC00471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NMUR1",0,0,0,0,0,0,0,2,0,0,0,5,1,0,0,1,0,0,1,0,0,4,0
"PTMA",743,478,448,111,342,327,215,599,137,189,1577,3171,724,815,1880,329,323,210,325,344,1318,20750,755
"PDE6D",0,0,0,0,0,0,0,3,2,1,2,7,0,3,3,0,1,1,1,2,1,34,1
"COPS7B",1,2,0,0,0,0,0,2,0,2,2,3,1,0,1,0,1,0,0,0,3,37,3
"NPPC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
