"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","gdTcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"ZCCHC9",15,51,2,2,0,2,5,0,1,6,0,0,0,1,1,0,0,3,8,13,53,17
"SSBP2",12,31,2,1,0,0,1,1,2,7,1,6,0,3,2,0,1,17,10,1,4,6
"ATG10",16,22,1,1,0,0,0,0,2,3,4,4,0,0,0,0,1,3,7,4,14,5
"RPS23",2590,5885,270,775,36,505,174,98,450,1335,625,418,102,887,203,245,624,951,2300,1109,8436,2857
"ATP6AP1L",0,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,4,1
"RP11-343L5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM167A",221,352,5,20,1,19,1,1,5,51,19,11,1,22,5,3,7,36,258,54,217,68
"XRCC4",15,18,1,2,0,1,0,0,1,2,0,0,0,1,0,1,0,0,15,3,31,4
"VCAN",113,933,1,6,0,2,0,0,0,1,1,4,0,0,0,0,0,16,474,1,13,19
"VCAN-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HAPLN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"EDIL3",0,64,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,9,1,0,1,7
"CTD-2269F5.1",0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COX7C",848,1240,68,118,16,154,51,27,62,293,163,118,7,154,49,47,93,203,616,338,2420,568
"CTC-242N15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RASA1",17,18,2,0,1,2,0,0,1,1,3,0,0,3,0,1,1,2,5,3,58,13
"CTC-428H11.2",2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,2,1,2
"CCNH",68,62,5,24,1,16,3,4,3,48,18,3,5,17,13,11,13,16,75,54,50,33
"TMEM161B",5,6,1,1,0,3,0,0,0,4,1,1,0,1,0,1,1,3,1,3,21,2
"TMEM161B-AS1",4,10,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,3,7,4,14,8
"MEF2C",98,22,1,12,0,1,0,0,23,0,0,29,1,0,0,0,14,89,48,0,3,144
"MEF2C-AS1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
"CETN3",13,34,0,3,0,0,0,0,1,1,0,2,0,1,1,0,0,7,2,3,39,22
"MBLAC2",2,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,3,3
"POLR3G",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
"LYSMD3",17,19,2,2,0,4,0,2,1,4,3,0,1,0,2,0,2,5,15,5,12,12
"ADGRV1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
"RP11-213H15.1",5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,0
"LUCAT1",93,4,0,7,0,1,0,0,0,1,0,0,0,1,1,0,1,3,164,4,10,6
"ARRDC3",79,93,3,9,1,6,4,1,1,13,7,7,1,6,3,3,4,5,81,23,23,105
"ARRDC3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
"NR2F1-AS1",0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0
"NR2F1",0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0
"FAM172A",16,20,3,2,0,1,0,0,1,7,6,2,0,2,1,0,2,6,9,8,17,18
"POU5F2",1,4,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,2,3,1
"RP11-185E12.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"KIAA0825",0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"SLF1",2,12,5,0,0,7,3,0,0,2,4,1,0,0,1,0,0,1,4,2,13,7
"MCTP1",60,4,0,8,0,2,0,0,0,0,0,0,0,0,0,1,1,2,85,1,5,95
"FAM81B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TTC37",33,70,1,2,1,3,2,1,1,4,3,3,1,1,2,2,7,12,18,6,72,30
"ARSK",0,13,2,0,0,0,2,1,1,1,0,0,0,0,0,0,1,2,0,1,4,2
"GPR150",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"RFESD",3,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,3,2
"SPATA9",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RHOBTB3",23,172,0,0,0,0,0,0,0,0,0,12,0,2,1,2,1,28,6,1,217,5
"GLRX",274,152,5,22,3,11,4,1,3,30,17,4,0,17,11,5,2,38,263,120,974,49
"LINC01554",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ELL2",155,63,3,14,0,3,4,1,9,10,12,0,1,10,4,7,8,24,208,10,29,23
"CTD-2337A12.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-254I22.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-254I22.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PCSK1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
"CAST",145,186,6,9,2,18,10,6,4,45,14,17,2,19,8,14,4,28,109,61,512,109
"ERAP1",22,25,1,4,0,4,0,0,2,4,3,1,1,1,2,1,0,4,11,6,28,17
"CTD-2260A17.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
"CTD-2260A17.2",1,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
"ERAP2",9,17,1,0,0,4,2,0,1,2,4,0,1,2,0,1,0,0,5,6,10,5
"LNPEP",27,23,3,2,2,6,0,1,2,9,5,2,0,9,5,3,3,6,7,12,51,17
"CTD-2215E18.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LIX1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RIOK2",7,22,0,4,0,4,1,1,0,4,4,1,0,1,2,2,3,3,2,4,18,8
"RGMB",0,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,3,9,11
"RGMB-AS1",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
"AC008522.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHD1",75,52,11,22,1,16,4,2,3,51,17,4,3,12,11,12,3,25,80,40,78,64
"CTD-2007H13.3",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1
"FAM174A",26,51,2,3,0,1,0,0,2,6,0,7,0,3,2,1,3,7,8,2,40,37
"ST8SIA4",59,2,5,21,1,5,1,0,4,13,7,0,0,2,3,0,12,2,64,7,4,24
"SLCO4C1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"PAM",13,187,1,1,0,1,0,0,2,3,2,18,0,2,3,3,1,24,13,7,174,62
"GIN1",1,6,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2,1,2,1
"PPIP5K2",19,24,1,2,1,2,1,1,1,6,4,1,0,2,1,3,0,3,14,10,37,20
"C5orf30",2,3,0,1,0,2,0,0,0,1,2,0,0,1,1,1,2,1,3,4,23,3
"NUDT12",5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,20,1
"EFNA5",1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0
"FBXL17",11,20,3,0,0,3,0,0,1,1,2,3,0,0,0,2,0,3,2,3,16,9
"LINC01023",7,7,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,2,0,19,4
"FER",9,14,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,6,1,10,4
"CTD-2587M2.1",0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"PJA2",56,88,2,8,1,7,2,3,5,11,6,6,0,3,3,5,3,16,35,18,43,37
"CTC-332L22.1",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
"MAN2A1",43,39,3,7,0,7,0,0,0,6,6,4,0,0,0,2,5,5,27,5,54,10
"TMEM232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"SLC25A46",17,45,2,3,1,6,1,0,0,3,5,1,0,1,1,1,5,6,5,5,62,24
"TSLP",1,25,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,1,0,0,2
"WDR36",5,16,2,2,0,1,0,0,3,3,3,3,0,3,0,0,0,4,5,3,21,9
"CAMK4",2,3,3,0,2,13,2,0,1,31,18,0,0,15,0,2,0,3,2,20,0,1
"STARD4",19,20,3,12,0,2,0,1,3,6,3,0,1,3,0,2,1,7,54,6,21,38
"STARD4-AS1",0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,1
"NREP",6,181,0,3,0,0,0,0,0,1,2,30,0,0,2,0,3,69,6,0,5,90
"EPB41L4A",0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,14,39
"EPB41L4A-AS1",24,96,9,1,0,9,4,0,2,26,12,13,1,13,4,3,2,18,20,24,163,37
"EPB41L4A-AS2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
"APC",12,18,1,3,0,0,1,0,0,2,4,3,0,1,0,0,1,2,8,4,36,13
"CTC-487M23.8",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SRP19",89,122,8,25,2,22,8,1,7,59,27,8,2,14,13,9,8,23,81,58,162,61
"REEP5",222,330,26,27,4,46,13,7,12,55,51,20,2,15,11,14,19,52,144,57,268,137
"ZRSR1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"CTC-487M23.5",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"DCP2",27,33,2,4,2,3,6,0,4,15,8,1,0,3,0,0,2,5,46,15,30,25
"MCC",2,59,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,3,0,1,5,24
"YTHDC2",22,27,1,3,0,3,2,1,2,3,2,2,0,1,1,1,1,4,19,7,28,11
"KCNN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
"TRIM36",6,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,22,0
"PGGT1B",10,17,5,2,1,3,0,0,2,9,5,1,0,3,2,3,2,2,8,4,50,10
"CTC-428G20.6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"CCDC112",20,30,0,3,0,1,1,0,0,2,1,0,0,1,1,2,2,3,9,1,62,18
"FEM1C",23,18,1,2,1,3,0,0,1,2,0,4,0,3,1,3,0,5,24,8,84,26
"TMED7-TICAM2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"TICAM2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC010226.4",2,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,2,4
"TMED7",68,158,6,10,2,10,3,0,7,14,12,8,0,14,2,3,2,17,49,14,156,37
"CTC-505O3.3",0,2,0,0,0,4,1,1,0,5,1,0,0,4,0,3,0,0,0,5,0,3
"CDO1",0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATG12",61,122,12,7,2,16,2,5,8,38,17,11,2,12,11,14,12,13,39,36,116,55
"AP3S1",144,331,17,19,3,21,4,3,13,34,27,20,0,16,3,6,22,77,115,32,270,105
"CTD-2287O16.5",3,5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,2,0,1,2,3
"COMMD10",54,41,1,6,0,6,4,0,4,11,1,7,2,10,1,2,7,6,31,9,33,27
"SEMA6A",1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16,18
"SEMA6A-AS1",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1
"LINC00992",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"CTD-3179P9.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"CTC-448D22.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DTWD2",4,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,6,3
"CTB-161M19.4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMXL1",21,20,2,4,0,2,2,1,4,9,10,1,0,3,1,1,2,3,19,6,24,11
"TNFAIP8",345,50,11,148,3,13,6,2,5,75,14,0,4,40,1,5,3,14,459,46,32,28
"HSD17B4",78,46,1,4,0,1,0,1,3,2,0,6,0,1,2,1,3,16,43,3,62,21
"PRR16",2,84,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,20,4,0,0,0
"CTD-2334D19.1",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
"SRFBP1",14,22,0,0,0,1,0,0,4,2,2,2,0,2,1,2,2,2,1,5,27,15
"LOX",3,241,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,5,0,0,10,16
"CTD-2544H17.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"SNCAIP",0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4
"MGC32805",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNX2",145,62,4,9,0,4,2,1,9,13,6,11,4,11,1,3,2,19,65,17,76,41
"SNX24",34,24,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,7,1,12,5
"PPIC",18,664,0,0,0,0,0,0,0,2,4,34,0,0,1,0,0,47,5,2,192,171
"AC106786.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRDM6",0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,1,0
"CEP120",8,9,2,0,0,7,3,0,0,0,1,2,0,1,0,1,0,2,3,14,3,6
"CSNK1G3",12,38,2,3,1,4,3,1,2,5,5,3,1,1,1,1,2,3,10,14,52,27
"LINC01170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"ZNF608",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,18
"GRAMD3",5,16,0,2,0,2,0,0,0,6,1,0,0,2,0,0,0,4,2,16,56,2
"ALDH7A1",6,42,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,1,0,41,15
"PHAX",22,37,3,2,4,5,3,0,3,15,11,12,1,7,1,5,1,14,3,18,66,22
"TEX43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LMNB1",7,13,3,4,2,11,3,4,1,6,15,1,0,5,7,1,0,1,23,17,23,10
"MARCH3",9,17,1,2,0,4,0,1,2,2,1,0,0,2,3,1,2,1,12,10,94,39
"C5orf63",3,7,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,14,5
"PRRC1",10,59,2,4,0,3,1,0,0,11,1,1,0,1,1,0,2,11,10,6,77,21
"LINC01183",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
"CTC-228N24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC01184",9,30,3,3,0,1,1,1,4,4,2,2,0,2,0,1,2,8,4,4,61,21
"SLC12A2",13,48,0,4,0,7,1,0,1,9,9,5,0,6,0,4,1,16,10,8,488,57
"FBN2",3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"ISOC1",10,43,8,2,1,9,3,0,1,20,8,1,2,8,4,4,2,5,17,30,35,8
"CHSY3",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
"HINT1",598,865,49,134,10,112,42,17,49,300,114,89,12,170,35,53,138,151,404,364,1669,540
"LYRM7",14,16,1,1,1,1,1,0,7,9,1,0,1,5,0,3,2,4,6,6,35,9
"CDC42SE2",91,33,42,26,7,71,26,9,23,146,74,4,5,67,27,37,20,7,83,172,102,43
"RAPGEF6",8,5,3,5,0,1,3,0,2,11,4,1,1,5,1,1,0,1,6,19,12,5
"FNIP1",92,129,3,18,0,8,1,3,8,18,11,11,2,10,6,4,8,11,85,23,161,70
"MEIKIN",6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"ACSL6",0,1,0,0,0,1,0,1,0,0,2,0,0,2,3,0,1,0,1,0,10,0
"CSF2",50,18,0,12,0,0,0,0,0,3,2,0,0,0,0,0,0,0,33,1,148,82
"P4HA2",14,164,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,18,7,0,134,13
"PDLIM4",13,381,0,0,0,1,0,0,0,1,0,50,0,1,0,0,0,9,5,1,34,140
"SLC22A4",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,4
"SLC22A5",6,4,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,2,2,19,3
"C5orf56",11,46,1,0,1,6,5,0,3,8,7,3,0,2,7,2,3,4,9,2,32,19
"AC116366.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC116366.6",14,21,1,2,0,1,0,0,0,3,2,5,0,0,1,1,2,1,9,1,4,6
"IRF1",189,391,18,60,8,34,7,6,15,52,34,64,10,24,21,26,16,147,186,69,168,352
"RAD50",25,53,5,2,0,2,1,0,4,10,7,6,0,0,0,1,2,10,5,9,99,14
"IL13",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"KIF3A",4,14,2,0,0,4,1,0,0,5,3,2,0,3,3,1,1,2,3,9,23,3
"CCNI2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0
"SEPT8",7,71,3,0,0,0,1,0,0,2,2,1,0,2,0,1,0,20,2,5,48,41
"SOWAHA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"SHROOM1",17,24,1,3,0,7,2,0,0,6,5,1,2,4,1,3,0,1,11,7,96,15
"GDF9",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
"UQCRQ",493,1045,19,70,6,45,22,6,19,83,41,48,5,50,16,26,35,122,339,138,1737,429
"LEAP2",5,15,1,2,0,0,0,0,0,4,3,2,0,0,1,1,2,2,4,4,10,2
"AFF4",88,137,9,11,1,10,3,1,5,18,9,10,3,5,5,2,7,32,72,11,183,84
"CTC-350I8.1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"ZCCHC10",36,52,2,11,0,9,5,3,3,20,9,5,0,8,3,3,3,13,38,26,120,51
"HSPA4",30,66,6,11,0,11,3,0,5,19,9,1,3,5,2,4,2,14,25,15,90,35
"FSTL4",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C5orf15",50,102,2,9,1,1,1,3,1,11,3,4,1,4,3,2,5,16,30,8,62,17
"VDAC1",219,375,15,42,1,24,8,5,11,56,44,29,1,37,12,5,12,42,157,71,747,122
"CTB-113I20.2",2,11,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,1,0,12,2
"TCF7",14,80,10,5,0,10,6,1,4,37,21,2,1,26,4,6,3,6,6,28,73,7
"SKP1",418,916,55,91,10,89,28,22,31,183,110,113,7,109,34,36,31,180,427,276,828,334
"PPP2CA",101,112,17,26,5,35,6,5,13,50,43,14,2,16,8,8,12,23,125,63,176,83
"CTD-2410N18.3",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"CDKL3",4,11,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,4,1
"UBE2B",220,260,31,28,5,41,20,6,18,128,72,39,16,64,21,23,18,58,228,196,517,156
"RP11-215P8.3",1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0
"CDKN2AIPNL",14,50,4,2,0,6,2,1,1,8,7,1,1,3,2,3,1,5,8,10,24,29
"AC005355.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"JADE2",7,24,1,1,0,4,4,2,10,5,4,0,1,4,1,2,0,0,4,12,18,10
"SAR1B",39,80,9,5,0,15,5,3,5,26,10,9,0,14,5,5,3,11,47,26,69,34
"SEC24A",17,55,1,10,1,1,2,0,1,6,0,5,0,1,1,1,2,1,36,10,39,27
"CAMLG",92,201,12,9,3,19,7,4,9,47,30,38,2,30,12,7,11,55,48,33,245,107
"DDX46",73,130,8,19,2,21,2,4,6,47,22,14,2,14,4,6,4,23,50,46,154,79
"C5orf24",32,96,4,3,0,10,0,0,2,10,3,13,0,9,6,2,6,28,14,10,94,66
"TXNDC15",45,134,3,4,2,10,0,1,4,14,10,4,0,7,0,2,3,16,18,11,29,34
"PCBD2",14,10,0,1,0,0,0,0,1,2,1,0,0,1,0,1,0,2,4,3,22,2
"CATSPER3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PITX1",4,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,211,1
"C5orf66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"CTC-276P9.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"C5orf66-AS1",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"H2AFY",447,214,5,108,1,19,5,3,6,43,20,20,1,12,12,9,32,36,372,52,493,129
"CTC-203F4.2",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TIFAB",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"CTB-138E5.1",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CTC-321K16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"CXCL14",60,1895,1,9,0,5,2,1,5,13,6,3,0,4,4,2,2,13,124,16,4772,27
"SLC25A48",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"TGFBI",654,883,0,55,0,3,4,0,1,3,7,187,1,2,2,2,19,105,512,9,569,29
"SMAD5-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMAD5",10,52,0,1,0,1,3,0,1,1,1,5,0,1,0,1,1,9,5,1,66,28
"AC009014.3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0
"SPOCK1",0,92,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,1,0,1,1
"KLHL3",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,5
"HNRNPA0",161,477,52,76,5,62,28,9,38,135,82,52,12,76,33,36,41,109,155,166,363,245
"RP11-381K20.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1
"MYOT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PKD2L2",1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"FAM13B",15,14,6,2,1,6,1,0,1,8,4,2,1,4,4,0,4,2,15,4,20,14
"NME5",0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3
"BRD8",6,18,2,0,0,2,0,1,0,9,4,0,0,2,2,2,1,1,2,5,25,13
"KIF20A",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5
"CDC23",6,18,2,1,0,0,0,0,1,3,2,2,0,2,0,0,1,4,4,3,19,8
"GFRA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CDC25C",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
"FAM53C",54,61,5,5,1,9,1,0,2,11,16,6,0,7,4,1,7,28,31,14,70,45
"RP11-256P1.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KDM3B",26,37,2,0,0,4,1,0,0,2,0,1,0,2,1,2,3,5,3,8,39,20
"REEP2",0,15,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0,1,0,2
"EGR1",735,1867,1,22,0,9,1,2,4,16,13,272,1,9,5,3,11,427,213,15,654,346
"ETF1",118,122,13,33,1,26,7,3,5,39,24,11,1,16,8,13,21,32,163,48,152,56
"HSPA9",111,162,13,19,1,26,4,6,11,36,25,9,3,22,11,8,14,28,77,35,289,66
"CTNNA1",97,142,2,19,1,3,0,0,1,8,3,19,0,6,0,2,8,38,77,10,325,130
"LRRTM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"SIL1",62,95,0,10,0,5,1,1,1,13,2,5,1,3,0,3,2,18,44,12,76,51
"CTB-46B19.2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"MATR3",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0
"MATR3.1",5,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,1,3,2
"PAIP2",152,190,30,32,6,49,18,7,12,71,54,17,6,38,13,17,18,44,143,125,163,121
"CTB-43P18.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SLC23A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MZB1",4,3,0,1,1,2,2,0,5,1,2,0,1,0,1,0,30,0,4,9,9,2
"PROB1",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,1,2
"SPATA24",1,1,1,1,0,0,0,0,1,2,1,0,0,2,0,0,0,2,3,2,7,3
"DNAJC18",1,12,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,2,1,2,2,13
"ECSCR.1",5,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,6,495
"TMEM173",54,68,1,8,2,5,3,0,0,50,5,7,0,32,2,2,3,25,32,103,48,127
"UBE2D2",139,231,19,38,8,26,22,2,14,82,37,22,5,39,12,14,29,49,125,132,338,120
"CTD-3224K15.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CXXC5",33,69,1,16,0,0,0,1,7,1,0,6,0,0,1,0,5,10,36,1,164,25
