"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","gdTcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","Naive CD8 Tcells","NK cells","NKT cells","pDCs","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"KISS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0
"GOLT1A",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,80,0
"PLEKHA6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,73,0
"LINC00628",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPP1R15B",119,13,4,12,2,3,2,15,10,25,6,7,13,11,1,7,2,5,3,175,29,291,23
"PIK3C2B",2,0,1,0,0,0,0,0,1,6,0,1,7,2,0,0,0,0,0,2,0,47,14
"MDM4",22,10,3,1,1,10,4,7,4,15,8,7,12,8,2,3,8,5,1,17,16,141,11
"RP11-430C7.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LRRN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-430C7.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"NFASC",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0
"TMEM81",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0
"RBBP5",11,3,3,1,2,3,1,5,3,9,5,6,4,4,1,0,3,0,0,11,10,47,7
"DSTYK",4,2,4,0,0,2,2,9,2,4,4,9,1,4,0,1,3,1,3,4,16,38,3
"TMCC2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"NUAK2",6,2,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,2,3,1,1,68,8
"KLHDC8A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
"LEMD1",2,3,0,0,0,0,1,1,2,1,0,1,1,1,0,0,0,0,1,1,2,326,2
"BLACAT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-576D8.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"CDK18",9,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,51,2
"MFSD4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0
"ELK4",11,3,0,0,2,4,1,6,4,8,10,6,2,6,2,5,3,0,0,9,10,66,18
"SLC45A3",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1
"NUCKS1",97,94,13,12,11,3,6,26,21,15,26,18,12,22,3,9,17,22,25,60,58,906,80
"RAB29",22,14,1,3,1,3,4,1,3,11,7,5,5,2,2,3,12,8,3,8,9,10,11
"SLC41A1",3,3,1,0,3,0,0,1,2,1,0,0,0,1,0,0,0,0,1,3,11,17,14
"PM20D1",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"RAB7B",44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,2,4,0
"CTSE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"C1orf186",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
"FAM72A",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,1,0,0
"SRGAP2",14,2,0,3,1,2,0,0,1,3,1,1,3,0,0,2,1,2,3,19,8,9,11
"IKBKE",18,12,1,0,3,3,0,6,4,2,2,1,1,2,1,3,1,0,0,16,20,39,2
"RP11-534L20.5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"RASSF5",47,9,6,23,6,10,4,22,17,18,22,25,4,8,2,19,10,19,0,85,75,11,1
"EIF2D",6,8,3,0,0,1,0,4,5,1,4,1,3,5,1,1,2,0,0,4,7,75,9
"RP11-343H5.6",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
"DYRK3",12,5,1,2,0,0,1,1,0,1,3,1,0,0,0,1,0,0,1,7,1,12,2
"MAPKAPK2",42,32,2,5,1,3,3,8,11,11,7,10,4,5,1,4,4,8,9,78,24,168,16
"IL10",80,0,0,0,1,0,1,0,1,5,0,0,5,0,0,0,0,0,1,175,1,5,1
"IL19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL20",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"IL24",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0
"FCMR",0,0,1,0,1,5,4,3,2,17,11,4,13,17,1,0,3,0,0,3,33,7,1
"PIGR",47,20,6,3,3,11,1,2,6,7,9,7,4,12,1,8,8,2,8,47,23,8237,20
"FCAMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"C1orf116",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,101,0
"PFKFB2",7,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,5,3,152,0
"YOD1",1,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,1,0,0,5,2,83,2
"C4BPB",0,2,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,3,0,266,1
"C4BPA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
"RP11-6J21.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD55",49,60,4,10,8,8,11,3,16,90,50,38,85,54,6,14,17,18,8,121,43,2338,32
"RP11-357P18.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CR2",0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,1,0,3,0
"CR1",7,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,6,0,1,0
"CR1L",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CD46",68,28,3,4,8,4,2,9,13,12,9,14,8,6,1,4,3,3,6,35,36,1451,48
"C1orf132",17,0,0,0,0,0,0,0,1,4,2,0,1,0,0,0,0,0,2,7,3,33,2
"CD34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,80
"PLXNA2",3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22
"RP1-272L16.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CAMK1G",6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,1,0
"LAMB3",13,4,5,4,0,0,1,2,2,5,5,2,1,2,1,2,2,1,13,36,5,763,5
"RP1-28O10.1",2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0
"G0S2",2025,29,7,700,8,4,8,94,17,31,11,12,4,12,0,6,8,3,53,5502,42,310,44
"HSD11B1",10,18,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,11,2,2,1
"TRAF3IP3",11,1,3,0,6,8,3,12,7,20,7,9,4,6,1,4,6,0,0,5,49,12,0
"C1orf74",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
"IRF6",2,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,2,0,194,2
"DIEXF",5,4,0,0,2,2,0,2,5,1,0,0,0,2,0,0,0,0,1,1,7,57,3
"SYT14",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERTAD4-AS1",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,51,8
"SERTAD4",0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,5
"HHAT",1,2,0,0,0,2,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,7,0
"RCOR3",9,6,0,0,1,0,1,5,4,2,1,5,3,0,0,1,2,1,1,10,13,47,5
"TRAF5",6,5,0,2,2,4,3,9,6,14,6,6,2,3,0,4,3,0,2,7,13,119,1
"LINC00467",5,1,0,0,2,1,0,1,1,1,2,2,1,2,0,0,0,1,1,6,1,160,2
"SLC30A1",24,11,0,2,4,0,1,3,1,0,3,3,2,6,0,0,0,1,5,13,6,95,7
"NEK2",1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,41,4
"RP11-122M14.1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"LPGAT1",17,16,1,4,1,2,0,1,3,2,2,5,0,2,0,0,2,1,0,16,4,186,7
"INTS7",4,2,0,0,2,1,0,1,0,0,1,0,0,0,0,0,1,1,2,0,4,36,2
"DTL",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,27,1
"RP11-15I11.3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPP2R5A",14,1,1,1,0,1,4,10,2,2,4,7,0,6,0,5,2,0,2,7,19,141,14
"RP11-384C4.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TMEM206",20,2,0,0,1,0,0,3,1,0,1,1,0,1,0,0,1,1,2,6,3,31,5
"NENF",100,52,2,3,6,5,3,14,11,11,14,15,2,11,1,3,3,3,16,29,27,683,22
"RP11-61J19.5",17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,21,0,67,0
"ATF3",244,77,8,17,9,7,6,11,12,19,15,29,12,4,0,6,9,37,36,189,19,2461,40
"FAM71A",1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16,0
"BATF3",6,6,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,1,4,16,3,4,2
"NSL1",23,9,2,0,6,0,0,1,3,5,6,7,5,4,0,3,0,0,4,17,11,87,6
"TATDN3",8,0,0,0,0,2,0,3,0,0,2,2,2,1,0,0,1,1,1,5,2,53,3
"SPATA45",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLVCR1-AS1",2,1,0,0,0,0,0,1,0,0,0,1,3,3,0,0,1,0,0,1,5,5,0
"FLVCR1",6,4,1,0,0,1,0,1,1,3,0,2,1,1,0,0,0,0,0,2,1,31,2
"VASH2",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,6,0
"ANGEL2",12,9,1,1,2,2,0,7,5,4,5,2,3,0,0,1,0,1,1,3,12,62,3
"RPS6KC1",7,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,12,2,29,2
"PROX1",0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,37,1
"SMYD2",14,5,1,0,3,2,1,2,2,2,1,2,1,3,0,0,1,1,4,8,13,108,6
"PTPN14",1,6,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,2,3,1,34,18
"CENPF",5,1,5,0,5,1,1,1,6,0,0,4,2,0,1,0,0,0,0,4,3,145,14
"KCTD3",2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,59,7
"ESRRG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"GPATCH2",14,10,1,0,2,2,0,2,1,2,3,4,1,2,0,0,0,2,3,7,12,115,7
"SPATA17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RRP15",14,8,4,1,3,2,1,2,4,13,7,11,3,2,0,2,0,2,4,13,16,172,11
"TGFB2",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LYPLAL1",23,4,0,1,1,1,0,1,2,2,1,1,2,0,0,1,1,0,3,11,4,123,3
"RP11-392O17.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-95P13.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SLC30A10",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"EPRS",24,18,1,1,4,2,0,5,2,11,7,5,1,6,1,4,2,2,6,7,12,386,14
"BPNT1",5,2,1,1,1,1,0,3,1,0,5,1,0,1,0,2,1,0,0,4,4,77,3
"IARS2",36,11,0,4,5,1,1,2,3,2,3,2,3,2,0,3,3,3,12,8,10,254,14
"RAB3GAP2",13,7,2,0,1,5,1,3,3,3,0,6,2,1,0,2,5,4,1,9,7,62,6
"MARK1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0
"C1orf115",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,42,5
"MARC2",0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,2
"MARC1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,49,0
"HLX-AS1",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"HLX",13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,1,5
"DUSP10",56,13,6,5,16,9,2,18,28,16,21,36,5,5,1,7,8,6,1,46,71,151,9
"RP11-191N8.2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-815M8.1",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-400N13.3",0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP11-378J18.9",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"HHIPL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TAF1A",3,0,0,1,0,0,1,1,0,0,0,2,2,0,0,0,0,1,1,2,1,28,1
"TAF1A-AS1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0
"MIA3",12,12,1,1,2,1,1,5,3,6,4,3,3,2,1,4,2,3,3,7,13,151,7
"RP11-378J18.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"AIDA",28,22,2,1,5,3,1,4,3,11,2,4,9,6,1,3,4,2,10,19,19,196,28
"BROX",28,15,1,1,4,5,1,10,5,1,3,11,2,8,0,5,3,2,5,24,17,157,12
"FAM177B",0,0,0,1,0,0,0,0,0,5,0,0,6,1,0,0,0,0,0,0,0,7,0
"RP11-452F19.3",8,1,0,0,2,0,0,2,2,3,1,1,3,2,0,2,0,0,0,4,6,34,2
"DISP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"TLR5",4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
"SUSD4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CAPN8",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
"CAPN2",39,40,4,11,11,7,4,13,17,6,14,23,1,7,0,8,10,4,8,75,67,607,26
"TP53BP2",27,5,2,1,0,5,1,6,0,3,5,2,3,5,0,1,1,2,1,30,10,70,9
"FBXO28",12,0,1,0,0,3,0,1,1,2,5,1,1,1,0,2,0,1,1,7,7,89,5
"DEGS1",76,43,7,7,5,18,8,13,26,14,13,19,5,4,0,4,6,2,13,50,33,90,28
"RP11-365O16.6",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"NVL",7,0,0,0,0,0,3,1,1,0,2,2,3,1,0,1,0,1,0,0,5,43,2
"CNIH4",105,27,1,1,3,5,2,15,9,8,16,8,3,4,2,1,6,4,11,57,16,360,31
"WDR26",45,8,4,1,2,3,1,0,11,6,8,4,6,4,0,4,0,3,4,38,16,121,7
"CNIH3",1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"DNAH14",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"LBR",19,3,3,2,4,12,4,5,8,6,6,8,4,7,1,2,7,0,1,17,30,248,13
"ENAH",1,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,8,0,0,78,3
"SRP9",106,94,10,13,17,13,9,25,23,19,24,23,16,16,5,13,9,5,24,96,94,1380,47
"EPHX1",33,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,7,2,50,9
"RP11-285F7.2",1,0,0,0,0,0,1,0,1,0,0,0,3,2,0,0,0,0,0,1,3,65,0
"TMEM63A",9,12,0,2,1,1,3,0,2,2,2,1,0,4,0,1,1,1,4,7,3,220,4
"LEFTY1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"PYCR2",23,0,0,1,1,3,1,7,4,3,7,5,1,1,2,1,1,0,1,14,8,122,14
"SDE2",13,2,1,1,2,3,3,2,1,4,1,5,3,2,0,1,1,1,2,16,13,66,12
"H3F3A",1289,389,65,213,69,69,61,180,193,285,175,213,206,197,8,148,62,97,119,2198,631,6624,510
"RP11-396C23.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ACBD3",23,25,1,2,1,5,4,6,4,4,9,6,3,2,0,3,4,2,5,36,8,332,15
"RP11-275I14.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LIN9",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,13,1
"PARP1",39,9,5,3,7,9,3,10,9,32,11,13,11,6,1,5,1,4,6,12,59,464,18
"C1orf95",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"ITPKB",7,0,0,1,2,1,0,2,3,3,6,7,2,7,0,4,3,0,3,3,19,15,7
"ITPKB-AS1",0,0,0,0,0,0,1,2,0,0,1,1,1,3,0,0,0,0,0,0,5,1,0
"PSEN2",14,2,0,2,0,1,0,0,0,1,0,2,1,0,0,3,0,0,0,1,2,47,4
"ADCK3",7,1,0,1,0,0,1,0,2,1,2,2,3,3,0,1,1,0,1,5,7,100,8
"CDC42BPA",3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,120,26
"CTD-2090I13.1",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0
"ZNF678",1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,1,11,1
"SNAP47",4,12,2,0,3,4,3,13,6,6,6,6,3,2,1,3,3,1,0,3,16,51,7
"JMJD4",10,3,0,0,1,0,0,0,3,0,1,2,2,0,0,1,1,0,2,4,3,45,7
"WNT9A",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"WNT3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ARF1",211,142,14,25,36,32,12,46,54,52,54,53,25,43,6,24,22,21,30,233,151,1770,91
"C1orf35",20,6,1,1,4,2,2,6,4,4,5,7,5,4,1,6,2,3,1,8,13,216,6
"MRPL55",70,31,2,10,5,4,8,6,12,8,13,16,4,10,1,9,4,8,9,31,29,384,32
"GUK1",282,172,32,39,47,51,22,62,77,75,84,90,36,68,6,45,40,51,66,347,180,2204,231
"GJC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"IBA57",8,1,1,2,3,3,1,4,4,9,2,1,5,2,0,3,2,1,0,8,6,44,0
"OBSCN",0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,46,1
"TRIM11",6,4,1,0,1,3,2,5,7,3,4,6,4,1,0,1,1,2,0,4,10,84,4
"HIST3H2A",14,1,3,2,3,2,0,0,4,1,8,4,0,3,0,3,5,0,2,11,12,130,2
"HIST3H2BB",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0
"RNF187",65,38,3,2,6,7,3,13,17,8,10,19,3,4,0,10,1,1,12,23,53,496,28
"RHOU",16,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,18,1
"TMEM78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAB4A",39,28,6,7,5,2,1,8,8,10,11,5,14,3,0,7,4,3,6,23,20,376,15
"CCSAP",8,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,3,0,13,1
"ACTA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NUP133",5,1,0,0,0,1,0,0,0,3,1,0,0,2,1,0,0,0,2,2,1,33,6
"ABCB10",3,3,0,0,1,0,0,0,2,1,0,2,1,1,0,1,0,2,1,2,2,25,3
"TAF5L",9,4,0,0,1,0,0,2,2,3,0,2,2,1,0,1,0,2,1,9,1,34,3
"URB2",1,1,0,0,0,0,0,0,1,2,1,0,0,2,0,1,1,0,0,0,3,15,1
"GALNT2",17,17,1,2,14,12,0,5,16,4,1,29,6,0,0,10,4,3,0,27,9,67,2
"RP5-956O18.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PGBD5",0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
"COG2",7,5,0,0,1,0,0,0,1,2,0,3,0,3,1,0,1,0,0,5,4,94,7
"AGT",2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"CAPN9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C1orf198",5,20,0,0,0,0,1,1,2,1,0,2,0,2,0,0,0,0,5,1,1,94,6
"TTC13",5,1,1,1,3,0,0,1,0,2,3,3,0,1,0,1,1,3,0,2,3,25,2
"ARV1",14,6,1,1,1,2,1,5,4,0,4,1,0,1,0,1,1,0,3,2,6,78,4
"FAM89A",3,6,0,0,0,0,0,1,3,0,1,0,0,2,0,0,0,0,0,2,0,21,13
"C1orf131",11,8,1,0,5,1,0,5,3,3,6,8,1,2,0,4,2,2,2,10,18,205,3
"GNPAT",8,7,1,0,0,3,1,2,3,1,3,5,3,2,0,0,2,2,2,8,14,115,3
"EXOC8",3,1,1,0,0,0,0,2,2,1,1,1,1,0,0,0,1,1,1,3,1,22,1
"SPRTN",6,3,4,0,2,5,1,10,5,7,9,12,2,4,2,3,3,2,2,4,13,55,3
"EGLN1",18,1,2,0,1,0,1,4,2,4,2,3,2,2,0,0,0,0,1,10,17,137,10
"RP11-295G20.2",8,4,0,1,1,0,0,2,1,0,0,3,0,0,0,1,1,0,0,50,2,150,12
"TSNAX",28,8,2,2,1,3,1,5,3,9,6,7,3,4,0,4,1,2,5,28,22,159,16
"DISC1",4,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,12,5
"SIPA1L2",17,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9,1,41,12
"MAP10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"NTPCR",21,8,0,2,2,2,2,2,2,5,4,5,0,1,0,2,1,1,1,9,5,260,12
"PCNXL2",5,2,2,0,5,0,2,4,4,2,5,1,0,2,0,0,1,0,0,3,7,29,2
"RP5-862P8.2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,52,0
"KCNK1",2,4,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,8,2,643,2
"SLC35F3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0
"RP5-827C21.4",4,1,0,0,0,1,0,1,3,0,0,0,0,1,0,0,0,1,0,11,6,17,1
"COA6",24,15,1,2,2,7,0,6,2,5,4,6,4,1,0,0,1,1,3,17,16,308,11
"TARBP1",4,6,0,1,3,1,2,2,4,2,2,0,2,1,0,1,1,2,1,5,8,65,8
"LINC01354",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRF2BP2",117,19,9,14,5,8,3,27,25,32,32,27,16,30,1,11,11,41,11,114,51,565,30
"RP4-781K5.2",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP4-781K5.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LINC01132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RP11-443B7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP11-443B7.1",8,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,13,0,7,1
"RP11-443B7.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"LINC01348",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP4-597N16.4",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0
"TOMM20",118,39,13,15,14,13,13,21,21,31,34,34,20,36,4,7,15,14,12,101,72,949,42
"RBM34",0,2,1,0,0,1,2,2,1,1,3,3,1,1,0,3,0,0,0,2,7,31,2
"ARID4B",38,38,27,14,21,28,9,62,42,53,31,48,17,51,4,16,14,17,3,87,131,340,46
"GGPS1",16,11,2,1,2,3,3,4,3,5,0,1,1,5,0,1,0,1,4,11,8,145,11
"TBCE",2,1,0,1,1,0,1,0,1,2,0,2,1,1,0,0,2,0,2,2,1,34,0
"B3GALNT2",1,2,0,0,1,0,1,1,3,0,1,5,0,1,0,1,1,1,2,4,6,68,1
"GNG4",2,0,0,0,0,1,0,16,0,0,0,1,1,0,0,1,0,0,0,0,1,2,1
"LYST",8,7,21,4,23,24,7,21,21,14,15,27,4,14,0,20,13,2,4,28,68,52,2
"NID1",1,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0,1,20
"GPR137B",103,13,5,12,3,2,0,6,7,0,8,2,1,0,0,2,5,4,0,94,25,43,3
"ERO1B",22,2,1,0,3,3,4,5,7,10,3,9,10,8,0,2,2,0,1,24,19,28,4
"EDARADD",1,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,8,0
"LGALS8",32,8,2,3,9,10,0,15,3,3,15,7,3,4,0,2,2,3,2,35,34,127,10
"LGALS8-AS1",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0
"RP11-385F5.5",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0
"RP11-385F5.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"HEATR1",5,4,1,0,2,1,0,3,3,2,4,2,0,4,0,3,0,2,2,2,7,38,4
