"","Anti-inflammatory macro/mono","CXCL13+ CD8 Tcells","Double-Negative Tcells","gdTcells","IL17+ CD4 Tcells","LTi cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells"
"APOBEC4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"COLGALT2",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TSEN15",4,1,0,1,3,3,1,15,3,0,4,2,0,0,2,451
"RP11-382D12.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"C1orf21",16,0,1,0,0,0,0,1,2,1,0,1,0,0,0,901
"EDEM3",6,0,0,0,0,0,1,11,2,0,0,1,0,1,2,276
"FAM129A",7,5,2,0,4,0,3,18,14,0,5,2,0,1,36,9
"RNF2",11,3,1,0,0,0,2,9,4,2,3,1,0,0,0,219
"TRMT1L",5,0,0,0,0,0,0,7,1,1,0,0,0,0,2,109
"SWT1",0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,55
"IVNS1ABP",25,11,2,5,7,3,7,66,22,3,9,8,4,13,23,900
"GS1-279B7.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"GS1-204I12.4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"HMCN1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"TPR",17,7,2,1,3,3,5,41,10,3,12,2,1,3,33,1531
"C1orf27",3,0,0,0,1,0,1,4,3,0,0,0,0,1,2,506
"OCLM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PTGS2",172,0,0,0,0,0,0,0,0,0,0,0,0,36,0,10
"PLA2G4A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"RGS18",4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"RP5-1011O1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RGS1",570,153,9,25,197,11,30,775,204,8,49,62,15,16,459,152
"RGS13",0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0
"RGS2",119,33,2,8,24,11,28,161,48,10,7,12,2,8,54,93
"UCHL5",7,0,1,1,4,1,1,9,2,2,0,1,0,2,4,575
"TROVE2",15,3,0,2,3,2,2,43,10,4,2,1,0,1,13,563
"RP11-101E13.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
"GLRX2",8,2,1,1,0,0,2,9,2,1,0,3,1,1,1,1039
"CDC73",8,2,0,1,8,0,2,32,3,0,1,1,2,1,7,439
"B3GALT2",0,0,0,0,3,0,0,12,2,0,1,0,0,0,1,0
"RP11-563D10.1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"CFH",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASPM",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,202
"ZBTB41",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,98
"DENND1B",12,1,1,0,1,1,5,16,6,0,2,1,2,1,8,308
"C1orf53",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255
"LHX9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"NEK7",7,3,1,0,6,1,1,22,1,0,1,0,0,2,9,371
"PTPRC",77,41,9,9,31,8,15,237,65,9,29,18,7,13,122,36
"MIR181A1HG",6,0,0,0,0,0,0,2,0,0,1,1,0,0,3,5
"NR5A2",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"LINC00862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZNF281",4,1,1,0,1,1,1,14,1,1,0,3,0,2,18,436
"KIF14",2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,92
"DDX59",2,0,1,1,1,0,0,7,0,0,3,0,0,0,2,221
"RP11-92G12.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"CAMSAP2",2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,262
"C1orf106",0,2,0,0,0,0,1,6,0,0,1,1,0,0,1,2216
"KIF21B",2,0,0,0,2,0,2,5,1,0,0,2,0,0,3,78
"RP11-168O16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASCL5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"TMEM9",3,0,0,0,1,0,0,9,0,0,1,1,0,1,3,1202
"IGFN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"PKP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
"TNNT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
"LAD1",2,0,0,0,1,0,0,1,0,0,0,0,0,0,3,3358
"RP11-27G14.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"TNNI1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"PHLDA3",1,0,0,0,0,0,0,7,0,0,0,0,0,0,3,646
"CSRP1",16,3,1,1,1,1,0,16,5,0,1,3,1,0,5,1180
"RP11-134G8.7",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69
"RP11-134G8.5",0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,115
"NAV1",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
"IPO9-AS1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,25
"IPO9",4,3,0,0,2,0,0,11,2,0,0,0,0,0,8,515
"SHISA4",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
"RP11-307B6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LMOD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TIMM17A",22,3,0,0,7,1,2,51,8,2,0,1,0,4,19,2027
"RNPEP",25,1,1,0,2,2,1,11,3,0,1,0,0,0,7,1255
"RP11-465N4.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"RP11-465N4.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,648
"ELF3",15,2,1,1,3,1,3,36,5,2,4,3,0,3,10,21421
"GPR37L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
"ARL8A",20,0,0,1,1,0,1,19,1,0,1,6,0,2,9,745
"PTPN7",10,14,6,9,12,7,15,90,25,5,4,14,1,1,20,1622
"LGR6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
"UBE2T",1,2,0,0,0,0,0,1,0,0,0,0,0,1,4,781
"PPP1R12B",1,0,0,0,0,0,0,2,1,0,0,1,0,0,1,180
"RP11-569A11.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"KDM5B",3,2,0,1,1,1,0,15,1,0,1,1,0,1,6,593
"RP11-480I12.10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"PCAT6",2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,121
"RABIF",7,13,1,1,6,2,2,67,8,1,3,5,1,4,18,591
"KLHL12",0,1,0,0,0,0,0,9,1,0,2,0,0,0,1,254
"ADIPOR1",39,3,2,3,11,2,4,44,8,5,5,2,0,5,13,1947
"CYB5R1",15,1,0,1,3,0,3,11,2,0,1,2,0,0,7,484
"TMEM183A",16,4,1,5,7,4,3,30,7,1,5,5,1,3,7,1663
"PPFIA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"MYBPH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CHI3L1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"LINC01353",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15
"LINC01136",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
"BTG2",46,24,7,6,13,8,23,88,27,17,22,16,4,0,30,5540
"FMOD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266
"PRELP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ATP2B4",1,5,1,1,3,4,1,44,8,0,4,1,0,0,8,246
"LAX1",0,8,0,0,3,0,1,21,0,0,1,0,0,0,5,1
"ZC3H11A",5,3,2,0,4,0,4,13,4,1,2,0,1,4,8,1105
"ZBED6",1,0,0,0,1,1,2,9,0,0,0,0,0,1,0,176
"SNRPE",51,17,2,4,11,7,12,93,22,3,7,12,1,3,40,9947
"SOX13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173
"ETNK2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"REN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"KISS1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238
"GOLT1A",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,281
"PLEKHA6",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,421
"LINC00628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"RP11-739N20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PPP1R15B",33,5,2,0,2,3,1,24,3,0,3,3,0,10,9,1196
"PIK3C2B",1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,254
"MDM4",5,3,1,1,3,1,3,20,6,3,1,1,3,3,10,690
"LRRN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
"RP11-430C7.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NFASC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
"TMEM81",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,33
"RBBP5",1,1,1,0,2,1,0,11,3,2,1,1,0,0,7,384
"DSTYK",3,5,2,1,1,0,0,14,0,0,1,0,0,0,4,214
"TMCC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"NUAK2",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,227
"KLHDC8A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"LEMD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364
"BLACAT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"RP11-576D8.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"CDK18",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,347
"MFSD4",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,249
"ELK4",5,0,0,1,0,0,0,22,8,0,2,2,0,0,7,518
"SLC45A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
"NUCKS1",50,6,3,3,8,2,4,63,18,2,6,5,1,1,23,3493
"RAB29",10,1,0,0,0,0,3,8,5,0,3,0,0,2,1,157
"SLC41A1",0,3,0,0,2,0,0,9,2,0,0,0,1,0,4,95
"PM20D1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SLC26A9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RAB7B",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"CTSE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"C1orf186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"FAM72A",3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,22
"SRGAP2",6,2,0,0,0,0,0,1,0,0,0,0,0,0,3,103
"IKBKE",11,1,0,0,1,1,2,14,2,0,3,2,0,0,12,578
"RP11-534L20.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RASSF5",38,7,3,1,19,7,13,123,24,1,11,6,1,4,33,35
"EIF2D",3,1,0,0,0,0,1,16,2,0,3,3,0,0,5,726
"RP11-343H5.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"DYRK3",1,1,0,0,1,1,0,3,0,0,0,0,0,1,0,23
"MAPKAPK2",26,3,0,1,4,0,3,32,6,1,2,3,0,3,5,1069
"IL10",24,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"IL19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"FCMR",5,3,2,1,4,0,18,22,3,10,6,5,0,0,24,33
"PIGR",6,2,2,0,0,0,1,13,4,1,1,0,0,1,8,15950
"FCAMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"C1orf116",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,597
"PFKFB2",5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,215
"YOD1",0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,487
"C4BPB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187
"C4BPA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"CD55",11,8,1,2,6,3,42,47,27,24,25,3,4,6,20,3752
"RP11-357P18.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"CR2",0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1
"CR1",3,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1
"CR1L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"CD46",21,3,0,1,3,2,1,32,16,1,4,3,0,2,13,3937
"C1orf132",4,0,0,0,0,0,4,0,1,0,1,0,0,0,1,60
"PLXNA2",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,312
"RP1-272L16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"CAMK1G",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"LAMB3",13,1,0,0,0,0,0,5,3,1,0,1,0,4,2,3602
"RP1-28O10.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"G0S2",1649,0,0,1,1,0,0,12,1,0,0,0,0,271,3,705
"TRAF3IP3",10,3,1,1,7,0,3,43,6,1,11,5,0,2,22,2
"C1orf74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"IRF6",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1212
"DIEXF",1,1,0,1,0,0,1,3,1,0,0,0,0,0,1,307
"SERTAD4-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"SERTAD4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"HHAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"RCOR3",7,0,0,1,0,1,1,4,2,1,1,1,0,0,1,214
"TRAF5",10,4,0,2,0,1,11,23,6,1,2,3,1,0,6,553
"LINC00467",5,0,0,0,0,0,1,2,0,0,0,0,0,0,1,325
"SLC30A1",6,1,0,1,1,1,1,11,3,0,1,1,0,0,3,1132
"RP11-354K1.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"NEK2",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,209
"RP11-122M14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"LPGAT1",12,1,0,1,2,0,1,10,4,0,0,0,1,1,3,568
"RP11-552D8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"INTS7",3,0,1,0,0,0,0,5,1,0,0,1,0,0,3,202
"DTL",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58
"PPP2R5A",3,4,0,0,1,0,3,12,7,0,1,3,0,1,8,661
"RP11-384C4.7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"TMEM206",6,0,0,0,2,0,0,3,0,0,3,0,0,0,1,242
"NENF",44,5,2,3,8,0,4,40,13,2,3,2,1,4,15,4402
"RP11-61J19.5",8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,277
"ATF3",46,7,0,1,4,2,3,29,15,0,3,1,0,0,6,8275
"FAM71A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"BATF3",3,0,0,0,0,1,1,5,0,0,0,0,1,2,0,48
"NSL1",11,0,0,0,2,0,1,15,4,3,3,0,0,0,6,357
"TATDN3",3,2,1,0,4,0,1,11,3,0,1,0,0,0,4,129
"FLVCR1-AS1",1,0,0,0,0,0,1,3,1,0,1,0,0,0,2,24
"FLVCR1",4,1,0,0,0,2,1,4,0,0,0,1,0,0,1,297
"VASH2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"ANGEL2",5,2,1,0,2,0,4,10,1,0,1,2,0,2,3,273
"RPS6KC1",1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,72
"PROX1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,429
"RP11-478J18.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SMYD2",8,3,0,0,2,2,1,17,5,2,2,0,0,1,5,745
"PTPN14",0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,135
"CENPF",8,1,0,0,1,0,0,5,2,0,0,0,0,0,0,770
"KCTD3",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391
"ESRRG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
"GPATCH2",4,3,1,1,3,3,0,20,1,0,4,0,0,0,2,535
"SPATA17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
"RRP15",3,2,2,1,1,0,7,13,2,2,2,0,0,0,2,987
"TGFB2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"LYPLAL1",6,0,0,1,0,0,2,3,1,0,0,0,0,1,4,659
"RP11-392O17.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"RP11-95P13.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"EPRS",14,2,0,2,0,1,1,11,3,1,1,0,1,0,6,1452
"BPNT1",2,0,0,0,0,0,1,2,0,0,1,0,0,0,0,288
"IARS2",14,1,1,1,1,0,2,9,3,0,0,2,0,0,2,1157
"RAB3GAP2",1,1,0,0,1,0,2,13,2,1,0,1,0,2,4,339
"MARK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
"C1orf115",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,171
"MARC2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,181
"MARC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476
"RNU6ATAC35P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"HLX",3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"DUSP10",10,11,1,1,3,0,3,34,11,1,0,1,0,3,27,884
"RP11-400N13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"RP11-400N13.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-378J18.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"TAF1A",1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,132
"TAF1A-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"MIA3",11,2,1,0,1,0,2,16,7,0,2,3,0,0,4,437
"RP11-378J18.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"AIDA",9,1,0,0,1,0,5,15,6,0,1,0,0,1,5,729
"BROX",6,4,1,2,2,0,1,20,5,2,2,0,0,2,7,1111
"FAM177B",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"RP11-452F19.3",3,1,0,0,0,0,2,6,1,0,0,3,0,0,2,143
"DISP1",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,33
"TLR5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"SUSD4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CAPN8",3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,954
"CAPN2",12,11,1,1,7,0,1,42,14,0,6,7,1,6,22,2494
"TP53BP2",6,1,0,0,0,0,3,7,4,0,2,0,0,3,0,367
"RP11-504P24.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"FBXO28",2,0,1,1,2,0,1,7,1,0,2,2,1,1,5,429
"DEGS1",18,3,0,3,4,2,4,71,11,4,3,4,2,5,16,480
"NVL",4,0,0,0,0,0,3,4,0,0,0,0,0,0,3,172
"CNIH4",31,6,1,1,4,2,3,31,8,0,3,2,0,6,14,3051
"WDR26",12,3,0,6,3,1,0,28,7,2,2,8,0,2,5,514
"CNIH3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
"DNAH14",0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,201
"LBR",7,3,0,2,2,0,1,15,3,0,2,4,0,0,5,1414
"ENAH",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1076
"SRP9",37,11,4,4,11,5,9,102,24,4,10,9,0,4,42,5807
"EPHX1",6,0,0,0,1,0,1,1,1,0,0,0,0,0,1,446
"RP11-285F7.2",1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,244
"TMEM63A",5,1,0,0,4,0,1,13,0,2,0,1,0,0,2,1737
"LEFTY1",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2108
"PYCR2",12,4,0,0,2,0,3,20,2,1,2,2,0,2,14,627
"SDE2",13,1,1,1,0,0,1,6,1,1,1,0,0,1,2,359
"RP11-396C23.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"H3F3A",613,128,17,47,132,57,159,1115,179,85,107,115,26,152,356,40950
"RP11-396C23.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"ACBD3",15,1,0,2,0,0,3,10,2,2,2,3,1,0,3,924
"RP11-275I14.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"MIXL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"LIN9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
"PARP1",22,9,2,3,4,2,9,42,7,7,4,4,0,1,21,1494
"C1orf95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ITPKB",2,1,0,1,0,0,0,11,3,0,2,1,0,0,6,45
"ITPKB-AS1",1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1
"PSEN2",3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,174
"ADCK3",2,1,0,0,0,0,0,4,1,2,2,1,0,0,3,1055
"CDC42BPA",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491
"CTD-2090I13.1",0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,54
"ZNF678",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,56
"SNAP47",0,4,1,0,0,0,0,23,1,0,3,1,0,1,9,399
"JMJD4",1,2,0,1,0,0,0,1,2,0,0,0,0,0,0,219
"WNT9A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"WNT3A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ARF1",91,20,5,8,17,9,22,191,49,6,18,21,5,12,66,7824
"C1orf35",14,4,0,1,2,0,1,22,4,0,3,2,0,0,4,1045
"MRPL55",26,8,3,2,4,0,4,31,12,1,3,2,1,1,25,2313
"GUK1",153,52,4,24,39,15,29,367,88,12,37,29,16,15,94,13423
"GJC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"IBA57-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"IBA57",3,1,0,2,0,0,3,7,4,1,2,0,0,0,1,236
"C1orf145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OBSCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,186
"TRIM11",2,0,1,0,1,2,3,6,1,1,1,2,0,0,6,661
"TRIM17",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"HIST3H2A",9,5,0,1,1,1,0,25,4,0,1,4,1,1,6,1218
"HIST3H2BB",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9
"RNF187",20,7,0,1,8,2,1,45,16,1,3,11,0,2,24,1616
"RHOU",2,0,0,0,0,1,0,0,1,0,0,1,0,2,0,266
"RP5-1061H20.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMEM78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"RP5-1061H20.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"RAB4A",26,3,0,3,1,1,1,36,4,1,7,2,0,3,15,3484
"RP4-803J11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"CCSAP",1,0,0,0,2,0,1,7,0,0,1,0,0,1,3,91
"NUP133",0,0,0,0,0,0,0,3,2,0,0,0,0,0,3,217
"ABCB10",2,0,0,0,1,0,0,0,1,0,0,0,0,0,2,194
"TAF5L",2,1,0,1,0,0,1,4,4,0,1,0,0,0,2,300
"URB2",0,0,0,0,0,0,1,4,0,0,1,0,0,0,1,216
"GALNT2",2,5,1,1,3,0,0,10,9,1,3,5,0,1,6,458
"RP5-956O18.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"PGBD5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"COG2",0,0,0,0,0,0,0,4,1,0,0,1,0,2,2,334
"AGT",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,41
"CAPN9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"RP5-858B6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"C1orf198",2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,313
"RP5-858B6.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TTC13",0,0,2,1,0,0,0,1,2,0,0,0,0,0,2,191
"ARV1",3,0,0,1,1,1,0,2,1,0,1,0,0,0,2,588
"FAM89A",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,284
"TRIM67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"C1orf131",4,3,0,0,1,1,1,21,0,1,4,0,0,0,7,482
"GNPAT",9,2,1,1,1,0,1,13,2,1,2,0,1,0,4,794
"EXOC8",2,0,0,1,0,0,0,3,0,0,0,0,0,0,2,167
"SPRTN",1,6,0,2,4,0,2,23,4,1,3,2,3,0,7,250
"EGLN1",13,4,0,1,1,0,2,9,4,1,2,0,1,1,4,413
"RP11-295G20.2",2,0,0,0,0,0,1,4,1,0,2,0,0,2,2,262
"TSNAX-DISC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TSNAX",8,1,2,0,1,0,3,14,5,0,3,1,1,0,4,674
"DISC1",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"SIPA1L2",5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,111
"MAP10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"NTPCR",8,1,0,1,0,2,2,14,3,0,0,2,1,1,4,1339
"PCNXL2",1,1,0,0,0,0,1,10,2,0,0,0,2,0,0,134
"RP5-862P8.2",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,354
"KCNK1",2,1,0,0,0,0,0,4,0,0,1,0,0,1,1,2359
"SLC35F3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RP5-827C21.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"RP5-827C21.4",2,0,0,0,1,0,1,2,1,0,1,1,0,0,1,140
"COA6",25,5,1,0,5,4,4,19,5,1,2,1,0,2,13,2164
"TARBP1",2,0,0,0,0,0,0,4,1,1,1,0,0,0,1,414
"IRF2BP2",37,12,4,3,13,7,13,90,15,3,17,8,2,7,26,2848
"RP4-781K5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP4-781K5.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"LINC01132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13
"RP11-443B7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"RP11-443B7.1",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,107
"RP11-443B7.3",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"LINC01348",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19
