"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Double-Negative Tcells","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","IL22+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","pDCs","Plasma cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"GXYLT2",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"PPP4R2",43,6,0,6,0,1,1,2,1,1,0,1,38,2,3,8,2,2,0,1,34,19,199,2
"EBLN2",3,1,0,1,0,0,0,1,0,1,1,2,8,0,0,2,0,0,1,0,2,5,26,1
"PDZRN3",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0
"CNTN3",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-803B1.8",0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,5,0
"LINC00960",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0
"ZNF717",4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,17,0
"ROBO2",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"ROBO1",4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4
"GBE1",15,1,0,2,0,0,0,0,0,0,1,0,6,1,0,2,1,1,0,0,7,0,36,1
"LINC00971",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CADM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"VGLL3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LINC00506",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHMP2B",54,10,3,10,2,7,5,4,1,1,1,4,39,7,3,10,4,0,5,1,24,25,736,7
"HTR1F",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CGGBP1",34,8,2,2,1,3,1,3,2,0,2,0,41,2,1,11,3,1,2,4,19,20,143,11
"RP11-159G9.5",2,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,1,17,0
"ZNF654",7,3,1,1,1,1,1,1,0,0,0,0,8,1,0,0,1,0,1,1,3,1,36,4
"C3orf38",9,1,2,2,0,3,0,2,0,1,1,1,14,1,0,3,3,2,3,1,5,12,46,2
"EPHA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PROS1",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,60,3
"ARL13B",11,3,1,1,0,0,0,0,0,1,2,0,8,0,0,2,0,0,1,0,2,3,16,3
"STX19",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,84,0
"DHFRL1",0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,1,2,16,0
"NSUN3",6,2,0,0,1,2,0,0,0,1,1,0,5,1,0,1,0,0,0,1,0,2,23,1
"MTRNR2L12",48,21,0,3,0,0,1,0,1,1,1,3,12,2,0,5,3,0,0,1,16,7,505,19
"ARL6",2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,1
"CRYBG3",10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,16,5
"MINA",3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,3,62,4
"CLDND1",54,5,9,3,1,14,4,5,2,5,18,2,80,14,1,18,4,0,1,4,11,33,105,8
"CPOX",10,1,0,1,0,1,0,1,1,1,1,0,6,1,0,3,0,0,0,0,3,4,28,0
"GPR15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ST3GAL6-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ST3GAL6",42,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,1
"DCBLD2",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
"COL8A1",0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"RP11-383I23.2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CMSS1",26,0,0,4,1,1,1,0,0,1,0,1,11,2,0,7,2,0,1,5,8,10,256,3
"FILIP1L",36,38,0,1,0,1,0,0,0,0,0,0,3,1,1,1,0,0,0,0,3,1,81,2
"TBC1D23",7,4,1,2,0,1,0,1,0,0,0,1,11,2,1,4,1,0,2,2,3,5,48,2
"NIT2",35,2,2,0,0,1,0,2,2,0,0,1,20,3,0,5,2,0,0,1,13,7,204,1
"TOMM70A",7,3,2,0,0,1,1,0,0,0,0,0,8,1,0,3,0,0,0,0,2,3,119,1
"LNP1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0
"TMEM45A",1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
"ADGRG7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"TFG",53,10,1,5,1,3,1,3,1,1,2,1,22,7,0,6,1,0,1,3,18,11,443,9
"ABI3BP",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0
"SENP7",4,1,1,0,0,3,1,1,1,2,0,1,7,2,0,5,0,0,0,0,0,4,11,2
"TRMT10C",18,8,5,3,0,5,4,4,2,0,2,1,45,6,0,16,2,0,2,1,5,19,265,4
"PCNP",58,20,9,11,2,3,3,0,1,6,6,4,88,11,1,24,6,4,3,9,31,41,321,12
"ZBTB11",7,3,0,2,0,1,1,0,1,1,0,0,5,0,1,2,0,1,0,1,0,2,38,3
"ZBTB11-AS1",3,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,2,12,1
"RPL24",1106,251,84,299,22,97,90,62,70,60,72,100,1378,184,41,526,125,53,138,156,656,688,9095,185
"CEP97",1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,1
"NXPE3",9,0,1,1,0,0,0,0,0,3,1,0,8,3,0,2,0,0,1,6,4,3,3,2
"NFKBIZ",395,61,3,35,2,2,3,4,2,4,12,2,66,17,0,17,4,3,12,4,214,38,443,20
"RP11-221J22.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RP11-221J22.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ALCAM",52,11,0,7,0,1,0,0,0,0,0,0,1,1,1,0,0,0,4,0,16,0,51,2
"CBLB",9,4,3,0,3,7,2,3,3,1,3,0,21,9,0,4,5,2,1,0,0,16,49,2
"LINC00882",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DUBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BBX",58,17,5,11,1,2,2,4,1,1,1,3,56,8,2,12,6,1,4,5,11,30,190,8
"CD47",148,22,13,11,3,7,10,3,2,7,12,9,123,17,6,37,6,4,16,7,75,58,469,4
"LINC01215",1,0,1,0,0,0,0,1,0,0,1,1,6,0,1,2,0,1,5,0,1,0,1,0
"IFT57",11,6,1,3,2,0,0,1,0,1,1,4,19,0,2,8,0,2,1,10,8,7,287,6
"HHLA2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,0
"MYH15",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
"KIAA1524",1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,2,2,2,14,1
"DZIP3",2,0,1,0,0,0,0,0,0,1,0,1,4,3,0,1,4,0,0,1,0,7,19,1
"TRAT1",2,0,9,0,2,20,18,5,1,10,9,0,195,24,0,36,2,4,0,1,0,38,11,0
"FLJ22763",1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,109,0
"DPPA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"LINC01205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PVRL3",0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,1,23,1
"CD96",3,0,12,0,10,13,9,5,10,7,12,0,132,33,1,18,11,5,0,0,1,29,10,1
"ZBED2",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0
"PLCXD2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0
"PHLDB2",2,0,0,2,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,1,1,1
"ABHD10",3,1,0,0,0,1,0,0,0,0,0,0,5,0,0,1,0,1,0,0,1,2,14,1
"TMPRSS7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"C3orf52",2,0,0,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,109,0
"GCSAM",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,0,0
"RP11-757F18.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"RP11-90K6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CD200",0,1,0,0,0,0,0,7,0,0,1,1,3,0,1,2,0,0,0,0,0,4,0,19
"BTLA",0,0,0,0,0,0,0,1,0,0,1,1,6,1,0,2,0,0,0,0,0,7,1,0
"ATG3",129,4,3,23,2,3,3,1,0,1,2,3,27,6,3,15,2,2,1,5,80,22,236,8
"SLC35A5",15,0,0,0,0,1,0,0,0,1,1,0,5,5,0,0,0,0,0,2,6,5,21,0
"CCDC80",2,32,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,760,2
"RP11-572C15.5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CD200R1",2,0,1,0,0,2,0,0,1,0,1,0,2,2,0,1,0,1,0,0,0,0,1,0
"RP11-484K9.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"GTPBP8",7,1,1,0,2,1,5,0,1,1,0,0,13,4,0,2,0,0,2,1,0,9,53,2
"C3orf17",10,2,0,2,0,0,0,0,0,1,2,0,14,4,1,5,0,0,3,1,11,2,51,2
"RP11-572M11.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOC",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
"CFAP44",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,0
"SPICE1",3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,45,0
"SIDT1",3,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,13,0,0,0,13,0
"SIDT1-AS1",0,0,1,0,0,2,1,0,0,0,0,0,3,2,1,5,1,1,2,0,0,5,4,0
"USF3",9,1,1,4,0,0,0,0,0,0,0,4,9,3,2,2,2,0,1,0,5,3,43,0
"NAA50",34,6,9,3,6,10,7,0,0,2,0,3,59,15,3,11,5,3,6,5,14,41,187,1
"RP11-271C24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ATP6V1A",80,2,0,6,0,1,0,1,1,0,2,0,10,5,0,2,1,1,3,3,21,5,55,3
"GRAMD1C",0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
"RP11-255E6.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZDHHC23",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,25,0
"CCDC191",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,1
"QTRTD1",7,2,0,0,1,0,0,0,0,0,1,1,6,1,0,2,0,0,0,0,3,1,64,1
"RP11-553L6.2",1,0,0,0,0,0,0,0,0,1,0,0,6,0,0,3,1,0,0,0,1,6,0,0
"ZNF80",0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0
"TIGIT",1,2,6,0,2,6,6,14,2,2,1,0,24,21,0,7,3,3,0,0,2,157,6,0
"RP11-553L6.5",0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,2,27,3
"ZBTB20",8,3,3,2,1,1,3,0,1,0,1,6,16,6,1,12,1,2,0,1,0,6,79,7
"ZBTB20-AS1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZBTB20-AS2",0,1,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,5,0
"ZBTB20-AS4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LSAMP",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"UPK1B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B4GALT4",8,5,2,2,0,0,1,0,0,1,0,2,11,0,1,2,2,1,1,3,1,4,88,2
"ARHGAP31",20,1,1,5,0,0,0,0,0,0,2,1,2,0,0,2,1,0,6,0,9,1,3,3
"ARHGAP31-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"TMEM39A",20,6,0,0,0,3,0,0,0,0,1,0,11,2,0,0,0,0,0,3,6,8,50,0
"POGLUT1",17,3,0,2,0,1,2,2,0,2,1,0,8,1,1,1,0,0,0,0,2,1,29,3
"RP11-190C22.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"TIMMDC1",27,4,2,2,1,1,0,1,1,0,2,0,18,2,0,2,3,0,1,2,6,9,144,7
"CD80",48,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,3,3,0
"RP11-190C22.9",10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0
"ADPRH",25,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,6,1
"PLA1A",13,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,6
"POPDC2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
"COX17",166,24,6,18,1,4,4,8,4,6,8,13,104,19,3,36,5,4,11,22,92,83,1063,19
"MAATS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NR1I2",1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,57,0
"GSK3B",15,4,2,6,0,3,2,0,0,0,2,2,13,3,1,3,1,3,3,3,16,7,194,4
"RP11-18H7.1",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
"LRRC58",25,4,2,2,2,1,1,1,1,1,0,0,18,1,1,1,0,0,0,0,4,8,144,4
"RP11-174O3.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FSTL1",0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,40
"NDUFB4",195,36,14,18,1,12,7,10,8,10,14,12,158,25,3,52,10,4,15,29,86,110,1683,39
"HGD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RABL3",9,1,0,1,0,0,0,0,1,0,1,0,8,2,0,3,0,0,0,2,3,1,26,2
"GTF2E1",6,0,0,1,0,2,0,0,0,0,1,1,4,0,0,0,0,0,0,1,0,2,8,0
"POLQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1
"HCLS1",161,4,7,32,4,9,8,3,3,8,6,4,110,21,2,22,12,3,6,6,79,56,15,4
"GOLGB1",41,13,2,3,1,5,3,1,2,1,3,0,33,1,1,10,1,1,8,2,8,7,313,6
"IQCB1",4,0,0,0,0,1,1,0,0,3,1,0,12,0,1,0,0,0,2,1,3,6,63,1
"EAF2",8,0,0,1,0,0,0,0,0,1,0,2,5,1,0,0,0,0,2,14,6,1,27,0
"SLC15A2",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0
"ILDR1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0
"CD86",245,1,0,43,0,0,0,0,0,0,1,2,2,0,0,0,1,1,1,12,90,1,12,0
"CASR",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CSTA",98,2,0,22,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,80,0,12,0
"CCDC58",1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,2,2,67,0
"FAM162A",63,10,5,15,1,3,2,5,1,4,3,1,53,9,1,16,5,0,2,4,27,26,538,2
"WDR5B",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,11,1
"RP11-299J3.8",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"KPNA1",21,2,1,1,0,1,1,1,0,0,1,0,10,2,0,3,3,1,1,1,7,8,68,3
"PARP9",20,4,2,4,3,5,0,1,0,2,3,1,27,3,1,5,1,1,1,3,16,9,88,3
"DTX3L",27,4,1,0,0,1,0,1,0,0,0,0,13,3,0,3,1,1,0,3,11,5,82,4
"PARP15",5,0,1,0,0,0,1,0,1,0,1,1,8,0,0,1,0,1,2,0,1,4,0,0
"PARP14",60,3,0,7,1,5,1,3,0,0,2,3,19,3,5,6,1,1,0,1,32,10,98,6
"HSPBAP1",13,0,0,4,0,1,1,0,0,0,0,3,15,2,1,0,1,0,0,1,4,5,18,0
"DIRC2",18,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,1,16,1
"RP11-67L2.2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0
"SEMA5B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"PDIA5",5,5,0,1,0,0,0,0,0,0,0,0,3,2,1,0,0,1,1,2,0,1,67,1
"SEC22A",5,1,0,0,0,0,0,1,0,0,0,0,5,0,0,3,1,0,0,0,0,0,25,1
"ADCY5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HACD2",12,0,2,1,1,0,0,1,0,1,0,1,6,0,0,3,2,0,0,0,3,5,79,2
"MYLK-AS1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MYLK",0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8
"CCDC14",8,5,2,0,1,0,0,1,0,1,4,0,13,2,0,4,1,1,1,0,7,8,165,2
"KALRN",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0
"UMPS",1,1,0,1,0,1,1,0,0,0,0,1,4,0,0,1,0,0,0,0,1,4,71,0
"ITGB5",41,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,53,4
"MUC13",13,2,0,2,3,2,0,1,1,1,2,1,16,2,0,3,3,1,3,1,19,7,1137,4
"HEG1",4,8,0,0,0,0,0,0,0,0,1,0,11,3,0,1,0,0,0,0,5,3,9,29
"SLC12A8",2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,1
"ZNF148",23,5,2,0,0,1,0,1,1,0,2,3,22,1,0,8,0,0,1,4,5,6,87,2
"SNX4",21,2,1,1,0,4,2,2,1,0,3,0,9,0,1,4,1,0,2,0,7,4,70,3
"OSBPL11",9,1,0,0,0,0,0,0,0,0,1,1,4,2,0,5,0,0,0,0,7,6,40,1
"RP11-379B18.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-666A20.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"ALG1L",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0
"SLC41A3",10,3,1,1,0,1,1,1,0,0,1,0,13,1,0,4,1,0,2,1,2,5,51,4
"ALDH1L1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ZXDC",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,17,1
"UROC1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHST13",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"TXNRD3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0
"CHCHD6",6,1,0,2,0,1,0,1,0,0,1,0,5,0,0,1,0,0,0,1,3,2,89,1
"PLXNA1",15,7,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,27,2
"LINC01471",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TPRA1",94,4,0,11,0,0,1,0,1,0,0,0,7,0,1,2,0,0,1,1,19,4,94,9
"MCM2",3,1,0,1,2,0,0,0,0,0,0,0,3,1,0,0,4,0,0,0,1,0,33,0
"PODXL2",0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,1,0,71,1
"ABTB1",19,4,3,1,0,4,1,1,1,1,2,1,9,1,0,6,2,0,4,1,5,9,63,2
"MGLL",51,11,1,1,0,2,1,0,0,0,0,0,5,0,1,1,2,2,2,4,7,0,543,28
"KBTBD12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SEC61A1",62,13,3,3,1,4,0,1,1,2,0,1,16,2,1,4,5,1,6,11,12,15,286,16
"RUVBL1",10,3,2,2,1,2,0,2,0,0,1,1,15,1,0,4,0,0,1,1,5,11,142,1
"EEFSEC",8,2,1,0,1,0,0,0,0,0,3,0,12,1,0,4,1,0,1,1,8,0,52,2
"GATA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,5
"GATA2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
"RPN1",78,19,4,11,3,3,2,3,1,0,4,1,28,6,1,12,2,0,3,13,31,15,441,12
"RAB7A",237,33,6,24,4,9,5,2,6,8,2,6,79,17,2,22,3,2,3,8,89,52,519,26
"ACAD9",6,1,0,1,0,0,0,0,1,0,1,0,1,2,0,0,1,0,1,1,5,4,31,1
"KIAA1257",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"EFCC1",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GP9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RAB43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"RP11-434H6.6",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,1
"ISY1",21,4,0,1,2,3,2,1,2,0,5,0,21,4,1,13,1,1,4,0,11,10,83,5
"RP11-434H6.7",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,0
"CNBP",136,35,17,18,2,20,10,10,3,9,13,12,168,33,2,61,8,7,7,16,64,116,752,20
"COPG1",33,6,0,4,1,0,0,2,2,2,0,0,5,2,1,2,2,0,2,2,9,5,127,2
"HMCES",8,4,2,2,1,0,3,1,1,1,1,1,14,6,0,4,1,0,0,5,4,7,129,6
"H1FX",69,7,2,13,2,6,1,4,5,3,4,1,57,10,4,10,3,2,11,17,23,37,280,27
"H1FX-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"MBD4",21,5,3,2,2,1,3,3,1,2,3,5,29,3,1,10,1,0,0,0,6,14,85,5
"IFT122",4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,19,0
"PLXND1",83,1,0,4,0,0,0,0,0,0,1,0,5,3,0,6,0,0,0,1,13,1,12,25
"TMCC1",9,2,0,2,0,1,1,0,0,0,0,0,2,2,0,2,0,0,0,0,1,1,71,4
"TMCC1-AS1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"TRH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ALG1L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0
"RP11-93K22.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-77P16.4",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"PIK3R4",2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,17,0
"ATP2C1",97,5,1,6,0,2,1,0,1,0,2,0,7,5,0,2,0,1,2,1,17,2,99,7
"ASTE1",3,0,0,0,0,1,0,2,0,0,1,0,7,1,0,1,1,0,0,0,0,3,23,2
"NEK11",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,0
"NUDT16",35,3,0,3,0,0,0,2,0,0,0,1,6,1,1,1,0,0,2,1,16,3,97,2
"MRPL3",23,4,1,2,0,2,1,1,1,0,0,2,28,2,1,7,3,0,3,4,10,7,312,3
"ACPP",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1
"DNAJC13",17,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,27,0
