"","Anti-inflammatory macro/mono","CD8aa IELs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","IL17+ CD4 Tcells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs"
"HERC3",3,0,3,0,2,1,5,0,0,0,0,2,1,154,1
"NAP1L5",1,0,0,0,2,0,2,1,0,0,0,0,2,40,2
"FAM13A-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"FAM13A",6,0,0,0,1,0,1,1,1,0,0,0,1,805,0
"TIGD2",1,0,0,1,0,0,0,0,0,0,0,0,0,140,0
"RP11-84C13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"GPRIN3",13,2,1,3,9,0,19,5,1,0,0,1,16,161,0
"RP11-115D19.1",0,0,0,0,0,0,0,0,0,0,0,0,0,178,0
"SNCA",12,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"RP11-115D19.3",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-115D19.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CCSER1",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"ATOH1",0,0,0,0,0,0,0,0,0,0,0,0,1,298,0
"SMARCAD1",2,0,1,0,0,0,0,0,0,0,0,0,2,203,0
"HPGDS",10,0,2,0,0,0,0,1,0,0,0,0,0,0,0
"PDLIM5",7,0,0,0,5,2,6,1,3,0,0,4,5,1663,16
"BMPR1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UNC5C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-145G20.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-323J4.1",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"RAP1GDS1",9,0,2,1,2,1,9,0,0,1,1,1,6,650,2
"TSPAN5",0,1,8,1,10,0,7,2,1,0,0,0,13,622,0
"RP11-1299A16.3",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"EIF4E",26,0,14,5,6,0,25,7,5,0,0,12,10,3256,2
"METAP1",2,1,0,0,1,0,7,1,1,0,0,0,1,1170,2
"RP11-571L19.8",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ADH5",8,2,7,1,8,2,14,1,4,0,1,1,7,2527,3
"RP11-696N14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"ADH4",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"ADH6",0,0,0,0,0,0,0,0,0,0,0,0,0,99,0
"ADH1A",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ADH1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH1C",0,0,0,0,0,0,0,0,0,0,0,0,0,281,1
"TRMT10A",1,0,1,0,0,0,1,0,0,0,0,0,1,224,0
"MTTP",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"DAPP1",2,0,0,0,2,1,4,0,0,0,0,5,2,121,0
"LAMTOR3",7,0,2,3,0,0,6,1,1,1,0,3,4,1029,1
"DNAJB14",5,2,0,0,3,1,2,2,1,0,0,0,4,501,3
"H2AFZ",129,6,48,10,58,3,101,35,19,2,6,33,86,28608,36
"EMCN",0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
"PPP3CA",8,2,9,1,6,2,4,0,4,1,0,4,1,1324,9
"FLJ20021",2,0,1,2,1,0,2,0,0,0,0,2,0,913,0
"BANK1",0,0,0,0,0,14,0,0,0,0,0,0,0,24,0
"SLC39A8",17,2,4,0,4,0,7,1,2,0,0,6,1,878,2
"RP11-499E18.1",3,0,1,0,0,0,1,0,2,0,0,0,0,113,0
"AF213884.2",0,0,0,0,0,0,0,0,0,0,0,1,0,26,1
"NFKB1",47,0,1,2,11,2,14,3,1,0,0,45,10,800,4
"MANBA",14,0,1,0,1,1,3,0,1,1,0,1,1,433,1
"UBE2D3",73,5,40,10,61,15,143,29,21,10,5,52,77,8779,23
"RP11-10L12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,73,2
"CISD2",33,1,14,1,14,3,26,5,4,1,1,7,18,3348,2
"SLC9B1",0,0,0,1,0,0,0,1,0,0,0,0,0,14,0
"SLC9B2",6,0,2,0,1,0,1,1,0,0,0,1,1,148,1
"BDH2",1,0,3,0,2,1,5,1,4,0,0,0,2,256,2
"CENPE",1,0,0,0,1,0,1,0,0,0,0,0,1,293,0
"CXXC4",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"AC004069.2",1,0,0,0,0,0,0,0,0,0,0,0,0,65,0
"TET2",5,0,1,0,0,0,3,0,0,0,0,2,1,102,0
"PPA2",14,0,4,0,7,1,8,3,0,2,1,4,5,3842,3
"ARHGEF38",0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
"INTS12",0,0,4,0,2,0,2,0,0,0,0,0,3,356,1
"GSTCD",1,0,0,0,0,0,0,0,0,0,0,0,0,210,0
"NPNT",0,0,0,0,0,0,0,0,0,0,0,0,0,64,0
"RP11-710F7.3",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"TBCK",3,0,0,0,0,0,0,0,0,0,0,0,0,149,2
"AIMP1",13,1,4,4,6,2,19,1,4,1,0,3,17,3874,1
"DKK2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PAPSS1",16,0,3,0,2,2,5,1,1,0,0,1,4,586,2
"SGMS2",2,0,0,0,0,0,0,1,0,0,0,1,1,595,0
"RP11-286E11.1",1,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"CYP2U1",0,0,1,0,0,0,0,0,0,0,0,0,0,22,0
"RP11-286E11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HADH",7,1,2,1,1,2,10,1,1,0,0,1,4,4249,1
"LEF1",0,0,0,0,1,0,1,1,6,0,0,0,3,1,0
"RPL34-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RPL34",516,67,338,109,498,283,1387,227,594,43,58,401,778,180952,264
"OSTC",55,0,15,6,12,1,44,3,10,1,1,9,22,6947,11
"COL25A1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SEC24B-AS1",1,0,0,0,0,0,1,0,0,0,0,0,0,32,0
"SEC24B",3,0,3,0,0,0,2,2,0,0,1,0,2,412,0
"CCDC109B",19,1,0,3,12,0,21,5,14,1,0,10,9,503,6
"CASP6",2,0,0,0,3,0,1,0,2,0,0,1,1,1749,1
"AC004067.5",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PLA2G12A",4,0,1,0,4,1,5,1,1,0,2,1,2,1795,1
"CFI",0,0,0,0,0,0,0,0,0,0,0,0,0,13,2
"RP11-602N24.3",0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
"GAR1",4,0,3,0,1,0,1,0,0,0,0,0,2,1905,3
"RRH",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LRIT3",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"EGF",0,0,0,0,0,0,0,0,0,0,0,0,0,67,0
"ELOVL6",0,0,2,0,3,0,4,0,1,0,0,0,0,586,0
"ENPEP",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-380D23.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-380D23.2",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PITX2",0,0,0,0,0,0,0,0,0,0,0,0,0,525,0
"C4orf32",1,0,0,0,4,1,7,1,1,0,0,1,0,356,2
"RP11-73K9.2",0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
"AP1AR",0,0,1,1,0,0,0,0,0,0,0,0,1,515,2
"RP11-73K9.3",0,0,0,0,1,0,0,0,0,0,0,0,0,6,0
"TIFA",4,0,2,1,4,1,15,1,4,0,0,0,7,249,0
"ALPK1",2,0,1,0,0,0,2,0,0,0,0,0,0,122,1
"NEUROG2",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
"RP11-402J6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
"ZGRF1",0,0,0,0,0,0,0,0,0,0,0,0,1,48,0
"LARP7",17,1,4,2,9,2,5,4,2,1,0,0,8,1315,3
"ANK2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CAMK2D",3,0,1,0,1,1,6,0,1,0,0,2,3,673,1
"ARSJ",0,0,0,0,0,0,0,0,0,0,0,0,0,264,0
"UGT8",0,0,0,0,0,2,0,0,0,0,0,0,0,564,0
"MTRNR2L13",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SNHG8",25,2,14,1,13,8,48,11,18,3,4,8,15,12313,9
"PRSS12",0,0,0,0,0,0,0,0,0,0,0,0,0,145,0
"RP11-384K6.8",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"METTL14",2,0,1,0,1,3,1,0,0,0,0,0,0,199,1
"SEC24D",10,0,0,1,3,0,0,4,0,0,0,1,2,563,4
"SYNPO2",1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"USP53",1,1,0,0,0,0,3,1,0,0,2,0,3,1485,0
"C4orf3",94,4,27,9,39,5,83,18,16,4,4,26,46,10944,21
"FABP2",0,0,0,0,0,0,0,0,0,0,0,0,0,126,0
"RP11-33B1.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PDE5A",0,0,0,0,0,0,0,0,0,0,0,0,0,112,0
"MAD2L1",5,0,6,0,2,0,5,3,0,1,0,1,3,2154,0
"RP11-679C8.2",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"PRDM5",0,0,0,0,0,0,0,0,0,0,0,0,0,52,0
"NDNF",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TNIP3",12,0,2,1,0,0,5,2,0,0,0,48,1,4,0
"ANXA5",153,2,23,7,31,1,48,9,11,1,1,53,19,2192,21
"EXOSC9",5,2,2,1,1,0,3,2,1,0,0,0,2,364,2
"CCNA2",2,0,0,1,0,0,0,0,0,0,0,0,0,848,0
"BBS7",1,0,0,2,1,0,2,0,0,0,0,2,4,335,1
"RP11-63B13.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"KIAA1109",1,0,0,0,2,1,5,0,2,0,0,0,2,383,0
"IL2",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"BBS12",0,0,0,1,0,0,0,0,0,0,0,0,0,51,0
"FGF2",0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"RP11-170N16.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"NUDT6",1,0,1,0,0,0,0,0,0,0,0,0,1,258,0
"SPATA5",0,0,1,0,1,0,0,0,0,0,0,0,1,130,0
"SPRY1",0,0,14,0,8,0,21,2,2,0,0,0,0,291,7
"LINC01091",0,0,0,0,1,0,0,0,0,0,0,0,0,21,0
"ANKRD50",3,0,0,0,0,0,0,0,0,0,0,1,0,132,4
"INTU",0,0,0,0,0,0,0,0,0,0,0,0,0,108,0
"HSPA4L",0,0,0,0,0,0,0,0,0,0,1,0,0,341,0
"RP11-50D9.3",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"PLK4",1,0,0,0,1,0,0,0,0,0,0,0,0,141,0
"MFSD8",2,0,0,0,1,0,1,2,0,0,0,0,1,123,0
"ABHD18",1,0,0,0,2,0,4,0,0,0,0,1,0,226,0
"LARP1B",2,0,0,0,3,0,0,0,0,0,0,0,1,1023,1
"PGRMC2",7,0,5,1,3,1,4,1,1,1,1,0,4,1458,2
"RP11-420A23.1",0,0,0,0,0,0,0,0,0,0,0,0,1,61,0
"JADRR",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"JADE1",3,1,1,1,2,3,5,2,1,0,2,0,3,244,0
"SCLT1",6,2,2,0,3,0,6,0,1,0,0,3,1,250,1
"C4orf33",4,0,1,0,1,0,1,0,1,0,0,0,2,268,2
"RP11-745L13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"PCDH18",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP13-884E18.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC7A11",8,0,0,0,0,0,0,0,0,0,0,10,0,708,1
"NOCT",1,0,0,0,0,0,0,0,0,0,0,0,1,54,0
"ELF2",7,2,1,1,2,1,3,0,1,0,2,4,4,337,2
"MGARP",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"NDUFC1",19,0,11,1,2,2,9,2,7,0,0,7,19,6199,12
"NAA15",7,0,3,0,2,0,7,0,3,0,4,2,3,1106,0
"RP11-83A24.2",1,0,4,2,2,0,6,0,2,0,0,0,2,273,1
"RAB33B",2,0,2,0,0,0,3,0,1,0,0,0,0,229,0
"SETD7",5,0,0,0,2,1,10,1,0,0,0,2,5,595,1
"RP11-342I1.2",0,0,0,0,0,0,1,0,1,0,0,0,0,9,0
"RP11-308D13.3",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MGST2",52,1,3,1,3,0,3,0,1,0,0,3,8,5165,10
"MAML3",3,0,0,0,0,0,0,0,0,0,0,1,2,179,0
"SCOC",6,0,2,0,2,0,2,1,1,1,0,2,2,1738,4
"SCOC-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
"CLGN",0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
"ELMOD2",3,0,0,0,0,0,2,1,0,1,0,0,2,404,1
"TBC1D9",6,0,0,0,0,1,0,0,0,0,0,2,0,239,1
"RP11-102N12.3",3,0,0,0,0,0,0,0,0,0,0,1,0,46,0
"ZNF330",15,0,2,1,2,2,5,1,0,0,0,5,2,1026,0
"RP11-362F19.1",0,0,0,0,0,0,0,0,0,0,0,1,0,40,0
"RP11-362F19.3",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"IL15",4,2,0,0,0,1,1,0,0,0,1,0,0,83,1
"INPP4B",0,0,1,1,0,0,6,1,1,0,0,1,3,120,1
"RP11-223C24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"RP11-223C24.1",0,0,0,0,0,0,0,0,0,0,0,0,1,9,0
"RP11-284M14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"USP38",5,0,0,1,1,1,2,1,2,0,0,3,2,389,1
"GAB1",0,0,0,0,0,0,0,1,0,0,0,0,1,222,1
"SMARCA5",11,1,5,0,5,4,11,1,2,0,0,2,4,1101,5
"SMARCA5-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GYPE",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"RP11-673E1.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HHIP-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"ANAPC10",4,0,3,3,6,0,5,2,0,0,0,0,7,612,3
"ABCE1",8,0,4,0,4,1,9,0,2,0,1,1,6,1382,5
"OTUD4",6,0,3,0,1,0,1,0,0,0,1,2,0,511,4
"SMAD1",0,0,0,0,0,0,1,0,0,0,0,0,0,143,0
"SMAD1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MMAA",2,0,0,0,0,0,0,0,0,1,0,0,0,141,0
"ZNF827",0,0,1,0,0,0,0,1,0,0,0,0,1,329,0
"LSM6",22,0,10,1,10,2,15,7,8,0,0,8,12,2774,5
"SLC10A7",0,0,1,0,1,0,1,0,0,0,0,0,1,97,0
"EDNRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM184C",0,0,1,0,1,0,1,1,0,0,0,0,2,164,0
"PRMT9",9,0,5,0,2,3,12,5,0,1,1,0,4,116,0
"ARHGAP10",4,0,1,0,0,0,1,0,0,0,1,0,5,6,0
"NR3C2",0,0,0,0,0,0,0,0,0,0,0,0,0,106,0
"DCLK2",0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
"LRBA",2,0,8,0,5,2,16,6,0,0,3,0,8,680,1
"MAB21L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPS3A",540,30,182,43,351,138,770,107,267,20,44,237,353,155908,153
"SH3D19",0,0,0,0,0,1,2,0,1,0,0,0,0,1303,0
"RP11-372K14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"RP11-731D1.4",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"RP11-610P16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FAM160A1",0,0,0,0,0,0,0,0,0,0,0,0,0,64,0
"RP11-164P12.4",0,0,0,0,0,0,0,0,0,0,0,0,0,41,0
"GATB",2,0,0,0,1,0,0,0,1,1,0,0,0,293,1
"RP11-164P12.3",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-18H21.1",0,0,0,0,0,0,2,0,4,0,0,0,1,9,0
"RP11-461L13.3",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"FBXW7",1,0,2,2,1,1,8,1,1,0,0,1,3,485,0
"DKFZP434I0714",0,0,1,0,0,0,0,0,0,0,0,0,1,57,0
"TMEM154",2,0,1,0,1,1,8,1,2,1,0,0,6,49,0
"ARFIP1",4,0,1,0,0,0,1,0,0,0,0,1,0,759,1
"TIGD4",0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"FHDC1",0,0,0,0,1,0,0,0,0,0,0,0,0,260,0
"TRIM2",2,0,0,1,2,1,2,0,0,0,0,0,2,4956,0
"MND1",0,0,0,0,0,0,0,0,0,0,0,1,0,872,0
"KIAA0922",0,0,0,0,0,0,1,0,1,1,0,1,0,67,0
"TLR2",19,0,0,0,0,0,0,0,0,0,1,10,0,5,0
"RNF175",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"SFRP2",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"PLRG1",4,0,1,0,1,0,4,0,2,0,0,0,3,711,0
"FGB",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LRAT",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"MAP9",1,0,1,1,0,0,0,1,1,0,0,0,0,570,0
"GUCY1A3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUCY1B3",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"TDO2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTSO",2,0,0,0,0,2,2,0,0,1,0,2,0,30,0
"PDGFC",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GLRB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM198B",7,0,0,0,0,0,0,0,0,0,0,1,0,31,14
"RP11-597D13.9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMEM144",3,0,0,0,0,0,0,0,0,0,0,0,0,248,1
"C4orf46",2,0,1,0,0,1,0,0,0,0,0,1,1,243,0
"ETFDH",1,0,0,1,4,0,8,2,0,0,1,1,5,343,0
"PPID",5,0,4,1,6,0,5,1,2,2,2,5,6,1538,1
"FNIP2",18,0,0,0,0,0,1,0,1,2,0,16,1,634,6
"RAPGEF2",11,0,0,0,0,0,3,0,0,0,0,13,1,470,1
"NAF1",2,0,0,1,2,0,1,2,2,0,0,0,2,349,0
"TMA16",5,0,0,2,3,2,8,1,2,0,0,2,1,1404,3
"MARCH1",10,0,0,0,0,3,0,0,0,0,0,1,0,1,0
"RP11-218F10.3",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"LINC01207",1,0,0,0,0,1,0,0,0,0,0,0,0,1146,0
"APELA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRIM60",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"TMEM192",4,0,1,0,0,1,4,0,3,0,0,1,1,672,0
"KLHL2",5,1,2,0,0,0,1,0,0,0,0,0,4,104,2
"MSMO1",5,0,7,3,2,0,9,6,2,0,0,0,3,5946,2
"CPE",0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
"DDX60",0,0,0,1,3,1,2,1,0,0,0,0,0,60,0
"DDX60L",2,0,0,0,0,0,4,1,0,0,0,7,0,63,1
"PALLD",0,0,0,0,0,0,0,0,0,0,0,1,0,216,2
"CBR4",2,0,2,1,2,1,2,2,0,0,0,1,1,812,4
"RP11-483A20.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SH3RF1",0,0,0,0,0,0,0,0,1,0,0,0,1,747,2
"NEK1",2,0,3,0,1,1,4,4,0,0,1,0,1,121,1
"CLCN3",4,0,1,0,1,0,0,0,0,0,0,1,6,1196,1
"C4orf27",5,0,0,2,3,1,4,1,0,0,0,0,3,509,3
"RP11-205M3.3",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"MFAP3L",0,0,0,0,0,0,0,0,0,1,0,0,0,42,0
"AADAT",0,0,0,0,0,0,0,0,0,0,0,0,0,167,0
"LINC01612",0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
"RP11-10K16.1",0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
"GALNT7",3,0,0,0,0,0,1,0,0,0,0,0,2,838,0
"RP11-798M19.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HMGB2",44,7,76,12,73,6,117,47,19,7,7,10,46,7128,3
"RP11-798M19.6",1,0,1,1,0,0,1,0,0,0,0,0,1,101,3
"SAP30",6,0,0,0,4,0,2,5,0,0,0,0,0,584,1
"SCRG1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"HAND2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"FBXO8",4,0,0,1,1,0,4,1,0,0,0,2,0,284,1
"CEP44",1,0,0,0,0,0,2,0,0,0,0,0,3,171,0
"HPGD",1,0,1,0,3,0,17,1,2,0,0,0,12,62,0
"RP11-440I14.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"GLRA3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"GPM6A",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"SPATA4",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"SPCS3",41,0,11,1,15,2,33,7,8,1,2,14,9,3123,8
"VEGFC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"NEIL3",0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
"AGA",5,3,5,0,0,1,2,1,0,0,0,2,1,514,1
"RP11-130F10.1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"AC108142.1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-188P17.2",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"DCTD",11,0,9,1,6,2,8,4,1,0,0,1,3,2061,1
"WWC2-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"WWC2",1,0,0,0,0,0,0,0,0,0,0,0,0,162,3
"CDKN2AIP",5,0,1,0,3,0,6,1,4,0,0,0,4,482,1
"RP11-367N14.2",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"ING2",6,1,5,0,3,0,8,1,1,0,3,0,5,984,1
"RP11-367N14.3",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"RWDD4",8,1,6,0,4,1,3,2,0,1,0,2,3,1188,3
"TRAPPC11",3,0,0,0,1,0,3,0,0,0,0,0,1,241,0
"STOX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"RP11-290F5.2",0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
"RP11-290F5.1",0,0,1,0,0,0,0,0,0,0,0,0,0,11,0
"IRF2",3,0,3,1,3,0,12,2,4,1,0,3,17,442,1
"RP11-326I11.3",0,0,0,0,1,0,3,1,1,0,0,1,0,74,2
"RP11-326I11.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CASP3",6,0,5,0,5,0,2,0,0,0,0,0,1,723,0
"PRIMPOL",4,0,1,0,0,0,0,0,0,0,0,0,0,162,0
"CENPU",4,0,0,0,1,0,0,0,0,0,0,1,0,658,0
"ACSL1",16,0,2,0,2,0,2,1,0,0,0,37,0,1155,2
"MIR3945HG",3,0,0,0,0,0,0,0,0,0,0,30,0,1,0
"SLC25A4",2,0,1,0,2,0,3,0,1,0,0,1,3,2513,1
"CFAP97",4,1,1,1,4,0,4,0,2,0,0,0,7,758,3
"SNX25",1,0,0,1,1,0,1,0,0,0,0,0,0,289,2
"LRP2BP",0,0,3,0,0,0,1,0,0,0,0,0,1,31,1
"ANKRD37",6,1,7,1,8,1,5,13,3,0,3,3,6,4874,3
"UFSP2",3,0,1,1,1,1,4,0,1,1,0,1,6,309,0
"C4orf47",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"RP11-279O9.4",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"PDLIM3",0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
"SORBS2",0,0,0,0,0,0,1,0,0,0,0,0,0,560,2
"TLR3",2,0,0,0,0,0,0,0,0,0,0,0,0,87,1
"FAM149A",0,0,0,0,0,0,0,0,0,0,0,0,0,239,0
"CYP4V2",4,0,1,0,0,1,2,3,0,0,0,0,2,431,0
"KLKB1",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"MTNR1A",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FAT1",1,0,0,0,0,0,0,1,0,0,0,0,0,2103,1
"RP11-11N5.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AF146191.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"FRG1",9,1,6,2,4,1,12,3,1,0,2,1,8,1127,6
"CCDC127",4,0,0,0,1,0,4,0,1,0,0,0,2,237,2
"SDHA",14,0,6,4,7,3,15,3,6,0,1,1,13,2694,2
"CTD-2083E4.6",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PDCD6",34,1,15,3,11,1,22,3,4,0,1,9,20,5172,9
"AHRR",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"EXOC3-AS1",0,1,0,0,1,0,3,0,1,0,0,0,1,122,0
"EXOC3",5,0,3,0,2,1,2,1,1,2,0,1,1,562,1
"PP7080",0,0,2,0,3,0,2,0,0,0,0,0,1,405,0
"SLC9A3",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RP11-310P5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CEP72",0,0,0,0,0,0,1,0,0,0,0,0,0,122,0
"TPPP",1,0,0,0,0,0,2,1,0,0,0,0,0,60,0
"CTD-2589H19.6",0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"ZDHHC11B",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"ZDHHC11",1,0,0,0,0,0,0,0,1,0,0,0,1,10,0
"BRD9",7,3,10,2,6,1,7,0,2,1,0,1,9,418,2
"TRIP13",2,0,0,0,0,0,1,1,0,0,0,0,0,469,0
"RP11-43F13.3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-43F13.4",0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
"NKD2",0,1,1,0,0,0,1,0,0,0,0,0,0,350,0
"SLC12A7",12,0,0,0,0,0,1,2,2,0,0,2,1,936,2
"SLC6A18",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TERT",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CLPTM1L",7,0,0,0,0,0,5,2,0,0,0,1,1,1108,5
"LINC01511",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"LPCAT1",11,0,1,2,0,1,2,1,0,5,0,9,0,404,3
"CTD-2012J19.3",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"MRPL36",8,2,7,1,7,0,17,0,5,0,0,3,11,4431,7
"NDUFS6",59,1,12,7,28,1,48,12,8,1,0,14,29,11381,18
"LSINCT5",1,0,0,0,0,0,0,0,0,0,0,0,0,9,0
