"","GSM2359397","GSM2359398","GSM2859440","GSM2859469","GSM2859498","GSM2859413","GSM2859441","GSM2859470","GSM2859499","GSM3109311","GSM3109312","GSM3109313","GSM3109314","GSM3109315","GSM3319754","GSM3319755","GSM3319793","GSM3319794","GSM3319828","GSM3319829","GSM3319863","GSM3319864"
"8170",0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"6568",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"374569",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7779",0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1
"54020",0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1
"100507855",1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
"285440",1,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1
"55191",1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0
"132",1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1
"97",1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1
"98",1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0
"112611",1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0
"51005",0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0
"471",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"435",1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1
"171425",0,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0
"132789",0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1
"10007",1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1
"2585",1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1
"2584",1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1
"2592",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
"5471",1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
"84264",0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1
"3034",1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1
"144193",0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0
"2739",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8776",0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0
"3612",1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
"3613",1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
"2978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4953",1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
"5213",1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1
"5214",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"10050",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10786",0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0
"10246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"6569",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10568",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5198",0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
"113675",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
"7298",0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
"215",1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0
"5825",0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1
"641372",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"9045",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4017",1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1
"84105",1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1
"25830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84569",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4025",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"54995",1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1
"93492",1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
"1267",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1
"10249",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1549",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1580",1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"1573",1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
"29785",1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
"199974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1555",1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0
"260293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1215",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57094",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1357",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1358",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"93979",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"23430",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7384",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
"7388",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7386",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"29796",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7385",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1537",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"9481",0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"9016",1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1
"7352",1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1
"7351",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"4726",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"4729",0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
"4541",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4719",1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1
"4713",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4718",1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1
"7991",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126328",1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1
"4539",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4731",1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1
"4694",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4705",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1
"4704",0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1
"4695",1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1
"4696",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"4707",1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0
"4711",1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1
"4712",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"4702",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
"4537",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4710",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4700",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4538",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4708",1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1
"4709",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
"4715",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4535",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"131669",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79644",1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0
"5973",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"4698",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
"55967",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1646",1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"4701",1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0
"4540",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1635",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"158160",0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1
"286297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10560",0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1
"4717",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
"374291",1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1
"8630",1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"4724",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1
"4723",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"191",1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1
"10768",1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1
"51170",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0
"51144",1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1
"83401",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"25874",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
"4720",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"79993",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"4697",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4728",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"51660",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"64834",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"57198",1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
"4725",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"201562",0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1
"5205",1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0
"51495",0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1
"23250",0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
"4706",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9200",1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"192286",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"286410",0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1
"401494",1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0
"5243",0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
"55856",1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1
"9524",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"54539",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"7350",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"253017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4716",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"283985",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"3995",0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0
"4536",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"26027",0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0
"10058",0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"1155",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4714",1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1
"4722",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
"123096",0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1
"51079",0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1
"51458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"948",1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
"114571",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57016",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10928",1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1
"79707",1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1
"1728",1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1
"1345",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79672",0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0
"1329",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2946",0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
"9917",0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0
"55331",1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1
"341947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125965",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"55277",0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0
"125981",1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"340485",1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0
"64122",0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0
"1327",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"92370",1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1
"4513",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2760",1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0
"1346",0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"93650",0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"5660",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"390928",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57704",1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1
"4759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1347",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"139596",0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0
"1337",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55066",0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0
"4514",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10825",0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0
"283208",1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"7903",1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1
"1351",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"84701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"5033",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1
"1350",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8974",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"4512",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8513",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58478",1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1
"55256",1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1
"5408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170712",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"259307",0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1
"9377",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51312",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
"9167",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"1340",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"57104",0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0
"81894",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1
"13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1349",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"29085",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
"9388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"5407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"9107",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1
"22908",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
"163404",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3991",1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
"22876",1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1
"221955",1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0
"5406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9896",1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1
"747",1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"51559",1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1
"119548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"646486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9108",1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1
"84814",1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"23371",1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"2167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2172",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8446",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"2173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51496",1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1
"374462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2169",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"403313",1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0
"23203",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"2171",0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1
"145553",1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
"646480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2170",1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"64419",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"54988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55613",0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0
"341392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138639",0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0
"9562",1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1
"123876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3705",1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0
"6296",1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"138429",0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
"348158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344967",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"10170",1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1
"9249",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"220074",1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1
"51099",0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1
"154141",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
"1733",0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"253558",1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1
"64748",1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0
"23175",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1
"1735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1734",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0
"27284",0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"6819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"84513",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
"79948",0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"84274",1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,1
"9890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84787",0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0
"79813",0,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0
"64900",0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
"9663",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
"9757",0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0
"196051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9869",1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0
"85465",0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1
