"","GSM2859413","GSM2859441","GSM2859470","GSM2859499","GSM3109311","GSM3109312","GSM3109313","GSM3109314","GSM3109315","GSM3319754","GSM3319755","GSM3319793","GSM3319794","GSM3319828","GSM3319829","GSM3319863","GSM3319864"
"1340",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1329",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4514",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4513",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1327",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1351",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1349",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1346",1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"1347",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9377",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1337",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4512",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1350",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9167",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"125965",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170712",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"84701",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"4363",0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0
"146712",0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1
"10554",1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0
"240",0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0
"534",0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"8705",0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1
"570",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"622",0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
"57818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8647",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"124935",0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
"6531",0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
"11000",0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1
"4758",1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1
"2618",1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1
"2629",0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1
"7264",1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1
"284098",0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1
"3163",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"7923",1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1
"10723",0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0
"201288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"645740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1589",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9651",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"8396",0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0
"8399",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"64711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7366",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"9374",1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"93100",1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1
"55229",1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1
"26063",0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
"2880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65263",0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1
"8781",1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1
"31",1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
"55750",1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1
"8644",0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0
"1066",1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1
"5446",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"4905",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"4700",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4696",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"341947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
