"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","Fibroblasts","gdTcells","IL17+ CD4 Tcells","Lymphatic ECs","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","Normal Epithelial cells","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"ZGRF1",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,27,2,2
"LARP7",93,228,2,5,32,0,3,12,1,33,5,3,4,11,0,42,35,40,747,67,19
"ANK2",5,15,0,0,33,0,0,2,0,0,0,0,0,0,0,3,0,0,2,0,3
"CAMK2D",26,59,0,5,21,0,1,3,0,8,0,1,2,1,1,17,13,15,323,18,3
"ARSJ",0,55,0,0,5,0,0,1,0,0,0,0,0,0,0,22,0,0,4,0,4
"UGT8",2,5,0,1,0,0,0,0,0,0,0,0,1,1,4,3,0,2,529,1,0
"TRAM1L1",0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"NDST3",0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNHG8",169,636,5,12,93,8,5,14,21,41,12,12,17,19,28,39,42,72,1715,124,31
"PRSS12",3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,108,0,0
"RP11-384K6.8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"METTL14",23,31,0,0,7,0,1,1,2,2,0,0,1,1,1,6,3,9,104,11,7
"SEC24D",57,255,1,2,30,1,0,3,0,5,0,1,0,0,1,24,12,4,482,33,3
"SYNPO2",3,74,0,1,15,0,0,0,0,0,0,9,0,0,1,137,0,0,10,2,78
"MYOZ2",8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"USP53",60,73,1,7,23,3,0,3,0,1,0,0,1,1,1,9,5,5,374,13,3
"C4orf3",632,1933,6,18,176,6,15,19,13,90,11,11,18,18,14,219,233,117,2175,228,126
"FABP2",2,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,496,1,0
"PDE5A",0,65,0,0,23,0,0,0,0,0,0,2,0,1,0,46,0,0,63,0,15
"MAD2L1",6,20,1,2,2,0,3,0,0,10,0,0,1,1,4,2,3,9,459,5,1
"RP11-679C8.2",1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"PRDM5",1,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,1
"NDNF",0,8,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
"TNIP3",18,15,1,0,0,0,0,0,0,2,5,0,0,1,0,0,9,16,1,5,0
"QRFPR",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"ANXA5",1085,3263,4,25,294,2,10,69,2,81,9,5,4,4,37,212,324,83,1339,313,84
"TMEM155",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EXOSC9",23,55,1,3,5,0,0,2,1,16,2,0,1,1,0,6,3,7,95,13,0
"CCNA2",4,10,0,0,1,0,0,0,0,2,0,0,0,0,1,0,2,0,137,3,1
"BBS7",21,71,0,0,3,0,1,0,0,1,0,2,0,0,3,8,3,1,90,10,2
"TRPC3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"KIAA1109",22,73,0,1,10,0,0,2,0,3,3,1,1,0,0,15,12,4,157,22,6
"IL2",0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0
"BBS12",1,20,0,0,4,0,0,3,0,0,1,0,1,1,0,2,0,0,30,1,0
"FGF2",0,68,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,2,6,2
"RP11-170N16.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"NUDT6",5,25,0,0,6,0,1,5,0,2,0,0,0,0,0,5,0,5,36,8,3
"SPATA5",5,11,0,0,0,0,0,1,0,4,0,0,0,0,0,1,1,7,35,2,2
"SPRY1",19,189,0,1,135,0,3,23,3,25,5,0,2,6,0,38,11,18,129,918,3
"RP11-381N20.1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LINC01091",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0
"RP11-93I21.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANKRD50",17,77,0,0,7,0,0,4,0,0,0,0,0,0,0,12,3,0,35,32,3
"FAT4",0,36,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
"RP11-125O18.1",0,46,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"INTU",3,29,0,0,5,0,0,2,0,0,0,1,0,0,0,3,0,0,52,2,2
"HSPA4L",3,6,0,0,0,0,0,4,0,2,0,0,0,0,0,2,0,0,45,0,1
"PLK4",0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,30,0,0
"MFSD8",10,23,0,2,2,1,0,0,0,1,0,0,1,1,0,1,2,1,104,2,2
"ABHD18",16,16,0,0,1,1,1,2,0,3,0,0,2,0,1,0,5,2,113,10,1
"LARP1B",23,91,0,2,8,0,1,0,1,4,0,1,0,2,0,18,4,3,402,23,6
"PGRMC2",57,278,0,1,21,2,1,4,0,6,3,2,0,1,1,15,13,6,529,36,11
"RP11-420A23.1",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"RP11-130C6.1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-184M15.1",15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
"RP11-184M15.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"JADRR",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JADE1",24,39,2,0,17,0,1,1,3,7,2,0,2,2,0,15,4,7,80,10,26
"SCLT1",29,18,0,2,8,0,1,2,0,5,0,0,0,4,1,10,9,5,74,13,1
"C4orf33",22,14,0,2,1,1,0,0,1,2,1,0,0,1,5,5,7,8,212,4,2
"RP11-745L13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-1E22.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"PCDH10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PABPC4L",0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"RP11-553P9.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
"PCDH18",0,122,0,0,32,0,0,0,0,0,0,0,0,1,0,24,0,0,4,0,4
"RP11-714L20.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP13-884E18.2",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SLC7A11",50,19,1,0,0,0,0,0,0,0,0,0,0,0,1,1,53,1,376,6,0
"LINC00500",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-371F15.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"NOCT",3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,13,1,0
"ELF2",63,138,1,4,16,3,3,9,0,13,2,3,1,1,0,20,15,7,211,44,9
"MGARP",0,15,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"NDUFC1",228,678,1,6,110,0,6,31,6,31,8,11,6,4,41,86,49,69,2824,205,65
"NAA15",35,80,0,2,12,3,1,5,1,4,0,4,1,0,3,14,5,9,384,15,3
"RP11-83A24.2",3,27,1,2,3,1,0,4,0,2,2,0,0,1,1,0,1,4,121,7,2
"RAB33B",10,22,0,0,7,0,2,1,0,2,0,0,0,0,0,4,0,4,47,7,4
"SETD7",45,118,0,0,13,0,0,2,0,3,0,1,0,0,2,17,3,8,195,26,7
"RP11-342I1.2",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-308D13.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MGST2",229,138,1,10,31,0,1,65,0,7,0,3,1,3,48,27,28,19,3191,276,8
"MAML3",19,19,0,1,1,0,0,1,0,0,0,0,0,0,0,2,10,0,45,13,0
"SCOC",81,293,2,1,36,1,0,8,0,7,0,3,1,3,7,31,7,15,636,63,25
"SCOC-AS1",3,1,0,0,0,1,0,1,0,1,0,0,0,3,0,0,0,0,0,7,0
"CLGN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
"ELMOD2",22,67,0,0,9,0,2,0,0,6,1,0,0,2,0,4,1,5,124,13,0
"TBC1D9",61,38,0,2,3,0,0,2,0,0,0,0,0,0,0,7,7,0,17,37,1
"RP11-102N12.3",5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,8,3,0
"RNF150",4,28,0,0,5,0,0,0,0,0,0,5,0,0,0,8,0,0,1,0,16
"ZNF330",96,118,0,2,17,0,3,1,0,3,0,0,0,0,1,21,9,5,310,31,11
"RP11-362F19.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-362F19.3",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL15",14,22,1,2,4,0,0,0,0,0,0,0,0,0,0,3,12,0,63,18,1
"INPP4B",3,7,1,1,0,0,0,0,2,7,0,0,3,3,0,56,1,4,209,3,19
"RP11-223C24.1",0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,6,0,0
"RP11-284M14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"USP38",33,48,0,2,5,0,1,1,0,6,0,0,1,2,0,3,2,6,128,9,4
"GAB1",6,32,0,1,12,0,0,5,0,1,0,1,0,0,0,7,0,0,47,6,3
"SMARCA5",82,159,1,1,28,0,1,11,0,16,6,5,1,7,5,29,21,28,542,75,16
"SMARCA5-AS1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"FREM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"GYPE",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"HHIP-AS1",0,22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HHIP",0,11,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ANAPC10",55,101,1,2,22,1,0,4,1,4,2,0,0,3,0,4,7,12,215,26,11
"ABCE1",43,151,3,4,12,0,1,5,0,11,2,0,0,3,1,20,6,16,496,69,4
"OTUD4",28,56,0,0,4,1,0,1,0,2,1,0,0,0,0,10,11,9,189,46,3
"RP11-142A22.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SMAD1",2,44,0,0,6,0,0,26,0,0,0,0,0,0,0,1,1,2,51,76,2
"SMAD1-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
"MMAA",10,19,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,67,1,2
"ZNF827",1,72,0,1,9,0,0,1,0,5,1,0,1,0,0,4,1,3,117,9,4
"LINC01095",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"LSM6",163,275,3,7,37,1,5,9,7,25,3,2,5,8,5,27,47,38,719,64,10
"SLC10A7",25,22,0,0,2,0,0,1,0,1,0,0,0,0,0,2,2,1,61,3,1
"EDNRA",1,87,0,0,17,0,0,0,0,0,0,0,0,0,0,79,0,0,3,0,22
"TMEM184C",18,34,0,0,5,0,0,2,0,3,0,0,1,0,0,4,1,3,121,7,3
"PRMT9",135,55,2,20,14,0,4,1,6,27,7,0,8,13,0,4,32,25,94,12,5
"ARHGAP10",46,59,0,0,4,0,2,0,0,1,0,1,0,3,0,32,3,2,72,4,11
"NR3C2",2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2,0
"RP11-342A1.1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-526A4.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-423J7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"DCLK2",0,14,0,0,1,0,0,0,0,0,0,1,0,0,0,6,0,0,1,6,1
"LRBA",11,42,0,1,9,0,0,3,0,8,3,2,1,2,1,10,3,9,318,11,1
"MAB21L2",0,129,0,0,19,0,0,0,0,0,1,3,0,0,1,7,0,0,2,1,0
"RPS3A",2998,11938,95,234,1674,96,145,287,108,1173,255,142,416,307,328,1294,911,1313,17619,2451,684
"SH3D19",4,101,0,0,29,0,0,2,1,0,0,0,0,0,0,1,2,0,380,13,5
"RP11-372K14.2",4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1
"RP11-731D1.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"FAM160A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,0,0
