"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","CXCL13+ CD8 Tcells","Cytotoxic CD8 Tcells","Fibroblasts","Follicular CD4 Tcells","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Pro-inflammatory macro/mono","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"CTD-2035E11.4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,2,0
"ANXA2R",5,1,1,4,1,0,1,0,7,13,3,5,1,0,3,3,9,154,27,0
"AC025171.1",2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,19,7,0
"CTD-2035E11.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,1,0
"ZNF131",20,12,3,2,1,12,0,0,8,4,2,1,1,1,7,4,14,222,8,0
"NIM1K",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-2636A23.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"HMGCS1",22,12,1,0,0,10,1,0,2,0,1,6,0,14,4,9,5,1804,12,0
"CCL28",9,1,0,0,0,0,0,0,1,0,0,1,0,3,1,1,2,442,1,0
"C5orf28",17,8,1,1,0,6,0,0,0,0,4,0,0,2,7,4,4,163,9,0
"C5orf34",2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,1,0
"RP11-159F24.5",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
"PAIP1",107,49,1,1,2,39,1,1,3,5,0,2,1,4,25,22,13,860,67,5
"NNT-AS1",19,16,0,1,0,15,0,1,2,4,1,2,1,0,8,5,6,151,24,0
"NNT",29,9,2,1,0,9,0,0,0,5,2,0,1,2,8,5,8,246,21,1
"FGF10",1,3,0,0,0,23,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"FGF10-AS1",0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-53O19.1",2,1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,21,4,0
"MRPS30",37,16,2,2,1,18,0,1,7,2,2,2,0,0,8,7,8,508,17,2
"RP11-53O19.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41,3,0
"HCN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"EMB",98,6,6,7,3,1,9,1,28,22,12,18,1,0,0,19,51,16,0,0
"RP11-269M20.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"PARP8",43,7,2,2,1,6,5,0,13,7,3,15,1,0,10,10,17,235,3,1
"CTD-2314G24.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
"ISL1",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,75,1,0
"CTD-2288O8.1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0
"ITGA1",10,62,0,8,2,16,2,1,8,12,0,7,0,2,141,1,2,351,52,11
"PELO",42,47,1,2,2,26,0,0,7,4,2,4,1,0,39,8,6,315,12,5
"ITGA2",12,31,1,1,0,2,1,0,7,1,0,0,0,3,1,4,4,1125,36,0
"CTD-2366F13.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"MOCS2",43,39,1,2,1,22,1,1,4,4,1,2,0,6,16,6,10,464,41,3
"CTD-2366F13.1",3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0
"FST",2,7,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"NDUFS4",156,81,4,4,2,82,4,3,11,11,5,4,2,66,64,50,33,3432,94,10
"CTD-2081C10.7",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0
"ARL15",31,4,0,0,0,0,0,0,0,1,0,1,0,0,0,8,6,83,45,0
"SNX18",83,19,0,0,2,34,0,0,1,1,0,1,0,0,16,12,0,16,15,3
"ESM1",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,2,69,0
"GZMK",1,1,153,1,63,7,3,0,7,82,5,22,10,0,0,0,2,5,0,0
"GZMA",16,5,69,122,58,3,42,0,252,400,8,225,40,2,1,1,60,63,1,0
"CDC20B",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GPX8",3,82,0,0,0,91,0,0,0,0,0,0,0,0,28,0,0,39,35,3
"CCNO",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,99,1,0
"RP11-506H20.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"DHX29",83,38,1,1,0,41,1,2,3,12,1,3,1,0,23,18,21,605,49,1
"SKIV2L2",37,19,4,3,0,13,3,0,2,1,0,4,1,4,3,11,9,467,21,0
"PLPP1",8,50,0,2,0,161,1,3,2,3,0,0,0,0,42,1,5,241,114,3
"SLC38A9",25,2,0,0,0,5,0,0,4,4,1,0,0,0,3,6,7,82,10,1
"IL31RA",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"IL6ST",86,45,0,1,0,180,5,0,9,3,7,0,1,2,38,36,30,391,150,8
"CTD-2031P19.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"FLJ31104",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,1,0
"CTD-2227I18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ANKRD55",0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,4,0
"MAP3K1",86,1,0,0,1,4,1,0,0,5,1,2,0,0,5,27,20,250,5,0
"SETD9",24,7,2,0,0,6,0,0,0,0,0,0,0,6,2,7,2,260,9,0
"MIER3",14,2,0,0,0,1,0,0,1,0,0,1,0,0,3,4,0,168,8,0
"CTD-2310F14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"GPBP1",113,37,4,8,6,26,8,3,26,20,8,14,3,3,29,38,53,1079,62,4
"PLK2",16,16,0,0,1,4,0,0,0,0,0,8,0,2,12,6,4,191,114,0
"GAPT",34,0,0,0,0,0,0,4,0,0,0,0,0,0,0,17,0,1,0,0
"CTD-2117L12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RAB3C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,0
"PDE4D",18,9,2,4,1,7,6,1,22,15,1,12,2,0,4,8,25,116,11,0
"RP11-266N13.2",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"PART1",3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,0,1
"DEPDC1B",2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,80,0,1
"ELOVL7",7,2,0,0,0,1,0,0,0,0,1,0,1,2,0,3,0,308,12,0
"RP11-231G3.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1
"ERCC8",4,5,0,0,0,4,0,0,1,0,0,0,0,1,1,0,3,64,2,1
"NDUFAF2",52,67,0,3,0,55,4,0,9,8,0,8,0,28,26,13,25,1080,25,3
"SMIM15",125,33,1,3,0,50,2,1,5,9,3,6,2,8,23,36,12,1308,28,1
"CTC-436P18.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"ZSWIM6",53,7,1,0,0,5,1,0,3,0,2,0,1,0,5,18,0,159,21,0
"KIF2A",20,10,3,0,0,10,5,0,7,4,4,4,0,2,3,9,21,234,18,1
"DIMT1",25,23,0,1,0,14,2,0,7,5,1,1,0,1,17,4,11,263,26,1
"IPO11",9,2,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,65,70,0
"LRRC70",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RNF180",0,2,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,7,1
"RGS7BP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0
"SREK1IP1",143,55,4,4,2,26,1,0,13,9,4,6,0,5,34,32,23,1122,85,4
"CWC27",43,24,1,1,0,19,4,0,9,5,1,2,0,2,14,15,19,427,26,3
"RP11-307L14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-307L14.2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"ADAMTS6",5,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,15,38,0
"CTD-2116N20.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CENPK",2,6,0,0,0,1,0,0,1,3,1,1,0,4,9,1,3,291,11,0
"PPWD1",9,10,0,1,0,10,1,0,6,5,1,2,0,1,8,4,13,213,19,0
"TRIM23",10,4,2,0,0,4,0,0,0,0,0,0,0,0,5,1,4,56,12,0
"TRAPPC13",16,9,0,0,1,6,1,1,5,3,0,0,0,2,4,3,4,182,16,0
"CTC-534A2.2",8,1,0,1,0,1,0,0,2,0,0,3,0,0,1,3,2,65,5,0
"SGTB",48,8,0,0,2,4,1,0,4,4,1,1,0,0,1,9,13,13,8,0
"NLN",35,3,0,0,0,2,0,0,0,0,0,1,0,2,1,6,1,173,6,1
"ERBB2IP",76,24,4,0,1,13,2,0,5,6,2,4,0,0,20,26,16,12,27,1
"SREK1",56,33,2,3,0,38,3,0,7,8,2,5,2,1,23,12,24,998,63,2
"MAST4",7,12,0,3,0,16,0,2,11,3,3,0,0,0,5,4,20,143,118,0
"MAST4-AS1",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,2,0
"CD180",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0
"RP11-434D9.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0
"RP11-83M16.5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RP11-434D9.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"RP11-404L6.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"PIK3R1",88,12,4,4,2,37,3,1,19,17,14,16,7,0,20,13,34,231,17,3
"CTC-537E7.3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-141O11.2",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CTC-498J12.1",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"SLC30A5",32,31,0,0,0,17,0,0,4,4,1,1,0,1,14,4,8,492,19,0
"CTC-498J12.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"CCNB1",16,11,0,0,0,1,0,0,0,0,0,1,0,0,11,2,2,986,3,0
"CENPH",5,2,1,0,0,2,0,0,1,3,1,1,0,5,8,1,5,217,6,2
"MRPS36",165,66,2,1,0,61,4,3,14,7,8,7,1,61,49,46,37,2838,57,9
"CDK7",14,4,0,1,1,8,0,0,1,1,2,0,0,1,7,4,9,308,7,1
"CCDC125",8,2,0,0,0,2,0,2,0,0,0,0,0,0,1,2,0,140,0,1
"AK6",77,36,0,2,0,30,4,1,4,5,3,5,0,2,15,26,20,928,48,1
"TAF9",115,46,0,6,0,37,2,1,13,7,6,6,0,11,23,26,19,1153,48,2
"RAD17",18,5,2,1,3,9,2,0,3,0,1,0,0,0,5,5,7,156,12,0
"MARVELD2",2,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,462,0,0
"OCLN",17,4,0,0,0,2,0,1,2,0,0,0,1,4,3,4,0,1857,5,0
"GTF2H2C",3,2,0,0,0,3,0,0,0,2,0,0,0,0,2,3,2,62,4,0
"SERF1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"SMN2",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,2,0
"RP11-497H16.9",1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,24,2,0
"SERF1A",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"SMN1",5,4,0,1,0,0,0,0,0,1,0,1,0,0,2,2,2,67,5,0
"NAIP",141,1,0,0,0,2,0,0,0,0,1,1,0,0,0,44,0,49,7,0
"GTF2H2",13,8,1,1,0,7,0,1,4,2,1,0,0,1,7,2,4,174,1,0
"RP11-136K7.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"BDP1",53,23,1,4,0,22,7,0,8,7,3,4,1,1,19,28,24,548,46,0
"MCCC2",21,12,1,1,0,11,0,0,4,1,0,2,0,5,4,4,9,507,10,0
"MAP1B",1,33,0,0,0,14,0,0,0,0,0,0,0,0,178,2,0,5,117,15
"MRPS27",17,17,2,0,4,15,1,1,8,1,2,3,0,0,12,4,8,284,27,0
"PTCD2",5,2,0,1,0,2,0,0,2,1,2,1,0,0,9,1,2,65,6,0
"ZNF366",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0
"CTC-347C20.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TNPO1",100,25,2,1,3,43,0,1,4,3,1,2,0,3,22,12,12,496,56,4
"CTD-2376I4.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"CTD-2376I4.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"FCHO2",90,10,0,0,0,6,0,0,1,0,0,0,1,1,5,13,0,302,26,0
"TMEM171",3,3,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,722,2,1
"RP11-60A8.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"FOXD1",2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,135,1,0
"RP11-79P5.9",0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,29,0,0
"BTF3",963,650,41,35,25,601,54,20,211,126,105,102,17,287,322,357,435,17276,879,46
"ANKRA2",17,17,0,1,0,9,1,0,3,2,1,5,0,2,7,1,10,249,9,3
"UTP15",7,3,0,0,1,7,0,2,0,1,1,0,0,2,4,0,0,123,6,0
"ARHGEF28",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,20,0
"CTD-2292M14.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ENC1",19,59,1,0,0,8,1,0,0,1,0,1,0,0,5,2,0,356,3,0
"HEXB",784,101,4,0,1,175,3,3,8,10,5,9,2,48,36,94,29,1991,69,1
"GFM2",10,8,0,0,0,4,1,0,2,3,1,0,0,0,7,3,3,148,12,0
"NSA2",262,131,5,4,5,144,7,4,37,23,24,20,5,38,72,87,73,3142,121,12
"FAM169A",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,84,0,0
"GCNT4",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,8,0,0
"LINC01336",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANKRD31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"CTD-2235C13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"HMGCR",18,4,2,0,0,2,1,0,0,0,1,0,0,2,5,2,5,703,12,0
"CTD-2235C13.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0
"COL4A3BP",58,11,1,2,0,20,0,1,3,2,1,3,1,0,10,13,13,321,14,1
"POLK",51,12,1,4,0,20,2,3,4,3,5,4,2,1,12,19,21,210,28,2
"CTC-366B18.4",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,5,1,0
"ANKDD1B",0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,13,1,0
"POC5",9,2,0,1,0,3,0,0,1,0,0,4,0,1,4,4,8,157,7,0
"SV2C",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"AC113404.1",3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,14,1,0
"RP11-466P24.6",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"IQGAP2",221,0,6,1,1,16,1,1,12,11,7,7,1,3,0,30,36,920,8,0
"F2RL2",0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"F2R",3,60,6,4,1,13,3,0,1,10,1,4,2,0,33,0,5,24,85,0
"F2RL1",5,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,866,0,0
"S100Z",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0
"CRHBP",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"AGGF1",65,23,0,2,0,18,1,0,8,2,4,5,0,1,12,19,18,398,33,3
"ZBED3",15,3,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,36,4,0
"ZBED3-AS1",24,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,5,1,0
"PDE8B",3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0
"WDR41",45,32,0,1,0,20,0,1,4,1,0,2,2,0,11,9,1,249,12,2
"TBCA",540,202,8,19,3,168,10,6,40,48,23,19,5,174,130,156,110,6670,236,18
"AP3B1",64,14,2,0,0,10,3,0,3,1,2,3,1,1,12,11,11,435,24,2
"SCAMP1-AS1",4,2,2,1,0,3,1,0,3,5,3,0,0,1,2,2,4,93,5,0
"SCAMP1",31,28,0,3,1,12,0,0,1,2,3,1,0,1,10,8,6,242,21,1
"LHFPL2",237,31,0,0,0,29,0,0,0,0,0,1,0,1,9,33,1,274,11,0
"ARSB",42,9,0,0,0,5,0,0,1,1,1,0,0,0,1,9,0,12,6,0
"DMGDH",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12,0,0
"BHMT2",1,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BHMT",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JMY",12,5,0,0,0,4,0,0,3,0,4,1,0,0,3,2,15,40,10,0
"HOMER1",16,10,0,0,0,4,0,0,2,1,0,2,0,2,2,3,2,65,7,0
"PAPD4",106,17,1,2,0,11,1,0,5,5,4,2,1,3,4,16,12,398,18,2
"CMYA5",0,1,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,13,1,0
"MTX3",3,9,0,0,0,7,0,0,1,2,0,1,1,0,3,1,7,74,3,0
"THBS4",2,61,0,0,0,137,0,0,0,1,0,0,0,0,10,0,1,3,0,0
"CTD-2201I18.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"SERINC5",86,21,1,0,0,19,1,0,5,1,6,0,0,4,9,16,10,725,16,0
"ZFYVE16",130,15,1,1,1,11,0,0,0,2,0,3,0,0,13,15,3,175,30,0
"CTD-2015H6.3",2,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,151,2,0
"FAM151B",3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,9,1,0
"LINC01337",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"DHFR",15,9,0,1,0,4,0,1,1,2,1,0,0,9,10,4,1,935,11,0
"MSH3",16,9,1,3,0,5,2,1,7,4,1,0,1,0,1,12,4,85,4,0
"RASGRF2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0
"RASGRF2",2,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,4,136,48,0
"CKMT2-AS1",4,2,1,0,0,2,0,0,1,1,0,0,0,0,3,0,3,28,3,1
"CKMT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
"ZCCHC9",44,17,0,0,0,24,0,0,5,4,3,1,0,2,13,7,16,439,22,2
"SSBP2",16,14,0,0,0,30,0,1,0,0,1,1,0,0,20,2,2,149,6,4
"CTD-2249K22.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ATG10",17,13,0,0,1,11,0,1,1,3,0,2,0,3,8,6,6,149,16,0
"RPS23",3272,2260,176,132,63,2584,171,71,982,451,622,519,82,949,1132,1299,1518,42093,2919,148
"ATP6AP1L",3,7,0,0,0,1,0,0,0,2,0,0,0,1,4,2,0,15,1,0
"LINC01338",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
"RP11-78C3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0
"RP11-343L5.2",3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
"TMEM167A",345,137,4,4,0,76,7,0,19,5,5,8,1,42,28,117,53,2452,88,6
"XRCC4",50,5,0,1,0,9,2,1,2,1,0,0,0,8,5,19,8,1763,11,1
"VCAN",552,342,0,0,0,402,0,0,0,1,0,0,0,1,40,426,1,34,31,0
"HAPLN1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EDIL3",0,15,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,1,19,3
"CTD-2269F5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"COX7C",1600,591,51,36,28,591,57,35,232,162,135,133,19,648,338,454,509,25034,669,47
"CTC-242N15.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RASA1",30,6,0,1,1,5,3,0,0,3,0,4,0,1,6,10,6,270,17,0
"CTC-428H11.2",5,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,9,0,0
"CCNH",76,20,2,1,0,15,3,1,17,6,4,6,3,3,10,19,32,559,27,0
"TMEM161B",16,8,0,0,0,4,0,0,2,4,0,2,0,3,3,4,2,169,7,0
"TMEM161B-AS1",8,5,0,0,0,9,0,0,4,2,3,0,1,2,5,5,5,495,6,1
"LINC00461",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEF2C",178,8,0,0,0,0,0,0,0,1,0,4,0,0,192,62,2,11,190,10
"MEF2C-AS1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,3,0
"CETN3",27,13,1,0,1,27,1,0,3,1,2,2,0,2,15,3,8,182,24,1
"MBLAC2",4,3,0,1,0,2,0,0,1,0,0,0,0,0,0,1,1,18,0,0
"POLR3G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,0
"LYSMD3",20,10,1,0,0,5,0,0,0,1,0,0,0,0,6,8,2,149,15,0
"ADGRV1",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,0,0
"RP11-213H15.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LUCAT1",18,1,0,0,0,0,0,0,0,1,0,1,0,0,0,5,1,2,0,0
"ARRDC3",154,55,3,1,1,47,2,1,9,6,2,11,0,1,14,29,28,195,60,5
"ARRDC3-AS1",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22,0,0
"CTD-2091N23.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"NR2F1-AS1",1,12,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,4,0,1
"NR2F1",0,14,0,0,0,35,0,0,0,0,0,0,0,0,3,0,1,15,2,1
"FAM172A",22,18,1,1,0,14,3,0,6,8,2,4,1,0,4,5,17,68,24,2
"POU5F2",1,2,0,1,0,3,0,0,1,1,0,0,0,0,0,1,0,7,2,0
"RP11-185E12.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIAA0825",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,1,0
"SLF1",6,3,1,2,2,3,2,0,5,10,3,2,0,0,3,12,4,101,7,1
"MCTP1",72,0,0,0,0,1,0,2,0,0,0,0,0,0,0,27,0,27,101,0
"TTC37",43,25,1,0,0,27,0,0,8,5,0,4,0,0,16,10,12,319,50,1
"ARSK",1,3,1,0,0,5,1,2,0,0,1,1,1,0,8,0,7,29,3,2
"GPR150",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RFESD",10,3,0,1,0,1,0,4,2,1,2,1,0,0,1,1,1,17,4,0
"SPATA9",3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CTD-2154I11.2",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RHOBTB3",77,79,0,0,0,104,0,2,1,0,0,4,0,0,41,15,1,371,10,3
"GLRX",540,84,1,9,4,76,10,0,23,12,7,11,4,57,25,182,98,4077,47,2
"LINC01554",4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0
"ELL2",122,19,0,1,0,14,1,1,0,0,1,0,0,1,7,33,4,152,17,4
"RP11-254I22.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0
"PCSK1",0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"CAST",277,95,2,7,3,93,4,7,28,26,9,14,3,21,60,74,68,3621,145,12
"ERAP1",36,14,1,0,1,9,0,0,1,1,1,3,0,1,6,12,5,380,7,0
"CTD-2260A17.1",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,13,1,0
"CTD-2260A17.2",2,0,0,0,0,3,0,0,0,0,1,1,0,0,1,0,2,20,1,0
"ERAP2",69,16,4,2,1,14,2,0,12,12,5,8,1,2,17,25,16,324,37,2
"LNPEP",48,25,3,4,3,20,6,1,19,12,3,13,1,0,16,14,31,312,34,2
"CTD-2215E18.1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RIOK2",21,6,0,0,0,7,0,1,1,4,1,2,0,0,3,4,4,198,9,1
"RP11-455B3.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"RGMB",3,8,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,89,9,0
"RGMB-AS1",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0
"AC008522.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"CHD1",94,13,3,7,1,22,4,0,13,8,2,13,4,0,11,71,26,674,41,2
"CTD-2007H13.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"CTD-2001C12.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"FAM174A",32,21,0,0,0,17,0,1,1,2,1,1,1,0,16,9,6,57,34,5
"ST8SIA4",125,2,4,4,1,1,1,1,4,7,0,1,1,0,12,24,13,11,28,2
"SLCO4C1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTD-2340E1.2",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"PAM",24,40,0,1,0,150,0,0,0,4,2,1,0,1,29,12,14,626,61,2
"GIN1",13,5,0,1,0,4,0,0,2,3,2,1,1,0,5,2,4,85,1,0
"PPIP5K2",54,10,2,1,1,15,1,0,5,2,2,4,0,0,10,16,7,237,16,0
"C5orf30",11,1,0,0,0,4,0,1,0,1,1,0,0,1,0,1,1,237,5,0
"NUDT12",6,4,0,0,0,4,0,0,0,0,0,0,0,1,1,2,0,154,6,0
"RP11-138J23.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"EFNA5",1,1,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,79,1,0
