"","Anti-inflammatory macro/mono","CAFs","cDCs","Enteric glia cells","Fibroblasts","gdTcells","IL17+ CD4 Tcells","Lymphatic ECs","Mast cells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive CD4 Tcells","NK cells","NKT cells","Normal Epithelial cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Vascular ECs","VSMCs"
"CYB561D2.1",0,2,0,0,5,0,2,0,0,1,3,0,1,1,0,10,0,0,0,2,0
"C3orf18",1,1,0,1,33,0,1,1,0,1,4,2,0,0,0,0,1,0,0,0,3
"HEMK1",9,1,4,5,113,0,3,0,1,5,5,2,0,2,0,31,2,2,4,1,4
"CISH",14,1,0,1,22,0,14,0,0,40,21,0,2,6,0,19,2,0,11,8,1
"MAPKAPK3",30,2,4,1,64,1,5,1,1,20,12,1,2,1,1,23,1,0,60,2,4
"RP11-804H8.6",0,0,0,1,8,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"DOCK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MANF",44,13,24,10,516,0,9,8,4,39,24,5,1,14,0,113,8,25,45,16,16
"RBM15B",13,5,2,1,58,1,1,1,0,1,1,2,0,1,0,23,1,0,4,2,1
"VPRBP",6,1,1,1,25,0,1,0,0,0,0,1,0,0,0,6,0,1,2,1,0
"RAD54L2",6,2,0,5,69,0,3,3,0,2,2,1,0,3,0,13,2,1,5,6,3
"TEX264",62,21,10,11,481,2,7,7,3,22,18,5,4,8,0,90,6,2,42,19,7
"RRP9",7,2,3,3,67,2,0,1,0,2,2,0,0,0,0,17,3,0,4,3,3
"PARP3",4,1,0,1,53,0,0,0,0,0,1,0,0,0,0,12,0,2,1,4,0
"PCBP4",1,2,0,13,102,0,0,1,0,5,1,2,0,0,0,12,3,0,1,3,5
"ABHD14B",41,18,15,9,426,0,8,6,0,32,20,4,2,6,1,154,3,3,26,9,17
"ABHD14A",9,9,3,10,792,0,4,3,1,17,11,5,1,1,0,18,1,2,8,2,12
"ACY1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1
"RPL29",2107,999,566,206,15571,79,282,274,54,892,535,102,76,195,50,5814,158,45,1502,489,391
"DUSP7",7,0,3,0,8,0,0,0,1,0,1,0,0,0,0,0,0,0,4,5,3
"POC1A",1,0,0,0,7,0,0,1,1,0,2,0,0,0,0,20,0,0,0,0,0
"ALAS1",11,3,4,3,73,1,2,5,1,12,1,1,1,2,0,32,4,0,13,3,2
"TLR9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TWF2",68,7,28,6,426,1,12,6,1,26,21,9,0,7,1,41,5,1,78,20,13
"RP5-1157M23.2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"PPM1M",17,2,2,3,68,0,0,3,1,5,9,2,0,1,0,2,1,0,21,1,4
"WDR82",26,3,5,2,142,0,3,0,0,13,12,0,1,2,1,38,0,0,19,8,6
"GLYCTK",1,0,0,0,13,1,0,0,0,2,0,0,0,2,0,22,0,0,1,1,1
"DNAH1",2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0
"BAP1",8,4,2,2,69,0,0,1,0,4,1,1,0,2,0,17,1,0,5,4,1
"PHF7",0,1,0,2,22,0,0,0,0,0,2,1,0,0,0,12,0,0,1,1,1
"SEMA3G",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"TNNC1",0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NISCH",77,8,10,1,113,1,0,1,0,0,1,1,0,0,0,15,3,0,11,3,4
"STAB1",606,0,28,0,13,0,1,10,0,0,0,0,0,0,0,6,0,0,11,7,1
"NT5DC2",17,2,1,1,31,0,0,0,0,0,0,0,0,0,0,7,2,0,0,3,7
"SMIM4",99,7,5,3,113,0,0,11,0,7,5,2,0,3,0,69,1,1,29,1,9
"PBRM1",39,5,7,6,134,0,4,4,1,7,4,2,0,8,0,47,0,0,31,9,15
"GNL3",24,8,10,3,257,0,4,0,0,7,16,1,2,6,0,43,0,3,22,7,4
"GLT8D1",16,11,4,16,605,0,1,4,0,10,12,5,1,3,1,25,8,3,4,7,8
"SPCS1",142,48,54,34,1529,3,17,26,10,67,49,20,9,24,1,309,15,28,108,53,51
"NEK4",9,2,0,0,37,0,0,3,0,1,1,0,0,1,0,4,0,0,3,1,2
"ITIH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ITIH3",0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,22
"ITIH4",0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"RP5-966M1.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"TMEM110-MUSTN1",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM110",0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
"SFMBT1",8,1,1,1,30,0,0,0,0,3,1,0,0,0,0,10,1,0,0,0,3
"RP11-894J14.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RFT1",8,1,1,2,76,1,0,0,0,3,0,0,1,1,0,14,1,0,8,2,1
"PRKCD",36,0,5,0,29,0,1,0,0,3,2,0,0,0,0,30,1,1,38,1,2
"TKT",134,11,39,15,840,1,5,5,2,17,10,16,0,9,3,259,9,2,250,21,18
"DCP1A",23,4,1,3,179,1,3,3,0,6,4,0,1,1,1,22,3,0,20,8,4
"CACNA1D",1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"CHDH",1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,31,0,0,1,0,1
"IL17RB",1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
"RP11-884K10.7",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
"ACTR8",10,1,1,1,75,0,0,1,0,2,0,2,0,0,1,10,0,1,5,1,0
"SELK",127,55,17,40,970,1,12,10,8,61,36,10,5,18,1,214,16,20,93,38,51
"CACNA2D3",3,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
"LRTM1",0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"WNT5A",1,6,1,0,43,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"CCDC66",13,6,2,7,236,2,2,4,0,17,15,2,5,2,0,13,1,1,10,11,6
"FAM208A",23,2,5,2,115,0,3,1,0,6,4,2,1,2,0,18,1,0,7,9,5
"ARHGEF3",10,1,2,3,54,0,1,0,0,7,6,0,0,5,1,0,0,0,19,10,0
"SPATA12",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL17RD",0,0,0,0,71,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"HESX1",1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
"APPL1",75,8,12,11,378,0,2,3,3,13,5,9,1,2,0,70,4,0,32,15,13
"PDE12",6,1,2,1,39,0,1,0,0,2,2,2,0,1,0,18,0,1,3,2,1
"ARF4",43,42,18,19,1536,0,4,7,1,19,20,8,0,7,2,144,8,4,58,29,11
"ARF4-AS1",0,1,0,2,13,0,0,0,0,0,1,1,0,0,0,2,0,0,2,1,1
"DENND6A",13,1,1,1,43,0,0,2,2,1,1,4,1,0,0,6,0,0,9,6,3
"DENND6A-AS1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-755B10.3",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLMAP",12,7,3,3,122,0,3,1,0,5,5,11,0,1,1,45,2,1,7,4,34
"FLNB",10,7,3,5,262,0,0,14,0,7,1,5,0,0,0,112,0,0,5,41,1
"DNASE1L3",623,0,107,0,5,0,0,1,0,0,0,0,0,0,0,4,0,0,2,1,1
"ABHD6",8,0,4,3,18,0,1,1,0,1,1,1,0,0,0,3,0,0,1,3,0
"RPP14",11,2,0,1,53,0,0,2,1,2,0,0,0,0,1,20,0,0,3,1,2
"RP11-80H18.4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PXK",8,4,5,9,305,0,3,1,0,1,4,1,1,1,0,10,2,0,10,3,1
"PDHB",33,9,7,16,446,1,1,7,1,13,12,3,1,4,1,87,13,0,27,19,18
"RP11-802O23.3",1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0
"KCTD6",6,2,1,8,96,0,0,3,0,0,1,0,0,1,0,7,1,0,8,3,1
"ACOX2",1,2,0,0,59,0,0,0,0,0,0,1,0,0,0,9,2,0,0,1,2
"FAM107A",1,0,0,1,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49,0
"FAM3D-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"FAM3D",7,3,1,2,35,0,0,0,1,0,2,0,0,0,0,849,1,0,4,2,1
"C3orf67",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FHIT",13,10,3,3,90,0,0,2,0,1,0,0,2,0,0,29,0,5,2,5,2
"PTPRG",1,0,0,0,116,0,0,1,0,0,0,0,0,0,0,7,8,0,0,7,12
"C3orf14",13,7,0,1,83,0,0,0,0,1,0,1,0,0,0,1,1,0,4,2,3
"CADPS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"THOC7",68,16,16,14,547,3,8,5,1,27,16,11,3,6,4,164,6,1,57,21,28
"ATXN7",23,15,3,1,82,0,1,1,0,4,5,1,4,3,0,18,2,0,17,2,2
"SCAANT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
"PSMD6-AS2",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"RP11-245J9.5",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PSMD6",30,5,10,7,253,1,4,3,1,13,5,3,2,3,2,43,2,1,27,14,23
"RP11-245J9.4",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RP11-245J9.6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRICKLE2-AS1",0,1,0,0,27,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
"PRICKLE2",1,1,0,1,50,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
"ADAMTS9",0,3,0,2,19,0,0,9,0,0,0,0,0,0,0,3,2,0,0,27,3
"ADAMTS9-AS1",0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ADAMTS9-AS2",1,1,0,1,35,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,3
"MAGI1",1,6,0,6,10,0,0,10,0,1,1,1,0,0,0,33,2,0,0,21,4
"SLC25A26",16,8,6,3,215,1,4,1,0,4,3,5,2,2,0,30,1,2,10,4,7
"LRIG1",0,1,0,0,30,0,0,1,0,2,0,8,0,0,0,19,1,0,0,3,2
"KBTBD8",3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,0,0
"SUCLG2",48,9,6,11,381,0,5,3,0,15,8,8,2,6,0,311,9,0,18,9,18
"SUCLG2-AS1",0,0,0,0,13,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0
"FAM19A1",0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EOGT",4,1,0,0,17,0,0,1,1,3,0,1,0,0,0,2,1,0,5,4,1
"CTD-2013N24.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMF1",18,13,4,3,197,2,3,4,0,12,13,2,0,10,0,54,2,1,30,8,9
"UBA3",21,1,4,7,192,1,1,1,0,6,7,1,1,1,0,32,4,1,22,2,6
"ARL6IP5",182,32,45,50,2255,8,44,16,11,139,99,27,12,16,5,139,14,2,128,44,44
"LMOD3",0,0,0,0,6,0,1,0,0,4,6,0,0,0,0,1,2,0,0,0,2
"FRMD4B",148,33,9,0,10,0,2,9,2,9,1,0,1,1,2,26,1,0,26,4,0
"MITF",24,3,4,0,488,0,1,4,1,0,0,2,0,0,0,1,2,0,5,0,6
"LINC01212",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"FOXP1",46,20,8,13,626,0,1,10,6,14,7,7,6,4,1,112,6,1,34,24,28
"RP11-154H23.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"RP11-154H23.3",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
"EIF4E3",7,0,1,2,57,0,3,0,0,3,4,1,0,1,1,15,0,0,15,5,4
"GPR27",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"PROK2",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"LINC00877",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
"LINC00870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"RYBP",28,3,9,2,108,0,1,3,0,1,2,1,0,1,1,37,1,0,22,10,5
"SHQ1",1,2,1,2,38,0,1,3,0,2,1,0,0,1,0,7,1,0,2,1,0
"GXYLT2",2,4,0,0,68,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0
"PPP4R2",22,13,3,11,217,0,3,3,1,14,6,2,2,3,2,64,5,0,18,12,4
"EBLN2",4,0,0,3,31,0,0,0,0,1,1,0,0,1,0,7,0,0,3,0,0
"PDZRN3",2,2,0,17,145,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,6
"PDZRN3-AS1",0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"CNTN3",0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,18,0,1,0,0,0
"RP11-803B1.8",0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0
"CTD-2026G6.3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC00960",0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF717",7,1,1,0,19,0,0,1,0,0,0,0,1,0,0,3,1,0,1,0,0
"ROBO2",0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ROBO1",0,2,0,2,125,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"GBE1",15,7,2,3,130,0,2,0,1,2,1,4,0,1,0,9,0,0,2,4,5
"CADM2",0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"VGLL3",0,4,0,5,166,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2
"LINC00506",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHMP2B",62,24,14,10,554,1,1,3,3,14,8,7,0,3,0,121,6,3,40,14,19
"HTR1F",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"CGGBP1",27,6,3,1,181,0,1,2,0,13,5,6,0,6,1,37,2,1,15,9,8
"RP11-159G9.5",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0
"ZNF654",6,2,0,0,23,1,0,1,0,5,2,0,0,0,0,8,0,0,5,5,0
"C3orf38",15,2,7,6,120,0,3,0,0,6,2,1,1,1,0,14,1,0,11,3,2
"EPHA3",0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
"PROS1",15,21,2,11,362,0,0,4,0,1,0,2,0,0,0,6,7,0,1,9,0
"ARL13B",9,3,3,3,98,0,1,0,1,1,2,0,0,1,1,4,4,0,4,4,3
"STX19",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,34,0,0,0,1,0
"DHFRL1",3,3,1,0,78,0,0,0,0,1,0,2,0,1,0,10,0,0,0,3,1
"NSUN3",8,2,0,2,54,0,1,2,0,6,1,0,0,3,0,13,0,1,2,0,0
"MTRNR2L12",59,16,8,11,186,0,5,6,0,5,5,3,0,4,0,350,4,4,32,10,19
"EPHA6",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARL6",0,1,0,3,15,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2,0
"CRYBG3",17,4,2,1,224,0,0,0,0,0,0,1,0,0,0,5,3,1,12,10,1
"MINA",6,1,2,3,158,0,0,3,0,1,0,1,0,1,0,22,1,0,3,2,0
"CLDND1",20,8,3,10,356,3,5,3,2,27,16,2,0,7,1,26,10,0,11,11,14
"CPOX",12,4,1,1,53,0,0,0,0,2,1,0,0,1,0,10,0,0,4,3,0
"GPR15",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ST3GAL6-AS1",0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ST3GAL6",7,0,4,18,12,0,0,1,1,0,0,0,0,0,0,0,0,2,13,0,0
"DCBLD2",6,9,0,2,101,0,0,3,0,1,0,1,0,0,0,11,3,0,2,0,3
"RP11-201E8.1",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COL8A1",0,13,0,40,1037,0,0,0,0,1,1,0,0,0,0,3,0,0,1,6,0
"CMSS1",23,8,5,3,210,0,3,3,0,7,1,5,1,1,2,24,3,2,2,5,7
"FILIP1L",44,4,7,5,605,0,0,5,0,0,0,8,0,1,0,15,48,0,0,8,34
"TBC1D23",10,5,5,1,102,1,2,0,0,3,3,0,0,2,0,16,4,1,4,6,4
"NIT2",20,15,7,10,251,1,3,1,1,9,2,5,1,1,0,67,3,0,9,6,7
"TOMM70A",14,3,3,2,106,0,1,0,1,4,4,2,0,1,0,43,2,0,8,4,6
"LNP1",0,2,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
"TMEM45A",3,9,0,8,369,0,0,3,0,0,0,1,0,0,0,2,2,3,2,0,2
"ADGRG7",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TFG",40,12,11,16,575,2,4,3,1,5,7,10,1,1,1,123,7,4,26,9,16
"ABI3BP",1,8,0,22,780,0,0,9,0,0,0,9,0,0,0,3,3,0,6,6,0
"IMPG2",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SENP7",11,1,1,0,42,0,0,3,0,11,4,0,0,0,0,6,0,0,3,3,2
"TRMT10C",34,6,5,12,254,3,7,3,2,5,12,6,0,1,0,70,2,0,20,10,6
"PCNP",59,19,15,30,746,2,7,8,1,29,20,17,0,8,0,76,8,0,46,17,47
"ZBTB11",6,0,0,1,40,0,4,0,0,7,1,0,0,2,1,13,0,0,7,2,2
"ZBTB11-AS1",1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1
"RPL24",1417,728,317,163,12123,33,173,201,46,570,378,110,72,147,34,3330,124,38,885,392,399
"CEP97",3,0,1,5,36,0,0,0,0,2,2,1,1,0,0,4,1,0,0,1,2
"NXPE3",8,1,3,4,29,2,0,0,1,5,1,1,0,1,0,1,2,0,5,1,2
"NFKBIZ",57,78,10,6,458,0,9,3,2,11,4,1,1,8,1,54,3,0,129,8,8
"ALCAM",31,0,5,20,55,0,0,4,1,0,0,1,1,0,0,8,3,0,8,1,4
"CBLB",11,2,3,2,257,3,2,1,0,6,16,0,0,11,0,14,1,0,5,7,0
"LINC00882",0,1,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"DUBR",0,0,0,5,21,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3
"RP11-115H18.1",1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BBX",46,13,11,23,532,3,3,11,1,25,16,11,1,9,3,45,15,4,23,11,22
"LINC00636",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"CD47",83,10,18,13,585,0,13,29,1,38,29,6,2,31,3,93,5,2,95,15,17
"LINC01215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"IFT57",7,20,0,6,496,0,1,1,1,6,4,5,2,1,0,65,3,2,13,5,10
"HHLA2",2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,0,0,1,0,0
"KIAA1524",3,1,0,0,14,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0
"DZIP3",3,2,1,2,86,2,3,1,0,8,7,1,0,1,0,7,0,0,1,0,3
"RETNLB",1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,234,0,0,0,0,0
"TRAT1",0,0,0,0,0,4,16,0,0,34,26,0,9,3,3,0,0,0,0,0,0
"FLJ22763",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1
"DPPA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"PVRL3-AS1",0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"PVRL3",0,2,0,1,63,0,0,2,0,1,1,1,0,2,0,40,1,0,0,0,2
"CD96",2,0,0,0,3,4,16,0,0,52,54,0,1,5,6,5,0,0,1,0,0
"ZBED2",0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"PLCXD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"PHLDB2",0,24,0,1,102,0,0,7,0,1,0,4,0,0,0,0,4,1,0,5,13
"ABHD10",15,2,1,5,66,0,1,0,0,3,2,0,0,0,1,11,0,0,8,1,0
"TAGLN3",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TMPRSS7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"C3orf52",0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"GCSAM",7,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0
"RP11-757F18.5",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"CD200",0,18,0,3,80,0,0,6,0,1,0,2,0,0,0,8,0,0,0,4,0
"RP11-231E6.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"BTLA",0,0,0,1,0,0,2,0,0,6,0,0,3,0,0,0,0,2,0,0,0
"ATG3",90,11,34,16,332,2,5,9,2,12,11,3,1,6,0,72,5,0,130,9,10
"SLC35A5",17,4,2,5,127,0,2,0,0,3,1,4,0,0,0,7,0,0,8,2,1
"CCDC80",29,546,1,2,12266,0,0,7,0,5,1,8,0,2,0,10,14,0,10,2,21
"RP11-572C15.5",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CD200R1",21,0,2,0,0,0,1,0,0,3,3,0,1,0,0,1,0,0,0,0,0
"RP11-484K9.4",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"GTPBP8",10,4,2,1,95,0,3,0,0,2,2,1,1,2,0,17,2,1,4,2,5
"C3orf17",10,2,1,2,97,0,0,0,0,6,6,3,1,2,0,16,0,0,5,1,2
"RP11-572M11.4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOC",2,9,0,3,440,0,0,0,0,0,0,1,0,0,0,1,3,0,2,0,1
"CFAP44",0,1,0,1,12,1,0,1,0,0,0,1,0,0,0,10,0,0,0,3,0
"SPICE1",2,2,0,0,42,0,0,0,0,1,0,0,0,1,0,11,1,0,1,0,1
"SIDT1",21,0,0,0,0,0,4,0,0,2,1,0,0,2,0,5,0,0,0,0,0
"SIDT1-AS1",1,0,0,0,0,0,0,0,0,1,3,0,1,1,1,3,0,1,1,0,0
"USF3",11,1,1,2,61,0,0,0,0,2,1,2,1,1,0,28,0,0,4,4,2
"NAA50",39,7,4,2,190,0,2,1,1,11,7,6,1,1,1,53,5,0,16,3,5
"ATP6V1A",72,3,12,2,151,0,2,3,1,2,2,1,0,3,0,29,2,0,54,7,1
"GRAMD1C",1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0
"ZDHHC23",0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,13,0,0,3,2,0
"CCDC191",3,0,0,1,32,0,0,1,0,1,0,0,0,0,0,2,0,0,0,2,1
"QTRTD1",12,0,0,0,25,0,2,2,1,2,1,0,0,1,1,15,1,0,3,3,0
"RP11-553L6.2",0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"ZNF80",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
"TIGIT",0,0,0,0,1,0,1,0,0,6,4,0,3,4,1,0,0,0,0,0,0
"RP11-553L6.5",7,5,0,8,233,1,0,0,0,1,0,2,0,0,0,5,5,0,4,8,2
"ZBTB20",10,12,1,23,657,1,1,6,1,8,6,5,2,3,0,13,4,0,8,15,10
"ZBTB20-AS1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ZBTB20-AS2",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ZBTB20-AS4",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAP43",1,0,0,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LSAMP",1,18,0,3,286,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1
"RP11-768G7.2",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGSF11",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UPK1B",0,61,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"B4GALT4",3,8,0,3,155,0,0,0,0,2,6,3,0,2,0,39,1,0,4,2,1
"ARHGAP31",8,0,2,5,13,0,1,2,0,2,0,0,0,0,0,2,0,0,8,6,0
"ARHGAP31-AS1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM39A",5,6,1,2,121,0,0,1,0,0,1,0,3,1,0,9,0,1,4,0,1
"POGLUT1",9,3,5,1,63,0,0,0,0,1,1,0,0,0,1,10,2,1,6,6,2
"RP11-190C22.8",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"TIMMDC1",26,12,9,14,410,2,1,8,0,7,11,3,2,3,0,60,7,2,14,18,9
"CD80",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"RP11-190C22.9",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"ADPRH",6,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0
"PLA1A",1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0
"POPDC2",2,0,0,0,13,0,0,0,0,1,0,3,0,0,0,1,1,0,0,0,2
"COX17",109,14,22,18,700,0,8,23,9,25,24,17,2,16,1,208,10,5,115,47,57
"MAATS1",1,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"NR1I2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
"GSK3B",13,6,0,10,102,0,0,0,1,4,6,2,0,1,0,19,1,0,13,5,3
