"","original","FastCore","GIMME","IMAT","CORDA","tINIT"
"3HGLUTCOAm",NA,"-","-1","-1","-","-2"
"3OHGLUTACtm",NA,"-","-1","-1","-","-2"
"3OHGLUTACte",NA,"-","-1","-1","-","-2"
"EX_3ohglutac_e",NA,"-","-1","-1","-","-2"
"GLUTCONtm",NA,"-","-1","-1","-","-2"
"GLUTCONte",NA,"-","-1","-1","-","-2"
"EX_glutcon_e",NA,"-","-1","-1","-","-2"
"3HIVActm",NA,"-","-1","-1","-","-2"
"EX_3hivac_e",NA,"-","-1","-1","-","-2"
"3OHSEBACx",NA,"-","-1","-1","-","-2"
"3OHSEBACtxc",NA,"-","-1","-1","-","-2"
"3OHSEBACte",NA,"-","-1","-1","-","-2"
"EX_3ohsebac_e",NA,"-","-1","-1","-","-2"
"3OHSUBCOAx",0,"-","0","0","Negative","-8"
"HMR_0296",3,"Present","2","2","High","20"
"HMR_0297",2,"Present","2","2","High","15"
"HMR_0298",2,"Present","2","2","High","15"
"HMR_0299",2,"Present","2","2","High","15"
"HMR_0300",3,"Present","2","2","High","20"
"HMR_0301",2,"Present","2","2","High","15"
"HMR_0307",2,"Present","2","2","High","15"
"HMR_0308",3,"Present","2","2","High","20"
"HMR_0309",2,"Present","2","2","High","15"
"HMR_0310",2,"Present","2","2","High","15"
"HMR_0311",2,"Present","2","2","High","15"
"HMR_0317",2,"Present","2","2","High","15"
"HMR_0321",2,"Present","2","2","High","15"
"HMR_0323",2,"Present","2","2","High","15"
"HMR_0326",3,"Present","2","2","High","20"
"3OHSUBACtxc",NA,"-","-1","-1","-","-2"
"3OHSUBACte",NA,"-","-1","-1","-","-2"
"EX_3ohsubac_e",NA,"-","-1","-1","-","-2"
"CAPROICc",NA,"-","-1","-1","-","-2"
"EX_5ohhexa_e",NA,"-","-1","-1","-","-2"
"7OHOCTAc",NA,"-","-1","-1","-","-2"
"7OHOCTAte",NA,"-","-1","-1","-","-2"
"EX_7ohocata_e",NA,"-","-1","-1","-","-2"
"ETHMALCOAc",NA,"-","-1","-1","-","-2"
"ETHMALACc",NA,"-","-1","-1","-","-2"
"ETHMALACte",NA,"-","-1","-1","-","-2"
"HEXGLYc",1,"Present","1","1","Medium","10"
"METHSUCCOAc",NA,"-","-1","-1","-","-2"
"METHSUCCte",NA,"-","-1","-1","-","-2"
"EX_methsucc_e",NA,"-","-1","-1","-","-2"
"SUBGLYte",NA,"-","-1","-1","-","-2"
"4OHBUTm",NA,"-","-1","-1","-","-2"
"4OHBUTtce",NA,"-","-1","-1","-","-2"
"HMR_0327",2,"Present","2","2","High","15"
"HMR_0328",2,"Present","2","2","High","15"
"HMR_0343",2,"Present","2","2","High","15"
"FACOAE1839Z12Z15Z",2,"Present","2","2","High","15"
"HMR_0359",2,"Present","2","2","High","15"
"HMR_0362",2,"Present","2","2","High","15"
"HMR_0363",2,"Present","2","2","High","15"
"HMR_0366",2,"Present","2","2","High","15"
"HMR_0370",2,"Present","2","2","High","15"
"HMR_0374",2,"Present","2","2","High","15"
"HMR_0375",2,"Present","2","2","High","15"
"HMR_0378",2,"Present","2","2","High","15"
"HMR_0380",3,"Present","2","2","High","20"
"HMR_0382",2,"Present","2","2","High","15"
"HMR_0385",2,"Present","2","2","High","15"
"HMR_0387",2,"Present","2","2","High","15"
"HMR_0388",3,"Present","2","2","High","20"
"HMR_0389",2,"Present","2","2","High","15"
"HMR_0808",2,"Present","2","2","High","15"
"HMR_0812",2,"Present","2","2","High","15"
"HMR_0815",0,"-","0","0","Negative","-8"
"HMR_0816",0,"-","0","0","Negative","-8"
"HMR_0819",1,"Present","1","1","Medium","10"
"3AIBSYMPt",NA,"-","-1","-1","-","-2"
"C14771UPKt",NA,"-","-1","-1","-","-2"
"CE1243UPKt",NA,"-","-1","-1","-","-2"
"SPHMYLN18118_hs_ATPt",1,"Present","1","1","Medium","10"
"SPHMYLN181181_hs_ATPt",1,"Present","1","1","Medium","10"
"SPHMYLN181201_hs_ATPt",1,"Present","1","1","Medium","10"
"SPHMYLN18122_hs_ATPt",1,"Present","1","1","Medium","10"
"SPHMYLN181221_hs_ATPt",1,"Present","1","1","Medium","10"
"SPHMYLN18123_hs_ATPt",1,"Present","1","1","Medium","10"
"SPHMYLN1824_hs_ATPt",1,"Present","1","1","Medium","10"
"SPHMYLN1825_hs_ATPt",1,"Present","1","1","Medium","10"
"THEXDDm",3,"Present","2","2","High","20"
"THEXDDtm",0,"-","0","0","Negative","-8"
"THEXDDte",NA,"-","-1","-1","-","-2"
"HEXDTRm",3,"Present","2","2","High","20"
"HPDECEtm",0,"-","0","0","Negative","-8"
"HPDECEte",NA,"-","-1","-1","-","-2"
"EX_hpdece_e",NA,"-","-1","-1","-","-2"
"5EIPENCm",3,"Present","2","2","High","20"
"5EIPENCtm",0,"-","0","0","Negative","-8"
"EX_5eipenc_e",NA,"-","-1","-1","-","-2"
"ANDRSTNDNte",0,"-","0","0","Negative","-8"
"ANDRSTANDRte",0,"-","0","0","Negative","-8"
"CE2209te",0,"-","0","0","Negative","-8"
"C05299te",0,"-","0","0","Negative","-8"
"C05302te",0,"-","0","0","Negative","-8"
"HMR_0820",0,"-","0","0","Negative","-8"
"HMR_0821",2,"Present","2","2","High","15"
"HMR_0828",2,"Present","2","2","High","15"
"HMR_0829",0,"-","0","0","Negative","-8"
"HMR_0831",NA,"-","-1","-1","-","-2"
"HMR_0835",1,"Present","1","1","Medium","10"
"HMR_0842",0,"-","0","0","Negative","-8"
"HMR_0844",2,"Present","2","2","High","15"
"HMR_0848",0,"-","0","0","Negative","-8"
"HMR_0849",0,"-","0","0","Negative","-8"
"HMR_0851",0,"-","0","0","Negative","-8"
"HMR_0854",0,"-","0","0","Negative","-8"
"HMR_0859",0,"-","0","0","Negative","-8"
"HMR_0860",0,"-","0","0","Negative","-8"
"HMR_0864",0,"-","0","0","Negative","-8"
"HMR_0867",0,"-","0","0","Negative","-8"
"HMR_0878",2,"Present","2","2","High","15"
"HMR_0889",1,"Present","1","1","Medium","10"
"HMR_0906",0,"-","0","0","Negative","-8"
"HMR_0908",0,"-","0","0","Negative","-8"
"HMR_0909",0,"-","0","0","Negative","-8"
"HMR_0913",NA,"-","-1","-1","-","-2"
"PGESc",3,"Present","2","2","High","20"
"HMR_1737",0,"-","0","0","Negative","-8"
"HMR_1739",0,"-","0","0","Negative","-8"
"HMR_1741",0,"-","0","0","Negative","-8"
"HMR_1742",0,"-","0","0","Negative","-8"
"HMR_1743",0,"-","0","0","Negative","-8"
"HMR_1749",0,"-","0","0","Negative","-8"
"HMR_1750",0,"-","0","0","Negative","-8"
"CE5072te",0,"-","0","0","Negative","-8"
"11DOCRTSTRNte",0,"-","0","0","Negative","-8"
"PRGNLONEte",0,"-","0","0","Negative","-8"
"17AHPRGNLONEte",0,"-","0","0","Negative","-8"
"PRGNLONESte",0,"-","0","0","Negative","-8"
"MMAt2e",0,"-","0","0","Negative","-8"
"CE2006te",1,"Present","1","1","Medium","10"
"N8ASPMDte",0,"-","0","0","Negative","-8"
"CE4890te2",0,"-","0","0","Negative","-8"
"C09642te",0,"-","0","0","Negative","-8"
"EX_5g2oxpt_e",NA,"-","-1","-1","-","-2"
"EX_andrstndn_e",NA,"-","-1","-1","-","-2"
"EANDRSTRNtr",NA,"-","-1","-1","-","-2"
"EX_eandrstrn_e",NA,"-","-1","-1","-","-2"
"ESTRONEte",NA,"-","-1","-1","-","-2"
"EX_C05298_e",NA,"-","-1","-1","-","-2"
"EX_C05301_e",NA,"-","-1","-1","-","-2"
"EX_CE5072_e",NA,"-","-1","-1","-","-2"
"EX_11docrtstrn_e",NA,"-","-1","-1","-","-2"
"EX_CE2211_e",NA,"-","-1","-1","-","-2"
"EX_17ahprgstrn_e",NA,"-","-1","-1","-","-2"
"HC02020te",NA,"-","-1","-1","-","-2"
"EX_HC02020_e",NA,"-","-1","-1","-","-2"
"XOL24OHtr",NA,"-","-1","-1","-","-2"
"XOL27OHte",NA,"-","-1","-1","-","-2"
"HMR_1751",0,"-","0","0","Negative","-8"
"HMR_1752",NA,"-","-1","-1","-","-2"
"HMR_1754",2,"Present","2","2","High","15"
"HMR_1760",0,"-","0","0","Negative","-8"
"HMR_1761",0,"-","0","0","Negative","-8"
"HMR_1764",NA,"-","-1","-1","-","-2"
"HMR_1766",2,"Present","2","2","High","15"
"HMR_1769",0,"-","0","0","Negative","-8"
"HMR_1770",0,"-","0","0","Negative","-8"
"HMR_1807",0,"-","0","0","Negative","-8"
"HMR_1834",NA,"-","-1","-1","-","-2"
"HMR_1847",0,"-","0","0","Negative","-8"
"HMR_1928",1,"Present","1","1","Medium","10"
"HMR_1941",0,"-","0","0","Negative","-8"
"HMR_1948",0,"-","0","0","Negative","-8"
"HMR_1967",0,"-","0","0","Negative","-8"
"HMR_1970",0,"-","0","0","Negative","-8"
"HMR_1976",1,"Present","1","1","Medium","10"
"HMR_1979",0,"-","0","0","Negative","-8"
"HMR_1988",0,"-","0","0","Negative","-8"
"HMR_1989",1,"Present","1","1","Medium","10"
"EX_xol27oh_e",NA,"-","-1","-1","-","-2"
"XOL25OHtr",NA,"-","-1","-1","-","-2"
"EX_dsmsterol_e",NA,"-","-1","-1","-","-2"
"CHSTEROLSte",NA,"-","-1","-1","-","-2"
"3ITYR_Lte",NA,"-","-1","-1","-","-2"
"35DIODTYRte",NA,"-","-1","-1","-","-2"
"13_CIS_RETNte",NA,"-","-1","-1","-","-2"
"CE1617te",NA,"-","-1","-1","-","-2"
"EX_CE1617_e",NA,"-","-1","-1","-","-2"
"IDL_HSSYN",NA,"-","-1","-1","-","-2"
"IDL_HSDEG",NA,"-","-1","-1","-","-2"
"HDL_HSSYN",NA,"-","-1","-1","-","-2"
"EX_34dhoxmand_e",NA,"-","-1","-1","-","-2"
"FNA5MOXAMte",NA,"-","-1","-1","-","-2"
"EX_fna5moxam_e",NA,"-","-1","-1","-","-2"
"CE5643te",NA,"-","-1","-1","-","-2"
"EX_CE5643_e",NA,"-","-1","-1","-","-2"
"EX_CE7085_e",NA,"-","-1","-1","-","-2"
"CE1401te",NA,"-","-1","-1","-","-2"
"EX_CE1401_e",NA,"-","-1","-1","-","-2"
"EX_glucys_e",NA,"-","-1","-1","-","-2"
"TYRDOPOX",0,"-","0","0","Negative","-8"
"DOPA4SFt",NA,"-","-1","-1","-","-2"
"EX_dopa4glcur_e",NA,"-","-1","-1","-","-2"
"EX_dopa3glcur_e",NA,"-","-1","-1","-","-2"
"DOPACHRMDC",NA,"-","-1","-1","-","-2"
"CE5026t",1,"Present","1","1","Medium","10"
"CYSGLYPTASEe_1",NA,"-","-1","-1","-","-2"
"CE1261t",NA,"-","-1","-1","-","-2"
"HMR_1990",0,"-","0","0","Negative","-8"
"HMR_1991",0,"-","0","0","Negative","-8"
"HMR_2288",1,"Present","1","1","Medium","10"
"HMR_2292",1,"Present","1","1","Medium","10"
"HMR_2293",1,"Present","1","1","Medium","10"
"HMR_2295",1,"Present","1","1","Medium","10"
"HMR_2334",1,"Present","1","1","Medium","10"
"HMR_2338",3,"Present","2","2","High","20"
"HMR_2345",3,"Present","2","2","High","20"
"HMR_2349",3,"Present","2","2","High","20"
"HMR_2355",3,"Present","2","2","High","20"
"HMR_2356",3,"Present","2","2","High","20"
"HMR_2362",1,"Present","1","1","Medium","10"
"HMR_2363",3,"Present","2","2","High","20"
"HMR_2376",NA,"-","-1","-1","-","-2"
"HMR_2403",NA,"-","-1","-1","-","-2"
"HMR_2433",2,"Present","2","2","High","15"
"HMR_2434",1,"Present","1","1","Medium","10"
"HMR_2436",3,"Present","2","2","High","20"
"HMR_2440",2,"Present","2","2","High","15"
"HMR_2472",1,"Present","1","1","Medium","10"
"HMR_2484",1,"Present","1","1","Medium","10"
"HMR_2495",NA,"-","-1","-1","-","-2"
"HMR_2670",2,"Present","2","2","High","15"
"HMR_2671",1,"Present","1","1","Medium","10"
"HMR_2675",2,"Present","2","2","High","15"
"HMR_2679",2,"Present","2","2","High","15"
"HMR_2684",2,"Present","2","2","High","15"
"HMR_2685",2,"Present","2","2","High","15"
"HMR_2686",1,"Present","1","1","Medium","10"
"HMR_2688",2,"Present","2","2","High","15"
"HMR_2689",1,"Present","1","1","Medium","10"
"HMR_2690",2,"Present","2","2","High","15"
"HMR_2691",2,"Present","2","2","High","15"
"HMR_2693",2,"Present","2","2","High","15"
"HMR_2695",2,"Present","2","2","High","15"
"NADPQNOXR",2,"Present","2","2","High","15"
"NADQNOXR",2,"Present","2","2","High","15"
"DACT",NA,"-","-1","-1","-","-2"
"DACGST",0,"-","0","0","Negative","-8"
"EX_5cysdopa_e",NA,"-","-1","-1","-","-2"
"CE2172t",NA,"-","-1","-1","-","-2"
"ACER11r",1,"Present","1","1","Medium","10"
"ACER21g",1,"Present","1","1","Medium","10"
"ACER22g",1,"Present","1","1","Medium","10"
"BGAL1l",1,"Present","1","1","Medium","10"
"CRMte",NA,"-","-1","-1","-","-2"
"EX_gluside_hs_e",NA,"-","-1","-1","-","-2"
"GA1tl",NA,"-","-1","-1","-","-2"
"GALGLUSIDEtg2",NA,"-","-1","-1","-","-2"
"GD3tg",NA,"-","-1","-1","-","-2"
"GLUSIDEte",NA,"-","-1","-1","-","-2"
"GLUSIDEtl",NA,"-","-1","-1","-","-2"
"GM2tl",NA,"-","-1","-1","-","-2"
"HEXAHBl",1,"Present","1","1","Medium","10"
"NEU11l",1,"Present","1","1","Medium","10"
"NEU22",1,"Present","1","1","Medium","10"
"NEU310e",NA,"-","-1","-1","-","-2"
"NEU31e",2,"Present","2","2","High","15"
"NEU33e",2,"Present","2","2","High","15"
"NEU36e",2,"Present","2","2","High","15"
"NEU39e",2,"Present","2","2","High","15"
"SMSn",NA,"-","-1","-1","-","-2"
"SPHMYLNtl2",NA,"-","-1","-1","-","-2"
"SPMD3n",2,"Present","2","2","High","15"
"RE3477C1",NA,"-","-1","-1","-","-2"
"WHTSTSTERONEtr",NA,"-","-1","-1","-","-2"
"TETTET6COAtm",NA,"-","-1","-1","-","-2"
"TETPENT6COAtm",NA,"-","-1","-1","-","-2"
"DAG_HStg",NA,"-","-1","-1","-","-2"
"HMR_2697",1,"Present","1","1","Medium","10"
"HMR_2699",2,"Present","2","2","High","15"
"HMR_2701",1,"Present","1","1","Medium","10"
"HMR_2702",2,"Present","2","2","High","15"
"HMR_2703",2,"Present","2","2","High","15"
"HMR_2707",1,"Present","1","1","Medium","10"
"HMR_2708",2,"Present","2","2","High","15"
"HMR_2709",2,"Present","2","2","High","15"
"HMR_2712",2,"Present","2","2","High","15"
"HMR_2713",1,"Present","1","1","Medium","10"
"HMR_2715",2,"Present","2","2","High","15"
"HMR_2718",2,"Present","2","2","High","15"
"HMR_2727",2,"Present","2","2","High","15"
"HMR_2733",2,"Present","2","2","High","15"
"HMR_9665",NA,"-","-1","-1","-","-2"
"HMR_2986",2,"Present","2","2","High","15"
"HMR_2989",2,"Present","2","2","High","15"
"HMR_2990",2,"Present","2","2","High","15"
"HMR_2998",2,"Present","2","2","High","15"
"HMR_3001",2,"Present","2","2","High","15"
"HMR_3002",2,"Present","2","2","High","15"
"HMR_3003",2,"Present","2","2","High","15"
"HMR_3018",0,"-","0","0","Negative","-8"
"HMR_3053",NA,"-","-1","-1","-","-2"
"HMR_3056",NA,"-","-1","-1","-","-2"
"HMR_3058",0,"-","0","0","Negative","-8"
"HMR_3064",1,"Present","1","1","Medium","10"
"HMR_3065",1,"Present","1","1","Medium","10"
"HMR_3066",0,"-","0","0","Negative","-8"
"HMR_3068",1,"Present","1","1","Medium","10"
"HMR_3069",1,"Present","1","1","Medium","10"
"ACOAO8p",0,"-","0","0","Negative","-8"
"HMR_3076",1,"Present","1","1","Medium","10"
"HMR_3094",0,"-","0","0","Negative","-8"
"HMR_3095",0,"-","0","0","Negative","-8"
"HMR_3098",0,"-","0","0","Negative","-8"
"HMR_3100",1,"Present","1","1","Medium","10"
"HMR_3107",3,"Present","2","2","High","20"
"HMR_3108",3,"Present","2","2","High","20"
"HMR_3109",3,"Present","2","2","High","20"
"HMR_3110",3,"Present","2","2","High","20"
"HMR_3112",3,"Present","2","2","High","20"
"HMR_3230",3,"Present","2","2","High","20"
"EX_gd1a_hs_e",NA,"-","-1","-1","-","-2"
"DHCRMter",NA,"-","-1","-1","-","-2"
"EX_34dhpe_e",NA,"-","-1","-1","-","-2"
"GALSIDEter",NA,"-","-1","-1","-","-2"
"Rtotaltg",NA,"-","-1","-1","-","-2"
"GD1Atg",NA,"-","-1","-1","-","-2"
"HMR_0241",2,"Present","2","2","High","15"
"HMR_0242",2,"Present","2","2","High","15"
"HMR_0245",2,"Present","2","2","High","15"
"HMR_0247",2,"Present","2","2","High","15"
"HMR_0253",2,"Present","2","2","High","15"
"HMR_0255",2,"Present","2","2","High","15"
"HMR_0257",2,"Present","2","2","High","15"
"HMR_0261",2,"Present","2","2","High","15"
"HMR_0278",3,"Present","2","2","High","20"
"HMR_0279",2,"Present","2","2","High","15"
"HMR_0281",2,"Present","2","2","High","15"
"HMR_0287",2,"Present","2","2","High","15"
"HMR_0810",0,"-","0","0","Negative","-8"
"HMR_0390",2,"Present","2","2","High","15"
"HMR_0395",2,"Present","2","2","High","15"
"FACOAE1836Z9Z12Z",2,"Present","2","2","High","15"
"HMR_0406",2,"Present","2","2","High","15"
"HMR_0414",2,"Present","2","2","High","15"
"HMR_0418",2,"Present","2","2","High","15"
"HMR_0419",2,"Present","2","2","High","15"
"HMR_0422",2,"Present","2","2","High","15"
"HMR_0428",3,"Present","2","2","High","20"
"HMR_0431",2,"Present","2","2","High","15"
"HMR_0432",3,"Present","2","2","High","20"
"HMR_0435",2,"Present","2","2","High","15"
"HMR_0436",3,"Present","2","2","High","20"
"HMR_0438",2,"Present","2","2","High","15"
"HMR_0439",2,"Present","2","2","High","15"
"HMR_0467",NA,"-","-1","-1","-","-2"
"G3PD2",0,"-","0","0","Negative","-8"
"G3PD",0,"-","0","0","Negative","-8"
"HMR_0942",2,"Present","2","2","High","15"
"HMR_0946",2,"Present","2","2","High","15"
"HMR_0950",2,"Present","2","2","High","15"
"HMR_0954",2,"Present","2","2","High","15"
"HMR_0962",NA,"-","-1","-1","-","-2"
"HMR_0963",3,"Present","2","2","High","20"
"HMR_0979",NA,"-","-1","-1","-","-2"
"HMR_0981",1,"Present","1","1","Medium","10"
"HMR_1104",NA,"-","-1","-1","-","-2"
"HMR_1126",1,"Present","1","1","Medium","10"
"HMR_3231",3,"Present","2","2","High","20"
"HMR_3232",3,"Present","2","2","High","20"
"HMR_3233",3,"Present","2","2","High","20"
"HMR_3235",3,"Present","2","2","High","20"
"HMR_3236",3,"Present","2","2","High","20"
"HMR_3237",3,"Present","2","2","High","20"
"HMR_3242",3,"Present","2","2","High","20"
"HMR_3245",3,"Present","2","2","High","20"
"HMR_3246",3,"Present","2","2","High","20"
"HMR_3296",3,"Present","2","2","High","20"
"HMR_3322",3,"Present","2","2","High","20"
"HMR_3326",0,"-","0","0","Negative","-8"
"HMR_3327",0,"-","0","0","Negative","-8"
"HMR_3329",1,"Present","1","1","Medium","10"
"HMR_3330",0,"-","0","0","Negative","-8"
"HMR_3331",0,"-","0","0","Negative","-8"
"HMR_3334",0,"-","0","0","Negative","-8"
"HMR_3337",1,"Present","1","1","Medium","10"
"HMR_3341",1,"Present","1","1","Medium","10"
"HMR_3344",1,"Present","1","1","Medium","10"
"HMR_3348",1,"Present","1","1","Medium","10"
"HMR_3350",0,"-","0","0","Negative","-8"
"HMR_3352",1,"Present","1","1","Medium","10"
"HMR_3396",NA,"-","-1","-1","-","-2"
"HMR_3397",NA,"-","-1","-1","-","-2"
"HMR_3406",3,"Present","2","2","High","20"
"HMR_3522",3,"Present","2","2","High","20"
"HMR_3627",1,"Present","1","1","Medium","10"
"HMR_3628",1,"Present","1","1","Medium","10"
"HMR_3629",1,"Present","1","1","Medium","10"
"HMR_3631",1,"Present","1","1","Medium","10"
"HMR_3633",1,"Present","1","1","Medium","10"
"HMR_3635",1,"Present","1","1","Medium","10"
"HMR_3642",1,"Present","1","1","Medium","10"
"HMR_3645",1,"Present","1","1","Medium","10"
"HMR_3646",1,"Present","1","1","Medium","10"
"HMR_3648",1,"Present","1","1","Medium","10"
"HMR_3649",1,"Present","1","1","Medium","10"
"HMR_3651",1,"Present","1","1","Medium","10"
"HMR_3652",1,"Present","1","1","Medium","10"
"HMR_3653",1,"Present","1","1","Medium","10"
"HMR_3654",1,"Present","1","1","Medium","10"
"HMR_3655",1,"Present","1","1","Medium","10"
"HMR_3659",1,"Present","1","1","Medium","10"
"HMR_3660",1,"Present","1","1","Medium","10"
"HMR_3663",1,"Present","1","1","Medium","10"
"HMR_3668",1,"Present","1","1","Medium","10"
"HMR_3669",1,"Present","1","1","Medium","10"
"HMR_3677",1,"Present","1","1","Medium","10"
"HMR_3678",1,"Present","1","1","Medium","10"
"HMR_3679",1,"Present","1","1","Medium","10"
"HMR_3680",1,"Present","1","1","Medium","10"
"HMR_3684",1,"Present","1","1","Medium","10"
"HMR_3687",1,"Present","1","1","Medium","10"
"HMR_3689",1,"Present","1","1","Medium","10"
"HMR_3690",1,"Present","1","1","Medium","10"
"HMR_3692",1,"Present","1","1","Medium","10"
"HMR_9669",NA,"-","-1","-1","-","-2"
"HMR_6632",3,"Present","2","2","High","20"
"HMR_6647",0,"-","0","0","Negative","-8"
"HMR_6728",0,"-","0","0","Negative","-8"
"HMR_6729",0,"-","0","0","Negative","-8"
"HMR_1129",3,"Present","2","2","High","20"
"HMR_1135",NA,"-","-1","-1","-","-2"
"HMR_1243",NA,"-","-1","-1","-","-2"
"HMR_1280",2,"Present","2","2","High","15"
"HMR_1283",NA,"-","-1","-1","-","-2"
"HMR_1307",0,"-","0","0","Negative","-8"
"HMR_1316",NA,"-","-1","-1","-","-2"
"HMR_1317",NA,"-","-1","-1","-","-2"
"HMR_1318",NA,"-","-1","-1","-","-2"
"HMR_1321",1,"Present","1","1","Medium","10"
"HMR_1329",0,"-","0","0","Negative","-8"
"HMR_1332",NA,"-","-1","-1","-","-2"
"HMR_1390",0,"-","0","0","Negative","-8"
"HMR_1477",1,"Present","1","1","Medium","10"
"HMR_1478",1,"Present","1","1","Medium","10"
"HMR_1490",2,"Present","2","2","High","15"
"HMR_1493",2,"Present","2","2","High","15"
"HMR_1494",2,"Present","2","2","High","15"
"HMR_1495",0,"-","0","0","Negative","-8"
"HMR_1504",2,"Present","2","2","High","15"
"HMR_1509",0,"-","0","0","Negative","-8"
"HMR_1516",0,"-","0","0","Negative","-8"
"HMR_1532",2,"Present","2","2","High","15"
"HMR_1540",3,"Present","2","2","High","20"
"HMR_1544",2,"Present","2","2","High","15"
"HMR_1545",2,"Present","2","2","High","15"
"HMR_1546",0,"-","0","0","Negative","-8"
"HMR_1548",2,"Present","2","2","High","15"
"HMR_1552",0,"-","0","0","Negative","-8"
"HMR_1557",0,"-","0","0","Negative","-8"
"LTHSTRLOR",0,"-","0","0","Negative","-8"
"HMR_1565",1,"Present","1","1","Medium","10"
"HMR_1620",2,"Present","2","2","High","15"
"HMR_1623",NA,"-","-1","-1","-","-2"
"HMR_1651",3,"Present","2","2","High","20"
"HMR_1665",2,"Present","2","2","High","15"
"HMR_1681",0,"-","0","0","Negative","-8"
"HMR_1685",0,"-","0","0","Negative","-8"
"HMR_1701",NA,"-","-1","-1","-","-2"
"HMR_1735",0,"-","0","0","Negative","-8"
"HMR_1992",0,"-","0","0","Negative","-8"
"HMR_1993",1,"Present","1","1","Medium","10"
"HMR_2002",NA,"-","-1","-1","-","-2"
"HMR_2007",0,"-","0","0","Negative","-8"
"HMR_2011",1,"Present","1","1","Medium","10"
"HMR_2014",0,"-","0","0","Negative","-8"
"HMR_2087",NA,"-","-1","-1","-","-2"
"HMR_2114",NA,"-","-1","-1","-","-2"
"HMR_2190",2,"Present","2","2","High","15"
"HMR_2217",1,"Present","1","1","Medium","10"
"HMR_2219",3,"Present","2","2","High","20"
"HMR_2259",2,"Present","2","2","High","15"
"HMR_2261",3,"Present","2","2","High","20"
"HMR_2262",3,"Present","2","2","High","20"
"HMR_2263",2,"Present","2","2","High","15"
"HMR_2264",1,"Present","1","1","Medium","10"
"HMR_2265",3,"Present","2","2","High","20"
"HMR_2266",3,"Present","2","2","High","20"
"HMR_2267",2,"Present","2","2","High","15"
"HMR_2269",3,"Present","2","2","High","20"
"HMR_2281",1,"Present","1","1","Medium","10"
"HMR_3520",NA,"-","-1","-1","-","-2"
"HMR_2530",2,"Present","2","2","High","15"
"HMR_2535",3,"Present","2","2","High","20"
"HMR_2537",3,"Present","2","2","High","20"
"HMR_2540",2,"Present","2","2","High","15"
"HMR_2543",3,"Present","2","2","High","20"
"HMR_2558",NA,"-","-1","-1","-","-2"
"HMR_2571",NA,"-","-1","-1","-","-2"
"HMR_2585",0,"-","0","0","Negative","-8"
"HMR_2602",2,"Present","2","2","High","15"
"HMR_2608",2,"Present","2","2","High","15"
"HMR_2610",1,"Present","1","1","Medium","10"
"HMR_2611",2,"Present","2","2","High","15"
"HMR_2613",1,"Present","1","1","Medium","10"
"HMR_2622",1,"Present","1","1","Medium","10"
"HMR_2635",1,"Present","1","1","Medium","10"
"HMR_2644",2,"Present","2","2","High","15"
"HMR_6747",0,"-","0","0","Negative","-8"
"HMR_6755",2,"Present","2","2","High","15"
"HMR_6782",NA,"-","-1","-1","-","-2"
"4CMCOAS",NA,"-","-1","-1","-","-2"
"HMR_6786",NA,"-","-1","-1","-","-2"
"HMR_6826",1,"Present","1","1","Medium","10"
"HMR_6834",1,"Present","1","1","Medium","10"
"HMR_6838",1,"Present","1","1","Medium","10"
"HMR_6839",0,"-","0","0","Negative","-8"
"HMR_6844",1,"Present","1","1","Medium","10"
"HMR_6874",0,"-","0","0","Negative","-8"
"HMR_6910",1,"Present","1","1","Medium","10"
"HMR_6977",3,"Present","2","2","High","20"
"ICITt_x",NA,"-","-1","-1","-","-2"
"HMR_6989",0,"-","0","0","Negative","-8"
"HMR_7180",2,"Present","2","2","High","15"
"HMR_7181",0,"-","0","0","Negative","-8"
"HMR_7184",NA,"-","-1","-1","-","-2"
"HMR_7198",NA,"-","-1","-1","-","-2"
"HMR_7255",NA,"-","-1","-1","-","-2"
"HMR_7278",2,"Present","2","2","High","15"
"HMR_7328",0,"-","0","0","Negative","-8"
"HMR_7329",0,"-","0","0","Negative","-8"
"HMR_7330",NA,"-","-1","-1","-","-2"
"HMR_7432",NA,"-","-1","-1","-","-2"
"HMR_7437",NA,"-","-1","-1","-","-2"
"HMR_7469",1,"Present","1","1","Medium","10"
"HMR_7628",3,"Present","2","2","High","20"
"PMI12346PS",1,"Present","1","1","Medium","10"
"HMR_7715",NA,"-","-1","-1","-","-2"
"HMR_7724",NA,"-","-1","-1","-","-2"
"HMR_7727",NA,"-","-1","-1","-","-2"
"HMR_7755",1,"Present","1","1","Medium","10"
"HMR_7757",3,"Present","2","2","High","20"
"HMR_7758",3,"Present","2","2","High","20"
"HMR_7903",NA,"-","-1","-1","-","-2"
"HMR_7947",NA,"-","-1","-1","-","-2"
"HMR_7949",NA,"-","-1","-1","-","-2"
"HMR_8056",NA,"-","-1","-1","-","-2"
"HMR_8084",NA,"-","-1","-1","-","-2"
"HMR_8086",NA,"-","-1","-1","-","-2"
"HMR_8287",0,"-","0","0","Negative","-8"
"HMR_8397",0,"-","0","0","Negative","-8"
"LALDO2",3,"Present","2","2","High","20"
"HMR_8505",NA,"-","-1","-1","-","-2"
"HMR_8510",NA,"-","-1","-1","-","-2"
"ID3ACALDtm",NA,"-","-1","-1","-","-2"
"HMR_8571",0,"-","0","0","Negative","-8"
"HMR_8572",0,"-","0","0","Negative","-8"
"HMR_8573",0,"-","0","0","Negative","-8"
