"","ImmProt_mTregs_01","ImmProt_mTregs_02","ImmProt_mTregs_03","ImmProt_mTregs_04","ImmProt_mTregs_01_activated","ImmProt_mTregs_02_activated","ImmProt_mTregs_03_activated","ImmProt_nTregs_01","ImmProt_nTregs_02","ImmProt_nTregs_03","ImmProt_nTregs_04","ImmProt_nTregs_01_activated","ImmProt_nTregs_02_activated","ImmProt_nTregs_03_activated"
"6392",0,1,1,0,0,1,1,1,0,1,1,0,0,1
"6389",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6821",0,1,1,0,0,0,0,0,0,1,1,0,1,0
"6533",1,1,1,1,1,1,1,0,1,0,0,0,1,0
"5092",1,1,1,0,1,0,0,0,1,0,1,1,0,1
"23530",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79178",0,1,1,0,1,0,1,0,1,1,1,0,0,1
"6567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1890",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55217",0,1,0,1,1,1,1,0,1,1,1,1,0,1
"7296",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"11181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80162",0,0,1,0,0,1,1,1,1,0,1,1,1,0
"7166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6916",1,0,1,0,1,1,1,0,1,1,1,1,1,0
"7054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10020",1,0,1,0,1,0,0,0,1,1,1,0,1,1
"29880",1,0,1,0,0,1,1,0,0,0,1,1,0,1
"7355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7358",0,0,1,1,1,0,0,0,0,1,1,1,0,0
"23169",0,1,1,0,1,1,1,0,1,1,1,1,1,1
"80146",0,1,0,1,0,1,1,0,1,0,1,1,1,0
"5168",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7357",1,1,0,1,1,1,1,0,1,1,1,1,1,1
"11046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54963",1,1,0,0,0,1,1,0,1,1,0,0,0,1
"7498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9942",0,0,1,1,1,1,0,1,1,0,1,1,1,0
"64132",1,0,0,0,0,0,0,0,0,1,1,0,0,0
"64131",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51181",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"64077",1,1,1,0,1,1,0,1,1,1,1,1,1,1
"5464",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10724",0,1,1,0,1,0,1,0,1,1,1,0,0,1
"94033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2495",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1356",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2512",0,0,1,0,1,0,0,1,1,0,0,0,1,0
"1727",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51706",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"51700",0,1,0,1,0,0,1,1,1,1,1,0,0,1
"10587",0,1,1,0,0,1,0,0,1,1,1,1,0,0
"80347",1,1,0,0,1,1,0,0,1,1,1,0,1,0
"84618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22978",0,0,1,0,1,0,1,1,0,0,1,0,0,1
"51251",0,1,1,0,1,1,0,1,0,1,1,1,0,0
"93034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100526794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3251",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"56954",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5313",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"728441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102724197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2686",1,0,0,1,0,0,0,1,0,1,0,1,0,1
"5211",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1491",0,0,0,1,0,0,0,0,0,0,0,0,1,1
"2819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29925",0,1,1,1,0,1,0,0,0,1,1,1,1,1
"29926",0,1,1,0,1,0,1,0,0,1,1,1,0,1
"102724560",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",0,0,1,0,0,0,1,0,1,0,0,0,0,0
"22934",1,1,1,1,1,1,0,0,1,1,1,1,1,1
"2766",1,1,0,1,1,1,0,0,1,1,1,1,1,1
"51292",0,1,1,0,1,1,1,1,1,1,1,1,1,1
"57571",0,1,1,0,0,0,0,0,0,1,0,0,0,0
"8833",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5538",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"641371",1,0,1,1,1,1,1,0,0,1,1,1,1,1
"11332",0,1,1,0,0,1,1,1,0,0,0,0,0,1
"55825",1,1,1,0,1,0,0,0,1,0,1,1,0,0
"51102",0,1,1,0,0,0,1,0,0,1,1,0,0,1
"37",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23475",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50484",0,1,1,1,1,1,1,0,1,1,1,1,1,0
"6240",0,1,1,0,0,0,1,0,0,1,0,0,1,1
"6241",0,1,1,0,1,0,1,1,1,1,0,0,0,1
"3156",1,1,1,0,1,0,0,0,0,0,1,1,0,0
"79966",1,1,0,0,0,0,0,0,1,0,1,0,0,0
"10588",0,1,1,0,0,1,0,0,1,1,1,0,1,0
"84890",1,1,0,0,0,1,1,1,0,0,1,0,1,0
"80025",0,0,1,0,1,1,0,0,1,0,1,1,1,0
"53354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79646",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"83594",1,0,0,0,0,0,0,0,0,0,0,0,1,0
"7263",0,1,0,1,0,0,1,0,1,0,0,0,1,1
"26275",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"29920",1,1,0,1,1,0,1,0,1,0,1,0,0,1
"7389",0,1,1,0,0,0,1,0,1,0,1,0,1,0
"1595",0,1,1,0,0,1,1,0,1,0,1,0,0,1
"130367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10478",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"23443",0,1,1,1,1,1,1,0,1,1,1,1,1,1
"64240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3988",0,1,1,0,1,0,0,0,1,0,1,0,1,0
"377677",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"767",0,0,0,1,0,0,0,1,0,0,0,1,0,1
"765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759",1,0,1,0,1,1,1,0,1,1,0,0,1,1
"760",0,1,1,1,0,0,1,1,1,0,1,0,1,0
"23632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10057",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6556",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7779",1,0,0,1,0,0,1,0,1,1,1,0,1,1
"54020",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215",0,0,1,1,1,1,1,0,0,1,1,0,0,1
"5825",1,1,0,1,1,1,0,0,1,0,1,0,1,0
"641372",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9045",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84105",0,1,1,0,1,1,1,0,0,1,1,1,1,0
"25830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54995",0,1,0,1,0,1,0,0,1,0,1,0,1,0
"93492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267",0,1,1,1,1,1,0,0,1,1,1,0,1,1
"10249",0,0,1,0,0,0,0,1,1,0,0,0,1,1
"1573",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29785",1,0,0,0,1,1,1,0,1,0,1,0,0,1
"1215",0,1,0,0,0,0,0,0,1,1,0,0,0,0
"1357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7177",0,0,0,0,0,0,0,0,0,0,1,1,0,0
"64499",0,0,0,0,0,0,0,0,0,0,1,1,0,0
"23430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1636",1,0,1,0,0,0,0,0,0,0,0,0,0,0
"9365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7368",0,0,0,0,0,0,0,0,1,1,0,0,0,0
"5315",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1666",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"874",0,0,1,0,0,1,1,0,1,1,0,0,1,1
"10901",0,1,1,1,1,1,0,0,1,1,1,1,1,0
"126410",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2053",0,1,1,0,0,1,1,0,1,1,1,0,0,1
"8897",0,1,1,0,0,0,1,0,1,0,1,1,1,0
"8898",1,0,1,1,1,1,1,1,1,1,1,0,1,1
"9152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9497",0,1,1,1,1,0,0,0,1,0,1,0,1,1
"115584",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6574",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"142680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1622",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"225",0,1,0,1,0,1,1,0,1,1,0,1,0,1
"28965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23205",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"26061",1,1,0,1,1,1,1,0,1,1,1,0,0,1
"54716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113235",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1200",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2168",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51056",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5184",1,1,1,1,1,1,1,1,1,0,1,1,1,1
"4891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4524",0,1,0,0,1,1,1,1,0,0,1,0,1,1
"25796",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"28982",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6120",0,1,1,0,0,1,1,0,1,1,1,0,1,1
"10864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9376",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55065",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79581",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5950",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2350",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3248",0,0,1,0,1,1,0,0,0,0,0,1,0,1
"166929",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56261",0,1,1,1,0,0,0,0,1,1,1,1,0,1
"3658",0,1,1,0,1,1,1,0,0,1,0,0,1,1
"203",1,0,0,0,0,1,0,1,0,0,0,1,0,1
"122481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",0,1,1,1,1,1,1,1,1,1,1,1,1,1
"122622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11212",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"383",0,0,0,1,1,0,1,0,1,1,1,0,0,1
"1371",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1503",0,1,1,0,1,0,1,1,0,0,1,0,1,0
"56474",1,1,1,0,1,0,0,0,1,1,1,0,1,0
"2987",0,1,1,0,0,1,1,0,1,1,1,1,1,0
"5860",0,1,1,1,1,1,1,0,1,1,1,1,1,1
"9453",0,1,1,0,0,1,0,0,1,1,1,1,0,0
"2027",0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2026",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2023",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80308",0,0,1,0,0,1,1,0,0,1,1,1,0,1
"7360",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2597",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9945",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2673",0,1,1,0,1,0,0,0,1,1,1,0,1,1
"2752",0,0,0,1,0,1,1,0,1,1,1,0,0,1
"51557",0,0,1,1,1,0,1,0,0,1,1,0,1,1
"1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2762",0,1,1,0,1,1,0,0,0,0,1,0,1,0
"2643",0,0,1,1,1,0,1,1,0,1,1,0,0,1
"761",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3145",0,1,1,0,1,1,0,1,0,1,0,1,1,0
"586",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"3614",0,1,1,0,1,1,0,0,1,0,1,0,1,0
"3615",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"682",0,1,0,1,1,0,1,1,0,0,0,1,0,0
"4351",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"441024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100287639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65220",1,1,1,0,1,1,0,1,0,1,0,1,0,1
"389015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6553",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2821",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5230",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375056",0,1,0,1,0,1,1,0,0,1,1,0,1,1
"5236",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"55276",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5373",0,1,0,1,1,1,0,0,1,0,1,0,0,1
"5372",0,1,1,1,0,1,1,0,1,1,1,0,1,0
"210",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60490",0,1,1,1,0,0,0,0,1,1,1,0,0,1
"79717",0,1,1,0,0,1,1,0,1,0,1,1,1,0
"58510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5634",0,1,1,0,0,1,1,0,1,1,1,0,0,1
"5631",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"221823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29968",0,1,1,0,1,0,0,0,1,1,1,1,0,1
"5723",0,1,1,0,1,1,0,1,1,1,0,0,1,0
"55312",0,1,1,0,1,1,1,1,0,1,1,0,1,1
"6888",1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79896",1,1,1,0,1,1,0,0,1,1,1,0,1,1
