"REACTION","SUBSYSTEM"
"HMR_3111","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3112","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3113","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3114","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3115","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3116","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3117","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3118","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3121","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3122","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3123","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3125","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3128","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3129","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3130","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3132","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3135","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3136","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3137","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3139","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3142","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3143","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3144","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3146","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3149","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3150","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3151","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3153","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3156","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3157","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3158","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3160","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3398","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3406","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3407","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3408","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3409","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3411","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3413","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3414","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3416","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3421","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3422","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3423","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3424","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3425","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3426","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3427","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3428","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3429","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3430","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3431","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3432","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3433","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_9719","Beta oxidation of even-chain fatty acids (mitochondrial)"
"HMR_3053","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3054","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3055","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3057","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3058","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3059","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3060","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3062","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3063","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3064","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3065","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3066","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3067","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3068","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3069","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3070","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3071","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3072","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3073","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3074","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3075","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3076","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3077","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3078","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3079","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3080","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3081","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3082","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3083","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3084","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3085","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3086","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3087","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3088","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3089","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3090","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3091","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3092","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3093","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3094","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3095","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3096","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3097","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3098","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3099","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3100","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3101","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3102","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3103","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3104","Beta oxidation of even-chain fatty acids (peroxisomal)"
"HMR_3170","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3171","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3172","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3173","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3174","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3175","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3176","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3177","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3178","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3179","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3180","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3181","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3182","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3183","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3184","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3185","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3186","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3187","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3188","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3189","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3190","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3191","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3192","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3193","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3194","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3195","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3196","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3197","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3198","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3199","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3200","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3201","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3202","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3203","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3204","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3205","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3396","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3397","Beta oxidation of odd-chain fatty acids (mitochondrial)"
"HMR_3056","Beta oxidation of odd-chain fatty acids (peroxisomal)"
"HMR_3480","Beta oxidation of phytanic acid (peroxisomal)"
"HMR_3482","Beta oxidation of phytanic acid (peroxisomal)"
"HMR_3484","Beta oxidation of phytanic acid (peroxisomal)"
"HMR_3486","Beta oxidation of phytanic acid (peroxisomal)"
"HMR_3488","Beta oxidation of phytanic acid (peroxisomal)"
"HMR_3489","Beta oxidation of phytanic acid (peroxisomal)"
"HMR_3491","Beta oxidation of phytanic acid (peroxisomal)"
"HMR_3493","Beta oxidation of phytanic acid (peroxisomal)"
"HMR_3498","Beta oxidation of phytanic acid (peroxisomal)"
"HMR_3501","Beta oxidation of phytanic acid (peroxisomal)"
"HMR_3503","Beta oxidation of phytanic acid (peroxisomal)"
"HMR_3505","Beta oxidation of phytanic acid (peroxisomal)"
"HMR_3506","Beta oxidation of phytanic acid (peroxisomal)"
"HMR_3508","Beta oxidation of phytanic acid (peroxisomal)"
"HMR_3509","Beta oxidation of phytanic acid (peroxisomal)"
"HMR_3510","Beta oxidation of phytanic acid (peroxisomal)"
"HMR_3511","Beta oxidation of phytanic acid (peroxisomal)"
"HMR_3512","Beta oxidation of phytanic acid (peroxisomal)"
"HMR_3513","Beta oxidation of phytanic acid (peroxisomal)"
"HMR_3514","Beta oxidation of phytanic acid (peroxisomal)"
"HMR_3515","Beta oxidation of phytanic acid (peroxisomal)"
"HMR_1174","Beta oxidation of poly-unsaturated fatty acids (mitochondrial)"
"HMR_1175","Beta oxidation of poly-unsaturated fatty acids (mitochondrial)"
"HMR_1176","Beta oxidation of poly-unsaturated fatty acids (mitochondrial)"
"HMR_1177","Beta oxidation of poly-unsaturated fatty acids (mitochondrial)"
"HMR_1178","Beta oxidation of poly-unsaturated fatty acids (mitochondrial)"
"HMR_1179","Beta oxidation of poly-unsaturated fatty acids (mitochondrial)"
"HMR_1180","Beta oxidation of poly-unsaturated fatty acids (mitochondrial)"
"HMR_1181","Beta oxidation of poly-unsaturated fatty acids (mitochondrial)"
"HMR_1182","Beta oxidation of poly-unsaturated fatty acids (mitochondrial)"
"HMR_1183","Beta oxidation of poly-unsaturated fatty acids (mitochondrial)"
"HMR_1184","Beta oxidation of poly-unsaturated fatty acids (mitochondrial)"
"HMR_1216","Beta oxidation of poly-unsaturated fatty acids (mitochondrial)"
"HMR_1217","Beta oxidation of poly-unsaturated fatty acids (mitochondrial)"
"HMR_1218","Beta oxidation of poly-unsaturated fatty acids (mitochondrial)"
"HMR_1219","Beta oxidation of poly-unsaturated fatty acids (mitochondrial)"
"HMR_1220","Beta oxidation of poly-unsaturated fatty acids (mitochondrial)"
"HMR_1221","Beta oxidation of poly-unsaturated fatty acids (mitochondrial)"
"HMR_1222","Beta oxidation of poly-unsaturated fatty acids (mitochondrial)"
"HMR_1223","Beta oxidation of poly-unsaturated fatty acids (mitochondrial)"
"HMR_1224","Beta oxidation of poly-unsaturated fatty acids (mitochondrial)"
"HMR_1225","Beta oxidation of poly-unsaturated fatty acids (mitochondrial)"
"HMR_1226","Beta oxidation of poly-unsaturated fatty acids (mitochondrial)"
"HMR_3240","Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)"
"HMR_3241","Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)"
"HMR_3242","Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)"
"HMR_3243","Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)"
"HMR_3244","Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)"
"HMR_3245","Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)"
"HMR_3246","Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)"
"HMR_3247","Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)"
"HMR_3250","Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)"
"HMR_3252","Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)"
"HMR_3254","Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)"
"HMR_3256","Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)"
"HMR_3258","Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)"
"HMR_3260","Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)"
"HMR_3262","Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)"
"HMR_3264","Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)"
"HMR_3272","Beta oxidation of unsaturated fatty acids (n-7) (mitochondrial)"
"HMR_3356","Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)"
"HMR_3357","Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)"
"HMR_3358","Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)"
"HMR_3359","Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)"
"HMR_3360","Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)"
"HMR_3361","Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)"
"HMR_3362","Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)"
"HMR_3363","Beta oxidation of unsaturated fatty acids (n-7) (peroxisomal)"
"HMR_3218","Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)"
"HMR_3219","Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)"
"HMR_3220","Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)"
"HMR_3221","Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)"
"HMR_3222","Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)"
"HMR_3223","Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)"
"HMR_3224","Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)"
"HMR_3225","Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)"
"HMR_3226","Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)"
"HMR_3227","Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)"
"HMR_3228","Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)"
"HMR_3229","Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)"
"HMR_3230","Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)"
"HMR_3231","Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)"
"HMR_3232","Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)"
"HMR_3233","Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)"
"HMR_3234","Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)"
"HMR_3235","Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)"
"HMR_3236","Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)"
"HMR_3237","Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)"
"HMR_3239","Beta oxidation of unsaturated fatty acids (n-9) (mitochondrial)"
"HMR_3326","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3327","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3328","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3329","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3330","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3331","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3332","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3333","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3334","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3335","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3336","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3337","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3338","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3339","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3340","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3341","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3342","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3343","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3344","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3345","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3346","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3347","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3348","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3349","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3350","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3351","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3352","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3353","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3355","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3364","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3365","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3367","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3368","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3369","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
"HMR_3370","Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal)"
