"","Anti-inflammatory macro/mono","CAFs","CD8aa IELs","cDCs","CXCL13+ CD8 Tcells","Double-Negative Tcells","Enteric glia cells","Fibroblasts","Follicular CD4 Tcells","gdTcells","IL17+ CD4 Tcells","Mast cells","Memory Bcells","Memory CD4 Tcells","Memory CD8 Tcells","Myofibroblasts","Naive Bcells","Naive CD4 Tcells","NK cells","NKT cells","Pericytes","Plasma cells","Pro-inflammatory macro/mono","Proliferative Bcells","Proliferative CD4 Tcells","Proliferative CD8 Tcells","Regulatory CD4 Tcells","Tumour Epithelial cells","Vascular ECs","VSMCs"
"GOLGB1",33,69,6,1,58,1,0,41,9,0,23,18,42,44,57,5,14,21,5,4,100,59,7,4,39,35,68,367,137,4
"IQCB1",6,9,2,1,5,0,0,4,7,0,8,2,14,7,8,1,6,3,1,3,10,7,0,5,10,7,11,116,17,1
"EAF2",13,0,2,2,1,0,0,2,0,0,0,3,17,0,0,0,10,0,0,0,1,36,1,18,3,0,4,20,2,0
"SLC15A2",1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,1,0,0,0,4,1,0
"ILDR1",2,0,1,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,11,1,0
"CD86",65,0,0,4,5,0,0,0,0,0,0,0,13,0,1,0,1,0,0,0,0,4,18,1,0,0,0,1,0,0
"CASR",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSTA",68,6,0,10,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,36,0,1,0,0,27,2,0
"CCDC58",21,11,3,0,4,1,1,4,1,1,4,3,14,5,8,0,3,1,2,0,12,7,7,2,8,4,13,236,33,0
"FAM162A",48,47,1,1,18,0,1,44,5,1,11,10,37,17,27,2,8,10,3,5,52,8,5,8,10,10,41,729,73,5
"WDR5B",0,3,1,1,1,0,0,0,0,0,0,0,3,1,2,0,0,0,2,0,2,3,0,1,2,1,2,23,3,0
"RP11-299J3.8",0,1,0,0,1,0,0,3,0,0,1,0,0,1,3,0,1,0,0,0,5,0,0,0,1,0,3,10,3,0
"KPNA1",24,16,1,0,14,2,2,8,2,1,6,2,6,15,8,0,3,2,2,1,17,9,2,3,8,5,17,77,37,1
"PARP9",32,34,4,5,2,0,0,9,3,0,3,5,6,9,11,2,7,4,0,0,21,9,6,1,12,10,28,125,36,0
"DTX3L",47,18,1,3,13,1,3,13,6,0,8,7,14,11,13,2,3,4,2,3,28,4,8,0,14,6,23,107,37,1
"PARP15",4,3,1,0,8,0,0,2,2,0,5,0,39,6,15,0,12,4,5,1,1,3,1,1,3,7,11,5,0,1
"PARP14",99,83,6,4,35,0,1,19,11,1,14,7,71,36,48,4,22,15,8,1,61,13,17,7,39,32,77,175,116,1
"HSPBAP1",9,1,1,1,0,0,0,1,0,0,0,0,6,1,5,0,1,2,1,0,1,2,1,1,4,2,5,18,9,0
"DIRC2",6,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,19,6,0
"RP11-67L2.2",5,3,0,0,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,2,0
"SEMA5B",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,3,0
"PDIA5",2,17,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,2,0,1,17,13,2,1,1,1,1,48,32,0
"SEC22A",5,8,0,0,0,0,0,3,2,1,2,2,2,3,7,0,2,1,0,0,9,3,1,1,2,3,3,27,12,0
"ADCY5",0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0
"RP11-797D24.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HACD2",8,6,1,2,6,0,0,3,0,0,2,1,10,0,4,1,7,1,0,0,13,3,3,5,8,6,13,100,25,2
"MYLK-AS1",0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0
"MYLK",8,193,0,0,0,0,0,7,1,0,1,2,1,0,2,40,2,0,0,1,767,1,0,0,1,1,2,6,64,50
"CCDC14",25,27,7,1,28,1,0,17,3,0,6,13,20,14,23,0,6,5,0,4,33,20,7,3,18,19,24,230,97,1
"KALRN",0,4,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,1,0,0,15,0,0,0,0,0,0,22,58,1
"UMPS",11,8,2,0,4,0,0,3,1,0,2,2,1,8,6,0,4,1,2,0,15,1,1,3,6,4,12,99,16,0
"ITGB5",20,53,0,0,0,0,0,22,1,0,0,1,2,1,1,0,0,0,0,0,20,0,1,0,1,0,0,58,20,3
"MUC13",2,6,1,0,5,0,0,0,0,0,4,2,11,5,4,0,1,4,0,0,4,1,2,0,2,6,8,650,10,1
"HEG1",10,32,0,0,14,0,0,15,2,0,3,9,6,8,9,1,1,3,3,1,28,2,1,1,7,3,7,5,307,0
"SLC12A8",0,45,0,0,0,0,0,7,0,0,0,5,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,31,0,0
"ZNF148",25,30,7,2,18,1,0,10,8,2,9,9,31,19,26,1,8,6,1,1,35,4,5,8,26,15,24,122,70,2
"SNX4",22,17,0,1,8,0,1,14,1,0,1,5,9,8,9,1,5,2,0,0,16,7,6,3,7,8,15,59,44,1
"OSBPL11",28,8,0,2,2,0,1,4,1,0,4,3,11,6,6,1,2,3,0,0,8,3,6,1,7,4,6,38,18,0
"RP11-379B18.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"RP11-666A20.4",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,10,2,0
"ALG1L",1,1,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,31,0,0
"SLC41A3",4,9,0,0,5,0,1,11,2,0,0,0,5,2,4,2,0,2,0,1,15,3,0,2,8,4,12,55,35,0
"ALDH1L1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ZXDC",3,2,0,1,3,0,0,0,1,0,0,0,5,3,1,0,2,1,0,0,4,0,3,0,3,1,1,33,16,1
"UROC1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CHST13",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TXNRD3",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,5,0
"CHCHD6",19,13,0,0,1,0,0,5,3,1,2,1,2,1,3,0,0,0,0,0,6,4,1,0,3,2,5,86,15,0
"PLXNA1",8,20,0,0,2,0,0,5,0,0,0,0,2,1,0,0,2,1,0,0,13,1,1,0,1,2,2,18,15,0
"LINC01471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"RP11-153F10.2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"TPRA1",9,7,0,0,3,1,0,7,0,0,0,3,6,2,2,0,3,0,0,1,8,0,2,0,4,4,6,38,21,1
"MCM2",11,3,0,1,8,0,0,2,3,0,0,1,2,0,7,0,0,1,0,0,4,2,0,9,13,12,1,51,8,0
"PODXL2",0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,3,2,0,0,1,0,1,70,2,0
"ABTB1",9,6,0,0,10,0,1,3,1,0,1,3,9,13,9,1,4,4,2,1,32,2,4,5,8,4,24,25,29,6
"MGLL",45,21,0,1,4,0,0,5,0,0,1,4,4,7,5,0,1,2,0,0,79,13,8,0,1,5,2,488,289,6
"KBTBD12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,0,0
"SEC61A1",39,53,1,1,6,3,3,19,3,2,4,8,7,15,13,0,7,4,2,0,44,31,4,2,15,6,18,167,77,1
"RUVBL1",21,16,3,1,9,1,0,10,3,1,0,8,11,10,13,2,4,4,2,0,32,4,3,9,18,6,18,208,45,2
"EEFSEC",8,4,1,1,2,0,0,2,0,1,1,5,8,3,3,0,0,3,0,0,4,1,1,2,8,5,1,24,8,1
"GATA2",3,0,0,0,0,0,0,1,0,0,0,213,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,10,35,0
"GATA2-AS1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0
"RPN1",80,62,0,6,21,1,2,22,2,1,8,14,15,11,21,3,8,7,2,2,42,49,13,3,25,14,29,447,115,2
"RAB7A",127,87,4,9,24,4,1,44,6,0,17,14,28,26,28,4,9,9,3,2,84,13,24,6,35,20,44,440,147,4
"RP11-723O4.9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
"ACAD9",10,7,0,0,1,0,0,3,1,0,0,0,4,2,3,0,1,1,0,0,9,3,1,1,3,5,5,51,13,1
"KIAA1257",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0
"EFCC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0
"RP11-434H6.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"ISY1",19,17,1,0,9,1,0,7,4,0,5,3,9,7,17,0,1,4,0,0,19,4,2,2,13,4,9,72,39,1
"RP11-434H6.7",0,0,0,0,1,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,2,14,0,0
"CNBP",140,110,15,13,51,5,3,62,18,0,31,36,122,62,63,9,35,33,10,5,126,50,33,22,60,32,90,758,238,12
"COPG1",30,27,5,0,7,1,0,19,2,0,0,4,6,1,6,0,1,4,1,0,30,10,0,1,8,8,11,177,41,2
"HMCES",12,9,4,0,7,0,0,5,2,0,5,3,4,4,18,2,1,0,0,0,11,5,4,24,5,6,20,63,28,2
"H1FX",30,36,3,2,19,0,0,14,2,2,3,5,8,12,19,0,0,5,3,4,20,18,6,1,15,26,24,60,83,1
"H1FX-AS1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
"MBD4",47,25,7,0,13,1,0,18,5,0,9,16,103,18,28,1,24,11,1,2,31,22,4,28,22,17,31,117,53,4
"IFT122",6,5,0,0,0,0,0,2,0,0,1,1,2,0,2,0,1,0,1,2,5,1,0,2,5,2,2,21,13,0
"PLXND1",47,12,1,0,1,0,0,5,1,0,3,1,2,3,5,0,0,1,0,2,39,0,5,0,1,2,3,8,233,0
"TMCC1",9,11,1,2,2,0,0,1,0,0,1,0,3,1,4,0,4,1,0,0,7,5,0,1,3,1,6,50,16,0
"TMCC1-AS1",4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0
"ALG1L2",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,11,3,0
"RP11-93K22.13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"RP11-77P16.4",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,1,8,0,0
"COL6A5",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COL6A6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PIK3R4",3,3,0,0,2,0,0,2,1,0,0,0,2,0,1,1,0,0,0,0,4,0,0,0,1,4,2,26,9,0
"ATP2C1",43,16,2,1,3,1,0,3,0,1,0,6,5,3,11,1,1,4,1,0,9,5,5,0,4,4,6,73,45,0
"ASTE1",4,3,0,0,5,1,0,4,0,0,3,4,12,3,14,0,4,5,1,2,5,3,1,4,5,6,10,17,11,0
"NEK11",3,2,0,0,0,0,0,4,0,0,0,0,3,1,2,0,1,1,0,0,1,2,0,0,0,0,3,5,3,0
"NUDT16",38,17,2,3,11,1,1,4,1,0,4,6,7,4,9,1,2,2,1,0,17,5,7,0,8,3,8,120,40,0
"MRPL3",49,40,0,4,14,3,0,15,2,1,6,8,19,15,12,0,3,5,2,1,40,15,4,5,16,10,19,411,56,0
"CPNE4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ACPP",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,1,0
"DNAJC13",16,16,0,1,6,1,0,6,3,0,1,3,8,6,7,0,4,0,0,1,11,4,2,2,4,7,9,37,29,1
"ACAD11",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0
"NPHP3-ACAD11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ACKR4",3,3,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,2,1,1
"UBA5",10,21,1,1,8,0,0,6,0,0,1,9,4,5,11,0,3,2,1,0,18,11,0,1,7,11,7,88,38,3
"NPHP3",7,13,1,0,3,0,1,12,0,0,3,5,12,2,7,0,2,2,0,0,22,4,0,0,8,7,7,38,38,3
"NPHP3-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMEM108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,1,0,1,0,0,0
"BFSP2",0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,6,0,7,1,0,10,1,0,0
"BFSP2-AS1",0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0
"CDV3",50,30,4,1,11,3,0,9,4,0,14,5,23,17,25,2,7,7,2,0,32,19,10,10,27,17,21,141,64,2
"TOPBP1",21,13,1,1,14,0,0,10,5,0,5,2,16,8,18,0,6,2,1,0,19,2,2,9,31,13,18,86,32,0
"SRPRB",13,38,1,2,6,1,0,12,2,0,3,2,13,5,9,1,0,3,1,0,18,29,2,1,6,7,14,180,36,0
"RAB6B",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,1,1,0
"C3orf36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"SLCO2A1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,3,160,0
"RYK",5,24,1,0,4,2,2,14,5,0,2,2,7,2,13,0,4,3,4,0,19,1,4,1,5,0,10,125,49,3
"RP11-375I20.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"AMOTL2",1,15,0,0,0,0,1,22,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,25,42,0
"ANAPC13",41,40,3,1,6,0,2,21,3,0,3,7,22,7,13,1,4,1,0,0,37,10,3,3,11,4,17,255,70,3
"CEP63",27,20,0,0,4,2,0,13,2,0,6,7,15,5,8,1,2,3,1,0,21,5,2,10,14,4,16,73,36,1
"EPHB1",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0
"PPP2R3A",0,7,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,1,0,0,4,1,1,0,1,0,0,21,19,0
"RP11-305O4.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MSL2",12,6,1,1,4,0,1,1,1,0,1,2,11,7,8,0,2,4,0,1,3,5,1,3,3,3,13,44,10,0
"PCCB",12,8,0,2,1,0,0,5,1,0,1,3,6,3,2,0,1,1,2,0,13,4,3,1,4,3,4,95,9,0
"STAG1",23,39,8,1,24,1,1,17,11,0,6,4,16,19,25,2,11,8,2,1,32,10,4,8,31,16,23,99,71,3
"RP11-102M11.2",0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0
"SLC35G2",0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,1,7,0,0,1,1,0,4,4,42,2
"RP11-731C17.2",0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,5,4,0
"NCK1-AS1",12,1,1,1,5,0,0,0,1,0,1,2,1,2,3,1,0,1,1,0,1,3,4,1,3,1,8,20,10,0
"NCK1",42,34,4,3,12,0,0,11,5,1,8,10,23,26,29,0,2,16,2,1,34,8,4,3,16,8,43,63,79,2
"IL20RB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
"SOX14",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15,1,0
"RP11-461M2.2",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DZIP1L",3,7,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,6,0
"DBR1",5,11,1,1,2,0,0,5,0,0,5,1,3,2,5,0,2,4,0,1,8,0,1,1,1,3,4,24,10,0
"ARMC8",14,17,0,4,7,1,0,5,4,0,5,2,24,9,17,1,1,4,1,0,32,8,9,6,12,7,10,63,29,0
"NME9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"MRAS",27,29,0,1,0,0,0,14,0,0,0,3,0,0,0,2,0,0,0,0,13,0,2,0,1,0,0,1,42,2
"ESYT3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CEP70",3,3,0,0,2,0,0,4,1,0,0,5,3,2,0,2,0,1,0,0,2,0,0,1,3,3,1,60,9,1
"FAIM",7,11,0,0,3,0,0,6,0,0,1,22,2,0,2,0,1,2,0,1,29,1,0,6,4,1,0,73,20,0
"PIK3CB",11,4,2,1,1,0,0,3,1,1,0,11,6,3,1,0,0,5,0,1,4,1,3,0,1,3,3,81,23,1
"MRPS22",17,24,0,0,8,2,0,6,2,0,4,7,7,10,9,1,2,5,4,0,18,2,4,3,6,3,7,215,18,1
"RP11-219D15.3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"COPB2",40,47,2,1,10,4,0,20,3,0,5,8,17,9,15,1,7,9,0,0,40,8,4,2,19,11,15,275,74,0
"RP11-319G6.1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5,2,0
"RBP2",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,1,0
"RBP1",13,38,0,0,1,0,0,15,0,0,0,1,2,1,2,0,2,0,0,0,108,1,0,1,0,0,4,257,47,0
"NMNAT3",2,2,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,18,3,0
"CLSTN2",0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,2,0,0
"SLC25A36",20,56,5,3,22,1,1,23,8,2,4,13,23,19,15,0,10,6,1,2,48,8,10,9,9,16,12,239,95,5
"SPSB4",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"PXYLP1",1,13,1,0,1,0,0,7,0,1,0,0,2,0,1,0,0,2,0,0,10,1,0,0,3,0,0,30,2,0
"ZBTB38",42,68,6,3,30,2,5,45,9,2,14,16,44,24,25,0,6,15,7,3,74,66,10,6,30,14,88,572,139,5
"RASA2",10,18,10,1,26,4,1,6,2,0,11,3,25,36,23,0,16,10,7,5,22,8,5,3,16,26,44,90,42,0
"RNF7",85,77,7,4,40,0,0,45,8,2,20,23,51,39,57,3,11,10,4,3,118,22,28,7,55,31,66,519,383,5
"ATP1B3",161,52,5,11,41,2,0,38,7,2,20,28,22,32,54,3,9,15,4,4,148,20,54,9,51,35,45,484,410,5
"ATP1B3-AS1",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TFDP2",12,33,1,0,11,0,0,21,4,2,2,16,21,7,11,1,8,8,3,3,28,6,4,6,10,10,12,190,48,4
"GK5",9,13,5,1,8,1,2,13,1,1,2,2,10,6,10,0,2,4,2,0,10,3,6,0,12,2,3,110,19,0
"XRN1",27,31,1,0,20,5,0,11,6,0,14,7,24,16,23,1,9,9,3,1,28,21,4,1,19,13,41,96,46,2
"ATR",11,4,1,1,10,2,0,0,1,0,7,1,7,1,4,0,5,2,0,3,5,3,2,1,2,6,9,57,10,0
"PLS1",6,5,1,0,1,0,0,1,2,0,4,1,4,3,8,0,1,3,1,0,3,0,0,2,3,1,4,301,4,0
"TRPC1",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,1
"PCOLCE2",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PAQR9-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"U2SURP",73,61,5,1,39,5,1,32,8,1,29,10,57,28,62,5,17,16,7,7,49,24,9,11,43,26,65,511,108,6
"RP11-91G21.1",1,2,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,2,2,0,0,9,0,0
"CHST2",14,1,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15,15,1,1,4,1,2,0,7,1
"SLC9A9",15,1,0,1,3,2,0,9,4,0,8,1,4,7,6,0,2,6,0,0,3,3,2,2,4,3,15,5,7,0
"C3orf58",12,10,1,1,5,0,0,4,1,0,8,5,6,6,3,0,4,1,0,0,7,2,5,0,5,1,3,29,33,0
"RP11-274H2.3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"PLOD2",3,172,0,0,0,0,0,35,0,0,0,0,2,1,1,6,0,0,0,0,99,1,0,1,0,0,1,60,51,0
"PLSCR4",2,38,0,0,2,0,2,24,0,0,0,0,0,0,0,1,0,0,0,0,33,0,1,0,2,0,0,20,35,0
"PLSCR1",68,30,0,9,8,0,2,27,0,1,5,5,11,11,17,1,6,3,0,1,28,2,24,1,14,7,5,280,130,2
"AGTR1",0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"CPB1",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CPA3",2,0,0,1,1,0,0,1,0,0,0,825,4,6,2,0,0,0,0,0,0,0,0,0,1,1,0,2,0,23
"GYG1",32,26,3,3,8,0,0,13,3,0,16,2,2,31,30,2,1,2,3,0,24,11,12,1,33,16,21,138,40,1
"HLTF",7,19,3,0,8,1,1,10,1,0,4,19,8,5,20,1,4,4,0,1,24,6,3,3,19,15,7,74,17,3
"HPS3",28,7,2,2,3,0,1,2,1,1,2,2,9,3,20,1,3,1,1,1,2,8,1,3,6,7,9,45,13,1
"CP",3,3,0,0,0,0,0,10,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,23,0
"TM4SF18",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,334,0
"TM4SF1",6,16,0,0,6,1,0,11,1,0,2,1,8,5,3,0,1,0,0,1,60,3,1,0,5,3,9,472,1668,10
"TM4SF1-AS1",1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,26,15,0
"TM4SF4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"WWTR1",0,74,1,0,7,0,1,50,1,0,2,2,2,6,5,0,0,0,0,0,33,0,1,1,4,2,4,18,377,6
"WWTR1-AS1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"COMMD2",23,34,1,1,28,1,0,9,2,0,6,8,18,11,19,1,9,7,1,2,31,5,5,7,18,23,26,120,99,0
"RNF13",132,44,5,5,11,1,3,27,4,0,4,20,27,8,18,0,5,3,2,0,43,22,20,1,10,9,8,164,109,3
"PFN2",1,63,1,1,5,0,0,21,0,0,1,0,2,2,2,1,0,0,0,0,38,0,1,0,1,1,3,138,19,4
"RP11-651P23.5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"LINC01214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"TSC22D2",30,23,3,1,7,2,0,33,2,0,4,17,24,10,11,2,8,11,4,0,29,11,4,1,5,8,18,65,64,2
"SERP1",319,190,14,27,72,4,3,90,18,2,48,53,141,94,96,4,52,44,15,8,127,211,85,36,88,68,127,925,309,2
"EIF2A",32,56,5,2,16,2,1,28,3,0,10,21,30,19,26,5,15,14,4,1,65,18,11,11,18,11,42,293,94,5
"SELT",134,45,6,5,41,2,6,17,15,1,46,22,72,76,60,1,23,13,9,8,76,54,11,49,79,44,102,228,135,10
"ERICH6-AS1",1,0,0,0,2,0,0,3,0,0,0,0,0,4,4,0,0,0,0,1,1,2,0,1,0,1,1,3,3,0
"SIAH2",10,11,2,1,9,0,0,5,8,0,3,1,3,9,8,0,2,4,0,0,13,3,5,7,12,6,11,46,11,0
"SIAH2-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MED12L",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,0
"GPR171",4,0,8,0,44,5,0,0,9,0,22,0,1,40,65,0,0,19,1,3,5,2,0,0,22,38,20,6,0,0
"P2RY14",0,0,0,3,2,0,0,0,0,0,0,18,0,2,4,1,0,0,0,0,45,0,0,0,0,1,2,0,1,0
"P2RY13",30,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"IGSF10",0,1,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"SUCNR1",39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
